'Time','II','PLETH','ABP','III'
'[18:52:14.680]',0.398,0.565,48.438,-
'[18:52:14.688]',0.438,0.565,50.781,-
'[18:52:14.696]',0.477,0.561,54.688,-
'[18:52:14.704]',0.500,0.561,60.938,-
'[18:52:14.712]',0.531,0.557,67.188,-
'[18:52:14.720]',0.555,0.557,73.438,-
'[18:52:14.728]',0.562,0.553,76.562,-
'[18:52:14.736]',0.539,0.549,79.688,-
'[18:52:14.744]',0.500,0.549,82.031,-
'[18:52:14.752]',0.438,0.545,83.594,-
'[18:52:14.760]',0.391,0.545,85.156,-
'[18:52:14.768]',0.352,0.541,85.156,-
'[18:52:14.776]',0.312,0.541,84.375,-
'[18:52:14.784]',0.289,0.537,82.812,-
'[18:52:14.792]',0.266,0.533,81.250,-
'[18:52:14.800]',0.258,0.529,78.906,-
'[18:52:14.808]',0.250,0.525,77.344,-
'[18:52:14.816]',0.250,0.522,75.000,-
'[18:52:14.824]',0.250,0.518,72.656,-
'[18:52:14.832]',0.250,0.514,70.312,-
'[18:52:14.840]',0.250,0.510,67.969,-
'[18:52:14.848]',0.250,0.506,66.406,-
'[18:52:14.856]',0.250,0.506,64.844,-
'[18:52:14.864]',0.250,0.502,63.281,-
'[18:52:14.872]',0.266,0.498,61.719,-
'[18:52:14.880]',0.289,0.494,60.156,-
'[18:52:14.888]',0.312,0.490,58.594,-
'[18:52:14.896]',0.328,0.486,57.812,-
'[18:52:14.904]',0.367,0.482,57.031,-
'[18:52:14.912]',0.391,0.478,57.031,-
'[18:52:14.920]',0.398,0.475,57.031,-
'[18:52:14.928]',0.367,0.471,57.031,-
'[18:52:14.936]',0.328,0.467,57.031,-
'[18:52:14.944]',0.289,0.467,57.031,-
'[18:52:14.952]',0.258,0.463,57.031,-
'[18:52:14.960]',0.242,0.463,57.812,-
'[18:52:14.968]',0.227,0.463,57.812,-
'[18:52:14.976]',0.219,0.463,57.812,-
'[18:52:14.984]',0.211,0.463,57.812,-
'[18:52:14.992]',0.211,0.467,57.812,-
'[18:52:15.000]',0.219,0.475,57.812,-
'[18:52:15.008]',0.219,0.482,57.812,-
'[18:52:15.016]',0.211,0.490,57.812,-
'[18:52:15.024]',0.211,0.506,57.031,-
'[18:52:15.032]',0.242,0.522,57.031,-
'[18:52:15.040]',0.391,0.541,56.250,-
'[18:52:15.048]',0.656,0.557,56.250,-
'[18:52:15.056]',0.867,0.573,55.469,-
'[18:52:15.064]',0.898,0.592,54.688,-
'[18:52:15.072]',0.805,0.608,53.906,-
'[18:52:15.080]',0.656,0.627,53.125,-
'[18:52:15.088]',0.492,0.643,53.125,-
'[18:52:15.096]',0.367,0.655,52.344,-
'[18:52:15.104]',0.289,0.667,51.562,-
'[18:52:15.112]',0.250,0.675,51.562,-
'[18:52:15.120]',0.211,0.678,50.781,-
'[18:52:15.128]',0.195,0.682,50.000,-
'[18:52:15.136]',0.188,0.686,50.000,-
'[18:52:15.144]',0.188,0.682,50.000,-
'[18:52:15.152]',0.188,0.678,49.219,-
'[18:52:15.160]',0.188,0.675,49.219,-
'[18:52:15.168]',0.188,0.667,48.438,-
'[18:52:15.176]',0.188,0.663,48.438,-
'[18:52:15.184]',0.195,0.655,47.656,-
'[18:52:15.192]',0.203,0.647,47.656,-
'[18:52:15.200]',0.211,0.639,47.656,-
'[18:52:15.208]',0.227,0.631,46.875,-
'[18:52:15.216]',0.242,0.620,46.875,-
'[18:52:15.224]',0.250,0.612,46.875,-
'[18:52:15.232]',0.266,0.604,46.875,-
'[18:52:15.240]',0.281,0.600,46.875,-
'[18:52:15.248]',0.305,0.592,46.094,-
'[18:52:15.256]',0.328,0.584,46.094,-
'[18:52:15.264]',0.359,0.580,46.094,-
'[18:52:15.272]',0.391,0.573,46.875,-
'[18:52:15.280]',0.438,0.569,48.438,-
'[18:52:15.288]',0.469,0.561,51.562,-
'[18:52:15.296]',0.500,0.557,57.812,-
'[18:52:15.304]',0.523,0.553,64.062,-
'[18:52:15.312]',0.539,0.549,68.750,-
'[18:52:15.320]',0.531,0.545,72.656,-
'[18:52:15.328]',0.500,0.541,75.000,-
'[18:52:15.336]',0.438,0.537,77.344,-
'[18:52:15.344]',0.383,0.533,79.688,-
'[18:52:15.352]',0.328,0.529,80.469,-
'[18:52:15.360]',0.289,0.525,80.469,-
'[18:52:15.368]',0.258,0.518,80.469,-
'[18:52:15.376]',0.242,0.514,78.906,-
'[18:52:15.384]',0.227,0.506,77.344,-
'[18:52:15.392]',0.219,0.502,75.781,-
'[18:52:15.400]',0.211,0.498,73.438,-
'[18:52:15.408]',0.211,0.494,71.094,-
'[18:52:15.416]',0.211,0.486,69.531,-
'[18:52:15.424]',0.211,0.482,67.188,-
'[18:52:15.432]',0.211,0.475,64.844,-
'[18:52:15.440]',0.211,0.471,63.281,-
'[18:52:15.448]',0.211,0.467,60.938,-
'[18:52:15.456]',0.211,0.463,59.375,-
'[18:52:15.464]',0.227,0.455,57.812,-
'[18:52:15.472]',0.250,0.451,56.250,-
'[18:52:15.480]',0.273,0.447,54.688,-
'[18:52:15.488]',0.289,0.443,53.906,-
'[18:52:15.496]',0.320,0.439,53.906,-
'[18:52:15.504]',0.359,0.431,53.125,-
'[18:52:15.512]',0.367,0.427,53.125,-
'[18:52:15.520]',0.344,0.420,53.906,-
'[18:52:15.528]',0.312,0.416,53.906,-
'[18:52:15.536]',0.273,0.412,53.906,-
'[18:52:15.544]',0.242,0.408,54.688,-
'[18:52:15.552]',0.227,0.408,55.469,-
'[18:52:15.560]',0.211,0.404,55.469,-
'[18:52:15.568]',0.203,0.404,55.469,-
'[18:52:15.576]',0.203,0.404,56.250,-
'[18:52:15.584]',0.211,0.408,56.250,-
'[18:52:15.592]',0.211,0.412,56.250,-
'[18:52:15.600]',0.211,0.420,56.250,-
'[18:52:15.608]',0.203,0.427,55.469,-
'[18:52:15.616]',0.195,0.439,55.469,-
'[18:52:15.624]',0.219,0.455,54.688,-
'[18:52:15.632]',0.328,0.471,54.688,-
'[18:52:15.640]',0.562,0.490,53.906,-
'[18:52:15.648]',0.789,0.506,53.906,-
'[18:52:15.656]',0.852,0.522,53.125,-
'[18:52:15.664]',0.773,0.537,53.125,-
'[18:52:15.672]',0.633,0.557,52.344,-
'[18:52:15.680]',0.453,0.573,51.562,-
'[18:52:15.688]',0.320,0.584,50.781,-
'[18:52:15.696]',0.242,0.596,50.000,-
'[18:52:15.704]',0.203,0.604,49.219,-
'[18:52:15.712]',0.172,0.612,49.219,-
'[18:52:15.720]',0.156,0.616,49.219,-
'[18:52:15.728]',0.141,0.616,49.219,-
'[18:52:15.736]',0.133,0.616,49.219,-
'[18:52:15.744]',0.133,0.612,48.438,-
'[18:52:15.752]',0.141,0.608,48.438,-
'[18:52:15.760]',0.141,0.604,47.656,-
'[18:52:15.768]',0.148,0.600,47.656,-
'[18:52:15.776]',0.156,0.592,46.875,-
'[18:52:15.784]',0.164,0.580,46.875,-
'[18:52:15.792]',0.172,0.573,46.875,-
'[18:52:15.800]',0.188,0.565,46.875,-
'[18:52:15.808]',0.195,0.557,46.875,-
'[18:52:15.816]',0.211,0.549,46.875,-
'[18:52:15.824]',0.227,0.541,46.094,-
'[18:52:15.832]',0.242,0.533,46.094,-
'[18:52:15.840]',0.266,0.525,46.094,-
'[18:52:15.848]',0.297,0.522,45.312,-
'[18:52:15.856]',0.328,0.518,45.312,-
'[18:52:15.864]',0.367,0.510,45.312,-
'[18:52:15.872]',0.406,0.506,46.875,-
'[18:52:15.880]',0.445,0.502,50.000,-
'[18:52:15.888]',0.484,0.498,55.469,-
'[18:52:15.896]',0.508,0.494,60.938,-
'[18:52:15.904]',0.531,0.494,67.188,-
'[18:52:15.912]',0.531,0.490,70.312,-
'[18:52:15.920]',0.516,0.490,73.438,-
'[18:52:15.928]',0.461,0.486,75.781,-
'[18:52:15.936]',0.406,0.486,77.344,-
'[18:52:15.944]',0.352,0.482,78.906,-
'[18:52:15.952]',0.312,0.482,79.688,-
'[18:52:15.960]',0.273,0.478,78.906,-
'[18:52:15.968]',0.250,0.475,78.125,-
'[18:52:15.976]',0.242,0.471,76.562,-
'[18:52:15.984]',0.227,0.467,75.000,-
'[18:52:15.992]',0.219,0.459,72.656,-
'[18:52:16.000]',0.211,0.455,71.094,-
'[18:52:16.008]',0.211,0.455,68.750,-
'[18:52:16.016]',0.211,0.451,66.406,-
'[18:52:16.024]',0.203,0.447,64.844,-
'[18:52:16.032]',0.195,0.443,62.500,-
'[18:52:16.040]',0.195,0.439,60.938,-
'[18:52:16.048]',0.195,0.439,58.594,-
'[18:52:16.056]',0.211,0.435,57.031,-
'[18:52:16.064]',0.234,0.431,55.469,-
'[18:52:16.072]',0.250,0.427,53.906,-
'[18:52:16.080]',0.266,0.424,53.125,-
'[18:52:16.088]',0.297,0.420,52.344,-
'[18:52:16.096]',0.328,0.416,52.344,-
'[18:52:16.104]',0.336,0.412,52.344,-
'[18:52:16.112]',0.312,0.408,52.344,-
'[18:52:16.120]',0.266,0.404,53.125,-
'[18:52:16.128]',0.227,0.400,53.125,-
'[18:52:16.136]',0.195,0.396,53.906,-
'[18:52:16.144]',0.180,0.396,54.688,-
'[18:52:16.152]',0.164,0.392,55.469,-
'[18:52:16.160]',0.156,0.392,55.469,-
'[18:52:16.168]',0.156,0.392,56.250,-
'[18:52:16.176]',0.156,0.392,56.250,-
'[18:52:16.184]',0.156,0.396,56.250,-
'[18:52:16.192]',0.156,0.404,56.250,-
'[18:52:16.200]',0.156,0.412,56.250,-
'[18:52:16.208]',0.148,0.424,55.469,-
'[18:52:16.216]',0.172,0.435,55.469,-
'[18:52:16.224]',0.305,0.451,55.469,-
'[18:52:16.232]',0.562,0.467,54.688,-
'[18:52:16.240]',0.781,0.482,54.688,-
'[18:52:16.248]',0.852,0.498,53.906,-
'[18:52:16.256]',0.781,0.514,53.125,-
'[18:52:16.264]',0.641,0.529,53.125,-
'[18:52:16.272]',0.453,0.545,52.344,-
'[18:52:16.280]',0.320,0.557,51.562,-
'[18:52:16.288]',0.250,0.569,51.562,-
'[18:52:16.296]',0.211,0.580,50.781,-
'[18:52:16.304]',0.188,0.584,50.781,-
'[18:52:16.312]',0.172,0.592,50.000,-
'[18:52:16.320]',0.156,0.592,50.000,-
'[18:52:16.328]',0.156,0.592,50.000,-
'[18:52:16.336]',0.156,0.588,50.000,-
'[18:52:16.344]',0.156,0.584,49.219,-
'[18:52:16.352]',0.164,0.580,49.219,-
'[18:52:16.360]',0.172,0.573,49.219,-
'[18:52:16.368]',0.188,0.565,48.438,-
'[18:52:16.376]',0.203,0.557,48.438,-
'[18:52:16.384]',0.211,0.549,48.438,-
'[18:52:16.392]',0.227,0.541,48.438,-
'[18:52:16.400]',0.242,0.533,47.656,-
'[18:52:16.408]',0.250,0.525,47.656,-
'[18:52:16.416]',0.266,0.518,47.656,-
'[18:52:16.424]',0.281,0.510,47.656,-
'[18:52:16.432]',0.305,0.502,47.656,-
'[18:52:16.440]',0.328,0.498,47.656,-
'[18:52:16.448]',0.352,0.490,47.656,-
'[18:52:16.456]',0.391,0.486,48.438,-
'[18:52:16.464]',0.430,0.482,50.000,-
'[18:52:16.472]',0.469,0.478,53.906,-
'[18:52:16.480]',0.500,0.475,60.156,-
'[18:52:16.488]',0.531,0.471,67.188,-
'[18:52:16.496]',0.547,0.471,71.875,-
'[18:52:16.504]',0.562,0.467,75.781,-
'[18:52:16.512]',0.531,0.467,78.125,-
'[18:52:16.520]',0.484,0.463,80.469,-
'[18:52:16.528]',0.430,0.463,82.812,-
'[18:52:16.536]',0.375,0.463,83.594,-
'[18:52:16.544]',0.328,0.459,83.594,-
'[18:52:16.552]',0.297,0.459,82.812,-
'[18:52:16.560]',0.266,0.459,81.250,-
'[18:52:16.568]',0.250,0.447,79.688,-
'[18:52:16.576]',0.242,0.435,78.125,-
'[18:52:16.584]',0.234,0.427,75.781,-
'[18:52:16.592]',0.227,0.420,73.438,-
'[18:52:16.600]',0.227,0.420,71.875,-
'[18:52:16.608]',0.219,0.412,69.531,-
'[18:52:16.616]',0.211,0.408,67.188,-
'[18:52:16.624]',0.211,0.404,65.625,-
'[18:52:16.632]',0.211,0.400,64.062,-
'[18:52:16.640]',0.219,0.396,62.500,-
'[18:52:16.648]',0.242,0.392,60.938,-
'[18:52:16.656]',0.266,0.388,59.375,-
'[18:52:16.664]',0.289,0.388,57.812,-
'[18:52:16.672]',0.312,0.384,57.031,-
'[18:52:16.680]',0.352,0.384,57.031,-
'[18:52:16.688]',0.367,0.380,56.250,-
'[18:52:16.696]',0.359,0.380,56.250,-
'[18:52:16.704]',0.336,0.376,57.031,-
'[18:52:16.712]',0.297,0.376,57.031,-
'[18:52:16.720]',0.266,0.373,57.812,-
'[18:52:16.728]',0.242,0.373,57.812,-
'[18:52:16.736]',0.227,0.373,58.594,-
'[18:52:16.744]',0.219,0.373,58.594,-
'[18:52:16.752]',0.211,0.373,59.375,-
'[18:52:16.760]',0.211,0.376,59.375,-
'[18:52:16.768]',0.219,0.380,59.375,-
'[18:52:16.776]',0.227,0.384,59.375,-
'[18:52:16.784]',0.227,0.392,59.375,-
'[18:52:16.792]',0.211,0.400,58.594,-
'[18:52:16.800]',0.211,0.412,58.594,-
'[18:52:16.808]',0.289,0.427,57.812,-
'[18:52:16.816]',0.500,0.447,57.812,-
'[18:52:16.824]',0.781,0.463,57.031,-
'[18:52:16.832]',0.930,0.482,56.250,-
'[18:52:16.840]',0.938,0.502,56.250,-
'[18:52:16.848]',0.789,0.514,55.469,-
'[18:52:16.856]',0.617,0.529,54.688,-
'[18:52:16.864]',0.453,0.545,54.688,-
'[18:52:16.872]',0.344,0.557,53.906,-
'[18:52:16.880]',0.281,0.569,53.125,-
'[18:52:16.888]',0.234,0.580,53.125,-
'[18:52:16.896]',0.203,0.584,52.344,-
'[18:52:16.904]',0.188,0.588,51.562,-
'[18:52:16.912]',0.172,0.592,51.562,-
'[18:52:16.920]',0.164,0.588,50.781,-
'[18:52:16.928]',0.164,0.588,50.000,-
'[18:52:16.936]',0.164,0.584,50.000,-
'[18:52:16.944]',0.172,0.576,49.219,-
'[18:52:16.952]',0.188,0.573,48.438,-
'[18:52:16.960]',0.195,0.565,48.438,-
'[18:52:16.968]',0.203,0.557,47.656,-
'[18:52:16.976]',0.211,0.549,47.656,-
'[18:52:16.984]',0.227,0.541,46.875,-
'[18:52:16.992]',0.234,0.529,46.875,-
'[18:52:17.000]',0.250,0.522,46.875,-
'[18:52:17.008]',0.258,0.518,46.875,-
'[18:52:17.016]',0.273,0.510,46.875,-
'[18:52:17.024]',0.297,0.506,46.875,-
'[18:52:17.032]',0.320,0.498,46.875,-
'[18:52:17.040]',0.352,0.494,46.875,-
'[18:52:17.048]',0.391,0.490,47.656,-
'[18:52:17.056]',0.430,0.490,50.781,-
'[18:52:17.064]',0.461,0.486,56.250,-
'[18:52:17.072]',0.492,0.482,62.500,-
'[18:52:17.080]',0.516,0.478,68.750,-
'[18:52:17.088]',0.523,0.478,73.438,-
'[18:52:17.096]',0.508,0.478,75.781,-
'[18:52:17.104]',0.469,0.475,78.125,-
'[18:52:17.112]',0.414,0.475,80.469,-
'[18:52:17.120]',0.359,0.475,82.031,-
'[18:52:17.128]',0.312,0.471,82.812,-
'[18:52:17.136]',0.273,0.467,82.031,-
'[18:52:17.144]',0.250,0.467,81.250,-
'[18:52:17.152]',0.234,0.463,79.688,-
'[18:52:17.160]',0.227,0.463,78.125,-
'[18:52:17.168]',0.219,0.459,75.781,-
'[18:52:17.176]',0.211,0.455,73.438,-
'[18:52:17.184]',0.211,0.451,71.094,-
'[18:52:17.192]',0.203,0.447,69.531,-
'[18:52:17.200]',0.203,0.439,67.188,-
'[18:52:17.208]',0.203,0.435,65.625,-
'[18:52:17.216]',0.203,0.427,63.281,-
'[18:52:17.224]',0.211,0.424,61.719,-
'[18:52:17.232]',0.211,0.420,60.156,-
'[18:52:17.240]',0.234,0.416,58.594,-
'[18:52:17.248]',0.258,0.412,57.031,-
'[18:52:17.256]',0.273,0.408,56.250,-
'[18:52:17.264]',0.297,0.404,55.469,-
'[18:52:17.272]',0.336,0.404,54.688,-
'[18:52:17.280]',0.367,0.400,54.688,-
'[18:52:17.288]',0.359,0.400,54.688,-
'[18:52:17.296]',0.328,0.396,55.469,-
'[18:52:17.304]',0.289,0.392,55.469,-
'[18:52:17.312]',0.250,0.392,55.469,-
'[18:52:17.320]',0.227,0.388,56.250,-
'[18:52:17.328]',0.211,0.388,56.250,-
'[18:52:17.336]',0.203,0.384,57.031,-
'[18:52:17.344]',0.195,0.384,57.031,-
'[18:52:17.352]',0.195,0.388,57.031,-
'[18:52:17.360]',0.195,0.388,57.031,-
'[18:52:17.368]',0.195,0.396,57.031,-
'[18:52:17.376]',0.195,0.404,57.031,-
'[18:52:17.384]',0.188,0.416,56.250,-
'[18:52:17.392]',0.188,0.427,56.250,-
'[18:52:17.400]',0.242,0.439,55.469,-
'[18:52:17.408]',0.422,0.455,54.688,-
'[18:52:17.416]',0.672,0.467,54.688,-
'[18:52:17.424]',0.828,0.478,53.906,-
'[18:52:17.432]',0.836,0.490,53.125,-
'[18:52:17.440]',0.711,0.498,53.125,-
'[18:52:17.448]',0.547,0.502,52.344,-
'[18:52:17.456]',0.383,0.510,51.562,-
'[18:52:17.464]',0.281,0.514,50.781,-
'[18:52:17.472]',0.227,0.518,50.000,-
'[18:52:17.480]',0.188,0.522,50.000,-
'[18:52:17.488]',0.172,0.522,49.219,-
'[18:52:17.496]',0.156,0.518,49.219,-
'[18:52:17.504]',0.156,0.514,49.219,-
'[18:52:17.512]',0.156,0.506,49.219,-
'[18:52:17.520]',0.156,0.498,48.438,-
'[18:52:17.528]',0.164,0.490,47.656,-
'[18:52:17.536]',0.172,0.482,46.875,-
'[18:52:17.544]',0.172,0.475,46.875,-
'[18:52:17.552]',0.188,0.467,47.656,-
'[18:52:17.560]',0.195,0.459,47.656,-
'[18:52:17.568]',0.211,0.447,46.875,-
'[18:52:17.576]',0.227,0.435,46.875,-
'[18:52:17.584]',0.234,0.424,46.094,-
'[18:52:17.592]',0.250,0.408,46.094,-
'[18:52:17.600]',0.266,0.392,46.094,-
'[18:52:17.608]',0.281,0.380,46.094,-
'[18:52:17.616]',0.312,0.369,46.094,-
'[18:52:17.624]',0.336,0.353,46.094,-
'[18:52:17.632]',0.367,0.341,46.094,-
'[18:52:17.640]',0.398,0.333,46.875,-
'[18:52:17.648]',0.438,0.329,49.219,-
'[18:52:17.656]',0.469,0.322,52.344,-
'[18:52:17.664]',0.500,0.314,57.812,-
'[18:52:17.672]',0.523,0.310,64.062,-
'[18:52:17.680]',0.539,0.306,68.750,-
'[18:52:17.688]',0.523,0.298,72.656,-
'[18:52:17.696]',0.492,0.294,75.000,-
'[18:52:17.704]',0.438,0.290,77.344,-
'[18:52:17.712]',0.383,0.286,78.906,-
'[18:52:17.720]',0.336,0.286,79.688,-
'[18:52:17.728]',0.297,0.282,79.688,-
'[18:52:17.736]',0.258,0.278,79.688,-
'[18:52:17.744]',0.242,0.278,78.125,-
'[18:52:17.752]',0.227,0.278,76.562,-
'[18:52:17.760]',0.219,0.275,74.219,-
'[18:52:17.768]',0.211,0.275,72.656,-
'[18:52:17.776]',0.211,0.275,70.312,-
'[18:52:17.784]',0.211,0.271,67.969,-
'[18:52:17.792]',0.211,0.271,65.625,-
'[18:52:17.800]',0.211,0.267,63.281,-
'[18:52:17.808]',0.211,0.267,61.719,-
'[18:52:17.816]',0.211,0.263,59.375,-
'[18:52:17.824]',0.211,0.263,57.812,-
'[18:52:17.832]',0.234,0.259,55.469,-
'[18:52:17.840]',0.250,0.259,54.688,-
'[18:52:17.848]',0.273,0.259,54.688,-
'[18:52:17.856]',0.297,0.255,53.906,-
'[18:52:17.864]',0.336,0.255,53.125,-
'[18:52:17.872]',0.352,0.251,52.344,-
'[18:52:17.880]',0.344,0.247,52.344,-
'[18:52:17.888]',0.312,0.247,53.125,-
'[18:52:17.896]',0.273,0.243,53.125,-
'[18:52:17.904]',0.242,0.243,53.906,-
'[18:52:17.912]',0.211,0.239,54.688,-
'[18:52:17.920]',0.195,0.239,55.469,-
'[18:52:17.928]',0.188,0.239,55.469,-
'[18:52:17.936]',0.172,0.243,56.250,-
'[18:52:17.944]',0.172,0.247,56.250,-
'[18:52:17.952]',0.172,0.251,56.250,-
'[18:52:17.960]',0.172,0.255,56.250,-
'[18:52:17.968]',0.172,0.263,56.250,-
'[18:52:17.976]',0.172,0.275,55.469,-
'[18:52:17.984]',0.172,0.286,55.469,-
'[18:52:17.992]',0.227,0.298,54.688,-
'[18:52:18.000]',0.398,0.318,54.688,-
'[18:52:18.008]',0.656,0.333,53.906,-
'[18:52:18.016]',0.820,0.353,53.906,-
'[18:52:18.024]',0.836,0.373,53.125,-
'[18:52:18.032]',0.711,0.388,52.344,-
'[18:52:18.040]',0.555,0.404,51.562,-
'[18:52:18.048]',0.391,0.416,50.781,-
'[18:52:18.056]',0.281,0.424,50.781,-
'[18:52:18.064]',0.227,0.431,50.000,-
'[18:52:18.072]',0.195,0.439,49.219,-
'[18:52:18.080]',0.172,0.443,49.219,-
'[18:52:18.088]',0.164,0.443,49.219,-
'[18:52:18.096]',0.156,0.443,49.219,-
'[18:52:18.104]',0.156,0.443,48.438,-
'[18:52:18.112]',0.156,0.443,48.438,-
'[18:52:18.120]',0.164,0.435,47.656,-
'[18:52:18.128]',0.172,0.431,47.656,-
'[18:52:18.136]',0.180,0.427,47.656,-
'[18:52:18.144]',0.188,0.420,46.875,-
'[18:52:18.152]',0.195,0.416,46.875,-
'[18:52:18.160]',0.211,0.408,46.875,-
'[18:52:18.168]',0.219,0.400,46.875,-
'[18:52:18.176]',0.234,0.392,46.875,-
'[18:52:18.184]',0.242,0.388,46.094,-
'[18:52:18.192]',0.258,0.380,46.094,-
'[18:52:18.200]',0.281,0.373,46.094,-
'[18:52:18.208]',0.297,0.369,46.094,-
'[18:52:18.216]',0.320,0.361,46.094,-
'[18:52:18.224]',0.359,0.357,46.094,-
'[18:52:18.232]',0.391,0.353,46.875,-
'[18:52:18.240]',0.438,0.349,50.000,-
'[18:52:18.248]',0.477,0.349,54.688,-
'[18:52:18.256]',0.500,0.349,60.156,-
'[18:52:18.264]',0.531,0.349,66.406,-
'[18:52:18.272]',0.547,0.345,71.094,-
'[18:52:18.280]',0.547,0.345,74.219,-
'[18:52:18.288]',0.508,0.345,76.562,-
'[18:52:18.296]',0.461,0.341,78.906,-
'[18:52:18.304]',0.406,0.341,80.469,-
'[18:52:18.312]',0.352,0.337,81.250,-
'[18:52:18.320]',0.312,0.337,81.250,-
'[18:52:18.328]',0.289,0.337,80.469,-
'[18:52:18.336]',0.266,0.333,78.906,-
'[18:52:18.344]',0.258,0.333,77.344,-
'[18:52:18.352]',0.250,0.333,75.781,-
'[18:52:18.360]',0.250,0.333,73.438,-
'[18:52:18.368]',0.242,0.329,71.875,-
'[18:52:18.376]',0.242,0.329,70.312,-
'[18:52:18.384]',0.242,0.325,67.969,-
'[18:52:18.392]',0.242,0.325,65.625,-
'[18:52:18.400]',0.242,0.322,64.062,-
'[18:52:18.408]',0.242,0.318,62.500,-
'[18:52:18.416]',0.250,0.314,60.938,-
'[18:52:18.424]',0.281,0.310,59.375,-
'[18:52:18.432]',0.297,0.310,57.812,-
'[18:52:18.440]',0.312,0.306,57.031,-
'[18:52:18.448]',0.344,0.306,56.250,-
'[18:52:18.456]',0.375,0.306,55.469,-
'[18:52:18.464]',0.391,0.302,55.469,-
'[18:52:18.472]',0.375,0.302,56.250,-
'[18:52:18.480]',0.344,0.298,56.250,-
'[18:52:18.488]',0.312,0.294,56.250,-
'[18:52:18.496]',0.281,0.290,56.250,-
'[18:52:18.504]',0.250,0.290,57.031,-
'[18:52:18.512]',0.242,0.286,57.812,-
'[18:52:18.520]',0.227,0.286,57.812,-
'[18:52:18.528]',0.227,0.286,58.594,-
'[18:52:18.536]',0.219,0.286,58.594,-
'[18:52:18.544]',0.219,0.290,59.375,-
'[18:52:18.552]',0.219,0.294,59.375,-
'[18:52:18.560]',0.211,0.302,58.594,-
'[18:52:18.568]',0.203,0.314,58.594,-
'[18:52:18.576]',0.211,0.325,57.812,-
'[18:52:18.584]',0.312,0.341,57.812,-
'[18:52:18.592]',0.547,0.357,57.031,-
'[18:52:18.600]',0.812,0.373,57.031,-
'[18:52:18.608]',0.914,0.388,56.250,-
'[18:52:18.616]',0.859,0.424,55.469,-
'[18:52:18.624]',0.727,0.471,55.469,-
'[18:52:18.632]',0.555,0.498,54.688,-
'[18:52:18.640]',0.406,0.518,53.906,-
'[18:52:18.648]',0.312,0.529,53.125,-
'[18:52:18.656]',0.258,0.541,53.125,-
'[18:52:18.664]',0.227,0.545,52.344,-
'[18:52:18.672]',0.203,0.549,51.562,-
'[18:52:18.680]',0.188,0.549,51.562,-
'[18:52:18.688]',0.188,0.549,51.562,-
'[18:52:18.696]',0.188,0.549,50.781,-
'[18:52:18.704]',0.188,0.545,50.781,-
'[18:52:18.712]',0.188,0.541,50.000,-
'[18:52:18.720]',0.195,0.533,50.000,-
'[18:52:18.728]',0.203,0.529,50.000,-
'[18:52:18.736]',0.211,0.525,49.219,-
'[18:52:18.744]',0.219,0.518,49.219,-
'[18:52:18.752]',0.234,0.514,48.438,-
'[18:52:18.760]',0.250,0.506,48.438,-
'[18:52:18.768]',0.258,0.502,48.438,-
'[18:52:18.776]',0.273,0.494,48.438,-
'[18:52:18.784]',0.297,0.490,48.438,-
'[18:52:18.792]',0.312,0.486,48.438,-
'[18:52:18.800]',0.336,0.482,48.438,-
'[18:52:18.808]',0.367,0.478,48.438,-
'[18:52:18.816]',0.406,0.475,48.438,-
'[18:52:18.824]',0.445,0.475,50.000,-
'[18:52:18.832]',0.484,0.475,53.906,-
'[18:52:18.840]',0.516,0.471,60.156,-
'[18:52:18.848]',0.547,0.471,67.188,-
'[18:52:18.856]',0.570,0.471,72.656,-
'[18:52:18.864]',0.570,0.467,76.562,-
'[18:52:18.872]',0.547,0.467,78.906,-
'[18:52:18.880]',0.500,0.463,81.250,-
'[18:52:18.888]',0.438,0.463,83.594,-
'[18:52:18.896]',0.375,0.459,84.375,-
'[18:52:18.904]',0.320,0.459,84.375,-
'[18:52:18.912]',0.289,0.455,83.594,-
'[18:52:18.920]',0.266,0.455,82.031,-
'[18:52:18.928]',0.242,0.451,80.469,-
'[18:52:18.936]',0.234,0.451,78.125,-
'[18:52:18.944]',0.227,0.447,75.781,-
'[18:52:18.952]',0.219,0.447,73.438,-
'[18:52:18.960]',0.219,0.443,71.875,-
'[18:52:18.968]',0.211,0.443,69.531,-
'[18:52:18.976]',0.211,0.439,67.188,-
'[18:52:18.984]',0.211,0.435,65.625,-
'[18:52:18.992]',0.211,0.431,63.281,-
'[18:52:19.000]',0.211,0.427,61.719,-
'[18:52:19.008]',0.227,0.427,60.156,-
'[18:52:19.016]',0.258,0.424,58.594,-
'[18:52:19.024]',0.281,0.420,57.812,-
'[18:52:19.032]',0.297,0.420,56.250,-
'[18:52:19.040]',0.328,0.420,55.469,-
'[18:52:19.048]',0.359,0.420,55.469,-
'[18:52:19.056]',0.367,0.420,55.469,-
'[18:52:19.064]',0.344,0.420,55.469,-
'[18:52:19.072]',0.305,0.420,56.250,-
'[18:52:19.080]',0.266,0.420,56.250,-
'[18:52:19.088]',0.227,0.424,56.250,-
'[18:52:19.096]',0.211,0.424,57.031,-
'[18:52:19.104]',0.195,0.427,57.031,-
'[18:52:19.112]',0.188,0.431,57.812,-
'[18:52:19.120]',0.180,0.435,57.812,-
'[18:52:19.128]',0.180,0.439,57.812,-
'[18:52:19.136]',0.180,0.447,57.812,-
'[18:52:19.144]',0.172,0.455,57.031,-
