'Time','II','ABP','PLETH'
'[16:06:50.560]',-,-,-
'[16:06:50.568]',-,-,-
'[16:06:50.576]',-,-,-
'[16:06:50.584]',-,-,-
'[16:06:50.592]',-,-,-
'[16:06:50.600]',-,-,-
'[16:06:50.608]',-,-,-
'[16:06:50.616]',-,-,-
'[16:06:50.624]',-,-,-
'[16:06:50.632]',-,-,-
'[16:06:50.640]',-,-,-
'[16:06:50.648]',-,-,-
'[16:06:50.656]',-,-,-
'[16:06:50.664]',-,-,-
'[16:06:50.672]',-,-,-
'[16:06:50.680]',-,-,-
'[16:06:50.688]',-,-,-
'[16:06:50.696]',-,-,-
'[16:06:50.704]',-,-,-
'[16:06:50.712]',-,-,-
'[16:06:50.720]',-,-,-
'[16:06:50.728]',-,-,-
'[16:06:50.736]',-,-,-
'[16:06:50.744]',-,-,-
'[16:06:50.752]',-,-,-
'[16:06:50.760]',-,-,-
'[16:06:50.768]',-,-,-
'[16:06:50.776]',-,-,-
'[16:06:50.784]',-,-,-
'[16:06:50.792]',-,-,-
'[16:06:50.800]',-,-,-
'[16:06:50.808]',-,-,-
'[16:06:50.816]',-,-,-
'[16:06:50.824]',-,-,-
'[16:06:50.832]',-,-,-
'[16:06:50.840]',-,-,-
'[16:06:50.848]',-,-,-
'[16:06:50.856]',-,-,-
'[16:06:50.864]',-,-,-
'[16:06:50.872]',-,-,-
'[16:06:50.880]',-,-,-
'[16:06:50.888]',-,-,-
'[16:06:50.896]',-,-,-
'[16:06:50.904]',-,-,-
'[16:06:50.912]',-,-,-
'[16:06:50.920]',-,-,-
'[16:06:50.928]',-,-,-
'[16:06:50.936]',-,-,-
'[16:06:50.944]',-,-,-
'[16:06:50.952]',-,-,-
'[16:06:50.960]',-,-,-
'[16:06:50.968]',-,-,-
'[16:06:50.976]',-,-,-
'[16:06:50.984]',-,-,-
'[16:06:50.992]',-,-,-
'[16:06:51.000]',-,-,-
'[16:06:51.008]',-,-,-
'[16:06:51.016]',-,-,-
'[16:06:51.024]',-,-,-
'[16:06:51.032]',-,-,-
'[16:06:51.040]',-,-,-
'[16:06:51.048]',-,-,-
'[16:06:51.056]',-,-,-
'[16:06:51.064]',-,-,-
'[16:06:51.072]',-,-,-
'[16:06:51.080]',-,-,-
'[16:06:51.088]',-,-,-
'[16:06:51.096]',-,-,-
'[16:06:51.104]',-,-,-
'[16:06:51.112]',-,-,-
'[16:06:51.120]',-,-,-
'[16:06:51.128]',-,-,-
'[16:06:51.136]',-,-,-
'[16:06:51.144]',-,-,-
'[16:06:51.152]',-,-,-
'[16:06:51.160]',-,-,-
'[16:06:51.168]',-,-,-
'[16:06:51.176]',-,-,-
'[16:06:51.184]',-,-,-
'[16:06:51.192]',-,-,-
'[16:06:51.200]',-,-,-
'[16:06:51.208]',-,-,-
'[16:06:51.216]',-,-,-
'[16:06:51.224]',-,-,-
'[16:06:51.232]',-,-,-
'[16:06:51.240]',-,-,-
'[16:06:51.248]',-,-,-
'[16:06:51.256]',-,-,-
'[16:06:51.264]',-,-,-
'[16:06:51.272]',-,-,-
'[16:06:51.280]',-,-,-
'[16:06:51.288]',-,-,-
'[16:06:51.296]',-,-,-
'[16:06:51.304]',-,-,-
'[16:06:51.312]',-,-,-
'[16:06:51.320]',-,-,-
'[16:06:51.328]',-,-,-
'[16:06:51.336]',-,-,-
'[16:06:51.344]',-,-,-
'[16:06:51.352]',-,-,-
'[16:06:51.360]',-,-,-
'[16:06:51.368]',-,-,-
'[16:06:51.376]',-,-,-
'[16:06:51.384]',-,-,-
'[16:06:51.392]',-,-,-
'[16:06:51.400]',-,-,-
'[16:06:51.408]',-,-,-
'[16:06:51.416]',-,-,-
'[16:06:51.424]',-,-,-
'[16:06:51.432]',-,-,-
'[16:06:51.440]',-,-,-
'[16:06:51.448]',-,-,-
'[16:06:51.456]',-,-,-
'[16:06:51.464]',-,-,-
'[16:06:51.472]',-,-,-
'[16:06:51.480]',-,-,-
'[16:06:51.488]',-,-,-
'[16:06:51.496]',-,-,-
'[16:06:51.504]',-,-,-
'[16:06:51.512]',-,-,-
'[16:06:51.520]',-,-,-
'[16:06:51.528]',-,-,-
'[16:06:51.536]',-,-,-
'[16:06:51.544]',-,-,-
'[16:06:51.552]',-,-,-
'[16:06:51.560]',-,-,-
'[16:06:51.568]',-,-,-
'[16:06:51.576]',-,-,-
'[16:06:51.584]',-,-,-
'[16:06:51.592]',-,-,-
'[16:06:51.600]',-,-,-
'[16:06:51.608]',-,-,-
'[16:06:51.616]',-,-,-
'[16:06:51.624]',-,-,-
'[16:06:51.632]',-,-,-
'[16:06:51.640]',-,-,-
'[16:06:51.648]',-,-,-
'[16:06:51.656]',-,-,-
'[16:06:51.664]',-,-,-
'[16:06:51.672]',-,-,-
'[16:06:51.680]',-,-,-
'[16:06:51.688]',-,-,-
'[16:06:51.696]',-,-,-
'[16:06:51.704]',-,-,-
'[16:06:51.712]',-,-,-
'[16:06:51.720]',-,-,-
'[16:06:51.728]',-,-,-
'[16:06:51.736]',-,-,-
'[16:06:51.744]',-,-,-
'[16:06:51.752]',-,-,-
'[16:06:51.760]',-,-,-
'[16:06:51.768]',-,-,-
'[16:06:51.776]',-,-,-
'[16:06:51.784]',-,-,-
'[16:06:51.792]',-,-,-
'[16:06:51.800]',-,-,-
'[16:06:51.808]',-,-,-
'[16:06:51.816]',-,-,-
'[16:06:51.824]',-,-,-
'[16:06:51.832]',-,-,-
'[16:06:51.840]',-,-,-
'[16:06:51.848]',-,-,-
'[16:06:51.856]',-,-,-
'[16:06:51.864]',-,-,-
'[16:06:51.872]',-,-,-
'[16:06:51.880]',-,-,-
'[16:06:51.888]',-,-,-
'[16:06:51.896]',-,-,-
'[16:06:51.904]',-,-,-
'[16:06:51.912]',-,-,-
'[16:06:51.920]',-,-,-
'[16:06:51.928]',-,-,-
'[16:06:51.936]',-,-,-
'[16:06:51.944]',-,-,-
'[16:06:51.952]',-,-,-
'[16:06:51.960]',-,-,-
'[16:06:51.968]',-,-,-
'[16:06:51.976]',-,-,-
'[16:06:51.984]',-,-,-
'[16:06:51.992]',-,-,-
'[16:06:52.000]',-,-,-
'[16:06:52.008]',-,-,-
'[16:06:52.016]',-,-,-
'[16:06:52.024]',-,-,-
'[16:06:52.032]',-,-,-
'[16:06:52.040]',-,-,-
'[16:06:52.048]',-,-,-
'[16:06:52.056]',-,-,-
'[16:06:52.064]',-,-,-
'[16:06:52.072]',-,-,-
'[16:06:52.080]',-,-,-
'[16:06:52.088]',-,-,-
'[16:06:52.096]',-,-,-
'[16:06:52.104]',-,-,-
'[16:06:52.112]',-,-,-
'[16:06:52.120]',-,-,-
'[16:06:52.128]',-,-,-
'[16:06:52.136]',-,-,-
'[16:06:52.144]',-,-,-
'[16:06:52.152]',-,-,-
'[16:06:52.160]',-,-,-
'[16:06:52.168]',-,-,-
'[16:06:52.176]',-,-,-
'[16:06:52.184]',-,-,-
'[16:06:52.192]',-,-,-
'[16:06:52.200]',-,-,-
'[16:06:52.208]',-,-,-
'[16:06:52.216]',-,-,-
'[16:06:52.224]',-,-,-
'[16:06:52.232]',-,-,-
'[16:06:52.240]',-,-,-
'[16:06:52.248]',-,-,-
'[16:06:52.256]',-,-,-
'[16:06:52.264]',-,-,-
'[16:06:52.272]',-,-,-
'[16:06:52.280]',-,-,-
'[16:06:52.288]',-,-,-
'[16:06:52.296]',-,-,-
'[16:06:52.304]',-,-,-
'[16:06:52.312]',-,-,-
'[16:06:52.320]',-,-,-
'[16:06:52.328]',-,-,-
'[16:06:52.336]',-,-,-
'[16:06:52.344]',-,-,-
'[16:06:52.352]',-,-,-
'[16:06:52.360]',-,-,-
'[16:06:52.368]',-,-,-
'[16:06:52.376]',-,-,-
'[16:06:52.384]',-,-,-
'[16:06:52.392]',-,-,-
'[16:06:52.400]',-,-,-
'[16:06:52.408]',-,-,-
'[16:06:52.416]',-,-,-
'[16:06:52.424]',-,-,-
'[16:06:52.432]',-,-,-
'[16:06:52.440]',-,-,-
'[16:06:52.448]',-,-,-
'[16:06:52.456]',-,-,-
'[16:06:52.464]',-,-,-
'[16:06:52.472]',-,-,-
'[16:06:52.480]',-,-,-
'[16:06:52.488]',-,-,-
'[16:06:52.496]',-,-,-
'[16:06:52.504]',-,-,-
'[16:06:52.512]',-,-,-
'[16:06:52.520]',-,-,-
'[16:06:52.528]',-,-,-
'[16:06:52.536]',-,-,-
'[16:06:52.544]',-,-,-
'[16:06:52.552]',-,-,-
'[16:06:52.560]',-,-,-
'[16:06:52.568]',-,-,-
'[16:06:52.576]',-,-,-
'[16:06:52.584]',-,-,-
'[16:06:52.592]',-,-,-
'[16:06:52.600]',-,-,-
'[16:06:52.608]',-,-,-
'[16:06:52.616]',-,-,-
'[16:06:52.624]',-,-,-
'[16:06:52.632]',-,-,-
'[16:06:52.640]',-,-,-
'[16:06:52.648]',-,-,-
'[16:06:52.656]',-,-,-
'[16:06:52.664]',-,-,-
'[16:06:52.672]',-,-,-
'[16:06:52.680]',-,-,-
'[16:06:52.688]',-,-,-
'[16:06:52.696]',-,-,-
'[16:06:52.704]',-,-,-
'[16:06:52.712]',-,-,-
'[16:06:52.720]',-,-,-
'[16:06:52.728]',-,-,-
'[16:06:52.736]',-,-,-
'[16:06:52.744]',-,-,-
'[16:06:52.752]',-,-,-
'[16:06:52.760]',-,-,-
'[16:06:52.768]',-,-,-
'[16:06:52.776]',-,-,-
'[16:06:52.784]',-,-,-
'[16:06:52.792]',-,-,-
'[16:06:52.800]',-,-,-
'[16:06:52.808]',-,-,-
'[16:06:52.816]',-,-,-
'[16:06:52.824]',-,-,-
'[16:06:52.832]',-,-,-
'[16:06:52.840]',-,-,-
'[16:06:52.848]',-,-,-
'[16:06:52.856]',-,-,-
'[16:06:52.864]',-,-,-
'[16:06:52.872]',-,-,-
'[16:06:52.880]',-,-,-
'[16:06:52.888]',-,-,-
'[16:06:52.896]',-,-,-
'[16:06:52.904]',-,-,-
'[16:06:52.912]',-,-,-
'[16:06:52.920]',-,-,-
'[16:06:52.928]',-,-,-
'[16:06:52.936]',-,-,-
'[16:06:52.944]',-,-,-
'[16:06:52.952]',-,-,-
'[16:06:52.960]',-,-,-
'[16:06:52.968]',-,-,-
'[16:06:52.976]',-,-,-
'[16:06:52.984]',-,-,-
'[16:06:52.992]',-,-,-
'[16:06:53.000]',-,-,-
'[16:06:53.008]',-,-,-
'[16:06:53.016]',-,-,-
'[16:06:53.024]',-,-,-
'[16:06:53.032]',-,-,-
'[16:06:53.040]',-,-,-
'[16:06:53.048]',-,-,-
'[16:06:53.056]',-,-,-
'[16:06:53.064]',-,-,-
'[16:06:53.072]',-,-,-
'[16:06:53.080]',-,-,-
'[16:06:53.088]',-,-,-
'[16:06:53.096]',-,-,-
'[16:06:53.104]',-,-,-
'[16:06:53.112]',-,-,-
'[16:06:53.120]',-,-,-
'[16:06:53.128]',-,-,-
'[16:06:53.136]',-,-,-
'[16:06:53.144]',-,-,-
'[16:06:53.152]',-,-,-
'[16:06:53.160]',-,-,-
'[16:06:53.168]',-,-,-
'[16:06:53.176]',-,-,-
'[16:06:53.184]',-,-,-
'[16:06:53.192]',-,-,-
'[16:06:53.200]',-,-,-
'[16:06:53.208]',-,-,-
'[16:06:53.216]',-,-,-
'[16:06:53.224]',-,-,-
'[16:06:53.232]',-,-,-
'[16:06:53.240]',-,-,-
'[16:06:53.248]',-,-,-
'[16:06:53.256]',-,-,-
'[16:06:53.264]',-,-,-
'[16:06:53.272]',-,-,-
'[16:06:53.280]',-,-,-
'[16:06:53.288]',-,-,-
'[16:06:53.296]',-,-,-
'[16:06:53.304]',-,-,-
'[16:06:53.312]',-,-,-
'[16:06:53.320]',-,-,-
'[16:06:53.328]',-,-,-
'[16:06:53.336]',-,-,-
'[16:06:53.344]',-,-,-
'[16:06:53.352]',-,-,-
'[16:06:53.360]',-,-,-
'[16:06:53.368]',-,-,-
'[16:06:53.376]',-,-,-
'[16:06:53.384]',-,-,-
'[16:06:53.392]',-,-,-
'[16:06:53.400]',-,-,-
'[16:06:53.408]',-,-,-
'[16:06:53.416]',-,-,-
'[16:06:53.424]',-,-,-
'[16:06:53.432]',-,-,-
'[16:06:53.440]',-,-,-
'[16:06:53.448]',-,-,-
'[16:06:53.456]',-,-,-
'[16:06:53.464]',-,-,-
'[16:06:53.472]',-,-,-
'[16:06:53.480]',-,-,-
'[16:06:53.488]',-,-,-
'[16:06:53.496]',-,-,-
'[16:06:53.504]',-,-,-
'[16:06:53.512]',-,-,-
'[16:06:53.520]',-,-,-
'[16:06:53.528]',-,-,-
'[16:06:53.536]',-,-,-
'[16:06:53.544]',-,-,-
'[16:06:53.552]',-,-,-
'[16:06:53.560]',-,-,-
'[16:06:53.568]',-,-,-
'[16:06:53.576]',-,-,-
'[16:06:53.584]',-,-,-
'[16:06:53.592]',-,-,-
'[16:06:53.600]',-,-,-
'[16:06:53.608]',-,-,-
'[16:06:53.616]',-,-,-
'[16:06:53.624]',-,-,-
'[16:06:53.632]',-,-,-
'[16:06:53.640]',-,-,-
'[16:06:53.648]',-,-,-
'[16:06:53.656]',-,-,-
'[16:06:53.664]',-,-,-
'[16:06:53.672]',-,-,-
'[16:06:53.680]',-,-,-
'[16:06:53.688]',-,-,-
'[16:06:53.696]',-,-,-
'[16:06:53.704]',-,-,-
'[16:06:53.712]',-,-,-
'[16:06:53.720]',-,-,-
'[16:06:53.728]',-,-,-
'[16:06:53.736]',-,-,-
'[16:06:53.744]',-,-,-
'[16:06:53.752]',-,-,-
'[16:06:53.760]',-,-,-
'[16:06:53.768]',-,-,-
'[16:06:53.776]',-,-,-
'[16:06:53.784]',-,-,-
'[16:06:53.792]',-,-,-
'[16:06:53.800]',-,-,-
'[16:06:53.808]',-,-,-
'[16:06:53.816]',-,-,-
'[16:06:53.824]',-,-,-
'[16:06:53.832]',-,-,-
'[16:06:53.840]',-,-,-
'[16:06:53.848]',-,-,-
'[16:06:53.856]',-,-,-
'[16:06:53.864]',-,-,-
'[16:06:53.872]',-,-,-
'[16:06:53.880]',-,-,-
'[16:06:53.888]',-,-,-
'[16:06:53.896]',-,-,-
'[16:06:53.904]',-,-,-
'[16:06:53.912]',-,-,-
'[16:06:53.920]',-,-,-
'[16:06:53.928]',-,-,-
'[16:06:53.936]',-,-,-
'[16:06:53.944]',-,-,-
'[16:06:53.952]',-,-,-
'[16:06:53.960]',-,-,-
'[16:06:53.968]',-,-,-
'[16:06:53.976]',-,-,-
'[16:06:53.984]',-,-,-
'[16:06:53.992]',-,-,-
'[16:06:54.000]',-,-,-
'[16:06:54.008]',-,-,-
'[16:06:54.016]',-,-,-
'[16:06:54.024]',-,-,-
'[16:06:54.032]',-,-,-
'[16:06:54.040]',-,-,-
'[16:06:54.048]',-,-,-
'[16:06:54.056]',-,-,-
'[16:06:54.064]',-,-,-
'[16:06:54.072]',-,-,-
'[16:06:54.080]',-,-,-
'[16:06:54.088]',-,-,-
'[16:06:54.096]',-,-,-
'[16:06:54.104]',-,-,-
'[16:06:54.112]',-,-,-
'[16:06:54.120]',-,-,-
'[16:06:54.128]',-,-,-
'[16:06:54.136]',-,-,-
'[16:06:54.144]',-,-,-
'[16:06:54.152]',-,-,-
'[16:06:54.160]',-,-,-
'[16:06:54.168]',-,-,-
'[16:06:54.176]',-,-,-
'[16:06:54.184]',-,-,-
'[16:06:54.192]',-,-,-
'[16:06:54.200]',-,-,-
'[16:06:54.208]',-,-,-
'[16:06:54.216]',-,-,-
'[16:06:54.224]',-,-,-
'[16:06:54.232]',-,-,-
'[16:06:54.240]',-,-,-
'[16:06:54.248]',-,-,-
'[16:06:54.256]',-,-,-
'[16:06:54.264]',-,-,-
'[16:06:54.272]',-,-,-
'[16:06:54.280]',-,-,-
'[16:06:54.288]',0.453,-,-
'[16:06:54.296]',0.453,-,-
'[16:06:54.304]',0.453,-,-
'[16:06:54.312]',0.453,-,-
'[16:06:54.320]',0.453,-,-
'[16:06:54.328]',0.453,-,-
'[16:06:54.336]',0.453,-,-
'[16:06:54.344]',0.461,-,-
'[16:06:54.352]',0.469,-,-
'[16:06:54.360]',0.477,-,-
'[16:06:54.368]',0.492,-,-
'[16:06:54.376]',0.500,-,-
'[16:06:54.384]',0.516,-,-
'[16:06:54.392]',0.531,-,-
'[16:06:54.400]',0.539,-,-
'[16:06:54.408]',0.547,-,-
'[16:06:54.416]',0.547,-,-
'[16:06:54.424]',0.586,-,-
'[16:06:54.432]',0.602,-,-
'[16:06:54.440]',0.617,-,-
'[16:06:54.448]',0.586,-,-
'[16:06:54.456]',0.562,-,-
'[16:06:54.464]',0.531,-,-
'[16:06:54.472]',0.477,-,-
'[16:06:54.480]',0.445,-,-
'[16:06:54.488]',0.414,-,-
'[16:06:54.496]',0.406,-,-
'[16:06:54.504]',0.406,-,-
'[16:06:54.512]',0.414,-,-
'[16:06:54.520]',0.414,-,-
'[16:06:54.528]',0.414,-,-
'[16:06:54.536]',0.422,-,-
'[16:06:54.544]',0.422,-,-
'[16:06:54.552]',0.430,-,-
'[16:06:54.560]',0.438,-,-
'[16:06:54.568]',0.438,-,-
'[16:06:54.576]',0.438,-,-
'[16:06:54.584]',0.438,-,-
'[16:06:54.592]',0.438,-,-
'[16:06:54.600]',0.445,-,-
'[16:06:54.608]',0.508,-,-
'[16:06:54.616]',0.625,-,-
'[16:06:54.624]',0.727,-,-
'[16:06:54.632]',0.742,-,-
'[16:06:54.640]',0.781,-,-
'[16:06:54.648]',0.336,-,-
'[16:06:54.656]',-0.078,-,-
'[16:06:54.664]',-0.148,-,-
'[16:06:54.672]',0.117,-,-
'[16:06:54.680]',0.312,-,-
'[16:06:54.688]',0.398,-,-
'[16:06:54.696]',0.430,-,-
'[16:06:54.704]',0.445,-,-
'[16:06:54.712]',0.461,-,-
'[16:06:54.720]',0.469,-,-
'[16:06:54.728]',0.477,-,-
'[16:06:54.736]',0.484,-,-
'[16:06:54.744]',0.492,-,-
'[16:06:54.752]',0.492,-,-
'[16:06:54.760]',0.500,-,-
'[16:06:54.768]',0.500,-,-
'[16:06:54.776]',0.508,-,-
'[16:06:54.784]',0.500,-,-
'[16:06:54.792]',0.516,-,-
'[16:06:54.800]',0.523,-,-
'[16:06:54.808]',0.539,-,-
'[16:06:54.816]',0.547,-,-
'[16:06:54.824]',0.562,-,-
'[16:06:54.832]',0.570,-,-
'[16:06:54.840]',0.578,-,-
'[16:06:54.848]',0.586,-,-
'[16:06:54.856]',0.586,-,-
'[16:06:54.864]',0.570,-,-
'[16:06:54.872]',0.570,-,-
'[16:06:54.880]',0.562,-,-
'[16:06:54.888]',0.547,-,-
'[16:06:54.896]',0.531,-,-
'[16:06:54.904]',0.523,-,-
'[16:06:54.912]',0.508,-,-
'[16:06:54.920]',0.492,-,-
'[16:06:54.928]',0.477,-,-
'[16:06:54.936]',0.469,-,-
'[16:06:54.944]',0.453,-,-
'[16:06:54.952]',0.453,-,-
'[16:06:54.960]',0.445,-,-
'[16:06:54.968]',0.445,-,-
'[16:06:54.976]',0.438,-,-
'[16:06:54.984]',0.445,-,-
'[16:06:54.992]',0.445,-,-
'[16:06:55.000]',0.445,149.219,0.424
'[16:06:55.008]',0.453,146.875,0.424
'[16:06:55.016]',0.461,142.969,0.424
'[16:06:55.024]',0.461,139.844,0.424
'[16:06:55.032]',0.469,135.938,0.424
'[16:06:55.040]',0.477,131.250,0.424
'[16:06:55.048]',0.477,127.344,0.424
'[16:06:55.056]',0.492,123.438,0.424
'[16:06:55.064]',0.516,120.312,0.424
'[16:06:55.072]',0.531,117.969,0.424
'[16:06:55.080]',0.547,115.625,0.424
'[16:06:55.088]',0.547,114.062,0.424
'[16:06:55.096]',0.562,111.719,0.424
'[16:06:55.104]',0.562,110.156,0.424
'[16:06:55.112]',0.586,107.812,0.424
'[16:06:55.120]',0.602,105.469,0.424
'[16:06:55.128]',0.617,103.125,0.424
'[16:06:55.136]',0.602,100.781,0.424
'[16:06:55.144]',0.570,98.438,0.424
'[16:06:55.152]',0.539,95.312,0.424
'[16:06:55.160]',0.484,92.969,0.424
'[16:06:55.168]',0.445,90.625,0.424
'[16:06:55.176]',0.422,89.062,0.424
'[16:06:55.184]',0.406,87.500,0.424
'[16:06:55.192]',0.406,86.719,0.424
'[16:06:55.200]',0.414,86.719,0.424
'[16:06:55.208]',0.406,86.719,0.424
'[16:06:55.216]',0.406,86.719,0.424
'[16:06:55.224]',0.414,87.500,0.424
'[16:06:55.232]',0.422,88.281,0.424
'[16:06:55.240]',0.422,88.281,0.424
'[16:06:55.248]',0.430,89.062,0.424
'[16:06:55.256]',0.438,89.844,0.424
'[16:06:55.264]',0.438,90.625,0.424
'[16:06:55.272]',0.438,90.625,0.424
'[16:06:55.280]',0.438,91.406,0.424
'[16:06:55.288]',0.445,91.406,0.424
'[16:06:55.296]',0.477,91.406,0.424
'[16:06:55.304]',0.602,91.406,0.424
'[16:06:55.312]',0.695,90.625,0.424
'[16:06:55.320]',0.727,90.625,0.424
'[16:06:55.328]',0.766,89.844,0.424
'[16:06:55.336]',0.555,89.844,0.424
'[16:06:55.344]',0.016,89.062,0.424
'[16:06:55.352]',-0.141,88.281,0.424
'[16:06:55.360]',0.031,87.500,0.424
'[16:06:55.368]',0.266,86.719,0.424
'[16:06:55.376]',0.391,85.938,0.424
'[16:06:55.384]',0.438,85.156,0.424
'[16:06:55.392]',0.453,84.375,0.424
'[16:06:55.400]',0.461,83.594,0.424
'[16:06:55.408]',0.477,82.812,0.424
'[16:06:55.416]',0.477,82.031,0.424
'[16:06:55.424]',0.484,81.250,0.424
'[16:06:55.432]',0.477,80.469,0.424
'[16:06:55.440]',0.492,79.688,0.424
'[16:06:55.448]',0.492,78.906,0.424
'[16:06:55.456]',0.492,78.906,0.424
'[16:06:55.464]',0.500,78.125,0.424
'[16:06:55.472]',0.508,77.344,0.424
'[16:06:55.480]',0.516,76.562,0.424
'[16:06:55.488]',0.523,75.781,0.424
'[16:06:55.496]',0.547,75.781,0.424
'[16:06:55.504]',0.555,75.000,0.424
'[16:06:55.512]',0.570,74.219,0.424
'[16:06:55.520]',0.570,74.219,0.424
'[16:06:55.528]',0.586,73.438,0.424
'[16:06:55.536]',0.594,73.438,0.424
'[16:06:55.544]',0.594,73.438,0.424
'[16:06:55.552]',0.586,73.438,0.424
'[16:06:55.560]',0.586,73.438,0.424
'[16:06:55.568]',0.578,73.438,0.424
'[16:06:55.576]',0.562,74.219,0.424
'[16:06:55.584]',0.547,76.562,0.424
'[16:06:55.592]',0.539,79.688,0.424
'[16:06:55.600]',0.523,85.156,0.424
'[16:06:55.608]',0.500,92.969,0.424
'[16:06:55.616]',0.484,100.781,0.424
'[16:06:55.624]',0.469,110.156,0.424
'[16:06:55.632]',0.461,118.750,0.424
'[16:06:55.640]',0.469,128.125,0.424
'[16:06:55.648]',0.453,135.938,0.424
'[16:06:55.656]',0.453,142.188,0.424
'[16:06:55.664]',0.453,146.875,0.424
'[16:06:55.672]',0.445,150.000,0.424
'[16:06:55.680]',0.438,150.781,0.424
'[16:06:55.688]',0.445,150.000,0.424
'[16:06:55.696]',0.453,147.656,0.424
'[16:06:55.704]',0.461,144.531,0.424
'[16:06:55.712]',0.453,140.625,0.424
'[16:06:55.720]',0.461,136.719,0.424
'[16:06:55.728]',0.461,132.812,0.424
'[16:06:55.736]',0.461,128.906,0.424
'[16:06:55.744]',0.469,125.781,0.424
'[16:06:55.752]',0.492,121.875,0.420
'[16:06:55.760]',0.500,119.531,0.420
'[16:06:55.768]',0.508,116.406,0.420
'[16:06:55.776]',0.523,114.062,0.420
'[16:06:55.784]',0.531,112.500,0.420
'[16:06:55.792]',0.531,110.156,0.424
'[16:06:55.800]',0.547,107.812,0.427
'[16:06:55.808]',0.578,106.250,0.431
'[16:06:55.816]',0.594,103.906,0.431
'[16:06:55.824]',0.602,101.562,0.431
'[16:06:55.832]',0.570,98.438,0.435
'[16:06:55.840]',0.547,96.094,0.439
'[16:06:55.848]',0.508,92.969,0.443
'[16:06:55.856]',0.477,90.625,0.447
'[16:06:55.864]',0.422,89.062,0.455
'[16:06:55.872]',0.406,87.500,0.467
'[16:06:55.880]',0.406,86.719,0.478
'[16:06:55.888]',0.406,85.938,0.490
'[16:06:55.896]',0.406,85.938,0.506
'[16:06:55.904]',0.422,85.938,0.518
'[16:06:55.912]',0.422,86.719,0.529
'[16:06:55.920]',0.422,87.500,0.537
'[16:06:55.928]',0.430,88.281,0.545
'[16:06:55.936]',0.430,89.062,0.549
'[16:06:55.944]',0.430,89.062,0.553
'[16:06:55.952]',0.430,89.844,0.557
'[16:06:55.960]',0.430,90.625,0.557
'[16:06:55.968]',0.438,90.625,0.553
'[16:06:55.976]',0.445,90.625,0.553
'[16:06:55.984]',0.438,90.625,0.549
'[16:06:55.992]',0.516,90.625,0.545
'[16:06:56.000]',0.641,90.625,0.541
'[16:06:56.008]',0.719,90.625,0.537
'[16:06:56.016]',0.750,89.844,0.533
'[16:06:56.024]',0.812,89.062,0.525
'[16:06:56.032]',0.258,88.281,0.522
'[16:06:56.040]',-0.094,88.281,0.518
'[16:06:56.048]',-0.141,87.500,0.514
'[16:06:56.056]',0.141,86.719,0.510
'[16:06:56.064]',0.312,85.938,0.506
'[16:06:56.072]',0.391,85.156,0.506
'[16:06:56.080]',0.422,84.375,0.502
'[16:06:56.088]',0.445,83.594,0.498
'[16:06:56.096]',0.461,82.812,0.494
'[16:06:56.104]',0.461,82.031,0.490
'[16:06:56.112]',0.469,82.031,0.486
'[16:06:56.120]',0.477,81.250,0.482
'[16:06:56.128]',0.477,80.469,0.482
'[16:06:56.136]',0.484,79.688,0.478
'[16:06:56.144]',0.492,78.906,0.475
'[16:06:56.152]',0.492,78.125,0.471
'[16:06:56.160]',0.508,77.344,0.471
'[16:06:56.168]',0.516,76.562,0.471
'[16:06:56.176]',0.523,75.781,0.471
'[16:06:56.184]',0.531,75.000,0.471
'[16:06:56.192]',0.547,74.219,0.471
'[16:06:56.200]',0.570,74.219,0.471
'[16:06:56.208]',0.578,73.438,0.471
'[16:06:56.216]',0.594,73.438,0.471
'[16:06:56.224]',0.602,72.656,0.467
'[16:06:56.232]',0.602,72.656,0.467
'[16:06:56.240]',0.617,71.875,0.467
'[16:06:56.248]',0.586,71.875,0.467
'[16:06:56.256]',0.578,72.656,0.467
'[16:06:56.264]',0.562,73.438,0.463
'[16:06:56.272]',0.555,74.219,0.463
'[16:06:56.280]',0.547,76.562,0.459
'[16:06:56.288]',0.516,81.250,0.455
'[16:06:56.296]',0.500,87.500,0.455
'[16:06:56.304]',0.477,94.531,0.451
'[16:06:56.312]',0.469,103.125,0.451
'[16:06:56.320]',0.461,112.500,0.451
'[16:06:56.328]',0.461,121.094,0.451
'[16:06:56.336]',0.453,129.688,0.451
'[16:06:56.344]',0.461,136.719,0.451
'[16:06:56.352]',0.438,142.969,0.451
'[16:06:56.360]',0.445,146.875,0.451
'[16:06:56.368]',0.445,148.438,0.451
'[16:06:56.376]',0.445,148.438,0.447
'[16:06:56.384]',0.453,146.875,0.447
'[16:06:56.392]',0.461,144.531,0.447
'[16:06:56.400]',0.453,141.406,0.447
'[16:06:56.408]',0.477,137.500,0.447
'[16:06:56.416]',0.469,134.375,0.447
'[16:06:56.424]',0.469,130.469,0.447
'[16:06:56.432]',0.477,127.344,0.447
'[16:06:56.440]',0.484,124.219,0.447
'[16:06:56.448]',0.500,121.094,0.447
'[16:06:56.456]',0.508,118.750,0.443
'[16:06:56.464]',0.531,116.406,0.443
'[16:06:56.472]',0.539,114.062,0.443
'[16:06:56.480]',0.547,112.500,0.443
'[16:06:56.488]',0.547,110.156,0.439
'[16:06:56.496]',0.594,108.594,0.439
'[16:06:56.504]',0.617,106.250,0.439
