'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[13:39:09.608]',0.415,-,0.535,0.430,0.277,1.503,72.240,37.004
'[13:39:09.616]',0.405,-,0.555,0.440,0.271,1.622,69.847,37.004
'[13:39:09.624]',0.410,-,0.535,0.430,0.265,1.749,67.991,37.004
'[13:39:09.632]',0.405,-,0.555,0.435,0.259,1.880,66.477,37.004
'[13:39:09.640]',0.410,-,0.540,0.430,0.253,2.012,65.305,37.004
'[13:39:09.648]',0.395,-,0.560,0.440,0.247,2.141,64.377,37.004
'[13:39:09.656]',0.410,-,0.540,0.430,0.241,2.265,63.693,37.004
'[13:39:09.664]',0.395,-,0.560,0.445,0.235,2.382,63.107,37.004
'[13:39:09.672]',0.405,-,0.540,0.435,0.229,2.490,62.667,37.004
'[13:39:09.680]',0.385,-,0.565,0.445,0.224,2.587,62.374,37.004
'[13:39:09.688]',0.400,-,0.545,0.430,0.219,2.661,61.983,37.004
'[13:39:09.696]',0.385,-,0.565,0.445,0.215,2.719,61.690,37.004
'[13:39:09.704]',0.390,-,0.570,0.450,0.210,2.778,61.299,37.004
'[13:39:09.712]',0.395,-,0.555,0.445,0.207,2.832,60.909,37.004
'[13:39:09.720]',0.385,-,0.570,0.450,0.204,2.877,60.469,37.004
'[13:39:09.728]',0.405,-,0.550,0.440,0.202,2.913,60.127,37.004
'[13:39:09.736]',0.385,-,0.565,0.455,0.200,2.938,59.687,37.004
'[13:39:09.744]',0.395,-,0.550,0.445,0.199,2.954,59.150,37.004
'[13:39:09.752]',0.385,-,0.565,0.450,0.198,2.961,58.613,37.004
'[13:39:09.760]',0.400,-,0.550,0.445,0.197,2.958,58.027,37.004
'[13:39:09.768]',0.385,-,0.565,0.460,0.196,2.946,57.490,37.004
'[13:39:09.776]',0.400,-,0.550,0.445,0.195,2.926,56.903,37.004
'[13:39:09.784]',0.395,-,0.565,0.450,0.195,2.898,56.317,37.004
'[13:39:09.792]',0.420,-,0.540,0.440,0.195,2.863,55.682,37.004
'[13:39:09.800]',0.415,-,0.545,0.450,0.195,2.822,55.047,37.004
'[13:39:09.808]',0.430,-,0.530,0.435,0.195,2.775,54.363,37.004
'[13:39:09.816]',0.390,-,0.575,0.455,0.195,2.722,53.680,37.004
'[13:39:09.824]',0.370,-,0.585,0.465,0.195,2.663,53.045,37.004
'[13:39:09.832]',0.335,-,0.625,0.495,0.196,2.599,52.556,37.004
'[13:39:09.840]',0.320,-,0.620,0.490,0.196,2.532,52.068,37.004
'[13:39:09.848]',0.300,-,0.635,0.505,0.197,2.461,51.531,37.004
'[13:39:09.856]',0.330,-,0.605,0.485,0.197,2.390,51.042,37.004
'[13:39:09.864]',0.335,-,0.615,0.495,0.198,2.318,50.602,37.004
'[13:39:09.872]',0.355,-,0.585,0.475,0.198,2.246,50.114,37.004
'[13:39:09.880]',0.360,-,0.575,0.480,0.198,2.178,49.674,37.004
'[13:39:09.888]',0.370,-,0.580,0.475,0.197,2.118,49.235,37.004
'[13:39:09.896]',0.365,-,0.565,0.480,0.197,2.065,48.844,37.004
'[13:39:09.904]',0.375,-,0.580,0.485,0.196,2.009,48.502,37.004
'[13:39:09.912]',0.380,-,0.565,0.475,0.196,1.953,48.111,37.004
'[13:39:09.920]',0.375,-,0.585,0.490,0.195,1.900,47.721,37.004
'[13:39:09.928]',0.385,-,0.565,0.485,0.194,1.850,47.379,37.004
'[13:39:09.936]',0.375,-,0.580,0.495,0.194,1.804,46.988,37.004
'[13:39:09.944]',0.385,-,0.565,0.480,0.193,1.760,46.548,37.004
'[13:39:09.952]',0.370,-,0.590,0.500,0.192,1.717,46.158,37.004
'[13:39:09.960]',0.385,-,0.570,0.480,0.191,1.680,45.816,37.004
'[13:39:09.968]',0.370,-,0.590,0.490,0.190,1.645,45.474,37.004
'[13:39:09.976]',0.385,-,0.565,0.480,0.189,1.613,45.132,37.004
'[13:39:09.984]',0.380,-,0.580,0.485,0.189,1.587,44.790,37.004
'[13:39:09.992]',0.455,-,0.520,0.400,0.189,1.567,44.546,37.004
'[13:39:10.000]',0.415,-,0.565,0.415,0.189,1.545,44.253,37.004
'[13:39:10.008]',0.445,-,0.585,0.595,0.189,1.524,44.009,37.004
'[13:39:10.016]',-0.050,-,0.980,1.146,0.190,1.502,43.813,37.004
'[13:39:10.024]',-0.500,-,1.356,1.501,0.190,1.481,43.618,37.004
'[13:39:10.032]',-0.500,-,1.376,1.501,0.190,1.459,43.471,37.004
'[13:39:10.040]',-0.500,-,1.261,0.740,0.191,1.438,43.374,37.004
'[13:39:10.048]',-0.300,-,1.000,0.500,0.191,1.416,43.178,37.004
'[13:39:10.056]',0.125,-,0.725,0.430,0.192,1.395,42.934,37.004
'[13:39:10.064]',0.385,-,0.565,0.430,0.192,1.374,42.690,37.004
'[13:39:10.072]',0.480,-,0.495,0.400,0.193,1.356,42.494,37.004
'[13:39:10.080]',0.500,-,0.490,0.405,0.194,1.338,42.299,37.004
'[13:39:10.088]',0.515,-,0.470,0.400,0.194,1.326,42.104,37.004
'[13:39:10.096]',0.525,-,0.480,0.410,0.196,1.316,41.908,37.004
'[13:39:10.104]',0.540,-,0.465,0.405,0.197,1.303,41.664,37.004
'[13:39:10.112]',0.520,-,0.485,0.415,0.199,1.289,41.420,37.004
'[13:39:10.120]',0.515,-,0.490,0.410,0.201,1.275,41.224,37.004
'[13:39:10.128]',0.530,-,0.470,0.425,0.202,1.261,40.980,37.004
'[13:39:10.136]',0.520,-,0.495,0.430,0.204,1.247,40.736,37.004
'[13:39:10.144]',0.510,-,0.485,0.430,0.205,1.235,40.443,37.004
'[13:39:10.152]',0.500,-,0.510,0.440,0.206,1.222,40.052,37.004
'[13:39:10.160]',0.515,-,0.490,0.435,0.207,1.208,39.661,37.004
'[13:39:10.168]',0.500,-,0.505,0.455,0.208,1.195,39.222,37.004
'[13:39:10.176]',0.505,-,0.495,0.445,0.209,1.181,38.782,37.004
'[13:39:10.184]',0.490,-,0.520,0.470,0.210,1.171,38.440,37.004
'[13:39:10.192]',0.495,-,0.510,0.465,0.211,1.163,38.001,37.004
'[13:39:10.200]',0.480,-,0.525,0.495,0.212,1.152,37.659,37.004
'[13:39:10.208]',0.485,-,0.515,0.490,0.212,1.142,37.317,37.004
'[13:39:10.216]',0.460,-,0.540,0.515,0.213,1.132,37.024,37.004
'[13:39:10.224]',0.470,-,0.530,0.520,0.214,1.122,36.780,37.004
'[13:39:10.232]',0.450,-,0.555,0.545,0.215,1.113,36.731,37.004
'[13:39:10.240]',0.455,-,0.540,0.560,0.215,1.104,36.877,37.004
'[13:39:10.248]',0.430,-,0.570,0.595,0.216,1.095,37.561,37.004
'[13:39:10.256]',0.435,-,0.565,0.610,0.216,1.087,39.320,37.004
'[13:39:10.264]',0.410,-,0.595,0.635,0.217,1.080,42.446,37.004
'[13:39:10.272]',0.410,-,0.590,0.640,0.218,1.073,47.135,37.004
'[13:39:10.280]',0.385,-,0.615,0.665,0.218,1.067,53.045,37.004
'[13:39:10.288]',0.370,-,0.615,0.660,0.219,1.065,59.981,37.004
'[13:39:10.296]',0.340,-,0.635,0.655,0.221,1.066,67.503,37.004
'[13:39:10.304]',0.335,-,0.645,0.660,0.222,1.066,75.415,37.004
'[13:39:10.312]',0.320,-,0.640,0.640,0.224,1.065,83.621,37.004
'[13:39:10.320]',0.310,-,0.670,0.625,0.225,1.065,91.876,37.004
'[13:39:10.328]',0.290,-,0.660,0.615,0.226,1.066,99.789,37.004
'[13:39:10.336]',0.285,-,0.680,0.605,0.227,1.067,107.066,37.004
'[13:39:10.344]',0.290,-,0.665,0.595,0.228,1.068,113.416,37.004
'[13:39:10.352]',0.265,-,0.690,0.585,0.229,1.069,118.740,37.004
'[13:39:10.360]',0.250,-,0.675,0.570,0.231,1.069,123.038,37.004
'[13:39:10.368]',0.240,-,0.705,0.550,0.232,1.069,126.360,37.004
'[13:39:10.376]',0.245,-,0.685,0.525,0.234,1.068,128.753,37.004
'[13:39:10.384]',0.240,-,0.705,0.515,0.235,1.069,130.365,37.004
'[13:39:10.392]',0.265,-,0.680,0.485,0.236,1.071,131.293,37.004
'[13:39:10.400]',0.260,-,0.685,0.470,0.237,1.070,131.635,37.004
'[13:39:10.408]',0.285,-,0.660,0.440,0.238,1.067,131.439,37.004
'[13:39:10.416]',0.275,-,0.670,0.445,0.240,1.064,130.853,37.004
'[13:39:10.424]',0.305,-,0.635,0.405,0.242,1.061,129.925,37.004
'[13:39:10.432]',0.310,-,0.650,0.410,0.245,1.059,128.753,37.004
'[13:39:10.440]',0.345,-,0.615,0.395,0.247,1.057,127.239,37.004
'[13:39:10.448]',0.335,-,0.635,0.405,0.250,1.056,125.481,37.004
'[13:39:10.456]',0.345,-,0.610,0.380,0.253,1.056,123.429,37.004
'[13:39:10.464]',0.335,-,0.630,0.395,0.257,1.056,121.231,37.004
'[13:39:10.472]',0.355,-,0.610,0.385,0.260,1.055,118.887,37.004
'[13:39:10.480]',0.330,-,0.630,0.400,0.263,1.055,116.249,37.004
'[13:39:10.488]',0.340,-,0.610,0.385,0.267,1.057,113.318,37.004
'[13:39:10.496]',0.330,-,0.630,0.395,0.269,1.061,109.997,37.004
'[13:39:10.504]',0.335,-,0.620,0.400,0.273,1.064,106.285,37.004
'[13:39:10.512]',0.320,-,0.635,0.390,0.277,1.068,102.231,37.004
'[13:39:10.520]',0.330,-,0.615,0.380,0.280,1.079,97.932,37.004
'[13:39:10.528]',0.310,-,0.630,0.385,0.285,1.099,93.439,37.004
'[13:39:10.536]',0.305,-,0.635,0.390,0.290,1.131,88.945,37.004
'[13:39:10.544]',0.310,-,0.630,0.380,0.294,1.178,84.500,37.004
'[13:39:10.552]',0.295,-,0.660,0.375,0.298,1.242,80.300,37.004
'[13:39:10.560]',0.305,-,0.640,0.365,0.302,1.324,76.490,37.004
'[13:39:10.568]',0.285,-,0.660,0.380,0.306,1.419,73.071,37.004
'[13:39:10.576]',0.290,-,0.635,0.360,0.311,1.529,70.189,37.004
'[13:39:10.584]',0.285,-,0.650,0.380,0.315,1.632,67.796,37.004
'[13:39:10.592]',0.300,-,0.635,0.375,0.320,1.734,65.842,37.004
'[13:39:10.600]',0.285,-,0.655,0.380,0.326,1.851,64.377,37.004
'[13:39:10.608]',0.295,-,0.635,0.375,0.331,1.976,63.107,37.004
'[13:39:10.616]',0.275,-,0.660,0.380,0.337,2.102,62.179,37.004
'[13:39:10.624]',0.295,-,0.645,0.370,0.343,2.225,61.446,37.004
'[13:39:10.632]',0.280,-,0.665,0.385,0.348,2.341,60.860,37.004
'[13:39:10.640]',0.285,-,0.645,0.375,0.354,2.450,60.420,37.004
'[13:39:10.648]',0.265,-,0.670,0.380,0.360,2.549,60.029,37.004
'[13:39:10.656]',0.280,-,0.655,0.370,0.365,2.638,59.785,37.004
'[13:39:10.664]',0.265,-,0.675,0.390,0.371,2.716,59.590,37.004
'[13:39:10.672]',0.290,-,0.645,0.380,0.376,2.783,59.443,37.004
'[13:39:10.680]',0.270,-,0.670,0.395,0.382,2.840,59.248,37.004
'[13:39:10.688]',0.280,-,0.650,0.380,0.388,2.878,59.053,37.004
'[13:39:10.696]',0.265,-,0.670,0.385,0.395,2.904,58.857,37.004
'[13:39:10.704]',0.280,-,0.655,0.375,0.400,2.930,58.564,37.004
'[13:39:10.712]',0.270,-,0.670,0.390,0.406,2.950,58.173,37.004
'[13:39:10.720]',0.280,-,0.655,0.380,0.412,2.965,57.734,37.004
'[13:39:10.728]',0.290,-,0.645,0.400,0.417,2.972,57.245,37.004
'[13:39:10.736]',0.285,-,0.655,0.405,0.423,2.970,56.659,37.004
'[13:39:10.744]',0.300,-,0.630,0.395,0.429,2.959,56.122,37.004
'[13:39:10.752]',0.310,-,0.650,0.405,0.435,2.938,55.487,37.004
'[13:39:10.760]',0.310,-,0.640,0.385,0.441,2.907,54.852,37.004
'[13:39:10.768]',0.325,-,0.650,0.400,0.448,2.867,54.217,37.004
'[13:39:10.776]',0.330,-,0.630,0.380,0.455,2.819,53.631,37.004
'[13:39:10.784]',0.270,-,0.670,0.410,0.462,2.768,52.996,37.004
'[13:39:10.792]',0.255,-,0.685,0.405,0.469,2.713,52.361,37.004
'[13:39:10.800]',0.235,-,0.710,0.435,0.475,2.649,51.872,37.004
'[13:39:10.808]',0.215,-,0.705,0.430,0.482,2.581,51.384,37.004
'[13:39:10.816]',0.195,-,0.730,0.435,0.487,2.508,50.798,37.004
'[13:39:10.824]',0.235,-,0.685,0.430,0.492,2.433,50.309,37.004
'[13:39:10.832]',0.250,-,0.690,0.440,0.498,2.356,49.723,37.004
'[13:39:10.840]',0.270,-,0.650,0.425,0.505,2.279,49.284,37.004
'[13:39:10.848]',0.280,-,0.660,0.440,0.511,2.204,48.942,37.004
'[13:39:10.856]',0.290,-,0.640,0.430,0.518,2.132,48.551,37.004
'[13:39:10.864]',0.285,-,0.660,0.445,0.523,2.063,48.160,37.004
'[13:39:10.872]',0.305,-,0.640,0.435,0.529,1.996,47.818,37.004
'[13:39:10.880]',0.290,-,0.660,0.445,0.534,1.935,47.428,37.004
'[13:39:10.888]',0.310,-,0.635,0.440,0.539,1.883,47.037,37.004
'[13:39:10.896]',0.305,-,0.650,0.455,0.545,1.838,46.744,37.004
'[13:39:10.904]',0.320,-,0.620,0.450,0.551,1.792,46.548,37.004
'[13:39:10.912]',0.310,-,0.640,0.460,0.557,1.748,46.353,37.004
'[13:39:10.920]',0.310,-,0.630,0.440,0.564,1.707,46.109,37.004
'[13:39:10.928]',0.305,-,0.645,0.455,0.570,1.669,45.718,37.004
'[13:39:10.936]',0.315,-,0.625,0.460,0.577,1.634,45.425,37.004
'[13:39:10.944]',0.315,-,0.630,0.450,0.583,1.602,45.132,37.004
'[13:39:10.952]',0.350,-,0.600,0.415,0.590,1.573,44.790,37.004
'[13:39:10.960]',0.390,-,0.570,0.375,0.595,1.545,44.497,37.004
'[13:39:10.968]',0.370,-,0.615,0.435,0.601,1.519,44.155,37.004
'[13:39:10.976]',0.410,-,0.690,0.740,0.605,1.493,43.911,37.004
'[13:39:10.984]',-0.310,-,1.200,1.256,0.610,1.471,43.667,37.004
'[13:39:10.992]',-0.500,-,1.366,1.501,0.614,1.452,43.471,37.004
'[13:39:11.000]',-0.500,-,1.336,0.930,0.619,1.429,43.227,37.004
'[13:39:11.008]',-0.500,-,1.196,0.450,0.623,1.407,43.032,37.004
'[13:39:11.016]',-0.175,-,0.935,0.405,0.627,1.385,42.787,37.004
'[13:39:11.024]',0.200,-,0.690,0.415,0.631,1.365,42.494,37.004
'[13:39:11.032]',0.380,-,0.580,0.425,0.635,1.344,42.250,37.004
'[13:39:11.040]',0.460,-,0.520,0.405,0.638,1.325,41.908,37.004
'[13:39:11.048]',0.475,-,0.530,0.425,0.642,1.306,41.664,37.004
'[13:39:11.056]',0.495,-,0.505,0.410,0.645,1.286,41.469,37.004
'[13:39:11.064]',0.485,-,0.520,0.430,0.648,1.268,41.224,37.004
'[13:39:11.072]',0.500,-,0.495,0.415,0.652,1.250,41.029,37.004
'[13:39:11.080]',0.490,-,0.520,0.435,0.655,1.238,40.883,37.004
'[13:39:11.088]',0.500,-,0.500,0.425,0.658,1.227,40.736,37.004
'[13:39:11.096]',0.475,-,0.525,0.440,0.660,1.214,40.541,37.004
'[13:39:11.104]',0.490,-,0.510,0.435,0.662,1.200,40.248,37.004
'[13:39:11.112]',0.480,-,0.535,0.450,0.664,1.187,39.857,37.004
'[13:39:11.120]',0.475,-,0.520,0.455,0.666,1.173,39.417,37.004
'[13:39:11.128]',0.490,-,0.530,0.450,0.667,1.160,38.978,37.004
'[13:39:11.136]',0.480,-,0.520,0.470,0.669,1.149,38.587,37.004
'[13:39:11.144]',0.485,-,0.535,0.465,0.671,1.139,38.294,37.004
'[13:39:11.152]',0.475,-,0.540,0.495,0.673,1.131,38.001,37.004
'[13:39:11.160]',0.480,-,0.520,0.490,0.674,1.124,37.756,37.004
'[13:39:11.168]',0.470,-,0.540,0.515,0.676,1.119,37.463,37.004
'[13:39:11.176]',0.480,-,0.525,0.525,0.677,1.114,37.317,37.004
'[13:39:11.184]',0.470,-,0.545,0.545,0.678,1.112,37.122,37.004
'[13:39:11.192]',0.480,-,0.525,0.560,0.680,1.111,36.926,37.004
'[13:39:11.200]',0.475,-,0.550,0.590,0.680,1.108,36.975,37.004
'[13:39:11.208]',0.485,-,0.525,0.605,0.680,1.092,37.463,37.004
'[13:39:11.216]',0.480,-,0.540,0.640,0.680,1.071,38.733,37.004
'[13:39:11.224]',0.485,-,0.530,0.635,0.680,1.057,41.176,37.004
'[13:39:11.232]',0.475,-,0.560,0.675,0.678,1.047,45.181,37.004
'[13:39:11.240]',0.470,-,0.545,0.685,0.677,1.038,50.602,37.004
'[13:39:11.248]',0.455,-,0.565,0.710,0.675,1.030,57.196,37.004
'[13:39:11.256]',0.445,-,0.560,0.700,0.673,1.023,64.425,37.004
'[13:39:11.264]',0.425,-,0.590,0.710,0.670,1.017,72.192,37.004
'[13:39:11.272]',0.430,-,0.570,0.690,0.667,1.010,80.251,37.004
'[13:39:11.280]',0.405,-,0.600,0.690,0.664,1.007,88.359,37.004
'[13:39:11.288]',0.410,-,0.585,0.665,0.661,1.007,96.369,37.004
'[13:39:11.296]',0.385,-,0.610,0.665,0.658,1.004,103.794,37.004
'[13:39:11.304]',0.400,-,0.590,0.640,0.655,1.001,110.485,37.004
'[13:39:11.312]',0.380,-,0.610,0.645,0.650,0.999,116.249,37.004
'[13:39:11.320]',0.385,-,0.590,0.625,0.646,0.998,120.987,37.004
'[13:39:11.328]',0.375,-,0.605,0.620,0.641,0.998,124.748,37.004
'[13:39:11.336]',0.380,-,0.585,0.595,0.636,0.998,127.532,37.004
'[13:39:11.344]',0.375,-,0.595,0.580,0.631,0.998,129.535,37.004
'[13:39:11.352]',0.395,-,0.580,0.555,0.625,0.998,130.853,37.004
'[13:39:11.360]',0.405,-,0.565,0.530,0.620,0.998,131.537,37.004
'[13:39:11.368]',0.415,-,0.570,0.505,0.614,0.998,131.781,37.004
'[13:39:11.376]',0.430,-,0.540,0.490,0.608,0.998,131.635,37.004
'[13:39:11.384]',0.440,-,0.550,0.475,0.601,1.000,131.049,37.004
'[13:39:11.392]',0.455,-,0.520,0.465,0.594,1.003,130.218,37.004
'[13:39:11.400]',0.450,-,0.540,0.475,0.586,1.004,129.095,37.004
'[13:39:11.408]',0.470,-,0.515,0.460,0.578,1.003,127.678,37.004
'[13:39:11.416]',0.465,-,0.525,0.465,0.570,1.000,126.067,37.004
'[13:39:11.424]',0.475,-,0.505,0.455,0.561,0.997,124.113,37.004
'[13:39:11.432]',0.470,-,0.520,0.475,0.553,0.994,121.866,37.004
'[13:39:11.440]',0.485,-,0.495,0.465,0.546,0.991,119.375,37.004
'[13:39:11.448]',0.475,-,0.520,0.480,0.538,0.988,116.493,37.004
'[13:39:11.456]',0.480,-,0.500,0.470,0.532,0.985,113.318,37.004
'[13:39:11.464]',0.460,-,0.525,0.480,0.525,0.984,109.802,37.004
'[13:39:11.472]',0.475,-,0.505,0.465,0.518,0.988,105.992,37.004
'[13:39:11.480]',0.455,-,0.530,0.475,0.510,0.998,101.889,37.004
'[13:39:11.488]',0.470,-,0.505,0.455,0.503,1.015,97.493,37.004
'[13:39:11.496]',0.455,-,0.525,0.465,0.495,1.042,92.950,37.004
'[13:39:11.504]',0.460,-,0.510,0.450,0.487,1.084,88.310,37.004
'[13:39:11.512]',0.445,-,0.530,0.460,0.480,1.142,83.816,37.004
'[13:39:11.520]',0.455,-,0.510,0.450,0.473,1.217,79.665,37.004
'[13:39:11.528]',0.440,-,0.530,0.460,0.466,1.310,76.001,37.004
'[13:39:11.536]',0.435,-,0.535,0.455,0.459,1.418,72.778,37.004
'[13:39:11.544]',0.445,-,0.520,0.450,0.452,1.539,70.042,37.004
'[13:39:11.552]',0.435,-,0.535,0.460,0.444,1.669,67.796,37.004
'[13:39:11.560]',0.445,-,0.520,0.450,0.437,1.804,65.940,37.004
'[13:39:11.568]',0.430,-,0.540,0.465,0.430,1.942,64.377,37.004
'[13:39:11.576]',0.440,-,0.525,0.455,0.422,2.079,63.155,37.004
'[13:39:11.584]',0.425,-,0.545,0.475,0.415,2.196,62.227,37.004
'[13:39:11.592]',0.440,-,0.525,0.450,0.408,2.297,61.592,37.004
'[13:39:11.600]',0.430,-,0.540,0.465,0.401,2.406,61.055,37.004
'[13:39:11.608]',0.435,-,0.525,0.455,0.394,2.511,60.664,37.004
'[13:39:11.616]',0.425,-,0.550,0.475,0.387,2.610,60.420,37.004
'[13:39:11.624]',0.435,-,0.530,0.460,0.381,2.700,60.176,37.004
'[13:39:11.632]',0.425,-,0.545,0.475,0.375,2.778,59.932,37.004
'[13:39:11.640]',0.430,-,0.535,0.465,0.369,2.846,59.687,37.004
'[13:39:11.648]',0.420,-,0.560,0.480,0.363,2.901,59.346,37.004
'[13:39:11.656]',0.430,-,0.530,0.470,0.357,2.947,59.101,37.004
'[13:39:11.664]',0.415,-,0.550,0.475,0.352,2.983,58.808,37.004
'[13:39:11.672]',0.430,-,0.530,0.470,0.347,3.009,58.418,37.004
'[13:39:11.680]',0.410,-,0.565,0.480,0.342,3.020,57.978,37.004
'[13:39:11.688]',0.425,-,0.540,0.470,0.338,3.019,57.490,37.004
'[13:39:11.696]',0.405,-,0.565,0.480,0.333,3.014,57.001,37.004
'[13:39:11.704]',0.430,-,0.540,0.465,0.328,3.003,56.464,37.004
'[13:39:11.712]',0.415,-,0.555,0.475,0.323,2.983,55.926,37.004
'[13:39:11.720]',0.435,-,0.535,0.470,0.319,2.956,55.438,37.004
'[13:39:11.728]',0.450,-,0.545,0.480,0.314,2.920,54.852,37.004
'[13:39:11.736]',0.455,-,0.530,0.465,0.309,2.877,54.315,37.004
'[13:39:11.744]',0.430,-,0.550,0.470,0.304,2.826,53.875,37.004
'[13:39:11.752]',0.405,-,0.570,0.475,0.300,2.768,53.435,37.004
'[13:39:11.760]',0.375,-,0.595,0.495,0.295,2.704,52.849,37.004
'[13:39:11.768]',0.355,-,0.615,0.505,0.291,2.634,52.361,37.004
'[13:39:11.776]',0.330,-,0.610,0.500,0.287,2.560,51.872,37.004
'[13:39:11.784]',0.320,-,0.635,0.520,0.283,2.490,51.384,37.004
'[13:39:11.792]',0.355,-,0.595,0.500,0.279,2.420,50.847,37.004
'[13:39:11.800]',0.370,-,0.600,0.510,0.275,2.345,50.358,37.004
'[13:39:11.808]',0.390,-,0.565,0.485,0.271,2.268,49.870,37.004
'[13:39:11.816]',0.395,-,0.570,0.500,0.267,2.192,49.381,37.004
'[13:39:11.824]',0.405,-,0.555,0.490,0.263,2.117,48.942,37.004
'[13:39:11.832]',0.395,-,0.570,0.500,0.259,2.046,48.405,37.004
'[13:39:11.840]',0.410,-,0.550,0.490,0.256,1.979,47.965,37.004
'[13:39:11.848]',0.405,-,0.565,0.505,0.252,1.917,47.623,37.004
'[13:39:11.856]',0.415,-,0.545,0.500,0.248,1.859,47.232,37.004
'[13:39:11.864]',0.405,-,0.565,0.510,0.245,1.807,46.793,37.004
'[13:39:11.872]',0.415,-,0.545,0.500,0.241,1.760,46.402,37.004
'[13:39:11.880]',0.405,-,0.565,0.505,0.237,1.720,46.060,37.004
'[13:39:11.888]',0.420,-,0.545,0.495,0.233,1.687,45.718,37.004
'[13:39:11.896]',0.405,-,0.565,0.510,0.229,1.655,45.425,37.004
'[13:39:11.904]',0.415,-,0.540,0.500,0.226,1.625,45.132,37.004
'[13:39:11.912]',0.405,-,0.560,0.505,0.222,1.594,44.790,37.004
'[13:39:11.920]',0.450,-,0.525,0.460,0.218,1.566,44.546,37.004
'[13:39:11.928]',0.475,-,0.510,0.415,0.215,1.539,44.302,37.004
'[13:39:11.936]',0.455,-,0.545,0.455,0.212,1.512,44.057,37.004
'[13:39:11.944]',0.480,-,0.620,0.740,0.210,1.487,43.911,37.004
'[13:39:11.952]',-0.310,-,1.160,1.381,0.207,1.462,43.813,37.004
'[13:39:11.960]',-0.500,-,1.336,1.501,0.204,1.440,43.618,37.004
'[13:39:11.968]',-0.500,-,1.350,1.321,0.202,1.418,43.374,37.004
'[13:39:11.976]',-0.500,-,1.166,0.645,0.200,1.398,43.178,37.004
'[13:39:11.984]',-0.105,-,0.880,0.485,0.199,1.382,42.983,37.004
'[13:39:11.992]',0.275,-,0.635,0.450,0.197,1.369,42.787,37.004
'[13:39:12.000]',0.475,-,0.505,0.435,0.196,1.353,42.543,37.004
'[13:39:12.008]',0.540,-,0.460,0.420,0.195,1.336,42.348,37.004
'[13:39:12.016]',0.565,-,0.470,0.425,0.194,1.320,42.104,37.004
'[13:39:12.024]',0.585,-,0.430,0.420,0.193,1.303,41.908,37.004
'[13:39:12.032]',0.580,-,0.445,0.430,0.192,1.287,41.713,37.004
'[13:39:12.040]',0.590,-,0.430,0.420,0.191,1.272,41.469,37.004
'[13:39:12.048]',0.580,-,0.450,0.440,0.190,1.255,41.273,37.004
'[13:39:12.056]',0.585,-,0.440,0.430,0.189,1.239,41.127,37.004
'[13:39:12.064]',0.570,-,0.455,0.450,0.187,1.222,40.931,37.004
'[13:39:12.072]',0.580,-,0.445,0.440,0.186,1.204,40.687,37.004
'[13:39:12.080]',0.560,-,0.465,0.455,0.186,1.192,40.296,37.004
'[13:39:12.088]',0.570,-,0.450,0.450,0.185,1.181,39.906,37.004
'[13:39:12.096]',0.555,-,0.475,0.465,0.185,1.167,39.466,37.004
'[13:39:12.104]',0.560,-,0.460,0.470,0.185,1.153,39.124,37.004
'[13:39:12.112]',0.545,-,0.480,0.480,0.184,1.140,38.733,37.004
'[13:39:12.120]',0.550,-,0.470,0.485,0.184,1.128,38.343,37.004
'[13:39:12.128]',0.535,-,0.490,0.500,0.183,1.117,38.001,37.004
'[13:39:12.136]',0.545,-,0.470,0.505,0.183,1.109,37.659,37.004
'[13:39:12.144]',0.530,-,0.495,0.525,0.182,1.101,37.366,37.004
'[13:39:12.152]',0.535,-,0.490,0.535,0.181,1.093,37.122,37.004
'[13:39:12.160]',0.520,-,0.505,0.555,0.180,1.086,36.877,37.004
'[13:39:12.168]',0.525,-,0.515,0.570,0.180,1.080,36.877,37.004
'[13:39:12.176]',0.510,-,0.495,0.595,0.179,1.074,37.170,37.004
'[13:39:12.184]',0.500,-,0.525,0.615,0.179,1.072,38.098,37.004
'[13:39:12.192]',0.505,-,0.510,0.635,0.179,1.072,40.296,37.004
'[13:39:12.200]',0.475,-,0.540,0.660,0.179,1.069,44.057,37.004
'[13:39:12.208]',0.470,-,0.550,0.665,0.179,1.066,49.381,37.004
'[13:39:12.216]',0.450,-,0.565,0.680,0.178,1.063,55.878,37.004
'[13:39:12.224]',0.455,-,0.550,0.675,0.178,1.060,63.107,37.004
'[13:39:12.232]',0.420,-,0.585,0.685,0.177,1.057,70.970,37.004
'[13:39:12.240]',0.425,-,0.570,0.665,0.177,1.054,79.176,37.004
'[13:39:12.248]',0.400,-,0.600,0.660,0.177,1.052,87.529,37.004
'[13:39:12.256]',0.395,-,0.590,0.640,0.177,1.050,95.734,37.004
'[13:39:12.264]',0.375,-,0.615,0.635,0.178,1.049,103.501,37.004
'[13:39:12.272]',0.375,-,0.595,0.615,0.177,1.048,110.485,37.004
'[13:39:12.280]',0.355,-,0.625,0.620,0.177,1.049,116.542,37.004
'[13:39:12.288]',0.355,-,0.615,0.595,0.177,1.051,121.475,37.004
'[13:39:12.296]',0.330,-,0.635,0.600,0.177,1.051,125.236,37.004
'[13:39:12.304]',0.335,-,0.615,0.565,0.177,1.050,127.874,37.004
'[13:39:12.312]',0.325,-,0.635,0.565,0.177,1.049,129.486,37.004
'[13:39:12.320]',0.340,-,0.610,0.530,0.177,1.049,130.365,37.004
