'Time','II','CVP','V','ABP','PLETH','I'
'[14:11:21.832]',0.992,-,1.000,83.489,-,-
'[14:11:21.840]',0.766,-,0.850,83.489,-,-
'[14:11:21.848]',0.570,-,0.740,84.219,-,-
'[14:11:21.856]',0.477,-,0.740,84.219,-,-
'[14:11:21.864]',0.438,-,0.795,84.219,-,-
'[14:11:21.872]',0.406,-,0.827,84.219,-,-
'[14:11:21.880]',0.383,-,0.835,83.489,-,-
'[14:11:21.888]',0.375,-,0.850,82.760,-,-
'[14:11:21.896]',0.375,-,0.858,82.031,-,-
'[14:11:21.904]',0.367,-,0.866,81.302,-,-
'[14:11:21.912]',0.375,-,0.882,80.573,-,-
'[14:11:21.920]',0.375,-,0.906,79.844,-,-
'[14:11:21.928]',0.391,-,0.913,78.750,-,-
'[14:11:21.936]',0.391,-,0.929,78.021,-,-
'[14:11:21.944]',0.398,-,0.929,77.292,-,-
'[14:11:21.952]',0.398,-,0.929,76.562,-,-
'[14:11:21.960]',0.406,-,0.921,75.833,-,-
'[14:11:21.968]',0.406,-,0.921,75.833,-,-
'[14:11:21.976]',0.406,-,0.913,75.104,-,-
'[14:11:21.984]',0.414,-,0.921,75.104,-,-
'[14:11:21.992]',0.422,-,0.929,74.375,-,-
'[14:11:22.000]',0.422,-,0.929,74.375,-,-
'[14:11:22.008]',0.445,-,0.929,73.281,-,-
'[14:11:22.016]',0.445,-,0.937,73.281,-,-
'[14:11:22.024]',0.461,-,0.945,72.552,-,-
'[14:11:22.032]',0.469,-,0.937,72.552,-,-
'[14:11:22.040]',0.477,-,0.945,72.552,-,-
'[14:11:22.048]',0.492,-,0.953,73.281,-,-
'[14:11:22.056]',0.500,-,0.961,75.833,-,-
'[14:11:22.064]',0.508,-,0.961,79.844,-,-
'[14:11:22.072]',0.516,-,0.976,86.042,-,-
'[14:11:22.080]',0.516,-,0.976,94.427,-,-
'[14:11:22.088]',0.523,-,0.984,104.635,-,-
'[14:11:22.096]',0.523,-,0.976,115.573,-,-
'[14:11:22.104]',0.516,-,0.976,125.052,-,-
'[14:11:22.112]',0.516,-,0.976,133.437,-,-
'[14:11:22.120]',0.492,-,0.961,138.906,-,-
'[14:11:22.128]',0.477,-,0.953,142.917,-,-
'[14:11:22.136]',0.461,-,0.937,143.646,-,-
'[14:11:22.144]',0.445,-,0.929,143.646,-,-
'[14:11:22.152]',0.438,-,0.906,142.187,-,-
'[14:11:22.160]',0.438,-,0.890,140.729,-,-
'[14:11:22.168]',0.438,-,0.874,138.177,-,-
'[14:11:22.176]',0.422,-,0.858,135.989,-,-
'[14:11:22.184]',0.422,-,0.850,135.260,-,-
'[14:11:22.192]',0.422,-,0.835,134.531,-,-
'[14:11:22.200]',0.414,-,0.835,133.437,-,-
'[14:11:22.208]',0.414,-,0.819,132.708,-,-
'[14:11:22.216]',0.414,-,0.819,131.979,-,-
'[14:11:22.224]',0.438,-,0.827,131.250,-,-
'[14:11:22.232]',0.461,-,0.835,130.521,-,-
'[14:11:22.240]',0.477,-,0.850,129.062,-,-
'[14:11:22.248]',0.500,-,0.866,127.239,-,-
'[14:11:22.256]',0.531,-,0.874,125.781,-,-
'[14:11:22.264]',0.555,-,0.890,124.323,-,-
'[14:11:22.272]',0.578,-,0.890,122.500,-,-
'[14:11:22.280]',0.586,-,0.882,121.042,-,-
'[14:11:22.288]',0.586,-,0.890,118.854,-,-
'[14:11:22.296]',0.594,-,0.882,117.031,-,-
'[14:11:22.304]',0.570,-,0.866,114.844,-,-
'[14:11:22.312]',0.531,-,0.835,112.656,-,-
'[14:11:22.320]',0.484,-,0.819,110.104,-,-
'[14:11:22.328]',0.398,-,0.795,107.917,-,-
'[14:11:22.336]',0.305,-,0.756,103.906,-,-
'[14:11:22.344]',0.281,-,0.748,100.625,-,-
'[14:11:22.352]',0.328,-,0.764,96.979,-,-
'[14:11:22.360]',0.352,-,0.764,92.969,-,-
'[14:11:22.368]',0.391,-,0.780,88.958,-,-
'[14:11:22.376]',0.438,-,0.803,86.771,-,-
'[14:11:22.384]',0.461,-,0.819,84.219,-,-
'[14:11:22.392]',0.492,-,0.819,82.031,-,-
'[14:11:22.400]',0.508,-,0.835,81.302,-,-
'[14:11:22.408]',0.586,-,0.874,80.573,-,-
'[14:11:22.416]',0.727,-,0.984,80.573,-,-
'[14:11:22.424]',0.969,-,1.126,81.302,-,-
'[14:11:22.432]',1.102,-,1.213,82.031,-,-
'[14:11:22.440]',1.117,-,1.142,82.760,-,-
'[14:11:22.448]',0.906,-,1.016,83.489,-,-
'[14:11:22.456]',0.688,-,0.921,83.489,-,-
'[14:11:22.464]',0.531,-,0.890,83.489,-,-
'[14:11:22.472]',0.453,-,0.953,83.489,-,-
'[14:11:22.480]',0.414,-,0.992,83.489,-,-
'[14:11:22.488]',0.391,-,1.016,83.489,-,-
'[14:11:22.496]',0.398,-,1.031,82.760,-,-
'[14:11:22.504]',0.422,-,1.047,82.031,-,-
'[14:11:22.512]',0.445,-,1.047,81.302,-,-
'[14:11:22.520]',0.477,-,1.047,80.573,-,-
'[14:11:22.528]',0.492,-,1.047,78.750,-,-
'[14:11:22.536]',0.492,-,1.039,78.021,-,-
'[14:11:22.544]',0.500,-,1.039,77.292,-,-
'[14:11:22.552]',0.500,-,1.024,76.562,-,-
'[14:11:22.560]',0.492,-,1.000,75.104,-,-
'[14:11:22.568]',0.461,-,0.976,74.375,-,-
'[14:11:22.576]',0.445,-,0.945,73.281,-,-
'[14:11:22.584]',0.430,-,0.921,73.281,-,-
'[14:11:22.592]',0.422,-,0.890,72.552,-,-
'[14:11:22.600]',0.406,-,0.866,72.552,-,-
'[14:11:22.608]',0.422,-,0.850,71.823,-,-
'[14:11:22.616]',0.438,-,0.835,71.823,-,-
'[14:11:22.624]',0.445,-,0.827,71.094,-,-
'[14:11:22.632]',0.453,-,0.819,71.094,-,-
'[14:11:22.640]',0.461,-,0.803,70.365,-,-
'[14:11:22.648]',0.469,-,0.803,70.365,-,-
'[14:11:22.656]',0.461,-,0.835,70.365,-,-
'[14:11:22.664]',0.461,-,0.890,71.094,-,-
'[14:11:22.672]',0.469,-,0.945,74.375,-,-
'[14:11:22.680]',0.484,-,0.976,79.844,-,-
'[14:11:22.688]',0.492,-,1.000,87.500,-,-
'[14:11:22.696]',0.516,-,1.024,96.979,-,-
'[14:11:22.704]',0.531,-,1.031,107.187,-,-
'[14:11:22.712]',0.547,-,1.031,117.031,-,-
'[14:11:22.720]',0.547,-,1.016,126.510,-,-
'[14:11:22.728]',0.547,-,1.000,133.437,-,-
'[14:11:22.736]',0.531,-,0.976,138.177,-,-
'[14:11:22.744]',0.516,-,0.961,140.729,-,-
'[14:11:22.752]',0.500,-,0.945,141.458,-,-
'[14:11:22.760]',0.492,-,0.929,140.000,-,-
'[14:11:22.768]',0.484,-,0.929,138.177,-,-
'[14:11:22.776]',0.477,-,0.921,135.989,-,-
'[14:11:22.784]',0.477,-,0.906,134.531,-,-
'[14:11:22.792]',0.492,-,0.906,131.979,-,-
'[14:11:22.800]',0.492,-,0.890,130.521,-,-
'[14:11:22.808]',0.500,-,0.874,129.792,-,-
'[14:11:22.816]',0.500,-,0.882,129.062,-,-
'[14:11:22.824]',0.500,-,0.890,127.969,-,-
'[14:11:22.832]',0.500,-,0.906,127.239,-,-
'[14:11:22.840]',0.516,-,0.921,126.510,-,-
'[14:11:22.848]',0.516,-,0.929,125.052,-,-
'[14:11:22.856]',0.531,-,0.937,124.323,-,-
'[14:11:22.864]',0.531,-,0.937,122.500,-,-
'[14:11:22.872]',0.539,-,0.937,121.042,-,-
'[14:11:22.880]',0.547,-,0.929,119.583,-,-
'[14:11:22.888]',0.562,-,0.921,118.125,-,-
'[14:11:22.896]',0.562,-,0.906,116.302,-,-
'[14:11:22.904]',0.570,-,0.898,114.844,-,-
'[14:11:22.912]',0.586,-,0.890,112.656,-,-
'[14:11:22.920]',0.586,-,0.882,110.833,-,-
'[14:11:22.928]',0.562,-,0.858,107.917,-,-
'[14:11:22.936]',0.539,-,0.835,105.364,-,-
'[14:11:22.944]',0.516,-,0.827,102.448,-,-
'[14:11:22.952]',0.492,-,0.819,98.437,-,-
'[14:11:22.960]',0.469,-,0.803,94.427,-,-
'[14:11:22.968]',0.453,-,0.795,90.781,-,-
'[14:11:22.976]',0.461,-,0.795,87.500,-,-
'[14:11:22.984]',0.461,-,0.780,84.219,-,-
'[14:11:22.992]',0.453,-,0.780,82.031,-,-
'[14:11:23.000]',0.453,-,0.780,80.573,-,-
'[14:11:23.008]',0.453,-,0.772,79.844,-,-
'[14:11:23.016]',0.445,-,0.795,78.750,-,-
'[14:11:23.024]',0.461,-,0.819,78.750,-,-
'[14:11:23.032]',0.516,-,0.850,79.844,-,-
'[14:11:23.040]',0.656,-,0.937,80.573,-,-
'[14:11:23.048]',0.875,-,1.031,80.573,-,-
'[14:11:23.056]',0.992,-,1.047,81.302,-,-
'[14:11:23.064]',0.891,-,0.874,82.031,-,-
'[14:11:23.072]',0.750,-,0.780,82.031,-,-
'[14:11:23.080]',0.586,-,0.709,82.031,-,-
'[14:11:23.088]',0.508,-,0.732,82.031,-,-
'[14:11:23.096]',0.461,-,0.748,81.302,-,-
'[14:11:23.104]',0.430,-,0.748,80.573,-,-
'[14:11:23.112]',0.422,-,0.740,79.844,-,-
'[14:11:23.120]',0.406,-,0.740,78.750,-,-
'[14:11:23.128]',0.406,-,0.740,78.021,-,-
'[14:11:23.136]',0.406,-,0.748,77.292,-,-
'[14:11:23.144]',0.406,-,0.748,76.562,-,-
'[14:11:23.152]',0.414,-,0.748,75.833,-,-
'[14:11:23.160]',0.422,-,0.748,75.104,-,-
'[14:11:23.168]',0.414,-,0.756,74.375,-,-
'[14:11:23.176]',0.422,-,0.764,73.281,-,-
'[14:11:23.184]',0.414,-,0.764,72.552,-,-
'[14:11:23.192]',0.438,-,0.764,72.552,-,-
'[14:11:23.200]',0.438,-,0.764,71.823,-,-
'[14:11:23.208]',0.445,-,0.764,71.823,-,-
'[14:11:23.216]',0.445,-,0.764,71.094,-,-
'[14:11:23.224]',0.461,-,0.764,71.094,-,-
'[14:11:23.232]',0.469,-,0.764,70.365,-,-
'[14:11:23.240]',0.469,-,0.764,70.365,-,-
'[14:11:23.248]',0.469,-,0.764,69.635,-,-
'[14:11:23.256]',0.469,-,0.780,68.906,-,-
'[14:11:23.264]',0.477,-,0.780,68.906,-,-
'[14:11:23.272]',0.484,-,0.772,68.906,-,-
'[14:11:23.280]',0.500,-,0.764,69.635,-,-
'[14:11:23.288]',0.500,-,0.772,71.823,-,-
'[14:11:23.296]',0.516,-,0.764,76.562,-,-
'[14:11:23.304]',0.516,-,0.764,83.489,-,-
'[14:11:23.312]',0.516,-,0.764,92.969,-,-
'[14:11:23.320]',0.539,-,0.764,103.177,-,-
'[14:11:23.328]',0.547,-,0.764,112.656,-,-
'[14:11:23.336]',0.555,-,0.780,121.771,-,-
'[14:11:23.344]',0.555,-,0.780,130.521,-,-
'[14:11:23.352]',0.539,-,0.780,135.989,-,-
'[14:11:23.360]',0.539,-,0.780,138.906,-,-
'[14:11:23.368]',0.523,-,0.772,140.000,-,-
'[14:11:23.376]',0.516,-,0.764,138.906,-,-
'[14:11:23.384]',0.516,-,0.764,136.719,-,-
'[14:11:23.392]',0.500,-,0.756,133.437,-,-
'[14:11:23.400]',0.500,-,0.748,131.250,-,-
'[14:11:23.408]',0.500,-,0.748,129.062,-,-
'[14:11:23.416]',0.492,-,0.748,127.239,-,-
'[14:11:23.424]',0.477,-,0.772,125.781,-,-
'[14:11:23.432]',0.477,-,0.787,125.052,-,-
'[14:11:23.440]',0.484,-,0.795,124.323,-,-
'[14:11:23.448]',0.484,-,0.803,124.323,-,-
'[14:11:23.456]',0.492,-,0.819,123.594,-,-
'[14:11:23.464]',0.508,-,0.835,123.594,-,-
'[14:11:23.472]',0.516,-,0.835,122.500,-,-
'[14:11:23.480]',0.516,-,0.850,121.042,-,-
'[14:11:23.488]',0.523,-,0.866,119.583,-,-
'[14:11:23.496]',0.539,-,0.874,118.125,-,-
'[14:11:23.504]',0.547,-,0.882,116.302,-,-
'[14:11:23.512]',0.562,-,0.890,114.844,-,-
'[14:11:23.520]',0.562,-,0.882,112.656,-,-
'[14:11:23.528]',0.570,-,0.890,110.833,-,-
'[14:11:23.536]',0.570,-,0.890,108.646,-,-
'[14:11:23.544]',0.555,-,0.866,106.094,-,-
'[14:11:23.552]',0.531,-,0.866,103.177,-,-
'[14:11:23.560]',0.508,-,0.866,99.896,-,-
'[14:11:23.568]',0.484,-,0.858,96.250,-,-
'[14:11:23.576]',0.461,-,0.843,92.239,-,-
'[14:11:23.584]',0.445,-,0.835,88.958,-,-
'[14:11:23.592]',0.445,-,0.835,85.312,-,-
'[14:11:23.600]',0.445,-,0.835,82.760,-,-
'[14:11:23.608]',0.445,-,0.827,80.573,-,-
'[14:11:23.616]',0.445,-,0.827,79.844,-,-
'[14:11:23.624]',0.445,-,0.835,78.750,-,-
'[14:11:23.632]',0.430,-,0.835,78.750,-,-
'[14:11:23.640]',0.438,-,0.866,78.750,-,-
'[14:11:23.648]',0.500,-,0.890,79.844,-,-
'[14:11:23.656]',0.625,-,0.969,80.573,-,-
'[14:11:23.664]',0.844,-,1.055,81.302,-,-
'[14:11:23.672]',0.977,-,1.079,81.302,-,-
'[14:11:23.680]',0.898,-,0.921,82.031,-,-
'[14:11:23.688]',0.758,-,0.835,82.031,-,-
'[14:11:23.696]',0.594,-,0.756,82.031,-,-
'[14:11:23.704]',0.516,-,0.780,82.031,-,-
'[14:11:23.712]',0.469,-,0.795,81.302,-,-
'[14:11:23.720]',0.438,-,0.803,80.573,-,-
'[14:11:23.728]',0.422,-,0.795,79.844,-,-
'[14:11:23.736]',0.406,-,0.803,78.750,-,-
'[14:11:23.744]',0.406,-,0.795,78.021,-,-
'[14:11:23.752]',0.406,-,0.803,77.292,-,-
'[14:11:23.760]',0.422,-,0.795,76.562,-,-
'[14:11:23.768]',0.414,-,0.795,75.833,-,-
'[14:11:23.776]',0.422,-,0.795,75.104,-,-
'[14:11:23.784]',0.422,-,0.795,74.375,-,-
'[14:11:23.792]',0.422,-,0.795,73.281,-,-
'[14:11:23.800]',0.438,-,0.803,72.552,-,-
'[14:11:23.808]',0.445,-,0.803,71.823,-,-
'[14:11:23.816]',0.445,-,0.811,71.823,-,-
'[14:11:23.824]',0.453,-,0.811,71.094,-,-
'[14:11:23.832]',0.469,-,0.819,71.094,-,-
'[14:11:23.840]',0.477,-,0.819,70.365,-,-
'[14:11:23.848]',0.492,-,0.827,70.365,-,-
'[14:11:23.856]',0.500,-,0.835,69.635,-,-
'[14:11:23.864]',0.516,-,0.843,69.635,-,-
'[14:11:23.872]',0.531,-,0.850,68.906,-,-
'[14:11:23.880]',0.539,-,0.866,68.906,-,-
'[14:11:23.888]',0.500,-,0.850,68.906,-,-
'[14:11:23.896]',0.477,-,0.835,69.635,-,-
'[14:11:23.904]',0.469,-,0.835,71.094,-,-
'[14:11:23.912]',0.469,-,0.843,75.833,-,-
'[14:11:23.920]',0.492,-,0.850,82.031,-,-
'[14:11:23.928]',0.516,-,0.866,90.781,-,-
'[14:11:23.936]',0.516,-,0.874,100.625,-,-
'[14:11:23.944]',0.523,-,0.882,110.833,-,-
'[14:11:23.952]',0.531,-,0.890,120.312,-,-
'[14:11:23.960]',0.539,-,0.890,127.969,-,-
'[14:11:23.968]',0.523,-,0.890,133.437,-,-
'[14:11:23.976]',0.500,-,0.890,136.719,-,-
'[14:11:23.984]',0.492,-,0.882,138.177,-,-
'[14:11:23.992]',0.469,-,0.874,137.448,-,-
'[14:11:24.000]',0.461,-,0.866,135.989,-,-
'[14:11:24.008]',0.445,-,0.866,133.437,-,-
'[14:11:24.016]',0.445,-,0.866,131.250,-,-
'[14:11:24.024]',0.453,-,0.866,129.062,-,-
'[14:11:24.032]',0.453,-,0.866,127.239,-,-
'[14:11:24.040]',0.461,-,0.866,125.781,-,-
'[14:11:24.048]',0.461,-,0.866,125.052,-,-
'[14:11:24.056]',0.469,-,0.866,125.052,-,-
'[14:11:24.064]',0.477,-,0.874,125.052,-,-
'[14:11:24.072]',0.477,-,0.890,124.323,-,-
'[14:11:24.080]',0.492,-,0.898,123.594,-,-
'[14:11:24.088]',0.508,-,0.906,122.500,-,-
'[14:11:24.096]',0.508,-,0.913,121.771,-,-
'[14:11:24.104]',0.516,-,0.929,120.312,-,-
'[14:11:24.112]',0.531,-,0.929,118.854,-,-
'[14:11:24.120]',0.539,-,0.945,117.031,-,-
'[14:11:24.128]',0.531,-,0.976,115.573,-,-
'[14:11:24.136]',0.547,-,0.976,114.114,-,-
'[14:11:24.144]',0.562,-,0.961,111.562,-,-
'[14:11:24.152]',0.547,-,0.945,110.104,-,-
'[14:11:24.160]',0.523,-,0.929,107.917,-,-
'[14:11:24.168]',0.500,-,0.929,104.635,-,-
'[14:11:24.176]',0.492,-,0.913,101.719,-,-
'[14:11:24.184]',0.469,-,0.906,98.437,-,-
'[14:11:24.192]',0.445,-,0.906,94.427,-,-
'[14:11:24.200]',0.422,-,0.921,90.781,-,-
'[14:11:24.208]',0.422,-,0.929,87.500,-,-
'[14:11:24.216]',0.422,-,0.937,84.219,-,-
'[14:11:24.224]',0.438,-,0.929,82.031,-,-
'[14:11:24.232]',0.438,-,0.921,80.573,-,-
'[14:11:24.240]',0.422,-,0.906,79.844,-,-
'[14:11:24.248]',0.398,-,0.961,78.750,-,-
'[14:11:24.256]',0.430,-,0.976,78.750,-,-
'[14:11:24.264]',0.492,-,0.992,79.844,-,-
'[14:11:24.272]',0.617,-,1.039,80.573,-,-
'[14:11:24.280]',0.836,-,1.118,81.302,-,-
'[14:11:24.288]',0.977,-,1.142,81.302,-,-
'[14:11:24.296]',0.906,-,0.961,82.031,-,-
'[14:11:24.304]',0.758,-,0.850,82.760,-,-
'[14:11:24.312]',0.594,-,0.748,82.760,-,-
'[14:11:24.320]',0.508,-,0.740,82.760,-,-
'[14:11:24.328]',0.445,-,0.748,82.031,-,-
'[14:11:24.336]',0.406,-,0.740,81.302,-,-
'[14:11:24.344]',0.375,-,0.724,80.573,-,-
'[14:11:24.352]',0.359,-,0.717,78.750,-,-
'[14:11:24.360]',0.352,-,0.709,77.292,-,-
'[14:11:24.368]',0.352,-,0.701,76.562,-,-
'[14:11:24.376]',0.359,-,0.701,75.833,-,-
'[14:11:24.384]',0.367,-,0.701,75.833,-,-
'[14:11:24.392]',0.367,-,0.709,75.104,-,-
'[14:11:24.400]',0.375,-,0.717,74.375,-,-
'[14:11:24.408]',0.375,-,0.724,73.281,-,-
'[14:11:24.416]',0.391,-,0.740,73.281,-,-
'[14:11:24.424]',0.391,-,0.748,72.552,-,-
'[14:11:24.432]',0.398,-,0.764,71.823,-,-
'[14:11:24.440]',0.398,-,0.764,71.094,-,-
'[14:11:24.448]',0.422,-,0.772,71.094,-,-
'[14:11:24.456]',0.422,-,0.780,70.365,-,-
'[14:11:24.464]',0.430,-,0.787,70.365,-,-
'[14:11:24.472]',0.438,-,0.795,69.635,-,-
'[14:11:24.480]',0.445,-,0.795,69.635,-,-
'[14:11:24.488]',0.445,-,0.811,68.906,-,-
'[14:11:24.496]',0.445,-,0.811,68.906,-,-
'[14:11:24.504]',0.461,-,0.835,68.906,-,-
'[14:11:24.512]',0.469,-,0.843,69.635,-,-
'[14:11:24.520]',0.477,-,0.858,71.823,-,-
'[14:11:24.528]',0.492,-,0.866,75.833,-,-
'[14:11:24.536]',0.492,-,0.882,82.031,-,-
'[14:11:24.544]',0.516,-,0.890,90.781,-,-
'[14:11:24.552]',0.531,-,0.898,100.625,-,-
'[14:11:24.560]',0.539,-,0.906,111.562,-,-
'[14:11:24.568]',0.547,-,0.906,121.042,-,-
'[14:11:24.576]',0.555,-,0.906,129.062,-,-
'[14:11:24.584]',0.547,-,0.906,135.260,-,-
'[14:11:24.592]',0.539,-,0.906,138.177,-,-
'[14:11:24.600]',0.531,-,0.906,138.906,-,-
'[14:11:24.608]',0.516,-,0.890,138.177,-,-
'[14:11:24.616]',0.516,-,0.890,136.719,-,-
'[14:11:24.624]',0.508,-,0.882,134.531,-,-
'[14:11:24.632]',0.508,-,0.874,131.979,-,-
'[14:11:24.640]',0.500,-,0.874,129.792,-,-
'[14:11:24.648]',0.508,-,0.866,127.969,-,-
'[14:11:24.656]',0.500,-,0.866,126.510,-,-
'[14:11:24.664]',0.500,-,0.866,125.781,-,-
'[14:11:24.672]',0.500,-,0.874,125.781,-,-
'[14:11:24.680]',0.500,-,0.874,125.052,-,-
'[14:11:24.688]',0.508,-,0.890,125.052,-,-
'[14:11:24.696]',0.516,-,0.898,124.323,-,-
'[14:11:24.704]',0.523,-,0.906,124.323,-,-
'[14:11:24.712]',0.531,-,0.913,122.500,-,-
'[14:11:24.720]',0.531,-,0.921,121.771,-,-
'[14:11:24.728]',0.539,-,0.929,120.312,-,-
'[14:11:24.736]',0.547,-,0.937,118.854,-,-
'[14:11:24.744]',0.562,-,0.945,117.031,-,-
'[14:11:24.752]',0.562,-,0.937,114.844,-,-
'[14:11:24.760]',0.562,-,0.945,113.385,-,-
'[14:11:24.768]',0.570,-,0.945,110.833,-,-
'[14:11:24.776]',0.547,-,0.929,108.646,-,-
'[14:11:24.784]',0.523,-,0.921,105.364,-,-
'[14:11:24.792]',0.500,-,0.913,102.448,-,-
'[14:11:24.800]',0.477,-,0.906,99.167,-,-
'[14:11:24.808]',0.461,-,0.906,95.156,-,-
'[14:11:24.816]',0.453,-,0.898,91.510,-,-
'[14:11:24.824]',0.445,-,0.906,88.229,-,-
'[14:11:24.832]',0.453,-,0.890,85.312,-,-
'[14:11:24.840]',0.453,-,0.890,82.760,-,-
'[14:11:24.848]',0.445,-,0.890,80.573,-,-
'[14:11:24.856]',0.445,-,0.898,79.844,-,-
'[14:11:24.864]',0.438,-,0.906,78.750,-,-
'[14:11:24.872]',0.438,-,0.929,78.750,-,-
'[14:11:24.880]',0.500,-,0.969,79.844,-,-
'[14:11:24.888]',0.633,-,1.047,80.573,-,-
'[14:11:24.896]',0.867,-,1.142,81.302,-,-
'[14:11:24.904]',0.977,-,1.157,82.031,-,-
'[14:11:24.912]',0.875,-,0.984,82.031,-,-
'[14:11:24.920]',0.727,-,0.890,82.760,-,-
'[14:11:24.928]',0.570,-,0.819,82.760,-,-
'[14:11:24.936]',0.500,-,0.843,82.031,-,-
'[14:11:24.944]',0.453,-,0.866,82.031,-,-
'[14:11:24.952]',0.422,-,0.866,81.302,-,-
'[14:11:24.960]',0.414,-,0.866,80.573,-,-
'[14:11:24.968]',0.406,-,0.874,79.844,-,-
'[14:11:24.976]',0.398,-,0.874,78.750,-,-
'[14:11:24.984]',0.398,-,0.882,78.021,-,-
'[14:11:24.992]',0.398,-,0.890,76.562,-,-
'[14:11:25.000]',0.398,-,0.890,75.833,-,-
'[14:11:25.008]',0.398,-,0.898,75.104,-,-
'[14:11:25.016]',0.406,-,0.898,74.375,-,-
'[14:11:25.024]',0.406,-,0.906,73.281,-,-
'[14:11:25.032]',0.406,-,0.906,72.552,-,-
'[14:11:25.040]',0.422,-,0.906,72.552,-,-
'[14:11:25.048]',0.422,-,0.890,71.823,-,-
'[14:11:25.056]',0.438,-,0.882,71.823,-,-
'[14:11:25.064]',0.445,-,0.866,71.094,-,-
'[14:11:25.072]',0.445,-,0.858,70.365,-,-
'[14:11:25.080]',0.453,-,0.843,70.365,-,-
'[14:11:25.088]',0.461,-,0.835,69.635,-,-
'[14:11:25.096]',0.469,-,0.819,69.635,-,-
'[14:11:25.104]',0.461,-,0.827,68.906,-,-
'[14:11:25.112]',0.469,-,0.819,68.906,-,-
'[14:11:25.120]',0.477,-,0.827,68.906,-,-
'[14:11:25.128]',0.492,-,0.835,70.365,-,-
'[14:11:25.136]',0.492,-,0.843,72.552,-,-
'[14:11:25.144]',0.500,-,0.850,76.562,-,-
'[14:11:25.152]',0.500,-,0.866,83.489,-,-
'[14:11:25.160]',0.516,-,0.866,92.969,-,-
'[14:11:25.168]',0.531,-,0.858,103.177,-,-
'[14:11:25.176]',0.562,-,0.843,113.385,-,-
'[14:11:25.184]',0.562,-,0.835,122.500,-,-
'[14:11:25.192]',0.570,-,0.811,130.521,-,-
'[14:11:25.200]',0.562,-,0.795,135.260,-,-
'[14:11:25.208]',0.547,-,0.772,138.177,-,-
'[14:11:25.216]',0.539,-,0.764,138.906,-,-
'[14:11:25.224]',0.523,-,0.756,138.177,-,-
'[14:11:25.232]',0.508,-,0.748,136.719,-,-
'[14:11:25.240]',0.500,-,0.740,133.437,-,-
'[14:11:25.248]',0.492,-,0.740,131.250,-,-
'[14:11:25.256]',0.492,-,0.748,129.792,-,-
'[14:11:25.264]',0.492,-,0.748,127.969,-,-
'[14:11:25.272]',0.492,-,0.756,127.239,-,-
'[14:11:25.280]',0.492,-,0.764,126.510,-,-
'[14:11:25.288]',0.484,-,0.780,126.510,-,-
'[14:11:25.296]',0.492,-,0.795,125.781,-,-
'[14:11:25.304]',0.492,-,0.819,125.781,-,-
'[14:11:25.312]',0.500,-,0.843,125.052,-,-
'[14:11:25.320]',0.492,-,0.874,124.323,-,-
'[14:11:25.328]',0.500,-,0.890,123.594,-,-
'[14:11:25.336]',0.516,-,0.906,121.771,-,-
'[14:11:25.344]',0.531,-,0.906,120.312,-,-
'[14:11:25.352]',0.547,-,0.906,118.125,-,-
'[14:11:25.360]',0.555,-,0.890,116.302,-,-
'[14:11:25.368]',0.562,-,0.890,114.844,-,-
'[14:11:25.376]',0.586,-,0.866,112.656,-,-
'[14:11:25.384]',0.594,-,0.843,110.833,-,-
'[14:11:25.392]',0.562,-,0.803,108.646,-,-
'[14:11:25.400]',0.531,-,0.803,106.094,-,-
'[14:11:25.408]',0.500,-,0.811,103.177,-,-
'[14:11:25.416]',0.477,-,0.811,99.896,-,-
'[14:11:25.424]',0.461,-,0.811,96.250,-,-
'[14:11:25.432]',0.438,-,0.803,92.239,-,-
'[14:11:25.440]',0.438,-,0.819,88.958,-,-
'[14:11:25.448]',0.438,-,0.819,85.312,-,-
'[14:11:25.456]',0.438,-,0.819,82.760,-,-
'[14:11:25.464]',0.438,-,0.811,81.302,-,-
'[14:11:25.472]',0.445,-,0.803,79.844,-,-
'[14:11:25.480]',0.422,-,0.811,78.750,-,-
'[14:11:25.488]',0.438,-,0.850,78.750,-,-
'[14:11:25.496]',0.500,-,0.890,78.750,-,-
'[14:11:25.504]',0.641,-,0.984,79.844,-,-
'[14:11:25.512]',0.867,-,1.071,80.573,-,-
'[14:11:25.520]',0.961,-,1.094,81.302,-,-
'[14:11:25.528]',0.852,-,0.921,82.031,-,-
'[14:11:25.536]',0.695,-,0.858,82.760,-,-
'[14:11:25.544]',0.539,-,0.819,82.760,-,-
'[14:11:25.552]',0.469,-,0.874,82.031,-,-
'[14:11:25.560]',0.438,-,0.890,82.031,-,-
'[14:11:25.568]',0.406,-,0.890,81.302,-,-
'[14:11:25.576]',0.391,-,0.906,80.573,-,-
'[14:11:25.584]',0.391,-,0.906,79.844,-,-
'[14:11:25.592]',0.391,-,0.890,78.750,-,-
'[14:11:25.600]',0.391,-,0.890,78.021,-,-
'[14:11:25.608]',0.391,-,0.890,76.562,-,-
'[14:11:25.616]',0.391,-,0.890,75.833,-,-
'[14:11:25.624]',0.391,-,0.890,75.104,-,-
'[14:11:25.632]',0.391,-,0.882,74.375,-,-
'[14:11:25.640]',0.398,-,0.874,73.281,-,-
'[14:11:25.648]',0.406,-,0.874,72.552,-,-
'[14:11:25.656]',0.406,-,0.874,72.552,-,-
'[14:11:25.664]',0.414,-,0.874,71.823,-,-
'[14:11:25.672]',0.422,-,0.866,71.823,-,-
