'Time','II','AVR','V','RESP','PLETH','ABP','CVP','UAP'
'[14:03:12.320]',0.495,0.500,0.510,-0.054,1.486,51.501,37.004,110.825
'[14:03:12.328]',0.515,0.490,0.520,-0.054,1.471,52.673,37.004,110.825
'[14:03:12.336]',0.520,0.485,0.515,-0.054,1.454,55.604,37.004,110.825
'[14:03:12.344]',0.535,0.475,0.520,-0.054,1.434,61.114,37.004,110.730
'[14:03:12.352]',0.540,0.475,0.520,-0.054,1.413,68.850,37.004,110.825
'[14:03:12.360]',0.535,0.480,0.530,-0.054,1.391,77.291,37.004,110.825
'[14:03:12.368]',0.550,0.465,0.520,-0.054,1.370,84.285,37.004,110.730
'[14:03:12.376]',0.540,0.470,0.530,-0.054,1.348,88.857,37.004,110.730
'[14:03:12.384]',0.540,0.465,0.525,-0.054,1.326,91.631,37.004,110.730
'[14:03:12.392]',0.540,0.465,0.535,-0.055,1.305,94.171,37.004,110.730
'[14:03:12.400]',0.535,0.465,0.520,-0.057,1.283,97.493,37.004,110.730
'[14:03:12.408]',0.525,0.465,0.525,-0.058,1.262,101.439,37.004,110.730
'[14:03:12.416]',0.500,0.480,0.510,-0.061,1.241,105.308,37.004,110.825
'[14:03:12.424]',0.490,0.485,0.515,-0.063,1.226,108.316,37.004,110.825
'[14:03:12.432]',0.485,0.490,0.510,-0.066,1.213,110.231,37.004,110.825
'[14:03:12.440]',0.470,0.490,0.515,-0.068,1.196,111.442,37.004,110.825
'[14:03:12.448]',0.460,0.500,0.505,-0.070,1.179,112.302,37.004,110.825
'[14:03:12.456]',0.460,0.500,0.510,-0.072,1.161,113.044,37.004,110.825
'[14:03:12.464]',0.465,0.500,0.515,-0.074,1.144,113.826,37.004,110.825
'[14:03:12.472]',0.445,0.515,0.505,-0.076,1.126,114.373,37.004,110.825
'[14:03:12.480]',0.445,0.510,0.515,-0.079,1.109,114.607,37.004,110.825
'[14:03:12.488]',0.455,0.500,0.510,-0.081,1.093,114.490,37.004,110.825
'[14:03:12.496]',0.450,0.500,0.520,-0.083,1.068,114.139,37.004,110.825
'[14:03:12.504]',0.455,0.505,0.510,-0.085,1.041,113.513,37.004,110.825
'[14:03:12.512]',0.460,0.500,0.520,-0.087,1.022,112.693,37.004,110.825
'[14:03:12.520]',0.455,0.505,0.505,-0.089,1.011,111.677,37.004,110.825
'[14:03:12.528]',0.470,0.495,0.515,-0.091,1.004,110.505,37.004,110.825
'[14:03:12.536]',0.465,0.505,0.510,-0.092,0.993,109.137,37.004,110.825
'[14:03:12.544]',0.470,0.500,0.520,-0.094,0.980,107.613,37.004,110.825
'[14:03:12.552]',0.465,0.505,0.505,-0.095,0.967,105.855,37.004,110.825
'[14:03:12.560]',0.470,0.500,0.515,-0.095,0.954,103.940,37.004,110.825
'[14:03:12.568]',0.470,0.500,0.505,-0.095,0.948,101.869,37.004,110.825
'[14:03:12.576]',0.470,0.490,0.510,-0.094,0.954,99.485,37.004,110.730
'[14:03:12.584]',0.470,0.495,0.505,-0.093,0.979,96.789,37.004,110.730
'[14:03:12.592]',0.465,0.500,0.510,-0.092,1.032,93.819,37.004,110.825
'[14:03:12.600]',0.460,0.505,0.505,-0.091,1.118,90.420,37.004,110.825
'[14:03:12.608]',0.460,0.500,0.515,-0.090,1.239,86.864,37.004,110.825
'[14:03:12.616]',0.450,0.510,0.500,-0.089,1.389,83.386,37.004,110.825
'[14:03:12.624]',0.460,0.505,0.510,-0.087,1.537,80.182,37.004,110.876
'[14:03:12.632]',0.455,0.510,0.500,-0.085,1.684,77.564,37.004,110.825
'[14:03:12.640]',0.455,0.505,0.505,-0.083,1.853,75.415,37.004,110.825
'[14:03:12.648]',0.455,0.510,0.500,-0.082,2.026,73.735,37.004,110.825
'[14:03:12.656]',0.460,0.505,0.505,-0.080,2.191,72.484,37.004,110.730
'[14:03:12.664]',0.455,0.505,0.510,-0.078,2.339,71.508,37.004,110.730
'[14:03:12.672]',0.485,0.485,0.515,-0.076,2.468,70.726,37.004,110.730
'[14:03:12.680]',0.495,0.480,0.520,-0.074,2.578,70.062,37.004,110.730
'[14:03:12.688]',0.490,0.485,0.520,-0.072,2.669,69.476,37.004,110.730
'[14:03:12.696]',0.500,0.480,0.530,-0.070,2.744,69.007,37.004,110.730
'[14:03:12.704]',0.490,0.485,0.520,-0.067,2.804,68.694,37.004,110.730
'[14:03:12.712]',0.475,0.490,0.535,-0.065,2.852,68.421,37.004,110.825
'[14:03:12.720]',0.460,0.500,0.530,-0.063,2.883,68.303,37.004,110.825
'[14:03:12.728]',0.450,0.505,0.540,-0.061,2.901,68.108,37.004,110.825
'[14:03:12.736]',0.450,0.510,0.520,-0.060,2.919,67.913,37.004,110.825
'[14:03:12.744]',0.465,0.495,0.520,-0.058,2.931,67.756,37.004,110.825
'[14:03:12.752]',0.445,0.510,0.495,-0.057,2.936,67.561,37.004,110.825
'[14:03:12.760]',0.435,0.515,0.495,-0.056,2.935,67.248,37.004,110.730
'[14:03:12.768]',0.430,0.520,0.485,-0.055,2.929,66.858,37.004,110.825
'[14:03:12.776]',0.440,0.515,0.490,-0.055,2.915,66.506,37.004,110.825
'[14:03:12.784]',0.420,0.530,0.480,-0.054,2.895,66.115,37.004,110.825
'[14:03:12.792]',0.425,0.535,0.485,-0.052,2.870,65.685,37.004,110.825
'[14:03:12.800]',0.420,0.520,0.475,-0.051,2.839,65.177,37.004,110.825
'[14:03:12.808]',0.420,0.535,0.485,-0.050,2.802,64.630,37.004,110.825
'[14:03:12.816]',0.425,0.530,0.475,-0.048,2.758,64.122,37.004,110.730
'[14:03:12.824]',0.485,0.510,0.505,-0.047,2.712,63.536,37.004,110.730
'[14:03:12.832]',0.660,0.420,0.510,-0.045,2.663,62.989,37.004,110.825
'[14:03:12.840]',1.045,0.145,0.460,-0.044,2.605,62.442,37.004,110.825
'[14:03:12.848]',1.270,-0.120,0.450,-0.042,2.541,61.934,37.004,110.730
'[14:03:12.856]',1.170,-0.220,0.425,-0.041,2.470,61.309,37.004,110.825
'[14:03:12.864]',0.590,0.160,0.540,-0.039,2.395,60.684,37.004,110.825
'[14:03:12.872]',0.010,0.605,0.730,-0.037,2.316,60.059,37.004,110.825
'[14:03:12.880]',-0.035,0.715,0.650,-0.035,2.235,59.433,37.004,110.825
'[14:03:12.888]',0.135,0.675,0.580,-0.034,2.153,58.847,37.004,110.825
'[14:03:12.896]',0.255,0.620,0.510,-0.033,2.073,58.300,37.004,110.825
'[14:03:12.904]',0.335,0.595,0.490,-0.031,1.996,57.870,37.004,110.825
'[14:03:12.912]',0.365,0.580,0.480,-0.030,1.924,57.362,37.004,110.730
'[14:03:12.920]',0.375,0.585,0.475,-0.029,1.863,56.854,37.004,110.730
'[14:03:12.928]',0.380,0.580,0.475,-0.028,1.812,56.346,37.004,110.825
'[14:03:12.936]',0.390,0.575,0.470,-0.027,1.761,55.995,37.004,110.730
'[14:03:12.944]',0.390,0.565,0.475,-0.027,1.715,55.604,37.004,110.730
'[14:03:12.952]',0.400,0.565,0.470,-0.026,1.674,55.252,37.004,110.825
'[14:03:12.960]',0.395,0.565,0.470,-0.025,1.638,54.783,37.004,110.730
'[14:03:12.968]',0.405,0.560,0.465,-0.024,1.608,54.432,37.004,110.730
'[14:03:12.976]',0.415,0.555,0.475,-0.024,1.581,54.041,37.004,110.730
'[14:03:12.984]',0.410,0.560,0.470,-0.023,1.557,53.689,37.004,110.730
'[14:03:12.992]',0.420,0.550,0.480,-0.023,1.536,53.416,37.004,110.730
'[14:03:13.000]',0.415,0.560,0.475,-0.022,1.516,53.103,37.004,110.730
'[14:03:13.008]',0.420,0.550,0.485,-0.022,1.498,52.869,37.004,110.730
'[14:03:13.016]',0.415,0.560,0.475,-0.021,1.480,52.556,37.004,110.825
'[14:03:13.024]',0.420,0.550,0.485,-0.021,1.466,52.244,37.004,110.825
'[14:03:13.032]',0.435,0.535,0.485,-0.020,1.456,51.931,37.004,110.825
'[14:03:13.040]',0.445,0.535,0.495,-0.020,1.442,51.618,37.004,110.825
'[14:03:13.048]',0.450,0.535,0.485,-0.019,1.426,51.306,37.004,110.825
'[14:03:13.056]',0.460,0.525,0.495,-0.019,1.410,51.071,37.004,110.825
'[14:03:13.064]',0.470,0.515,0.485,-0.018,1.392,50.798,37.004,110.730
'[14:03:13.072]',0.485,0.505,0.495,-0.018,1.373,50.602,37.004,110.825
'[14:03:13.080]',0.495,0.510,0.490,-0.018,1.354,50.798,37.004,110.730
'[14:03:13.088]',0.510,0.495,0.495,-0.019,1.334,51.814,37.004,110.730
'[14:03:13.096]',0.520,0.490,0.500,-0.019,1.314,54.354,37.004,110.730
'[14:03:13.104]',0.530,0.485,0.495,-0.020,1.293,59.316,37.004,110.825
'[14:03:13.112]',0.535,0.480,0.510,-0.021,1.272,66.662,37.004,110.825
'[14:03:13.120]',0.540,0.485,0.505,-0.022,1.255,75.063,37.004,110.825
'[14:03:13.128]',0.540,0.475,0.515,-0.023,1.240,82.370,37.004,110.825
'[14:03:13.136]',0.540,0.480,0.510,-0.025,1.223,87.372,37.004,110.825
'[14:03:13.144]',0.545,0.465,0.515,-0.026,1.204,90.381,37.004,110.825
'[14:03:13.152]',0.540,0.465,0.510,-0.027,1.185,92.882,37.004,110.825
'[14:03:13.160]',0.530,0.465,0.515,-0.029,1.165,96.008,37.004,110.825
'[14:03:13.168]',0.525,0.475,0.505,-0.031,1.146,99.915,37.004,110.825
'[14:03:13.176]',0.510,0.480,0.510,-0.033,1.126,103.862,37.004,110.825
'[14:03:13.184]',0.505,0.485,0.495,-0.035,1.108,106.988,37.004,110.825
'[14:03:13.192]',0.495,0.490,0.500,-0.037,1.089,109.059,37.004,110.825
'[14:03:13.200]',0.480,0.500,0.495,-0.040,1.071,110.387,37.004,110.730
'[14:03:13.208]',0.470,0.500,0.500,-0.043,1.055,111.325,37.004,110.730
'[14:03:13.216]',0.465,0.510,0.495,-0.046,1.038,112.107,37.004,110.730
'[14:03:13.224]',0.465,0.500,0.500,-0.049,1.027,112.927,37.004,110.730
'[14:03:13.232]',0.455,0.510,0.495,-0.052,1.020,113.552,37.004,110.730
'[14:03:13.240]',0.450,0.505,0.500,-0.055,1.009,113.826,37.004,110.730
'[14:03:13.248]',0.455,0.510,0.495,-0.058,0.998,113.748,37.004,110.825
'[14:03:13.256]',0.450,0.515,0.495,-0.061,0.987,113.357,37.004,110.825
'[14:03:13.264]',0.460,0.500,0.490,-0.064,0.978,112.810,37.004,110.825
'[14:03:13.272]',0.455,0.510,0.495,-0.066,0.968,111.989,37.004,110.825
'[14:03:13.280]',0.455,0.505,0.495,-0.067,0.959,111.052,37.004,110.825
'[14:03:13.288]',0.470,0.510,0.495,-0.068,0.950,109.879,37.004,110.730
'[14:03:13.296]',0.470,0.495,0.500,-0.069,0.941,108.512,37.004,110.730
'[14:03:13.304]',0.470,0.505,0.495,-0.069,0.932,106.988,37.004,110.730
'[14:03:13.312]',0.475,0.495,0.500,-0.070,0.921,105.308,37.004,110.730
'[14:03:13.320]',0.475,0.495,0.495,-0.070,0.915,103.432,37.004,110.730
'[14:03:13.328]',0.475,0.500,0.500,-0.069,0.915,101.322,37.004,110.825
'[14:03:13.336]',0.475,0.500,0.495,-0.068,0.920,98.860,37.004,110.825
'[14:03:13.344]',0.480,0.500,0.500,-0.067,0.939,96.164,37.004,110.825
'[14:03:13.352]',0.470,0.495,0.495,-0.066,0.983,93.116,37.004,110.825
'[14:03:13.360]',0.475,0.500,0.495,-0.065,1.059,89.795,37.004,110.825
'[14:03:13.368]',0.470,0.505,0.485,-0.063,1.168,86.317,37.004,110.825
'[14:03:13.376]',0.470,0.505,0.495,-0.061,1.310,82.878,37.004,110.825
'[14:03:13.384]',0.465,0.510,0.490,-0.059,1.477,79.752,37.004,110.730
'[14:03:13.392]',0.460,0.510,0.495,-0.056,1.660,77.134,37.004,110.730
'[14:03:13.400]',0.470,0.510,0.490,-0.054,1.848,75.181,37.004,110.730
'[14:03:13.408]',0.460,0.510,0.495,-0.051,2.030,73.696,37.004,110.730
'[14:03:13.416]',0.470,0.505,0.495,-0.049,2.200,72.563,37.004,110.730
'[14:03:13.424]',0.490,0.485,0.505,-0.046,2.333,71.664,37.004,110.730
'[14:03:13.432]',0.505,0.480,0.510,-0.043,2.440,70.882,37.004,110.730
'[14:03:13.440]',0.510,0.480,0.520,-0.039,2.543,70.179,37.004,110.730
'[14:03:13.448]',0.515,0.480,0.515,-0.036,2.632,69.632,37.004,110.730
'[14:03:13.456]',0.505,0.475,0.530,-0.033,2.709,69.124,37.004,110.730
'[14:03:13.464]',0.470,0.490,0.535,-0.030,2.771,68.733,37.004,110.730
'[14:03:13.472]',0.465,0.505,0.540,-0.028,2.822,68.421,37.004,110.730
'[14:03:13.480]',0.470,0.495,0.520,-0.025,2.863,68.225,37.004,110.730
'[14:03:13.488]',0.475,0.500,0.510,-0.023,2.893,68.108,37.004,110.730
'[14:03:13.496]',0.480,0.490,0.495,-0.020,2.915,67.913,37.004,110.730
'[14:03:13.504]',0.460,0.500,0.485,-0.018,2.929,67.678,37.004,110.730
'[14:03:13.512]',0.445,0.515,0.475,-0.016,2.935,67.444,37.004,110.825
'[14:03:13.520]',0.435,0.520,0.480,-0.015,2.930,67.170,37.004,110.825
'[14:03:13.528]',0.430,0.525,0.485,-0.013,2.918,66.819,37.004,110.825
'[14:03:13.536]',0.425,0.530,0.475,-0.011,2.903,66.506,37.004,110.825
'[14:03:13.544]',0.425,0.525,0.470,-0.010,2.885,66.115,37.004,110.825
'[14:03:13.552]',0.420,0.530,0.470,-0.009,2.860,65.685,37.004,110.730
'[14:03:13.560]',0.430,0.525,0.470,-0.008,2.831,65.256,37.004,110.730
'[14:03:13.568]',0.430,0.530,0.470,-0.007,2.796,64.748,37.004,110.825
'[14:03:13.576]',0.495,0.515,0.495,-0.006,2.755,64.240,37.004,110.825
'[14:03:13.584]',0.695,0.395,0.475,-0.005,2.707,63.732,37.004,110.825
'[14:03:13.592]',1.075,0.125,0.445,-0.003,2.652,63.185,37.004,110.825
'[14:03:13.600]',1.270,-0.145,0.430,-0.002,2.591,62.598,37.004,110.825
'[14:03:13.608]',1.135,-0.215,0.395,-0.000,2.525,62.051,37.004,110.825
'[14:03:13.616]',0.525,0.205,0.550,0.000,2.453,61.426,37.004,110.825
'[14:03:13.624]',0.000,0.625,0.730,0.001,2.383,60.801,37.004,110.825
'[14:03:13.632]',-0.035,0.720,0.640,0.002,2.315,60.254,37.004,110.825
'[14:03:13.640]',0.140,0.675,0.575,0.003,2.239,59.629,37.004,110.825
'[14:03:13.648]',0.265,0.625,0.500,0.004,2.162,59.043,37.004,110.825
'[14:03:13.656]',0.335,0.595,0.480,0.004,2.085,58.496,37.004,110.730
'[14:03:13.664]',0.360,0.585,0.470,0.005,2.011,58.066,37.004,110.730
'[14:03:13.672]',0.360,0.595,0.465,0.005,1.940,57.597,37.004,110.730
'[14:03:13.680]',0.380,0.580,0.470,0.005,1.875,57.128,37.004,110.730
'[14:03:13.688]',0.385,0.585,0.465,0.006,1.816,56.659,37.004,110.730
'[14:03:13.696]',0.390,0.575,0.470,0.006,1.763,56.190,37.004,110.730
'[14:03:13.704]',0.385,0.585,0.460,0.006,1.717,55.721,37.004,110.730
'[14:03:13.712]',0.390,0.575,0.470,0.006,1.676,55.370,37.004,110.730
'[14:03:13.720]',0.400,0.565,0.460,0.006,1.645,54.979,37.004,110.730
'[14:03:13.728]',0.400,0.565,0.470,0.006,1.621,54.666,37.004,110.730
'[14:03:13.736]',0.400,0.570,0.470,0.006,1.596,54.314,37.004,110.730
'[14:03:13.744]',0.400,0.565,0.470,0.006,1.575,53.924,37.004,110.730
'[14:03:13.752]',0.405,0.560,0.470,0.006,1.555,53.611,37.004,110.730
'[14:03:13.760]',0.415,0.555,0.475,0.006,1.538,53.220,37.004,110.730
'[14:03:13.768]',0.410,0.560,0.470,0.006,1.521,52.986,37.004,110.730
'[14:03:13.776]',0.420,0.550,0.480,0.005,1.503,52.673,37.004,110.730
'[14:03:13.784]',0.430,0.545,0.480,0.005,1.486,52.361,37.004,110.825
'[14:03:13.792]',0.440,0.540,0.485,0.004,1.468,52.048,37.004,110.825
'[14:03:13.800]',0.445,0.540,0.480,0.003,1.451,51.736,37.004,110.825
'[14:03:13.808]',0.455,0.530,0.495,0.001,1.433,51.384,37.004,110.825
'[14:03:13.816]',0.470,0.520,0.495,0.000,1.418,51.071,37.004,110.876
'[14:03:13.824]',0.480,0.510,0.500,-0.001,1.407,50.876,37.004,110.876
'[14:03:13.832]',0.490,0.505,0.495,-0.002,1.391,51.071,37.004,110.825
'[14:03:13.840]',0.500,0.515,0.500,-0.004,1.373,52.165,37.004,110.825
'[14:03:13.848]',0.515,0.495,0.500,-0.005,1.355,54.862,37.004,110.825
'[14:03:13.856]',0.515,0.490,0.510,-0.007,1.336,59.980,37.004,110.825
'[14:03:13.864]',0.530,0.485,0.505,-0.008,1.316,67.366,37.004,110.825
'[14:03:13.872]',0.540,0.475,0.510,-0.010,1.295,75.728,37.004,110.825
'[14:03:13.880]',0.535,0.470,0.500,-0.011,1.275,82.878,37.004,110.825
'[14:03:13.888]',0.540,0.480,0.510,-0.012,1.253,87.607,37.004,110.825
'[14:03:13.896]',0.540,0.470,0.515,-0.013,1.233,90.498,37.004,110.825
'[14:03:13.904]',0.540,0.465,0.505,-0.015,1.212,92.921,37.004,110.825
'[14:03:13.912]',0.525,0.470,0.510,-0.016,1.192,96.125,37.004,110.825
'[14:03:13.920]',0.515,0.475,0.495,-0.018,1.176,100.072,37.004,110.825
'[14:03:13.928]',0.510,0.475,0.500,-0.021,1.163,103.940,37.004,110.876
'[14:03:13.936]',0.495,0.490,0.495,-0.023,1.148,106.988,37.004,110.825
'[14:03:13.944]',0.485,0.485,0.495,-0.025,1.130,108.981,37.004,110.825
'[14:03:13.952]',0.475,0.495,0.490,-0.027,1.113,110.231,37.004,110.825
'[14:03:13.960]',0.470,0.500,0.495,-0.029,1.097,111.169,37.004,110.825
'[14:03:13.968]',0.465,0.505,0.490,-0.032,1.081,112.107,37.004,110.730
'[14:03:13.976]',0.450,0.510,0.495,-0.034,1.065,112.888,37.004,110.730
'[14:03:13.984]',0.450,0.515,0.495,-0.037,1.052,113.435,37.004,110.730
'[14:03:13.992]',0.450,0.515,0.495,-0.039,1.039,113.631,37.004,110.730
'[14:03:14.000]',0.445,0.520,0.485,-0.041,1.025,113.513,37.004,110.679
'[14:03:14.008]',0.450,0.515,0.495,-0.043,1.013,113.123,37.004,110.730
'[14:03:14.016]',0.455,0.515,0.490,-0.045,1.005,112.576,37.004,110.730
'[14:03:14.024]',0.450,0.515,0.490,-0.046,1.000,111.755,37.004,110.730
'[14:03:14.032]',0.460,0.510,0.485,-0.047,0.992,110.739,37.004,110.730
'[14:03:14.040]',0.470,0.500,0.490,-0.047,0.982,109.489,37.004,110.825
'[14:03:14.048]',0.470,0.505,0.485,-0.048,0.972,108.199,37.004,110.825
'[14:03:14.056]',0.470,0.500,0.490,-0.048,0.960,106.675,37.004,110.825
'[14:03:14.064]',0.470,0.495,0.480,-0.048,0.948,104.995,37.004,110.730
'[14:03:14.072]',0.475,0.500,0.490,-0.047,0.937,103.119,37.004,110.730
'[14:03:14.080]',0.470,0.500,0.485,-0.046,0.932,101.048,37.004,110.730
'[14:03:14.088]',0.475,0.490,0.490,-0.045,0.936,98.626,37.004,110.730
'[14:03:14.096]',0.470,0.500,0.480,-0.043,0.960,95.812,37.004,110.730
'[14:03:14.104]',0.470,0.495,0.475,-0.042,1.010,92.686,37.004,110.730
'[14:03:14.112]',0.470,0.500,0.485,-0.040,1.093,89.287,37.004,110.730
'[14:03:14.120]',0.470,0.500,0.470,-0.038,1.190,85.731,37.004,110.825
'[14:03:14.128]',0.465,0.505,0.485,-0.035,1.304,82.292,37.004,110.825
'[14:03:14.136]',0.460,0.510,0.475,-0.033,1.455,79.166,37.004,110.825
'[14:03:14.144]',0.450,0.515,0.475,-0.030,1.629,76.548,37.004,110.730
'[14:03:14.152]',0.455,0.510,0.470,-0.026,1.811,74.555,37.004,110.825
'[14:03:14.160]',0.455,0.510,0.480,-0.023,1.993,72.992,37.004,110.825
'[14:03:14.168]',0.450,0.515,0.470,-0.019,2.163,71.859,37.004,110.730
'[14:03:14.176]',0.455,0.505,0.470,-0.016,2.316,70.921,37.004,110.730
'[14:03:14.184]',0.460,0.505,0.465,-0.012,2.448,70.179,37.004,110.825
'[14:03:14.192]',0.470,0.490,0.475,-0.009,2.560,69.554,37.004,110.825
'[14:03:14.200]',0.495,0.475,0.485,-0.006,2.653,69.046,37.004,110.825
'[14:03:14.208]',0.500,0.480,0.495,-0.003,2.728,68.694,37.004,110.825
'[14:03:14.216]',0.505,0.480,0.490,-0.001,2.780,68.421,37.004,110.825
'[14:03:14.224]',0.500,0.475,0.495,0.001,2.816,68.303,37.004,110.730
'[14:03:14.232]',0.495,0.480,0.490,0.004,2.849,68.108,37.004,110.730
'[14:03:14.240]',0.485,0.485,0.505,0.008,2.878,67.991,37.004,110.730
'[14:03:14.248]',0.470,0.490,0.495,0.011,2.900,67.874,37.004,110.730
'[14:03:14.256]',0.470,0.490,0.490,0.014,2.915,67.678,37.004,110.730
'[14:03:14.264]',0.475,0.490,0.470,0.017,2.923,67.561,37.004,110.730
'[14:03:14.272]',0.470,0.485,0.460,0.020,2.924,67.287,37.004,110.730
'[14:03:14.280]',0.445,0.505,0.440,0.023,2.919,67.053,37.004,110.825
'[14:03:14.288]',0.440,0.515,0.445,0.025,2.907,66.740,37.004,110.825
'[14:03:14.296]',0.440,0.515,0.445,0.028,2.889,66.311,37.004,110.825
'[14:03:14.304]',0.445,0.515,0.440,0.031,2.863,65.881,37.004,110.825
'[14:03:14.312]',0.435,0.520,0.445,0.034,2.832,65.412,37.004,110.825
'[14:03:14.320]',0.430,0.525,0.440,0.037,2.797,64.865,37.004,110.825
'[14:03:14.328]',0.430,0.520,0.445,0.040,2.758,64.318,37.004,110.825
'[14:03:14.336]',0.435,0.525,0.425,0.044,2.712,63.732,37.004,110.825
'[14:03:14.344]',0.445,0.520,0.445,0.047,2.658,63.106,37.004,110.825
'[14:03:14.352]',0.545,0.485,0.460,0.050,2.597,62.559,37.004,110.825
'[14:03:14.360]',0.790,0.335,0.425,0.053,2.531,61.934,37.004,110.825
'[14:03:14.368]',1.185,0.015,0.375,0.056,2.458,61.348,37.004,110.825
'[14:03:14.376]',1.295,-0.230,0.360,0.059,2.381,60.723,37.004,110.825
'[14:03:14.384]',1.075,-0.265,0.320,0.062,2.301,60.176,37.004,110.825
'[14:03:14.392]',0.360,0.325,0.575,0.065,2.219,59.551,37.004,110.825
'[14:03:14.400]',0.005,0.660,0.690,0.067,2.138,58.925,37.004,110.876
'[14:03:14.408]',-0.005,0.710,0.585,0.070,2.059,58.378,37.004,110.876
'[14:03:14.416]',0.185,0.655,0.505,0.072,1.991,57.792,37.004,110.876
'[14:03:14.424]',0.300,0.605,0.450,0.075,1.931,57.284,37.004,110.876
'[14:03:14.432]',0.360,0.585,0.430,0.077,1.869,56.815,37.004,110.876
'[14:03:14.440]',0.380,0.575,0.425,0.080,1.811,56.307,37.004,110.825
'[14:03:14.448]',0.385,0.580,0.415,0.082,1.760,55.877,37.004,110.825
'[14:03:14.456]',0.395,0.570,0.425,0.084,1.714,55.409,37.004,110.825
'[14:03:14.464]',0.400,0.565,0.415,0.087,1.674,54.979,37.004,110.825
'[14:03:14.472]',0.405,0.560,0.420,0.089,1.638,54.627,37.004,110.825
'[14:03:14.480]',0.400,0.570,0.405,0.092,1.609,54.236,37.004,110.825
'[14:03:14.488]',0.405,0.560,0.420,0.094,1.584,53.807,37.004,110.825
'[14:03:14.496]',0.405,0.560,0.415,0.097,1.561,53.416,37.004,110.825
'[14:03:14.504]',0.415,0.560,0.420,0.099,1.542,52.986,37.004,110.730
'[14:03:14.512]',0.420,0.555,0.425,0.101,1.524,52.673,37.004,110.825
'[14:03:14.520]',0.420,0.560,0.420,0.103,1.511,52.361,37.004,110.825
'[14:03:14.528]',0.420,0.550,0.425,0.105,1.500,52.126,37.004,110.825
'[14:03:14.536]',0.425,0.555,0.430,0.108,1.488,51.814,37.004,110.825
'[14:03:14.544]',0.430,0.545,0.415,0.110,1.495,51.501,37.004,110.825
'[14:03:14.552]',0.425,0.550,0.420,0.112,1.511,51.228,37.004,110.876
'[14:03:14.560]',0.445,0.535,0.430,0.114,1.512,50.915,37.004,110.876
'[14:03:14.568]',0.450,0.540,0.430,0.116,1.504,50.602,37.004,110.876
'[14:03:14.576]',0.460,0.530,0.435,0.118,1.492,50.368,37.004,110.876
'[14:03:14.584]',0.470,0.520,0.430,0.120,1.476,50.055,37.004,110.876
'[14:03:14.592]',0.480,0.515,0.445,0.122,1.459,49.821,37.004,110.825
'[14:03:14.600]',0.495,0.515,0.435,0.124,1.442,49.665,37.004,110.876
'[14:03:14.608]',0.500,0.500,0.445,0.126,1.423,49.938,37.004,110.876
'[14:03:14.616]',0.515,0.495,0.440,0.128,1.408,51.110,37.004,110.876
'[14:03:14.624]',0.525,0.490,0.450,0.131,1.394,53.924,37.004,110.876
'[14:03:14.632]',0.540,0.490,0.445,0.133,1.376,59.121,37.004,110.927
'[14:03:14.640]',0.540,0.480,0.455,0.135,1.357,66.545,37.004,110.876
'[14:03:14.648]',0.545,0.480,0.460,0.138,1.336,74.634,37.004,110.927
'[14:03:14.656]',0.540,0.475,0.470,0.141,1.316,81.355,37.004,110.927
'[14:03:14.664]',0.540,0.475,0.460,0.144,1.294,85.848,37.004,110.876
'[14:03:14.672]',0.535,0.485,0.465,0.147,1.273,88.622,37.004,110.876
'[14:03:14.680]',0.540,0.475,0.455,0.149,1.251,91.123,37.004,110.876
'[14:03:14.688]',0.530,0.480,0.450,0.150,1.232,94.288,37.004,110.927
'[14:03:14.696]',0.520,0.465,0.440,0.152,1.213,98.196,37.004,110.927
'[14:03:14.704]',0.515,0.475,0.445,0.153,1.196,101.947,37.004,110.927
'[14:03:14.712]',0.510,0.465,0.450,0.155,1.178,104.917,37.004,110.876
'[14:03:14.720]',0.495,0.485,0.445,0.156,1.166,106.949,37.004,110.876
'[14:03:14.728]',0.490,0.490,0.445,0.157,1.157,108.238,37.004,110.876
'[14:03:14.736]',0.485,0.490,0.445,0.157,1.145,109.176,37.004,110.876
'[14:03:14.744]',0.470,0.500,0.440,0.158,1.131,109.997,37.004,110.927
'[14:03:14.752]',0.470,0.500,0.435,0.158,1.117,110.817,37.004,110.876
'[14:03:14.760]',0.470,0.495,0.445,0.159,1.105,111.364,37.004,110.876
'[14:03:14.768]',0.470,0.500,0.440,0.159,1.092,111.638,37.004,110.876
'[14:03:14.776]',0.455,0.510,0.450,0.160,1.080,111.560,37.004,110.876
'[14:03:14.784]',0.460,0.515,0.450,0.161,1.069,111.169,37.004,110.876
'[14:03:14.792]',0.470,0.500,0.460,0.163,1.060,110.544,37.004,110.876
'[14:03:14.800]',0.460,0.510,0.450,0.166,1.050,109.762,37.004,110.876
'[14:03:14.808]',0.470,0.495,0.455,0.168,1.041,108.746,37.004,110.876
'[14:03:14.816]',0.470,0.500,0.430,0.173,1.036,107.691,37.004,110.876
'[14:03:14.824]',0.475,0.495,0.455,0.177,1.034,106.480,37.004,110.927
'[14:03:14.832]',0.480,0.495,0.445,0.182,1.028,105.073,37.004,110.876
