'Time','I','II','AVR','MCL','RESP','PLETH','ABP'
'[13:11:05.054]',-,0.510,0.540,0.780,0.380,-,-
'[13:11:05.062]',-,0.520,0.540,0.780,0.366,-,-
'[13:11:05.070]',-,0.515,0.535,0.780,0.353,-,-
'[13:11:05.078]',-,0.520,0.540,0.780,0.340,-,-
'[13:11:05.086]',-,0.525,0.520,0.785,0.327,-,-
'[13:11:05.094]',-,0.545,0.500,0.790,0.314,-,-
'[13:11:05.102]',-,0.560,0.480,0.790,0.302,-,-
'[13:11:05.110]',-,0.570,0.470,0.795,0.289,-,-
'[13:11:05.118]',-,0.590,0.450,0.800,0.275,-,-
'[13:11:05.126]',-,0.635,0.410,0.810,0.262,-,-
'[13:11:05.134]',-,0.645,0.395,0.800,0.248,-,-
'[13:11:05.142]',-,0.635,0.400,0.785,0.235,-,-
'[13:11:05.150]',-,0.610,0.420,0.780,0.222,-,-
'[13:11:05.158]',-,0.580,0.465,0.775,0.210,-,-
'[13:11:05.166]',-,0.540,0.495,0.760,0.198,-,-
'[13:11:05.174]',-,0.520,0.515,0.750,0.188,-,-
'[13:11:05.182]',-,0.505,0.520,0.740,0.179,-,-
'[13:11:05.190]',-,0.500,0.540,0.740,0.172,-,-
'[13:11:05.198]',-,0.500,0.545,0.740,0.164,-,-
'[13:11:05.206]',-,0.500,0.540,0.740,0.158,-,-
'[13:11:05.214]',-,0.500,0.540,0.740,0.153,-,-
'[13:11:05.222]',-,0.500,0.540,0.740,0.148,-,-
'[13:11:05.230]',-,0.500,0.545,0.745,0.144,-,-
'[13:11:05.238]',-,0.500,0.545,0.755,0.142,-,-
'[13:11:05.246]',-,0.510,0.535,0.750,0.140,-,-
'[13:11:05.254]',-,0.510,0.535,0.750,0.139,-,-
'[13:11:05.262]',-,0.515,0.530,0.755,0.138,-,-
'[13:11:05.270]',-,0.520,0.525,0.765,0.139,-,-
'[13:11:05.278]',-,0.520,0.535,0.785,0.139,-,-
'[13:11:05.286]',-,0.485,0.545,0.765,0.140,-,-
'[13:11:05.294]',-,0.475,0.550,0.810,0.142,-,-
'[13:11:05.302]',-,0.630,0.380,0.865,0.145,-,-
'[13:11:05.310]',-,0.895,0.100,0.860,0.148,-,-
'[13:11:05.318]',-,1.280,-0.200,0.975,0.152,-,-
'[13:11:05.326]',-,1.350,-0.220,0.905,0.156,-,-
'[13:11:05.334]',-,0.850,0.395,0.920,0.161,-,-
'[13:11:05.342]',-,0.515,0.650,0.795,0.165,-,-
'[13:11:05.350]',-,0.455,0.610,0.745,0.170,-,-
'[13:11:05.358]',-,0.510,0.555,0.775,0.175,-,-
'[13:11:05.366]',-,0.525,0.540,0.785,0.181,-,-
'[13:11:05.374]',-,0.545,0.530,0.780,0.186,-,-
'[13:11:05.382]',-,0.550,0.520,0.780,0.192,-,-
'[13:11:05.390]',-,0.560,0.520,0.780,0.198,-,-
'[13:11:05.398]',-,0.560,0.520,0.785,0.204,-,-
'[13:11:05.406]',-,0.570,0.515,0.785,0.211,-,-
'[13:11:05.414]',-,0.570,0.510,0.785,0.217,-,-
'[13:11:05.422]',-,0.565,0.505,0.780,0.224,-,-
'[13:11:05.430]',-,0.570,0.500,0.780,0.232,-,-
'[13:11:05.438]',-,0.570,0.495,0.770,0.239,-,-
'[13:11:05.446]',-,0.575,0.485,0.770,0.248,-,-
'[13:11:05.454]',-,0.575,0.485,0.765,0.258,-,-
'[13:11:05.462]',-,0.585,0.480,0.770,0.268,-,-
'[13:11:05.470]',-,0.585,0.480,0.770,0.278,-,-
'[13:11:05.478]',-,0.590,0.480,0.780,0.289,-,-
'[13:11:05.486]',-,0.590,0.475,0.785,0.300,-,-
'[13:11:05.494]',-,0.590,0.475,0.785,0.310,-,-
'[13:11:05.502]',-,0.590,0.470,0.780,0.319,-,-
'[13:11:05.510]',-,0.595,0.465,0.775,0.328,-,-
'[13:11:05.518]',-,0.585,0.460,0.770,0.337,-,-
'[13:11:05.526]',-,0.595,0.460,0.765,0.345,-,-
'[13:11:05.534]',-,0.595,0.450,0.770,0.353,-,-
'[13:11:05.542]',-,0.595,0.450,0.765,0.361,1.462,-
'[13:11:05.550]',-,0.600,0.445,0.765,0.369,1.436,-
'[13:11:05.558]',-,0.595,0.435,0.760,0.375,1.413,-
'[13:11:05.566]',-,0.600,0.430,0.765,0.382,1.392,-
'[13:11:05.574]',-,0.610,0.425,0.760,0.387,1.373,-
'[13:11:05.582]',-,0.610,0.415,0.760,0.393,1.362,-
'[13:11:05.590]',-,0.615,0.405,0.750,0.396,1.352,-
'[13:11:05.598]',-,0.620,0.400,0.750,0.399,1.341,-
'[13:11:05.606]',-,0.625,0.400,0.755,0.400,1.331,-
'[13:11:05.614]',-,0.630,0.390,0.760,0.401,1.323,-
'[13:11:05.622]',-,0.625,0.395,0.755,0.400,1.313,-
'[13:11:05.630]',-,0.630,0.390,0.760,0.399,1.304,-
'[13:11:05.638]',-,0.635,0.400,0.760,0.396,1.296,-
'[13:11:05.646]',-,0.625,0.405,0.765,0.394,1.288,-
'[13:11:05.654]',-,0.615,0.425,0.775,0.390,1.282,-
'[13:11:05.662]',-,0.595,0.450,0.790,0.386,1.274,-
'[13:11:05.670]',-,0.570,0.485,0.795,0.381,1.266,-
'[13:11:05.678]',-,0.545,0.510,0.805,0.376,1.260,-
'[13:11:05.686]',-,0.525,0.535,0.810,0.368,1.254,-
'[13:11:05.694]',-,0.520,0.550,0.815,0.360,1.244,-
'[13:11:05.702]',-,0.510,0.560,0.820,0.350,1.233,-
'[13:11:05.710]',-,0.505,0.565,0.825,0.341,1.221,-
'[13:11:05.718]',-,0.500,0.565,0.820,0.331,1.208,-
'[13:11:05.726]',-,0.505,0.570,0.815,0.322,1.195,-
'[13:11:05.734]',-,0.500,0.570,0.825,0.313,1.180,-
'[13:11:05.742]',-,0.500,0.570,0.830,0.304,1.165,-
'[13:11:05.750]',-,0.500,0.570,0.835,0.294,1.151,-
'[13:11:05.758]',-,0.505,0.570,0.835,0.284,1.135,-
'[13:11:05.766]',-,0.510,0.560,0.840,0.273,1.119,-
'[13:11:05.774]',-,0.515,0.565,0.835,0.262,1.103,-
'[13:11:05.782]',-,0.505,0.560,0.840,0.252,1.092,-
'[13:11:05.790]',-,0.510,0.565,0.845,0.243,1.083,-
'[13:11:05.798]',-,0.510,0.560,0.850,0.234,1.071,-
'[13:11:05.806]',-,0.530,0.545,0.855,0.225,1.061,-
'[13:11:05.814]',-,0.550,0.520,0.860,0.217,1.056,-
'[13:11:05.822]',-,0.570,0.500,0.865,0.209,1.060,-
'[13:11:05.830]',-,0.580,0.490,0.860,0.203,1.078,-
'[13:11:05.838]',-,0.615,0.465,0.870,0.196,1.113,-
'[13:11:05.846]',-,0.660,0.420,0.880,0.191,1.170,-
'[13:11:05.854]',-,0.665,0.410,0.870,0.186,1.238,-
'[13:11:05.862]',-,0.640,0.435,0.860,0.182,1.321,-
'[13:11:05.870]',-,0.615,0.460,0.845,0.177,1.430,-
'[13:11:05.878]',-,0.575,0.495,0.825,0.174,1.541,-
'[13:11:05.886]',-,0.540,0.530,0.815,0.172,1.653,-
'[13:11:05.894]',-,0.525,0.545,0.825,0.170,1.786,-
'[13:11:05.902]',-,0.515,0.560,0.825,0.168,1.927,-
'[13:11:05.910]',-,0.510,0.570,0.835,0.166,2.066,-
'[13:11:05.918]',-,0.505,0.570,0.850,0.165,2.200,-
'[13:11:05.926]',-,0.510,0.580,0.850,0.163,2.325,-
'[13:11:05.934]',-,0.505,0.580,0.850,0.162,2.436,-
'[13:11:05.942]',-,0.510,0.580,0.855,0.161,2.534,-
'[13:11:05.950]',-,0.510,0.575,0.850,0.159,2.617,-
'[13:11:05.958]',-,0.515,0.570,0.840,0.158,2.687,-
'[13:11:05.966]',-,0.510,0.565,0.835,0.157,2.745,-
'[13:11:05.974]',-,0.520,0.560,0.830,0.157,2.791,-
'[13:11:05.982]',-,0.520,0.545,0.820,0.156,2.819,-
'[13:11:05.990]',-,0.520,0.540,0.810,0.156,2.835,-
'[13:11:05.998]',-,0.520,0.535,0.800,0.156,2.846,-
'[13:11:06.006]',-,0.490,0.545,0.765,0.157,2.850,-
'[13:11:06.014]',-,0.545,0.495,0.830,0.158,2.848,-
'[13:11:06.022]',-,0.685,0.315,0.865,0.160,2.836,-
'[13:11:06.030]',-,0.985,0.005,0.895,0.161,2.818,-
'[13:11:06.038]',-,1.340,-0.265,0.930,0.162,2.793,-
'[13:11:06.046]',-,1.345,-0.075,0.825,0.164,2.761,-
'[13:11:06.054]',-,0.755,0.450,0.835,0.165,2.722,-
'[13:11:06.062]',-,0.465,0.625,0.705,0.167,2.679,-
'[13:11:06.070]',-,0.440,0.565,0.685,0.168,2.631,-
'[13:11:06.078]',-,0.500,0.520,0.730,0.169,2.584,-
'[13:11:06.086]',-,0.510,0.520,0.740,0.171,2.534,-
'[13:11:06.094]',-,0.505,0.520,0.755,0.172,2.476,-
'[13:11:06.102]',-,0.500,0.525,0.755,0.173,2.413,-
'[13:11:06.110]',-,0.505,0.525,0.760,0.174,2.344,-
'[13:11:06.118]',-,0.505,0.525,0.760,0.176,2.272,-
'[13:11:06.126]',-,0.510,0.525,0.760,0.177,2.196,-
'[13:11:06.134]',-,0.515,0.520,0.765,0.178,2.117,-
'[13:11:06.142]',-,0.520,0.515,0.765,0.179,2.038,-
'[13:11:06.150]',-,0.520,0.510,0.770,0.181,1.960,-
'[13:11:06.158]',-,0.535,0.505,0.760,0.182,1.885,-
'[13:11:06.166]',-,0.540,0.500,0.760,0.184,1.812,-
'[13:11:06.174]',-,0.550,0.500,0.765,0.186,1.745,-
'[13:11:06.182]',-,0.555,0.500,0.760,0.189,1.690,-
'[13:11:06.190]',-,0.565,0.490,0.760,0.192,1.643,-
'[13:11:06.198]',-,0.570,0.480,0.765,0.195,1.595,-
'[13:11:06.206]',-,0.570,0.480,0.760,0.198,1.548,-
'[13:11:06.214]',-,0.570,0.475,0.765,0.201,1.505,-
'[13:11:06.222]',-,0.575,0.470,0.765,0.204,1.466,-
'[13:11:06.230]',-,0.580,0.465,0.765,0.207,1.431,-
'[13:11:06.238]',-,0.585,0.455,0.765,0.211,1.400,-
'[13:11:06.246]',-,0.595,0.450,0.765,0.215,1.371,-
'[13:11:06.254]',-,0.590,0.445,0.765,0.218,1.346,-
'[13:11:06.262]',-,0.595,0.435,0.765,0.222,1.324,-
'[13:11:06.270]',-,0.600,0.425,0.755,0.225,1.303,-
'[13:11:06.278]',-,0.610,0.425,0.760,0.228,1.287,-
'[13:11:06.286]',-,0.615,0.415,0.755,0.231,1.276,-
'[13:11:06.294]',-,0.620,0.410,0.750,0.234,1.262,-
'[13:11:06.302]',-,0.620,0.405,0.755,0.236,1.248,-
'[13:11:06.310]',-,0.625,0.395,0.750,0.238,1.236,-
'[13:11:06.318]',-,0.625,0.390,0.750,0.240,1.225,-
'[13:11:06.326]',-,0.640,0.385,0.755,0.241,1.215,-
'[13:11:06.334]',-,0.640,0.380,0.760,0.243,1.206,-
'[13:11:06.342]',-,0.640,0.380,0.755,0.244,1.198,-
'[13:11:06.350]',-,0.640,0.380,0.765,0.245,1.193,-
'[13:11:06.358]',-,0.640,0.390,0.765,0.246,1.187,-
'[13:11:06.366]',-,0.625,0.395,0.765,0.247,1.181,-
'[13:11:06.374]',-,0.615,0.420,0.780,0.247,1.176,-
'[13:11:06.382]',-,0.595,0.450,0.790,0.248,1.174,-
'[13:11:06.390]',-,0.575,0.480,0.790,0.247,1.172,-
'[13:11:06.398]',-,0.550,0.510,0.800,0.246,1.167,-
'[13:11:06.406]',-,0.535,0.530,0.805,0.245,1.160,-
'[13:11:06.414]',-,0.525,0.540,0.810,0.243,1.152,-
'[13:11:06.422]',-,0.525,0.545,0.805,0.242,1.144,-
'[13:11:06.430]',-,0.520,0.545,0.810,0.241,1.134,-
'[13:11:06.438]',-,0.520,0.545,0.805,0.240,1.123,-
'[13:11:06.446]',-,0.515,0.550,0.810,0.239,1.111,-
'[13:11:06.454]',-,0.520,0.550,0.805,0.238,1.099,-
'[13:11:06.462]',-,0.520,0.545,0.810,0.238,1.085,-
'[13:11:06.470]',-,0.520,0.545,0.805,0.238,1.070,-
'[13:11:06.478]',-,0.520,0.545,0.805,0.237,1.060,-
'[13:11:06.486]',-,0.525,0.540,0.810,0.239,1.051,-
'[13:11:06.494]',-,0.530,0.540,0.805,0.240,1.038,-
'[13:11:06.502]',-,0.525,0.530,0.810,0.243,1.022,-
'[13:11:06.510]',-,0.535,0.530,0.805,0.246,1.007,-
'[13:11:06.518]',-,0.535,0.520,0.810,0.249,0.993,-
'[13:11:06.526]',-,0.550,0.515,0.815,0.252,0.983,-
'[13:11:06.534]',-,0.570,0.495,0.820,0.256,0.980,-
'[13:11:06.542]',-,0.590,0.480,0.830,0.260,0.988,-
'[13:11:06.550]',-,0.595,0.470,0.835,0.265,1.012,-
'[13:11:06.558]',-,0.610,0.450,0.835,0.271,1.054,-
'[13:11:06.566]',-,0.655,0.410,0.860,0.278,1.117,-
'[13:11:06.574]',-,0.670,0.405,0.860,0.285,1.203,-
'[13:11:06.582]',-,0.650,0.415,0.845,0.294,1.295,-
'[13:11:06.590]',-,0.635,0.435,0.840,0.302,1.395,-
'[13:11:06.598]',-,0.595,0.470,0.825,0.311,1.520,-
'[13:11:06.606]',-,0.560,0.500,0.815,0.320,1.660,-
'[13:11:06.614]',-,0.530,0.525,0.810,0.329,1.807,-
'[13:11:06.622]',-,0.520,0.540,0.800,0.337,1.956,-
'[13:11:06.630]',-,0.500,0.550,0.800,0.346,2.100,-
'[13:11:06.638]',-,0.505,0.545,0.790,0.355,2.236,-
'[13:11:06.646]',-,0.500,0.550,0.790,0.366,2.361,-
'[13:11:06.654]',-,0.500,0.555,0.795,0.377,2.473,-
'[13:11:06.662]',-,0.505,0.555,0.800,0.389,2.573,-
'[13:11:06.670]',-,0.500,0.560,0.795,0.402,2.659,-
'[13:11:06.678]',-,0.505,0.550,0.795,0.415,2.722,-
'[13:11:06.686]',-,0.500,0.550,0.795,0.428,2.768,-
'[13:11:06.694]',-,0.510,0.545,0.800,0.440,2.812,-
'[13:11:06.702]',-,0.500,0.550,0.800,0.453,2.848,-
'[13:11:06.710]',-,0.510,0.550,0.795,0.468,2.875,-
'[13:11:06.718]',-,0.505,0.545,0.800,0.484,2.891,-
'[13:11:06.726]',-,0.485,0.545,0.775,0.501,2.898,-
'[13:11:06.734]',-,0.475,0.525,0.770,0.519,2.896,-
'[13:11:06.742]',-,0.685,0.355,0.920,0.538,2.885,-
'[13:11:06.750]',-,0.965,0.085,1.035,0.559,2.865,-
'[13:11:06.758]',-,1.335,-0.185,1.130,0.580,2.840,-
'[13:11:06.766]',-,1.405,-0.215,0.975,0.602,2.808,-
'[13:11:06.774]',-,0.825,0.410,0.825,0.621,2.774,-
'[13:11:06.782]',-,0.490,0.640,0.725,0.641,2.737,-
'[13:11:06.790]',-,0.460,0.580,0.720,0.659,2.695,-
'[13:11:06.798]',-,0.505,0.540,0.785,0.677,2.649,-
'[13:11:06.806]',-,0.520,0.540,0.795,0.696,2.598,-
'[13:11:06.814]',-,0.505,0.540,0.795,0.715,2.543,-
'[13:11:06.822]',-,0.500,0.545,0.795,0.735,2.485,-
'[13:11:06.830]',-,0.505,0.540,0.790,0.755,2.422,-
'[13:11:06.838]',-,0.500,0.545,0.790,0.772,2.356,-
'[13:11:06.846]',-,0.505,0.530,0.790,0.790,2.285,-
'[13:11:06.854]',-,0.510,0.525,0.790,0.806,2.212,-
'[13:11:06.862]',-,0.515,0.525,0.790,0.821,2.138,-
'[13:11:06.870]',-,0.510,0.520,0.790,0.837,2.064,-
'[13:11:06.878]',-,0.520,0.515,0.790,0.852,1.998,-
'[13:11:06.886]',-,0.520,0.510,0.795,0.868,1.938,-
'[13:11:06.894]',-,0.525,0.510,0.805,0.884,1.877,-
'[13:11:06.902]',-,0.525,0.510,0.805,0.901,1.816,-
'[13:11:06.910]',-,0.525,0.510,0.805,0.917,1.761,-
'[13:11:06.918]',-,0.525,0.500,0.805,0.935,1.709,-
'[13:11:06.926]',-,0.535,0.500,0.805,0.952,1.662,-
'[13:11:06.934]',-,0.540,0.495,0.805,0.968,1.620,-
'[13:11:06.942]',-,0.545,0.490,0.805,0.983,1.582,-
'[13:11:06.950]',-,0.545,0.485,0.800,0.992,1.546,-
'[13:11:06.958]',-,0.550,0.480,0.795,1.000,1.514,-
'[13:11:06.966]',-,0.545,0.475,0.805,1.000,1.484,-
'[13:11:06.974]',-,0.560,0.470,0.805,1.000,1.459,-
'[13:11:06.982]',-,0.560,0.465,0.805,1.000,1.440,-
'[13:11:06.990]',-,0.570,0.455,0.805,1.000,1.418,-
'[13:11:06.998]',-,0.570,0.450,0.810,1.000,1.398,-
'[13:11:07.006]',-,0.585,0.440,0.800,1.000,1.378,-
'[13:11:07.014]',-,0.590,0.425,0.805,1.000,1.360,-
'[13:11:07.022]',-,0.595,0.425,0.800,1.000,1.342,-
'[13:11:07.030]',-,0.595,0.415,0.805,1.000,1.325,-
'[13:11:07.038]',-,0.610,0.405,0.795,1.000,1.308,-
'[13:11:07.046]',-,0.610,0.405,0.800,1.000,1.292,-
'[13:11:07.054]',-,0.615,0.405,0.795,1.000,1.277,-
'[13:11:07.062]',-,0.610,0.405,0.800,1.000,1.263,-
'[13:11:07.070]',-,0.615,0.405,0.790,1.000,1.250,-
'[13:11:07.078]',-,0.610,0.410,0.795,1.000,1.241,-
'[13:11:07.086]',-,0.605,0.415,0.790,1.000,1.235,-
'[13:11:07.094]',-,0.595,0.430,0.790,1.000,1.226,-
'[13:11:07.102]',-,0.580,0.455,0.790,1.000,1.216,-
'[13:11:07.110]',-,0.555,0.495,0.790,1.000,1.206,-
'[13:11:07.118]',-,0.535,0.510,0.800,1.000,1.197,-
'[13:11:07.126]',-,0.525,0.530,0.800,1.000,1.190,-
'[13:11:07.134]',-,0.515,0.545,0.800,1.000,1.182,-
'[13:11:07.142]',-,0.515,0.550,0.805,1.000,1.174,-
'[13:11:07.150]',-,0.510,0.550,0.800,1.000,1.164,-
'[13:11:07.158]',-,0.515,0.550,0.800,1.000,1.154,-
'[13:11:07.166]',-,0.510,0.545,0.800,1.000,1.144,-
'[13:11:07.174]',-,0.520,0.545,0.800,1.000,1.136,-
'[13:11:07.182]',-,0.510,0.550,0.800,1.000,1.130,-
'[13:11:07.190]',-,0.515,0.545,0.800,1.000,1.119,-
'[13:11:07.198]',-,0.515,0.545,0.800,1.000,1.107,-
'[13:11:07.206]',-,0.520,0.545,0.805,1.000,1.093,-
'[13:11:07.214]',-,0.515,0.545,0.805,1.000,1.077,-
'[13:11:07.222]',-,0.520,0.540,0.805,1.000,1.061,-
'[13:11:07.230]',-,0.515,0.545,0.805,1.000,1.044,-
'[13:11:07.238]',-,0.520,0.535,0.805,1.000,1.030,-
'[13:11:07.246]',-,0.530,0.530,0.810,1.000,1.021,-
'[13:11:07.254]',-,0.545,0.515,0.815,1.000,1.019,-
'[13:11:07.262]',-,0.570,0.495,0.820,1.000,1.027,-
'[13:11:07.270]',-,0.595,0.475,0.835,1.000,1.051,-
'[13:11:07.278]',-,0.595,0.475,0.835,1.000,1.086,-
'[13:11:07.286]',-,0.620,0.450,0.850,1.000,1.136,-
'[13:11:07.294]',-,0.660,0.405,0.865,1.000,1.210,-
'[13:11:07.302]',-,0.665,0.400,0.860,1.000,1.307,-
'[13:11:07.310]',-,0.640,0.425,0.845,1.000,1.424,-
'[13:11:07.318]',-,0.610,0.445,0.825,1.000,1.558,-
'[13:11:07.326]',-,0.580,0.475,0.805,1.000,1.704,-
'[13:11:07.334]',-,0.545,0.515,0.800,1.000,1.855,-
'[13:11:07.342]',-,0.525,0.535,0.795,1.000,2.006,-
'[13:11:07.350]',-,0.510,0.545,0.785,1.000,2.152,-
'[13:11:07.358]',-,0.505,0.550,0.780,1.000,2.288,-
'[13:11:07.366]',-,0.500,0.555,0.775,1.000,2.414,-
'[13:11:07.374]',-,0.500,0.555,0.775,1.000,2.513,-
'[13:11:07.382]',-,0.495,0.555,0.780,1.000,2.593,-
'[13:11:07.390]',-,0.500,0.555,0.785,1.000,2.674,-
'[13:11:07.398]',-,0.500,0.545,0.790,1.000,2.747,-
'[13:11:07.406]',-,0.505,0.550,0.785,1.000,2.810,-
'[13:11:07.414]',-,0.500,0.545,0.790,1.000,2.861,-
'[13:11:07.422]',-,0.500,0.545,0.790,1.000,2.899,-
'[13:11:07.430]',-,0.505,0.545,0.790,1.000,2.926,-
'[13:11:07.438]',-,0.510,0.545,0.790,1.000,2.941,-
'[13:11:07.446]',-,0.500,0.540,0.780,1.000,2.947,-
'[13:11:07.454]',-,0.470,0.550,0.755,1.000,2.944,-
'[13:11:07.462]',-,0.590,0.455,0.880,1.000,2.934,-
'[13:11:07.470]',-,0.795,0.225,0.965,1.000,2.915,-
'[13:11:07.478]',-,1.170,-0.080,1.090,1.000,2.891,-
'[13:11:07.486]',-,1.410,-0.220,1.135,1.000,2.860,-
'[13:11:07.494]',-,1.060,0.150,0.840,1.000,2.826,-
'[13:11:07.502]',-,0.585,0.580,0.730,1.000,2.787,-
'[13:11:07.510]',-,0.455,0.630,0.695,1.000,2.743,-
'[13:11:07.518]',-,0.490,0.545,0.755,1.000,2.695,-
'[13:11:07.526]',-,0.500,0.540,0.780,1.000,2.643,-
'[13:11:07.534]',-,0.495,0.540,0.770,1.000,2.587,-
'[13:11:07.542]',-,0.495,0.545,0.770,1.000,2.528,-
'[13:11:07.550]',-,0.495,0.535,0.765,1.000,2.464,-
'[13:11:07.558]',-,0.500,0.540,0.765,1.000,2.396,-
'[13:11:07.566]',-,0.495,0.530,0.765,1.000,2.324,-
'[13:11:07.574]',-,0.505,0.530,0.765,1.000,2.257,-
'[13:11:07.582]',-,0.505,0.525,0.765,1.000,2.192,-
'[13:11:07.590]',-,0.505,0.520,0.770,1.000,2.118,-
'[13:11:07.598]',-,0.510,0.525,0.775,1.000,2.042,-
'[13:11:07.606]',-,0.520,0.520,0.775,1.000,1.966,-
'[13:11:07.614]',-,0.520,0.515,0.780,1.000,1.891,-
'[13:11:07.622]',-,0.530,0.505,0.775,1.000,1.819,-
'[13:11:07.630]',-,0.535,0.500,0.780,1.000,1.752,-
'[13:11:07.638]',-,0.545,0.500,0.775,1.000,1.688,-
'[13:11:07.646]',-,0.540,0.495,0.780,0.999,1.630,-
'[13:11:07.654]',-,0.545,0.490,0.775,0.995,1.578,-
'[13:11:07.662]',-,0.545,0.490,0.785,0.990,1.530,-
'[13:11:07.670]',-,0.550,0.485,0.780,0.987,1.487,-
'[13:11:07.678]',-,0.545,0.485,0.785,0.983,1.454,-
'[13:11:07.686]',-,0.555,0.475,0.780,0.979,1.426,-
'[13:11:07.694]',-,0.560,0.475,0.780,0.976,1.398,-
'[13:11:07.702]',-,0.565,0.465,0.780,0.972,1.370,-
'[13:11:07.710]',-,0.570,0.455,0.780,0.968,1.345,-
'[13:11:07.718]',-,0.580,0.445,0.775,0.964,1.323,-
'[13:11:07.726]',-,0.585,0.435,0.770,0.960,1.303,-
'[13:11:07.734]',-,0.585,0.425,0.765,0.955,1.285,-
'[13:11:07.742]',-,0.590,0.425,0.770,0.951,1.270,-
'[13:11:07.750]',-,0.595,0.415,0.765,0.947,1.256,-
'[13:11:07.758]',-,0.595,0.405,0.765,0.942,1.244,-
'[13:11:07.766]',-,0.595,0.405,0.760,0.936,1.233,-
'[13:11:07.774]',-,0.600,0.400,0.755,0.931,1.226,-
'[13:11:07.782]',-,0.605,0.395,0.760,0.924,1.220,-
'[13:11:07.790]',-,0.615,0.395,0.755,0.917,1.212,-
'[13:11:07.798]',-,0.610,0.400,0.765,0.909,1.203,-
'[13:11:07.806]',-,0.615,0.410,0.770,0.901,1.194,-
'[13:11:07.814]',-,0.595,0.420,0.775,0.891,1.183,-
'[13:11:07.822]',-,0.590,0.445,0.775,0.882,1.172,-
'[13:11:07.830]',-,0.565,0.475,0.785,0.869,1.160,-
'[13:11:07.838]',-,0.550,0.500,0.790,0.857,1.149,-
'[13:11:07.846]',-,0.530,0.520,0.790,0.841,1.138,-
'[13:11:07.854]',-,0.525,0.535,0.790,0.825,1.127,-
'[13:11:07.862]',-,0.515,0.545,0.795,0.806,1.115,-
'[13:11:07.870]',-,0.515,0.545,0.790,0.787,1.104,-
'[13:11:07.878]',-,0.515,0.550,0.795,0.767,1.095,-
'[13:11:07.886]',-,0.520,0.545,0.790,0.746,1.089,-
'[13:11:07.894]',-,0.515,0.545,0.795,0.726,1.079,-
'[13:11:07.902]',-,0.520,0.545,0.790,0.707,1.075,-
'[13:11:07.910]',-,0.520,0.545,0.795,0.687,1.072,-
'[13:11:07.918]',-,0.520,0.535,0.790,0.668,1.064,-
'[13:11:07.926]',-,0.525,0.545,0.790,0.647,1.051,-
'[13:11:07.934]',-,0.520,0.535,0.790,0.627,1.035,-
'[13:11:07.942]',-,0.520,0.540,0.790,0.605,1.019,-
'[13:11:07.950]',-,0.520,0.545,0.790,0.583,1.002,-
'[13:11:07.958]',-,0.525,0.540,0.795,0.563,0.986,-
'[13:11:07.966]',-,0.540,0.520,0.800,0.543,0.973,-
'[13:11:07.974]',-,0.565,0.500,0.810,0.526,0.967,-
'[13:11:07.982]',-,0.580,0.475,0.815,0.508,0.970,-
'[13:11:07.990]',-,0.595,0.470,0.820,0.490,0.980,-
'[13:11:07.998]',-,0.600,0.455,0.820,0.473,1.006,-
'[13:11:08.006]',-,0.655,0.410,0.835,0.455,1.051,-
'[13:11:08.014]',-,0.665,0.400,0.845,0.438,1.117,-
'[13:11:08.022]',-,0.655,0.405,0.835,0.422,1.207,-
'[13:11:08.030]',-,0.630,0.430,0.825,0.407,1.319,-
'[13:11:08.038]',-,0.600,0.460,0.810,0.392,1.448,-
'[13:11:08.046]',-,0.550,0.500,0.795,0.378,1.590,-
'[13:11:08.054]',-,0.535,0.525,0.800,0.366,1.741,-
'[13:11:08.062]',-,0.520,0.540,0.790,0.355,1.894,-
'[13:11:08.070]',-,0.515,0.545,0.785,0.345,2.044,-
'[13:11:08.078]',-,0.505,0.550,0.785,0.336,2.168,-
'[13:11:08.086]',-,0.505,0.545,0.780,0.327,2.275,-
'[13:11:08.094]',-,0.500,0.560,0.785,0.319,2.384,-
'[13:11:08.102]',-,0.500,0.555,0.780,0.311,2.489,-
'[13:11:08.110]',-,0.500,0.560,0.785,0.303,2.585,-
'[13:11:08.118]',-,0.505,0.545,0.785,0.297,2.668,-
'[13:11:08.126]',-,0.500,0.550,0.790,0.291,2.738,-
'[13:11:08.134]',-,0.505,0.545,0.790,0.285,2.796,-
'[13:11:08.142]',-,0.510,0.545,0.790,0.280,2.841,-
'[13:11:08.150]',-,0.505,0.540,0.795,0.275,2.875,-
'[13:11:08.158]',-,0.515,0.535,0.790,0.270,2.896,-
'[13:11:08.166]',-,0.480,0.545,0.765,0.266,2.908,-
'[13:11:08.174]',-,0.475,0.555,0.760,0.262,2.908,-
'[13:11:08.182]',-,0.625,0.390,0.855,0.259,2.899,-
'[13:11:08.190]',-,0.880,0.110,0.910,0.256,2.887,-
'[13:11:08.198]',-,1.250,-0.185,0.975,0.254,2.868,-
'[13:11:08.206]',-,1.330,-0.215,0.910,0.251,2.845,-
'[13:11:08.214]',-,0.840,0.390,0.920,0.250,2.816,-
'[13:11:08.222]',-,0.500,0.645,0.790,0.249,2.782,-
'[13:11:08.230]',-,0.440,0.605,0.740,0.248,2.744,-
'[13:11:08.238]',-,0.495,0.545,0.765,0.248,2.701,-
'[13:11:08.246]',-,0.500,0.535,0.785,0.248,2.652,-
'[13:11:08.254]',-,0.505,0.535,0.785,0.249,2.600,-
'[13:11:08.262]',-,0.500,0.540,0.785,0.250,2.544,-
