'Time','I','II','III','AVR','V','RESP','PLETH','ABP','CVP','IC1','ICP'
'[15:26:43.496]',-,0.365,-,0.735,0.925,0.667,2.223,76.490,-,7.932,-
'[15:26:43.504]',-,0.340,-,0.755,0.995,0.678,2.202,76.021,-,8.118,-
'[15:26:43.512]',-,0.330,-,0.755,1.005,0.689,2.189,75.669,-,8.313,-
'[15:26:43.520]',-,0.330,-,0.770,1.030,0.699,2.182,75.376,-,8.499,-
'[15:26:43.528]',-,0.330,-,0.765,1.010,0.710,2.179,75.024,-,8.684,-
'[15:26:43.536]',-,0.325,-,0.775,1.030,0.722,2.177,74.731,-,8.870,-
'[15:26:43.544]',-,0.335,-,0.765,1.020,0.735,2.170,74.438,-,8.997,-
'[15:26:43.552]',-,0.330,-,0.775,1.030,0.748,2.157,74.028,-,9.183,-
'[15:26:43.560]',-,0.340,-,0.755,1.020,0.762,2.145,73.618,-,9.310,-
'[15:26:43.568]',-,0.330,-,0.775,1.040,0.777,2.132,73.149,-,9.437,-
'[15:26:43.576]',-,0.340,-,0.765,1.020,0.792,2.119,72.739,-,9.564,-
'[15:26:43.584]',-,0.330,-,0.775,1.030,0.807,2.109,72.211,-,9.564,-
'[15:26:43.592]',-,0.350,-,0.760,1.020,0.823,2.099,71.801,-,9.564,-
'[15:26:43.600]',-,0.340,-,0.770,1.025,0.837,2.087,71.332,-,9.495,-
'[15:26:43.608]',-,0.345,-,0.760,1.015,0.851,2.081,70.863,-,9.368,-
'[15:26:43.616]',-,0.340,-,0.765,1.025,0.864,2.078,70.335,-,9.310,-
'[15:26:43.624]',-,0.350,-,0.755,1.030,0.877,2.077,69.867,-,9.183,-
'[15:26:43.632]',-,0.350,-,0.760,1.015,0.891,2.076,69.398,-,9.183,-
'[15:26:43.640]',-,0.350,-,0.765,1.035,0.904,2.069,68.987,-,9.124,-
'[15:26:43.648]',-,0.350,-,0.760,1.020,0.918,2.057,68.518,-,9.124,-
'[15:26:43.656]',-,0.355,-,0.770,1.045,0.932,2.041,68.225,-,9.183,-
'[15:26:43.664]',-,0.360,-,0.760,1.035,0.944,2.021,68.108,-,9.251,-
'[15:26:43.672]',-,0.355,-,0.770,1.040,0.957,1.998,68.401,-,9.437,-
'[15:26:43.680]',-,0.370,-,0.755,1.010,0.967,1.975,69.925,-,9.681,-
'[15:26:43.688]',-,0.365,-,0.765,1.025,0.978,1.953,73.325,-,10.062,-
'[15:26:43.696]',-,0.375,-,0.755,1.015,0.989,1.939,79.186,-,10.501,-
'[15:26:43.704]',-,0.385,-,0.770,1.030,1.000,1.933,87.157,-,10.931,-
'[15:26:43.712]',-,0.400,-,0.755,1.015,1.000,1.929,95.773,-,11.244,-
'[15:26:43.720]',-,0.400,-,0.765,1.025,1.000,1.927,103.569,-,11.498,-
'[15:26:43.728]',-,0.415,-,0.760,0.995,1.000,1.926,109.489,-,11.556,-
'[15:26:43.736]',-,0.420,-,0.770,1.005,1.000,1.919,113.709,-,11.439,-
'[15:26:43.744]',-,0.445,-,0.755,0.975,1.000,1.906,116.815,-,11.185,-
'[15:26:43.752]',-,0.440,-,0.770,0.985,1.000,1.893,119.101,-,11.058,-
'[15:26:43.760]',-,0.460,-,0.765,0.960,1.000,1.878,121.153,-,11.244,-
'[15:26:43.768]',-,0.460,-,0.780,0.970,1.000,1.857,123.087,-,11.683,-
'[15:26:43.776]',-,0.470,-,0.775,0.945,1.000,1.835,125.138,-,12.182,-
'[15:26:43.784]',-,0.455,-,0.790,0.955,1.000,1.814,127.131,-,12.250,-
'[15:26:43.792]',-,0.460,-,0.780,0.945,1.000,1.799,128.890,-,11.810,-
'[15:26:43.800]',-,0.445,-,0.795,0.940,1.000,1.791,130.296,-,10.931,-
'[15:26:43.808]',-,0.445,-,0.790,0.950,1.000,1.790,131.293,-,10.120,-
'[15:26:43.816]',-,0.425,-,0.800,0.935,1.000,1.789,132.055,-,9.681,-
'[15:26:43.824]',-,0.420,-,0.785,0.960,1.000,1.789,132.524,-,9.681,-
'[15:26:43.832]',-,0.400,-,0.800,0.950,1.000,1.789,132.993,-,9.935,-
'[15:26:43.840]',-,0.400,-,0.785,0.975,1.000,1.786,133.403,-,10.120,-
'[15:26:43.848]',-,0.380,-,0.780,0.970,1.000,1.784,133.989,-,10.120,-
'[15:26:43.856]',-,0.375,-,0.790,0.990,1.000,1.786,134.575,-,9.935,-
'[15:26:43.864]',-,0.380,-,0.775,0.970,1.000,1.787,135.103,-,9.749,-
'[15:26:43.872]',-,0.370,-,0.780,0.985,1.000,1.788,135.454,-,9.622,-
'[15:26:43.880]',-,0.380,-,0.760,0.975,1.000,1.788,135.572,-,9.495,-
'[15:26:43.888]',-,0.375,-,0.755,1.000,1.000,1.788,135.278,-,9.310,-
'[15:26:43.896]',-,0.385,-,0.745,0.985,1.000,1.785,134.751,-,8.870,-
'[15:26:43.904]',-,0.380,-,0.755,0.995,1.000,1.777,133.813,-,8.372,-
'[15:26:43.912]',-,0.395,-,0.730,0.980,1.000,1.770,132.465,-,7.874,-
'[15:26:43.920]',-,0.395,-,0.740,0.995,1.000,1.767,130.765,-,7.620,-
'[15:26:43.928]',-,0.410,-,0.720,0.975,1.000,1.768,128.538,-,7.747,-
'[15:26:43.936]',-,0.400,-,0.725,0.995,1.000,1.775,125.783,-,8.186,-
'[15:26:43.944]',-,0.420,-,0.710,0.975,1.000,1.782,122.384,-,8.557,-
'[15:26:43.952]',-,0.420,-,0.710,0.985,1.000,1.785,118.281,-,8.743,-
'[15:26:43.960]',-,0.435,-,0.700,0.960,1.000,1.787,113.533,-,8.557,-
'[15:26:43.968]',-,0.425,-,0.710,0.975,1.000,1.788,108.492,-,8.118,-
'[15:26:43.976]',-,0.435,-,0.695,0.950,1.000,1.788,103.510,-,7.493,-
'[15:26:43.984]',-,0.425,-,0.705,0.960,1.000,1.788,99.232,-,7.063,-
'[15:26:43.992]',-,0.435,-,0.690,0.945,1.000,1.788,96.360,-,6.750,-
'[15:26:44.000]',-,0.420,-,0.700,0.955,1.000,1.791,94.894,-,6.750,-
'[15:26:44.008]',-,0.425,-,0.690,0.945,1.000,1.802,94.660,-,6.867,-
'[15:26:44.016]',-,0.415,-,0.705,0.940,1.000,1.819,95.011,-,7.121,-
'[15:26:44.024]',-,0.425,-,0.695,0.950,1.000,1.838,95.422,-,7.493,-
'[15:26:44.032]',-,0.415,-,0.700,0.935,0.993,1.856,95.539,-,7.874,-
'[15:26:44.040]',-,0.410,-,0.705,0.950,0.986,1.878,95.246,-,8.245,-
'[15:26:44.048]',-,0.420,-,0.695,0.940,0.972,1.904,94.543,-,8.499,-
'[15:26:44.056]',-,0.435,-,0.680,0.970,0.957,1.934,93.663,-,8.743,-
'[15:26:44.064]',-,0.450,-,0.675,0.955,0.944,1.967,92.667,-,8.811,-
'[15:26:44.072]',-,0.465,-,0.660,0.985,0.930,2.002,91.729,-,8.743,-
'[15:26:44.080]',-,0.485,-,0.655,0.970,0.918,2.038,90.967,-,8.557,-
'[15:26:44.088]',-,0.490,-,0.660,0.925,0.905,2.075,90.440,-,8.313,-
'[15:26:44.096]',-,0.495,-,0.645,0.880,0.894,2.107,90.029,-,8.118,-
'[15:26:44.104]',-,0.470,-,0.665,0.895,0.883,2.135,89.736,-,7.874,-
'[15:26:44.112]',-,0.490,-,0.650,0.880,0.872,2.158,89.385,-,7.688,-
'[15:26:44.120]',-,0.475,-,0.660,0.895,0.861,2.173,88.857,-,7.493,-
'[15:26:44.128]',-,0.465,-,0.665,0.890,0.849,2.187,88.212,-,7.375,-
'[15:26:44.136]',-,0.430,-,0.695,0.920,0.837,2.203,87.509,-,7.180,-
'[15:26:44.144]',-,0.410,-,0.705,0.915,0.826,2.217,86.571,-,7.063,-
'[15:26:44.152]',-,0.380,-,0.735,0.945,0.815,2.231,85.633,-,6.936,-
'[15:26:44.160]',-,0.375,-,0.735,0.925,0.804,2.243,84.637,-,6.750,-
'[15:26:44.168]',-,0.360,-,0.755,0.950,0.794,2.256,83.582,-,6.555,-
'[15:26:44.176]',-,0.365,-,0.745,0.940,0.782,2.266,82.761,-,6.438,-
'[15:26:44.184]',-,0.345,-,0.760,0.950,0.770,2.271,81.882,-,6.369,-
'[15:26:44.192]',-,0.355,-,0.750,0.940,0.758,2.277,81.120,-,6.369,-
'[15:26:44.200]',-,0.360,-,0.760,0.955,0.745,2.280,80.417,-,6.438,-
'[15:26:44.208]',-,0.385,-,0.750,1.000,0.732,2.275,79.772,-,6.555,-
'[15:26:44.216]',-,0.430,-,0.695,1.020,0.720,2.266,79.186,-,6.682,-
'[15:26:44.224]',-,0.595,-,0.515,0.690,0.707,2.255,78.658,-,6.750,-
'[15:26:44.232]',-,0.635,-,0.460,0.510,0.694,2.243,78.131,-,6.809,-
'[15:26:44.240]',-,0.500,-,0.625,0.345,0.682,2.232,77.603,-,6.750,-
'[15:26:44.248]',-,0.345,-,0.735,0.555,0.670,2.219,77.135,-,6.750,-
'[15:26:44.256]',-,0.330,-,0.750,0.775,0.659,2.206,76.548,-,6.750,-
'[15:26:44.264]',-,0.335,-,0.765,0.910,0.648,2.194,76.021,-,6.809,-
'[15:26:44.272]',-,0.320,-,0.780,0.975,0.638,2.181,75.552,-,6.867,-
'[15:26:44.280]',-,0.315,-,0.775,0.985,0.628,2.172,75.200,-,6.994,-
'[15:26:44.288]',-,0.310,-,0.790,1.005,0.618,2.167,74.790,-,7.180,-
'[15:26:44.296]',-,0.320,-,0.775,0.990,0.609,2.158,74.497,-,7.434,-
'[15:26:44.304]',-,0.310,-,0.795,1.005,0.601,2.145,74.087,-,7.688,-
'[15:26:44.312]',-,0.325,-,0.775,0.990,0.592,2.132,73.735,-,7.932,-
'[15:26:44.320]',-,0.320,-,0.785,1.005,0.585,2.119,73.383,-,8.118,-
'[15:26:44.328]',-,0.330,-,0.775,0.985,0.578,2.107,72.914,-,8.313,-
'[15:26:44.336]',-,0.330,-,0.780,1.005,0.572,2.098,72.504,-,8.430,-
'[15:26:44.344]',-,0.330,-,0.770,0.985,0.565,2.093,71.977,-,8.499,-
'[15:26:44.352]',-,0.330,-,0.775,1.005,0.559,2.084,71.508,-,8.430,-
'[15:26:44.360]',-,0.340,-,0.765,0.990,0.552,2.073,70.980,-,8.430,-
'[15:26:44.368]',-,0.330,-,0.775,1.010,0.546,2.068,70.511,-,8.313,-
'[15:26:44.376]',-,0.340,-,0.765,0.990,0.540,2.063,69.925,-,8.245,-
'[15:26:44.384]',-,0.330,-,0.780,1.000,0.534,2.053,69.339,-,8.059,-
'[15:26:44.392]',-,0.345,-,0.775,0.985,0.528,2.039,68.812,-,7.932,-
'[15:26:44.400]',-,0.335,-,0.775,1.000,0.523,2.020,68.225,-,7.805,-
'[15:26:44.408]',-,0.345,-,0.770,1.005,0.518,2.004,67.756,-,7.688,-
'[15:26:44.416]',-,0.350,-,0.775,0.995,0.513,1.989,67.288,-,7.620,-
'[15:26:44.424]',-,0.345,-,0.770,1.010,0.508,1.977,66.936,-,7.561,-
'[15:26:44.432]',-,0.340,-,0.775,0.995,0.502,1.970,66.643,-,7.561,-
'[15:26:44.440]',-,0.350,-,0.765,1.020,0.497,1.967,66.995,-,7.688,-
'[15:26:44.448]',-,0.355,-,0.775,0.995,0.491,1.965,68.343,-,7.805,-
'[15:26:44.456]',-,0.350,-,0.770,1.015,0.485,1.959,71.625,-,8.118,-
'[15:26:44.464]',-,0.355,-,0.775,0.990,0.480,1.952,77.252,-,8.430,-
'[15:26:44.472]',-,0.365,-,0.770,1.005,0.475,1.942,84.930,-,8.811,-
'[15:26:44.480]',-,0.375,-,0.775,0.990,0.470,1.925,93.429,-,9.056,-
'[15:26:44.488]',-,0.390,-,0.770,1.005,0.465,1.903,101.166,-,9.251,-
'[15:26:44.496]',-,0.400,-,0.765,0.980,0.460,1.883,107.262,-,9.251,-
'[15:26:44.504]',-,0.410,-,0.775,0.985,0.454,1.863,111.599,-,9.183,-
'[15:26:44.512]',-,0.425,-,0.775,0.950,0.448,1.845,114.881,-,9.124,-
'[15:26:44.520]',-,0.425,-,0.785,0.960,0.442,1.829,117.343,-,9.056,-
'[15:26:44.528]',-,0.445,-,0.775,0.935,0.435,1.814,119.512,-,9.124,-
'[15:26:44.536]',-,0.440,-,0.800,0.945,0.429,1.798,121.563,-,9.251,-
'[15:26:44.544]',-,0.455,-,0.790,0.925,0.421,1.784,123.673,-,9.437,-
'[15:26:44.552]',-,0.445,-,0.800,0.940,0.413,1.777,125.783,-,9.564,-
'[15:26:44.560]',-,0.445,-,0.795,0.920,0.406,1.773,127.717,-,9.622,-
'[15:26:44.568]',-,0.435,-,0.810,0.935,0.399,1.771,129.417,-,9.564,-
'[15:26:44.576]',-,0.440,-,0.800,0.925,0.392,1.770,130.765,-,9.437,-
'[15:26:44.584]',-,0.425,-,0.805,0.945,0.385,1.770,131.703,-,9.251,-
'[15:26:44.592]',-,0.425,-,0.795,0.935,0.377,1.770,132.348,-,8.997,-
'[15:26:44.600]',-,0.400,-,0.800,0.955,0.369,1.770,132.875,-,8.811,-
'[15:26:44.608]',-,0.405,-,0.785,0.950,0.360,1.770,133.286,-,8.626,-
'[15:26:44.616]',-,0.385,-,0.795,0.970,0.351,1.770,133.755,-,8.499,-
'[15:26:44.624]',-,0.390,-,0.775,0.965,0.342,1.770,134.106,-,8.372,-
'[15:26:44.632]',-,0.380,-,0.775,0.980,0.334,1.770,134.517,-,8.313,-
'[15:26:44.640]',-,0.375,-,0.760,0.990,0.325,1.770,134.810,-,8.245,-
'[15:26:44.648]',-,0.385,-,0.755,0.975,0.317,1.767,134.927,-,8.245,-
'[15:26:44.656]',-,0.375,-,0.760,0.995,0.309,1.760,134.810,-,8.245,-
'[15:26:44.664]',-,0.390,-,0.745,0.975,0.301,1.753,134.282,-,8.186,-
'[15:26:44.672]',-,0.385,-,0.735,0.990,0.292,1.746,133.403,-,8.186,-
'[15:26:44.680]',-,0.400,-,0.730,0.970,0.284,1.736,132.113,-,8.118,-
'[15:26:44.688]',-,0.395,-,0.725,0.985,0.277,1.725,130.296,-,8.001,-
'[15:26:44.696]',-,0.415,-,0.715,0.975,0.269,1.714,127.952,-,7.805,-
'[15:26:44.704]',-,0.405,-,0.725,0.985,0.262,1.705,124.963,-,7.620,-
'[15:26:44.712]',-,0.425,-,0.705,0.960,0.254,1.703,121.446,-,7.434,-
'[15:26:44.720]',-,0.425,-,0.710,0.970,0.248,1.709,117.167,-,7.248,-
'[15:26:44.728]',-,0.435,-,0.695,0.950,0.242,1.717,112.361,-,7.063,-
'[15:26:44.736]',-,0.425,-,0.705,0.965,0.237,1.728,107.262,-,6.867,-
'[15:26:44.744]',-,0.435,-,0.695,0.945,0.232,1.740,102.104,-,6.750,-
'[15:26:44.752]',-,0.425,-,0.700,0.960,0.228,1.752,97.649,-,6.682,-
'[15:26:44.760]',-,0.435,-,0.685,0.940,0.225,1.761,94.601,-,6.682,-
'[15:26:44.768]',-,0.425,-,0.695,0.955,0.222,1.768,93.253,-,6.809,-
'[15:26:44.776]',-,0.430,-,0.685,0.935,0.219,1.781,93.194,-,6.994,-
'[15:26:44.784]',-,0.425,-,0.700,0.955,0.217,1.800,93.722,-,7.121,-
'[15:26:44.792]',-,0.430,-,0.685,0.940,0.215,1.822,94.308,-,7.180,-
'[15:26:44.800]',-,0.420,-,0.705,0.950,0.212,1.846,94.543,-,7.180,-
'[15:26:44.808]',-,0.430,-,0.685,0.935,0.210,1.870,94.367,-,7.063,-
'[15:26:44.816]',-,0.425,-,0.695,0.950,0.209,1.897,93.722,-,6.994,-
'[15:26:44.824]',-,0.450,-,0.675,0.945,0.207,1.924,92.843,-,6.994,-
'[15:26:44.832]',-,0.470,-,0.665,0.965,0.206,1.946,91.846,-,6.994,-
'[15:26:44.840]',-,0.490,-,0.650,0.975,0.205,1.974,90.850,-,7.121,-
'[15:26:44.848]',-,0.500,-,0.645,0.955,0.204,2.003,90.029,-,7.180,-
'[15:26:44.856]',-,0.495,-,0.635,0.910,0.204,2.030,89.560,-,7.307,-
'[15:26:44.864]',-,0.505,-,0.650,0.880,0.202,2.056,89.150,-,7.375,-
'[15:26:44.872]',-,0.490,-,0.655,0.895,0.201,2.081,88.916,-,7.375,-
'[15:26:44.880]',-,0.495,-,0.640,0.880,0.200,2.107,88.681,-,7.248,-
'[15:26:44.888]',-,0.495,-,0.650,0.890,0.199,2.128,88.271,-,7.121,-
'[15:26:44.896]',-,0.480,-,0.640,0.885,0.197,2.149,87.743,-,6.936,-
'[15:26:44.904]',-,0.445,-,0.675,0.925,0.196,2.171,86.981,-,6.750,-
'[15:26:44.912]',-,0.420,-,0.700,0.920,0.194,2.196,86.044,-,6.555,-
'[15:26:44.920]',-,0.400,-,0.720,0.945,0.192,2.214,85.047,-,6.438,-
'[15:26:44.928]',-,0.390,-,0.725,0.935,0.190,2.226,83.934,-,6.311,-
'[15:26:44.936]',-,0.375,-,0.735,0.960,0.188,2.239,82.879,-,6.184,-
'[15:26:44.944]',-,0.380,-,0.730,0.945,0.185,2.251,81.882,-,6.057,-
'[15:26:44.952]',-,0.375,-,0.740,0.970,0.183,2.263,81.062,-,5.998,-
'[15:26:44.960]',-,0.375,-,0.730,0.950,0.180,2.273,80.300,-,5.930,-
'[15:26:44.968]',-,0.385,-,0.750,0.970,0.177,2.274,79.714,-,5.930,-
'[15:26:44.976]',-,0.415,-,0.735,1.020,0.175,2.269,79.186,-,5.930,-
'[15:26:44.984]',-,0.465,-,0.670,1.030,0.173,2.260,78.600,-,5.930,-
'[15:26:44.992]',-,0.635,-,0.475,0.650,0.171,2.249,78.131,-,5.871,-
'[15:26:45.000]',-,0.645,-,0.440,0.495,0.169,2.238,77.545,-,5.871,-
'[15:26:45.008]',-,0.490,-,0.625,0.350,0.167,2.225,76.959,-,5.930,-
'[15:26:45.016]',-,0.340,-,0.735,0.605,0.165,2.213,76.490,-,5.930,-
'[15:26:45.024]',-,0.335,-,0.725,0.795,0.164,2.200,75.904,-,5.998,-
'[15:26:45.032]',-,0.355,-,0.750,0.935,0.163,2.188,75.435,-,6.125,-
'[15:26:45.040]',-,0.345,-,0.755,0.980,0.162,2.175,75.024,-,6.242,-
'[15:26:45.048]',-,0.330,-,0.770,1.005,0.161,2.166,74.673,-,6.369,-
'[15:26:45.056]',-,0.330,-,0.775,1.020,0.161,2.158,74.380,-,6.555,-
'[15:26:45.064]',-,0.335,-,0.765,1.005,0.161,2.149,73.969,-,6.750,-
'[15:26:45.072]',-,0.330,-,0.770,1.025,0.161,2.134,73.559,-,6.936,-
'[15:26:45.080]',-,0.345,-,0.755,1.010,0.162,2.114,73.032,-,7.121,-
'[15:26:45.088]',-,0.340,-,0.770,1.030,0.163,2.098,72.563,-,7.307,-
'[15:26:45.096]',-,0.345,-,0.760,1.010,0.165,2.087,72.094,-,7.434,-
'[15:26:45.104]',-,0.335,-,0.775,1.025,0.167,2.075,71.684,-,7.561,-
'[15:26:45.112]',-,0.350,-,0.760,1.015,0.169,2.066,71.215,-,7.688,-
'[15:26:45.120]',-,0.335,-,0.775,1.025,0.171,2.062,70.804,-,7.747,-
'[15:26:45.128]',-,0.340,-,0.760,1.010,0.173,2.060,70.335,-,7.747,-
'[15:26:45.136]',-,0.335,-,0.775,1.025,0.176,2.059,69.867,-,7.688,-
'[15:26:45.144]',-,0.345,-,0.760,1.000,0.178,2.058,69.339,-,7.561,-
'[15:26:45.152]',-,0.340,-,0.770,1.020,0.181,2.058,68.870,-,7.434,-
'[15:26:45.160]',-,0.350,-,0.765,1.005,0.183,2.051,68.284,-,7.307,-
'[15:26:45.168]',-,0.345,-,0.770,1.020,0.186,2.041,67.756,-,7.121,-
'[15:26:45.176]',-,0.355,-,0.755,0.995,0.189,2.030,67.229,-,6.994,-
'[15:26:45.184]',-,0.350,-,0.770,1.020,0.192,2.016,66.760,-,6.936,-
'[15:26:45.192]',-,0.355,-,0.755,1.000,0.194,2.002,66.408,-,6.867,-
'[15:26:45.200]',-,0.350,-,0.775,1.015,0.197,1.985,66.291,-,6.936,-
'[15:26:45.208]',-,0.370,-,0.760,0.995,0.199,1.965,66.643,-,7.063,-
'[15:26:45.216]',-,0.360,-,0.775,1.015,0.201,1.948,68.284,-,7.307,-
'[15:26:45.224]',-,0.370,-,0.755,1.020,0.203,1.940,71.918,-,7.620,-
'[15:26:45.232]',-,0.365,-,0.775,1.000,0.204,1.930,78.014,-,8.001,-
'[15:26:45.240]',-,0.385,-,0.760,1.010,0.206,1.918,86.044,-,8.313,-
'[15:26:45.248]',-,0.390,-,0.765,0.995,0.207,1.912,94.543,-,8.557,-
'[15:26:45.256]',-,0.405,-,0.770,1.020,0.209,1.903,101.986,-,8.743,-
'[15:26:45.264]',-,0.415,-,0.755,0.995,0.210,1.890,107.672,-,8.743,-
'[15:26:45.272]',-,0.425,-,0.770,1.005,0.211,1.873,111.833,-,8.743,-
'[15:26:45.280]',-,0.430,-,0.765,0.975,0.212,1.852,114.881,-,8.684,-
'[15:26:45.288]',-,0.440,-,0.775,0.980,0.213,1.830,117.284,-,8.743,-
'[15:26:45.296]',-,0.450,-,0.770,0.955,0.213,1.805,119.512,-,8.870,-
'[15:26:45.304]',-,0.455,-,0.785,0.965,0.213,1.785,121.622,-,8.997,-
'[15:26:45.312]',-,0.470,-,0.780,0.945,0.211,1.771,123.790,-,9.124,-
'[15:26:45.320]',-,0.455,-,0.795,0.950,0.210,1.767,125.900,-,9.251,-
'[15:26:45.328]',-,0.465,-,0.785,0.930,0.208,1.765,127.835,-,9.251,-
'[15:26:45.336]',-,0.450,-,0.800,0.945,0.205,1.764,129.476,-,9.124,-
'[15:26:45.344]',-,0.440,-,0.795,0.925,0.202,1.767,130.648,-,8.938,-
'[15:26:45.352]',-,0.420,-,0.805,0.950,0.199,1.765,131.527,-,8.811,-
'[15:26:45.360]',-,0.420,-,0.795,0.940,0.196,1.764,132.113,-,8.626,-
'[15:26:45.368]',-,0.400,-,0.800,0.970,0.193,1.764,132.641,-,8.430,-
'[15:26:45.376]',-,0.405,-,0.780,0.955,0.189,1.764,133.051,-,8.313,-
'[15:26:45.384]',-,0.390,-,0.790,0.975,0.186,1.764,133.462,-,8.186,-
'[15:26:45.392]',-,0.395,-,0.775,0.980,0.182,1.764,133.930,-,8.059,-
'[15:26:45.400]',-,0.380,-,0.775,0.995,0.178,1.764,134.282,-,8.059,-
'[15:26:45.408]',-,0.390,-,0.755,0.985,0.174,1.761,134.634,-,8.001,-
'[15:26:45.416]',-,0.380,-,0.755,0.995,0.170,1.760,134.751,-,8.001,-
'[15:26:45.424]',-,0.390,-,0.740,0.980,0.167,1.759,134.634,-,8.001,-
'[15:26:45.432]',-,0.385,-,0.745,0.975,0.163,1.755,134.106,-,7.932,-
'[15:26:45.440]',-,0.395,-,0.730,0.995,0.160,1.747,133.227,-,7.874,-
'[15:26:45.448]',-,0.395,-,0.730,0.975,0.158,1.740,131.938,-,7.747,-
'[15:26:45.456]',-,0.400,-,0.720,0.995,0.155,1.736,130.062,-,7.620,-
'[15:26:45.464]',-,0.405,-,0.725,0.975,0.152,1.734,127.600,-,7.493,-
'[15:26:45.472]',-,0.400,-,0.710,0.990,0.149,1.733,124.611,-,7.375,-
'[15:26:45.480]',-,0.420,-,0.705,0.975,0.146,1.733,120.977,-,7.180,-
'[15:26:45.488]',-,0.415,-,0.710,0.985,0.145,1.736,116.757,-,7.063,-
'[15:26:45.496]',-,0.430,-,0.695,0.960,0.143,1.744,111.951,-,6.867,-
'[15:26:45.504]',-,0.425,-,0.700,0.975,0.142,1.754,106.851,-,6.750,-
'[15:26:45.512]',-,0.435,-,0.685,0.955,0.141,1.761,102.045,-,6.682,-
'[15:26:45.520]',-,0.425,-,0.700,0.970,0.141,1.765,98.118,-,6.623,-
'[15:26:45.528]',-,0.430,-,0.685,0.950,0.140,1.770,95.539,-,6.750,-
'[15:26:45.536]',-,0.415,-,0.700,0.965,0.141,1.782,94.425,-,6.867,-
'[15:26:45.544]',-,0.425,-,0.685,0.950,0.141,1.801,94.308,-,6.994,-
'[15:26:45.552]',-,0.415,-,0.695,0.965,0.142,1.822,94.601,-,7.063,-
'[15:26:45.560]',-,0.425,-,0.685,0.950,0.143,1.846,94.836,-,7.121,-
'[15:26:45.568]',-,0.415,-,0.695,0.965,0.145,1.870,94.777,-,7.121,-
'[15:26:45.576]',-,0.425,-,0.685,0.945,0.147,1.894,94.367,-,7.063,-
'[15:26:45.584]',-,0.425,-,0.685,0.970,0.149,1.919,93.605,-,7.063,-
'[15:26:45.592]',-,0.455,-,0.665,0.955,0.151,1.944,92.726,-,7.063,-
'[15:26:45.600]',-,0.465,-,0.660,0.980,0.154,1.970,91.729,-,7.063,-
'[15:26:45.608]',-,0.500,-,0.640,0.970,0.156,1.994,90.850,-,7.121,-
'[15:26:45.616]',-,0.495,-,0.645,0.955,0.158,2.020,90.147,-,7.248,-
'[15:26:45.624]',-,0.505,-,0.635,0.905,0.161,2.041,89.736,-,7.248,-
'[15:26:45.632]',-,0.490,-,0.655,0.890,0.163,2.062,89.443,-,7.248,-
'[15:26:45.640]',-,0.480,-,0.640,0.910,0.165,2.084,89.150,-,7.180,-
'[15:26:45.648]',-,0.500,-,0.635,0.890,0.166,2.111,88.857,-,7.063,-
'[15:26:45.656]',-,0.480,-,0.650,0.900,0.168,2.137,88.447,-,6.936,-
'[15:26:45.664]',-,0.450,-,0.670,0.920,0.170,2.156,87.802,-,6.750,-
'[15:26:45.672]',-,0.425,-,0.685,0.925,0.172,2.175,86.981,-,6.623,-
'[15:26:45.680]',-,0.395,-,0.710,0.920,0.173,2.194,85.985,-,6.438,-
'[15:26:45.688]',-,0.380,-,0.730,0.955,0.175,2.209,84.989,-,6.242,-
'[15:26:45.696]',-,0.370,-,0.725,0.950,0.176,2.224,83.934,-,6.057,-
'[15:26:45.704]',-,0.360,-,0.740,0.965,0.177,2.238,82.937,-,5.930,-
'[15:26:45.712]',-,0.375,-,0.730,0.945,0.178,2.250,81.999,-,5.871,-
'[15:26:45.720]',-,0.360,-,0.745,0.965,0.179,2.260,81.179,-,5.871,-
'[15:26:45.728]',-,0.370,-,0.730,0.950,0.179,2.262,80.417,-,5.871,-
'[15:26:45.736]',-,0.395,-,0.750,0.990,0.180,2.260,79.772,-,5.812,-
'[15:26:45.744]',-,0.410,-,0.725,1.040,0.180,2.259,79.245,-,5.812,-
'[15:26:45.752]',-,0.515,-,0.610,0.885,0.181,2.255,78.717,-,5.812,-
'[15:26:45.760]',-,0.650,-,0.440,0.585,0.181,2.246,78.190,-,5.812,-
'[15:26:45.768]',-,0.565,-,0.525,0.425,0.182,2.236,77.603,-,5.812,-
'[15:26:45.776]',-,0.420,-,0.675,0.340,0.183,2.224,77.076,-,5.871,-
'[15:26:45.784]',-,0.330,-,0.750,0.685,0.183,2.212,76.548,-,5.930,-
'[15:26:45.792]',-,0.350,-,0.730,0.835,0.184,2.200,76.021,-,5.998,-
'[15:26:45.800]',-,0.340,-,0.760,0.960,0.185,2.188,75.552,-,6.125,-
'[15:26:45.808]',-,0.335,-,0.765,0.975,0.186,2.175,75.083,-,6.184,-
'[15:26:45.816]',-,0.325,-,0.775,1.010,0.188,2.162,74.731,-,6.242,-
'[15:26:45.824]',-,0.335,-,0.770,1.015,0.190,2.153,74.380,-,6.369,-
'[15:26:45.832]',-,0.330,-,0.780,1.000,0.192,2.149,73.969,-,6.555,-
'[15:26:45.840]',-,0.335,-,0.765,1.020,0.194,2.144,73.618,-,6.750,-
'[15:26:45.848]',-,0.340,-,0.775,1.005,0.196,2.135,73.149,-,6.936,-
'[15:26:45.856]',-,0.330,-,0.765,1.025,0.198,2.121,72.739,-,7.063,-
