'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[17:51:29.432]',0.090,-,0.785,0.870,0.798,1.100,76.539,8.118
'[17:51:29.440]',0.085,-,0.790,0.875,0.803,1.087,73.559,8.313
'[17:51:29.448]',0.100,-,0.770,0.870,0.807,1.073,70.531,8.499
'[17:51:29.456]',0.075,-,0.790,0.875,0.812,1.060,67.551,8.684
'[17:51:29.464]',0.100,-,0.770,0.890,0.816,1.047,64.474,8.811
'[17:51:29.472]',0.085,-,0.785,0.900,0.820,1.033,61.592,8.938
'[17:51:29.480]',0.109,-,0.770,0.900,0.825,1.020,58.906,8.997
'[17:51:29.488]',0.115,-,0.770,0.900,0.830,1.008,56.464,9.056
'[17:51:29.496]',0.125,-,0.760,0.910,0.834,1.000,54.412,8.997
'[17:51:29.504]',0.125,-,0.740,0.895,0.839,1.000,52.654,8.938
'[17:51:29.512]',0.125,-,0.735,0.880,0.842,1.011,51.384,8.938
'[17:51:29.520]',0.095,-,0.765,0.870,0.847,1.038,50.505,8.870
'[17:51:29.528]',0.055,-,0.805,0.840,0.849,1.090,49.919,8.870
'[17:51:29.536]',0.055,-,0.795,0.850,0.852,1.170,49.821,8.870
'[17:51:29.544]',0.075,-,0.770,0.850,0.853,1.282,49.968,8.870
'[17:51:29.552]',0.080,-,0.775,0.845,0.855,1.423,50.505,8.938
'[17:51:29.560]',0.065,-,0.780,0.850,0.855,1.588,51.237,8.938
'[17:51:29.568]',0.055,-,0.800,0.850,0.855,1.768,52.117,8.938
'[17:51:29.576]',0.030,-,0.815,0.835,0.852,1.952,53.094,8.997
'[17:51:29.584]',0.015,-,0.835,0.840,0.849,2.151,54.168,8.997
'[17:51:29.592]',0.035,-,0.840,0.845,0.844,2.342,55.243,9.056
'[17:51:29.600]',0.040,-,0.810,0.840,0.839,2.497,56.220,9.124
'[17:51:29.608]',0.035,-,0.830,0.850,0.832,2.618,57.099,9.251
'[17:51:29.616]',0.040,-,0.820,0.840,0.826,2.701,57.783,9.437
'[17:51:29.624]',0.035,-,0.815,0.835,0.818,2.755,58.369,9.681
'[17:51:29.632]',0.040,-,0.815,0.835,0.810,2.796,58.759,10.062
'[17:51:29.640]',0.030,-,0.825,0.850,0.800,2.820,59.053,10.374
'[17:51:29.648]',0.050,-,0.820,0.855,0.789,2.828,59.150,10.687
'[17:51:29.656]',0.040,-,0.835,0.875,0.776,2.820,59.248,10.873
'[17:51:29.664]',0.100,-,0.785,0.885,0.764,2.798,59.150,11.000
'[17:51:29.672]',0.330,-,0.580,0.955,0.750,2.764,59.004,11.000
'[17:51:29.680]',0.695,-,0.225,1.065,0.735,2.722,58.662,11.000
'[17:51:29.688]',0.980,-,-0.030,0.945,0.719,2.673,58.173,11.000
'[17:51:29.696]',0.625,-,0.290,0.685,0.703,2.618,57.490,10.931
'[17:51:29.704]',0.080,-,0.740,0.560,0.688,2.559,56.757,10.746
'[17:51:29.712]',-0.070,-,0.885,0.655,0.673,2.502,55.975,10.560
'[17:51:29.720]',-0.086,-,0.900,0.790,0.659,2.447,55.243,10.374
'[17:51:29.728]',-0.041,-,0.880,0.845,0.644,2.384,54.559,10.120
'[17:51:29.736]',-0.030,-,0.885,0.865,0.628,2.317,53.924,9.993
'[17:51:29.744]',-0.035,-,0.860,0.860,0.613,2.246,53.289,9.935
'[17:51:29.752]',-0.015,-,0.865,0.870,0.596,2.174,52.752,9.876
'[17:51:29.760]',-0.005,-,0.850,0.875,0.579,2.101,52.166,9.808
'[17:51:29.768]',-0.000,-,0.855,0.855,0.563,2.028,51.677,9.808
'[17:51:29.776]',0.010,-,0.840,0.880,0.548,1.959,51.189,9.808
'[17:51:29.784]',0.004,-,0.840,0.870,0.533,1.891,50.749,9.876
'[17:51:29.792]',0.010,-,0.840,0.875,0.519,1.828,50.212,9.935
'[17:51:29.800]',0.020,-,0.845,0.875,0.503,1.769,49.723,9.993
'[17:51:29.808]',0.050,-,0.810,0.880,0.487,1.717,49.186,10.062
'[17:51:29.816]',0.055,-,0.805,0.875,0.471,1.674,48.698,10.189
'[17:51:29.824]',0.044,-,0.825,0.880,0.455,1.639,48.160,10.306
'[17:51:29.832]',0.075,-,0.795,0.880,0.439,1.606,47.623,10.501
'[17:51:29.840]',0.105,-,0.775,0.890,0.423,1.579,47.135,10.619
'[17:51:29.848]',0.120,-,0.760,0.900,0.407,1.558,46.597,10.687
'[17:51:29.856]',0.145,-,0.735,0.910,0.391,1.545,46.158,10.560
'[17:51:29.864]',0.165,-,0.730,0.905,0.376,1.541,45.718,10.306
'[17:51:29.872]',0.165,-,0.720,0.920,0.362,1.541,45.278,9.993
'[17:51:29.880]',0.225,-,0.680,0.935,0.349,1.544,44.839,9.564
'[17:51:29.888]',0.245,-,0.650,0.945,0.335,1.551,44.497,9.124
'[17:51:29.896]',0.290,-,0.620,0.945,0.321,1.560,44.253,8.811
'[17:51:29.904]',0.310,-,0.600,0.950,0.308,1.568,44.106,8.499
'[17:51:29.912]',0.300,-,0.615,0.950,0.293,1.575,44.497,8.372
'[17:51:29.920]',0.305,-,0.625,0.955,0.279,1.580,45.718,8.372
'[17:51:29.928]',0.325,-,0.595,0.960,0.265,1.583,48.502,8.430
'[17:51:29.936]',0.310,-,0.600,0.955,0.252,1.584,53.435,8.626
'[17:51:29.944]',0.310,-,0.595,0.945,0.239,1.581,61.055,8.811
'[17:51:29.952]',0.270,-,0.630,0.945,0.227,1.576,71.361,9.056
'[17:51:29.960]',0.230,-,0.670,0.930,0.213,1.568,83.426,9.310
'[17:51:29.968]',0.200,-,0.695,0.920,0.199,1.558,95.539,9.622
'[17:51:29.976]',0.175,-,0.715,0.910,0.183,1.544,106.431,9.876
'[17:51:29.984]',0.155,-,0.745,0.920,0.167,1.529,115.223,10.062
'[17:51:29.992]',0.150,-,0.735,0.905,0.150,1.512,121.720,10.120
'[17:51:30.000]',0.120,-,0.755,0.895,0.133,1.496,126.067,9.993
'[17:51:30.008]',0.105,-,0.770,0.895,0.114,1.478,128.362,9.876
'[17:51:30.016]',0.125,-,0.750,0.895,0.097,1.463,128.802,9.681
'[17:51:30.024]',0.130,-,0.735,0.890,0.080,1.452,127.483,9.681
'[17:51:30.032]',0.105,-,0.775,0.895,0.064,1.438,124.797,9.681
'[17:51:30.040]',0.085,-,0.790,0.880,0.048,1.423,121.231,9.622
'[17:51:30.048]',0.100,-,0.770,0.875,0.034,1.409,117.030,9.622
'[17:51:30.056]',0.105,-,0.770,0.895,0.019,1.393,112.537,9.622
'[17:51:30.064]',0.109,-,0.780,0.890,0.004,1.377,108.092,9.749
'[17:51:30.072]',0.105,-,0.770,0.895,-0.010,1.362,103.989,9.876
'[17:51:30.080]',0.100,-,0.770,0.880,-0.023,1.345,100.130,10.062
'[17:51:30.088]',0.095,-,0.765,0.885,-0.035,1.329,96.369,10.120
'[17:51:30.096]',0.075,-,0.790,0.875,-0.046,1.315,92.657,10.247
'[17:51:30.104]',0.065,-,0.800,0.870,-0.056,1.301,89.189,10.247
'[17:51:30.112]',0.060,-,0.805,0.865,-0.065,1.291,85.819,10.306
'[17:51:30.120]',0.075,-,0.775,0.865,-0.073,1.283,82.595,10.374
'[17:51:30.128]',0.070,-,0.785,0.860,-0.080,1.274,79.469,10.433
'[17:51:30.136]',0.060,-,0.805,0.870,-0.087,1.261,76.441,10.560
'[17:51:30.144]',0.090,-,0.775,0.880,-0.093,1.247,73.315,10.746
'[17:51:30.152]',0.109,-,0.745,0.890,-0.097,1.233,70.238,10.873
'[17:51:30.160]',0.130,-,0.745,0.900,-0.101,1.217,67.161,10.931
'[17:51:30.168]',0.115,-,0.765,0.905,-0.104,1.201,64.230,11.000
'[17:51:30.176]',0.105,-,0.770,0.895,-0.108,1.189,61.495,11.000
'[17:51:30.184]',0.109,-,0.765,0.890,-0.110,1.182,59.053,11.000
'[17:51:30.192]',0.109,-,0.745,0.880,-0.112,1.188,56.903,11.000
'[17:51:30.200]',0.090,-,0.765,0.860,-0.115,1.212,55.194,11.000
'[17:51:30.208]',0.060,-,0.790,0.845,-0.118,1.263,53.777,10.931
'[17:51:30.216]',0.065,-,0.785,0.835,-0.121,1.327,52.849,10.873
'[17:51:30.224]',0.060,-,0.775,0.845,-0.124,1.413,52.361,10.814
'[17:51:30.232]',0.075,-,0.770,0.845,-0.128,1.532,52.312,10.746
'[17:51:30.240]',0.090,-,0.775,0.860,-0.131,1.677,52.605,10.746
'[17:51:30.248]',0.095,-,0.770,0.850,-0.134,1.842,53.191,10.746
'[17:51:30.256]',0.040,-,0.815,0.835,-0.138,2.014,53.973,10.746
'[17:51:30.264]',0.024,-,0.820,0.825,-0.142,2.184,54.901,10.746
'[17:51:30.272]',0.015,-,0.840,0.840,-0.145,2.344,55.975,10.814
'[17:51:30.280]',0.035,-,0.820,0.835,-0.150,2.488,57.099,10.931
'[17:51:30.288]',0.020,-,0.825,0.845,-0.155,2.611,58.173,11.000
'[17:51:30.296]',0.030,-,0.820,0.840,-0.161,2.711,59.248,11.185
'[17:51:30.304]',0.020,-,0.825,0.855,-0.166,2.787,60.029,11.371
'[17:51:30.312]',0.055,-,0.800,0.850,-0.174,2.835,60.713,11.625
'[17:51:30.320]',0.030,-,0.810,0.850,-0.181,2.860,61.251,11.869
'[17:51:30.328]',0.024,-,0.830,0.850,-0.190,2.875,61.592,12.123
'[17:51:30.336]',0.055,-,0.825,0.885,-0.199,2.877,61.885,12.250
'[17:51:30.344]',0.095,-,0.790,0.890,-0.206,2.866,61.934,12.309
'[17:51:30.352]',0.325,-,0.585,0.960,-0.214,2.845,61.934,12.377
'[17:51:30.360]',0.670,-,0.235,1.065,-0.221,2.813,61.788,12.309
'[17:51:30.368]',0.935,-,-0.025,0.915,-0.228,2.774,61.495,12.309
'[17:51:30.376]',0.590,-,0.280,0.650,-0.236,2.728,61.104,12.250
'[17:51:30.384]',0.040,-,0.760,0.530,-0.244,2.676,60.469,12.123
'[17:51:30.392]',-0.061,-,0.870,0.685,-0.252,2.621,59.687,11.996
'[17:51:30.400]',-0.041,-,0.885,0.820,-0.259,2.561,58.808,11.810
'[17:51:30.408]',-0.025,-,0.870,0.870,-0.266,2.498,57.880,11.683
'[17:51:30.416]',-0.015,-,0.860,0.855,-0.272,2.437,57.001,11.498
'[17:51:30.424]',-0.010,-,0.860,0.875,-0.277,2.377,56.171,11.371
'[17:51:30.432]',-0.000,-,0.845,0.875,-0.283,2.311,55.438,11.244
'[17:51:30.440]',0.004,-,0.840,0.880,-0.288,2.239,54.754,11.185
'[17:51:30.448]',-0.000,-,0.855,0.875,-0.294,2.167,54.119,11.185
'[17:51:30.456]',0.004,-,0.850,0.885,-0.300,2.095,53.484,11.244
'[17:51:30.464]',0.010,-,0.840,0.890,-0.305,2.022,52.800,11.244
'[17:51:30.472]',0.020,-,0.825,0.900,-0.310,1.953,52.214,11.312
'[17:51:30.480]',0.035,-,0.830,0.895,-0.315,1.887,51.628,11.312
'[17:51:30.488]',0.030,-,0.815,0.890,-0.319,1.823,51.042,11.371
'[17:51:30.496]',0.070,-,0.795,0.895,-0.323,1.763,50.407,11.371
'[17:51:30.504]',0.075,-,0.790,0.915,-0.326,1.711,49.723,11.498
'[17:51:30.512]',0.070,-,0.800,0.900,-0.328,1.670,49.039,11.556
'[17:51:30.520]',0.075,-,0.790,0.905,-0.330,1.636,48.405,11.683
'[17:51:30.528]',0.105,-,0.775,0.920,-0.331,1.606,47.916,11.752
'[17:51:30.536]',0.125,-,0.760,0.940,-0.332,1.581,47.476,11.625
'[17:51:30.544]',0.155,-,0.720,0.935,-0.332,1.561,47.037,11.371
'[17:51:30.552]',0.180,-,0.700,0.945,-0.330,1.549,46.597,11.000
'[17:51:30.560]',0.225,-,0.670,0.965,-0.329,1.544,46.060,10.619
'[17:51:30.568]',0.260,-,0.645,0.975,-0.327,1.543,45.572,10.247
'[17:51:30.576]',0.290,-,0.620,0.985,-0.326,1.547,45.132,9.808
'[17:51:30.584]',0.300,-,0.605,0.985,-0.324,1.553,44.937,9.495
'[17:51:30.592]',0.320,-,0.585,0.990,-0.321,1.561,45.278,9.183
'[17:51:30.600]',0.335,-,0.575,0.985,-0.318,1.570,46.548,9.056
'[17:51:30.608]',0.320,-,0.585,0.980,-0.315,1.577,49.284,9.056
'[17:51:30.616]',0.310,-,0.595,0.975,-0.310,1.582,54.217,9.183
'[17:51:30.624]',0.290,-,0.620,0.970,-0.306,1.585,61.934,9.310
'[17:51:30.632]',0.270,-,0.640,0.965,-0.302,1.585,72.387,9.437
'[17:51:30.640]',0.245,-,0.655,0.955,-0.299,1.581,84.549,9.681
'[17:51:30.648]',0.210,-,0.695,0.940,-0.296,1.574,96.809,9.935
'[17:51:30.656]',0.170,-,0.710,0.920,-0.292,1.565,107.750,10.189
'[17:51:30.664]',0.160,-,0.720,0.915,-0.290,1.552,116.493,10.306
'[17:51:30.672]',0.145,-,0.730,0.905,-0.286,1.538,122.941,10.374
'[17:51:30.680]',0.135,-,0.740,0.895,-0.285,1.521,127.141,10.306
'[17:51:30.688]',0.109,-,0.755,0.890,-0.282,1.502,129.046,10.189
'[17:51:30.696]',0.115,-,0.755,0.875,-0.281,1.483,128.948,10.062
'[17:51:30.704]',0.100,-,0.780,0.895,-0.279,1.462,127.190,9.935
'[17:51:30.712]',0.090,-,0.790,0.900,-0.278,1.446,124.259,9.876
'[17:51:30.720]',0.075,-,0.775,0.880,-0.277,1.432,120.596,9.749
'[17:51:30.728]',0.100,-,0.770,0.890,-0.276,1.414,116.347,9.749
'[17:51:30.736]',0.080,-,0.780,0.875,-0.275,1.396,111.755,9.749
'[17:51:30.744]',0.095,-,0.770,0.885,-0.274,1.377,107.164,9.808
'[17:51:30.752]',0.080,-,0.780,0.880,-0.274,1.360,103.061,9.993
'[17:51:30.760]',0.100,-,0.770,0.875,-0.273,1.342,99.251,10.189
'[17:51:30.768]',0.080,-,0.785,0.880,-0.272,1.324,95.539,10.306
'[17:51:30.776]',0.075,-,0.800,0.870,-0.271,1.306,91.973,10.433
'[17:51:30.784]',0.065,-,0.795,0.860,-0.269,1.288,88.506,10.560
'[17:51:30.792]',0.055,-,0.805,0.850,-0.266,1.270,85.135,10.619
'[17:51:30.800]',0.060,-,0.795,0.855,-0.263,1.251,81.863,10.619
'[17:51:30.808]',0.065,-,0.790,0.860,-0.260,1.234,78.737,10.687
'[17:51:30.816]',0.055,-,0.800,0.870,-0.257,1.222,75.660,10.746
'[17:51:30.824]',0.075,-,0.790,0.890,-0.254,1.211,72.631,10.814
'[17:51:30.832]',0.095,-,0.780,0.895,-0.250,1.197,69.505,10.814
'[17:51:30.840]',0.125,-,0.745,0.905,-0.247,1.181,66.428,10.873
'[17:51:30.848]',0.135,-,0.740,0.910,-0.244,1.164,63.448,10.873
'[17:51:30.856]',0.115,-,0.755,0.900,-0.241,1.150,60.713,10.814
'[17:51:30.864]',0.130,-,0.740,0.885,-0.238,1.141,58.369,10.814
'[17:51:30.872]',0.100,-,0.770,0.890,-0.235,1.145,56.317,10.873
'[17:51:30.880]',0.080,-,0.765,0.865,-0.232,1.167,54.657,10.873
'[17:51:30.888]',0.055,-,0.810,0.850,-0.229,1.215,53.484,10.931
'[17:51:30.896]',0.055,-,0.815,0.845,-0.225,1.293,52.752,10.931
'[17:51:30.904]',0.050,-,0.780,0.840,-0.222,1.402,52.361,10.931
'[17:51:30.912]',0.085,-,0.750,0.845,-0.219,1.515,52.410,10.873
'[17:51:30.920]',0.075,-,0.765,0.835,-0.217,1.638,52.849,10.814
'[17:51:30.928]',0.080,-,0.785,0.850,-0.214,1.791,53.533,10.814
'[17:51:30.936]',0.035,-,0.815,0.840,-0.213,1.958,54.510,10.746
'[17:51:30.944]',0.030,-,0.835,0.840,-0.211,2.125,55.536,10.814
'[17:51:30.952]',0.020,-,0.850,0.850,-0.212,2.284,56.757,10.814
'[17:51:30.960]',0.035,-,0.820,0.850,-0.212,2.426,57.929,10.931
'[17:51:30.968]',0.010,-,0.830,0.830,-0.214,2.547,59.004,11.058
'[17:51:30.976]',0.024,-,0.835,0.840,-0.215,2.644,59.932,11.185
'[17:51:30.984]',0.030,-,0.820,0.850,-0.217,2.717,60.616,11.371
'[17:51:30.992]',0.020,-,0.825,0.850,-0.219,2.768,61.153,11.683
'[17:51:31.000]',0.035,-,0.815,0.840,-0.221,2.798,61.544,11.996
'[17:51:31.008]',0.030,-,0.815,0.850,-0.223,2.806,61.788,12.250
'[17:51:31.016]',0.055,-,0.840,0.885,-0.226,2.801,61.983,12.377
'[17:51:31.024]',0.085,-,0.800,0.900,-0.228,2.785,62.032,12.494
'[17:51:31.032]',0.300,-,0.590,0.935,-0.232,2.761,62.032,12.563
'[17:51:31.040]',0.635,-,0.240,1.040,-0.235,2.727,61.885,12.621
'[17:51:31.048]',0.891,-,0.010,0.885,-0.238,2.687,61.592,12.621
'[17:51:31.056]',0.505,-,0.360,0.645,-0.241,2.641,61.153,12.621
'[17:51:31.064]',0.015,-,0.800,0.535,-0.244,2.590,60.567,12.494
'[17:51:31.072]',-0.070,-,0.895,0.685,-0.247,2.536,59.687,12.250
'[17:51:31.080]',-0.050,-,0.905,0.815,-0.252,2.477,58.759,11.996
'[17:51:31.088]',-0.015,-,0.860,0.865,-0.255,2.415,57.880,11.683
'[17:51:31.096]',0.010,-,0.835,0.870,-0.260,2.351,57.050,11.498
'[17:51:31.104]',0.015,-,0.845,0.880,-0.265,2.283,56.317,11.312
'[17:51:31.112]',0.004,-,0.855,0.885,-0.269,2.221,55.633,11.244
'[17:51:31.120]',0.015,-,0.840,0.875,-0.272,2.160,54.901,11.244
'[17:51:31.128]',0.024,-,0.830,0.870,-0.276,2.094,54.315,11.244
'[17:51:31.136]',0.004,-,0.845,0.875,-0.279,2.025,53.680,11.312
'[17:51:31.144]',-0.000,-,0.840,0.880,-0.282,1.957,53.045,11.371
'[17:51:31.152]',0.030,-,0.830,0.885,-0.285,1.890,52.410,11.439
'[17:51:31.160]',0.030,-,0.825,0.885,-0.286,1.825,51.775,11.498
'[17:51:31.168]',0.055,-,0.815,0.890,-0.288,1.764,51.091,11.556
'[17:51:31.176]',0.050,-,0.815,0.885,-0.290,1.710,50.505,11.556
'[17:51:31.184]',0.065,-,0.800,0.890,-0.292,1.660,49.919,11.625
'[17:51:31.192]',0.095,-,0.770,0.900,-0.294,1.617,49.284,11.752
'[17:51:31.200]',0.120,-,0.760,0.905,-0.296,1.581,48.746,11.810
'[17:51:31.208]',0.125,-,0.775,0.910,-0.297,1.554,48.160,11.810
'[17:51:31.216]',0.130,-,0.745,0.905,-0.297,1.537,47.623,11.683
'[17:51:31.224]',0.160,-,0.715,0.920,-0.297,1.525,47.037,11.498
'[17:51:31.232]',0.195,-,0.695,0.935,-0.297,1.519,46.548,11.127
'[17:51:31.240]',0.220,-,0.685,0.950,-0.296,1.518,46.060,10.746
'[17:51:31.248]',0.265,-,0.650,0.960,-0.294,1.521,45.669,10.306
'[17:51:31.256]',0.290,-,0.625,0.980,-0.293,1.528,45.425,9.935
'[17:51:31.264]',0.310,-,0.595,0.975,-0.290,1.537,45.278,9.564
'[17:51:31.272]',0.305,-,0.575,0.970,-0.288,1.545,45.620,9.368
'[17:51:31.280]',0.335,-,0.570,0.965,-0.285,1.554,46.744,9.310
'[17:51:31.288]',0.330,-,0.585,0.970,-0.282,1.561,49.186,9.368
'[17:51:31.296]',0.345,-,0.570,0.965,-0.279,1.565,53.729,9.495
'[17:51:31.304]',0.305,-,0.615,0.970,-0.275,1.566,60.909,9.622
'[17:51:31.312]',0.280,-,0.625,0.945,-0.271,1.565,70.873,9.749
'[17:51:31.320]',0.255,-,0.655,0.950,-0.268,1.562,82.547,9.876
'[17:51:31.328]',0.225,-,0.690,0.935,-0.264,1.554,94.416,9.993
'[17:51:31.336]',0.185,-,0.695,0.915,-0.261,1.543,105.113,10.189
'[17:51:31.344]',0.175,-,0.710,0.900,-0.258,1.531,113.807,10.247
'[17:51:31.352]',0.150,-,0.740,0.895,-0.257,1.517,120.156,10.247
'[17:51:31.360]',0.135,-,0.745,0.890,-0.255,1.502,124.357,10.247
'[17:51:31.368]',0.125,-,0.745,0.900,-0.253,1.486,126.555,10.189
'[17:51:31.376]',0.125,-,0.760,0.885,-0.251,1.469,126.799,10.062
'[17:51:31.384]',0.105,-,0.780,0.890,-0.249,1.452,125.481,10.062
'[17:51:31.392]',0.090,-,0.790,0.880,-0.247,1.434,122.989,9.993
'[17:51:31.400]',0.100,-,0.770,0.875,-0.246,1.415,119.473,9.993
'[17:51:31.408]',0.095,-,0.770,0.875,-0.245,1.401,115.174,9.993
'[17:51:31.416]',0.085,-,0.780,0.875,-0.244,1.388,110.290,10.062
'[17:51:31.424]',0.080,-,0.785,0.885,-0.243,1.372,105.357,10.120
'[17:51:31.432]',0.100,-,0.785,0.875,-0.241,1.356,100.814,10.189
'[17:51:31.440]',0.075,-,0.800,0.875,-0.240,1.338,96.760,10.306
'[17:51:31.448]',0.085,-,0.790,0.875,-0.239,1.321,92.999,10.433
'[17:51:31.456]',0.090,-,0.775,0.875,-0.238,1.303,89.238,10.560
'[17:51:31.464]',0.095,-,0.765,0.860,-0.236,1.285,85.624,10.746
'[17:51:31.472]',0.055,-,0.800,0.865,-0.234,1.268,82.058,10.814
'[17:51:31.480]',0.065,-,0.805,0.855,-0.232,1.252,78.688,10.931
'[17:51:31.488]',0.050,-,0.805,0.860,-0.229,1.237,75.366,11.000
'[17:51:31.496]',0.075,-,0.785,0.860,-0.227,1.222,72.045,11.058
'[17:51:31.504]',0.085,-,0.800,0.890,-0.224,1.207,68.821,11.127
'[17:51:31.512]',0.085,-,0.810,0.885,-0.221,1.196,65.695,11.127
'[17:51:31.520]',0.115,-,0.755,0.880,-0.217,1.186,62.667,11.127
'[17:51:31.528]',0.125,-,0.740,0.895,-0.215,1.172,59.981,11.127
'[17:51:31.536]',0.120,-,0.735,0.920,-0.213,1.157,57.587,11.127
'[17:51:31.544]',0.140,-,0.750,0.900,-0.211,1.148,55.536,11.127
'[17:51:31.552]',0.100,-,0.770,0.885,-0.208,1.149,53.924,11.127
'[17:51:31.560]',0.100,-,0.770,0.870,-0.206,1.165,52.654,11.127
'[17:51:31.568]',0.060,-,0.795,0.840,-0.205,1.205,51.872,11.058
'[17:51:31.576]',0.055,-,0.800,0.835,-0.203,1.274,51.482,11.058
'[17:51:31.584]',0.075,-,0.765,0.840,-0.201,1.372,51.531,11.058
'[17:51:31.592]',0.080,-,0.770,0.845,-0.200,1.499,51.921,11.000
'[17:51:31.600]',0.075,-,0.790,0.830,-0.199,1.648,52.556,11.000
'[17:51:31.608]',0.070,-,0.795,0.845,-0.199,1.790,53.338,11.000
'[17:51:31.616]',0.044,-,0.810,0.830,-0.199,1.926,54.363,11.000
'[17:51:31.624]',0.024,-,0.840,0.835,-0.199,2.077,55.438,11.000
'[17:51:31.632]',0.035,-,0.835,0.830,-0.199,2.241,56.610,11.000
'[17:51:31.640]',0.024,-,0.825,0.835,-0.200,2.403,57.783,11.058
'[17:51:31.648]',0.030,-,0.835,0.825,-0.202,2.541,58.808,11.185
'[17:51:31.656]',0.030,-,0.825,0.840,-0.203,2.653,59.590,11.312
'[17:51:31.664]',0.044,-,0.815,0.835,-0.205,2.738,60.225,11.556
'[17:51:31.672]',0.030,-,0.835,0.850,-0.206,2.796,60.713,11.869
'[17:51:31.680]',0.040,-,0.825,0.835,-0.208,2.829,61.055,12.182
'[17:51:31.688]',0.044,-,0.815,0.850,-0.211,2.841,61.251,12.436
'[17:51:31.696]',0.055,-,0.835,0.870,-0.213,2.834,61.348,12.563
'[17:51:31.704]',0.050,-,0.840,0.875,-0.216,2.811,61.446,12.690
'[17:51:31.712]',0.240,-,0.640,0.910,-0.218,2.778,61.446,12.748
'[17:51:31.720]',0.535,-,0.315,1.000,-0.221,2.738,61.299,12.807
'[17:51:31.728]',0.840,-,0.035,0.895,-0.224,2.689,61.055,12.875
'[17:51:31.736]',0.540,-,0.350,0.680,-0.228,2.631,60.567,12.807
'[17:51:31.744]',0.040,-,0.800,0.540,-0.232,2.569,59.883,12.690
'[17:51:31.752]',-0.045,-,0.880,0.655,-0.235,2.501,59.004,12.436
'[17:51:31.760]',-0.030,-,0.870,0.810,-0.238,2.431,58.027,12.123
'[17:51:31.768]',-0.021,-,0.880,0.850,-0.241,2.358,57.196,11.810
'[17:51:31.776]',0.010,-,0.845,0.870,-0.244,2.282,56.366,11.498
'[17:51:31.784]',0.020,-,0.840,0.875,-0.247,2.203,55.633,11.312
'[17:51:31.792]',0.015,-,0.840,0.875,-0.249,2.124,54.998,11.127
'[17:51:31.800]',0.030,-,0.840,0.875,-0.251,2.043,54.363,11.058
'[17:51:31.808]',0.030,-,0.850,0.885,-0.253,1.971,53.777,11.000
'[17:51:31.816]',0.035,-,0.830,0.875,-0.255,1.905,53.191,11.000
'[17:51:31.824]',0.020,-,0.840,0.875,-0.257,1.834,52.605,11.058
'[17:51:31.832]',0.035,-,0.815,0.875,-0.259,1.762,51.970,11.127
'[17:51:31.840]',0.040,-,0.820,0.890,-0.261,1.694,51.433,11.185
'[17:51:31.848]',0.055,-,0.815,0.885,-0.263,1.630,50.798,11.244
'[17:51:31.856]',0.055,-,0.810,0.895,-0.265,1.572,50.212,11.244
'[17:51:31.864]',0.075,-,0.800,0.890,-0.266,1.523,49.528,11.371
'[17:51:31.872]',0.090,-,0.800,0.910,-0.267,1.484,48.942,11.439
'[17:51:31.880]',0.100,-,0.795,0.915,-0.268,1.455,48.307,11.439
'[17:51:31.888]',0.125,-,0.760,0.910,-0.268,1.433,47.672,11.439
'[17:51:31.896]',0.150,-,0.725,0.905,-0.268,1.420,47.135,11.312
'[17:51:31.904]',0.165,-,0.720,0.925,-0.267,1.413,46.548,11.058
'[17:51:31.912]',0.195,-,0.705,0.935,-0.266,1.413,45.962,10.746
'[17:51:31.920]',0.220,-,0.675,0.950,-0.265,1.418,45.572,10.306
'[17:51:31.928]',0.250,-,0.650,0.945,-0.263,1.425,45.132,9.876
'[17:51:31.936]',0.270,-,0.625,0.955,-0.261,1.433,44.790,9.437
'[17:51:31.944]',0.295,-,0.610,0.965,-0.258,1.443,44.595,8.997
'[17:51:31.952]',0.305,-,0.605,0.975,-0.256,1.453,44.790,8.684
'[17:51:31.960]',0.300,-,0.595,0.970,-0.253,1.461,45.620,8.499
'[17:51:31.968]',0.330,-,0.585,0.965,-0.250,1.468,47.476,8.372
'[17:51:31.976]',0.340,-,0.580,0.975,-0.246,1.473,51.189,8.313
'[17:51:31.984]',0.315,-,0.600,0.970,-0.243,1.474,57.245,8.245
'[17:51:31.992]',0.290,-,0.615,0.970,-0.238,1.471,65.988,8.245
'[17:51:32.000]',0.245,-,0.655,0.965,-0.234,1.464,76.734,8.186
'[17:51:32.008]',0.215,-,0.680,0.945,-0.230,1.457,88.261,8.118
'[17:51:32.016]',0.185,-,0.705,0.945,-0.227,1.449,98.909,8.059
'[17:51:32.024]',0.165,-,0.725,0.930,-0.224,1.437,107.994,7.932
'[17:51:32.032]',0.145,-,0.740,0.920,-0.221,1.421,114.930,7.805
'[17:51:32.040]',0.125,-,0.755,0.910,-0.218,1.404,119.668,7.620
'[17:51:32.048]',0.130,-,0.745,0.900,-0.216,1.385,122.306,7.375
'[17:51:32.056]',0.125,-,0.760,0.905,-0.213,1.366,122.843,7.180
'[17:51:32.064]',0.120,-,0.770,0.900,-0.211,1.345,121.475,6.994
'[17:51:32.072]',0.105,-,0.775,0.895,-0.209,1.325,118.789,6.867
'[17:51:32.080]',0.100,-,0.770,0.885,-0.207,1.304,114.979,6.809
'[17:51:32.088]',0.105,-,0.760,0.890,-0.205,1.284,110.485,6.809
