'Time','II','ABP','PLETH','I'
'[00:17:31.584]',-,-,-,-
'[00:17:31.592]',-,-,-,-
'[00:17:31.600]',-,-,-,-
'[00:17:31.608]',-,-,-,-
'[00:17:31.616]',-,-,-,-
'[00:17:31.624]',-,-,-,-
'[00:17:31.632]',-,-,-,-
'[00:17:31.640]',-,-,-,-
'[00:17:31.648]',-,-,-,-
'[00:17:31.656]',-,-,-,-
'[00:17:31.664]',-,-,-,-
'[00:17:31.672]',-,-,-,-
'[00:17:31.680]',-,-,-,-
'[00:17:31.688]',-,-,-,-
'[00:17:31.696]',-,-,-,-
'[00:17:31.704]',-,-,-,-
'[00:17:31.712]',-,-,-,-
'[00:17:31.720]',-,-,-,-
'[00:17:31.728]',-,-,-,-
'[00:17:31.736]',-,-,-,-
'[00:17:31.744]',-,-,-,-
'[00:17:31.752]',-,-,-,-
'[00:17:31.760]',-,-,-,-
'[00:17:31.768]',-,-,-,-
'[00:17:31.776]',-,-,-,-
'[00:17:31.784]',-,-,-,-
'[00:17:31.792]',-,-,-,-
'[00:17:31.800]',-,-,-,-
'[00:17:31.808]',-,-,-,-
'[00:17:31.816]',-,-,-,-
'[00:17:31.824]',-,-,-,-
'[00:17:31.832]',-,-,-,-
'[00:17:31.840]',-,-,-,-
'[00:17:31.848]',-,-,-,-
'[00:17:31.856]',-,-,-,-
'[00:17:31.864]',-,-,-,-
'[00:17:31.872]',-,-,-,-
'[00:17:31.880]',-,-,-,-
'[00:17:31.888]',-,-,-,-
'[00:17:31.896]',-,-,-,-
'[00:17:31.904]',-,-,-,-
'[00:17:31.912]',-,-,-,-
'[00:17:31.920]',-,-,-,-
'[00:17:31.928]',-,-,-,-
'[00:17:31.936]',-0.398,-,-,-
'[00:17:31.944]',0.102,-,-,-
'[00:17:31.952]',0.688,-,-,-
'[00:17:31.960]',0.891,-,-,-
'[00:17:31.968]',0.961,-,-,-
'[00:17:31.976]',0.930,-,-,-
'[00:17:31.984]',0.977,-,-,-
'[00:17:31.992]',0.766,-,-,-
'[00:17:32.000]',0.836,-,-,-
'[00:17:32.008]',0.875,-,-,-
'[00:17:32.016]',0.953,-,-,-
'[00:17:32.024]',1.062,-,-,-
'[00:17:32.032]',1.180,-,-,-
'[00:17:32.040]',1.328,-,-,-
'[00:17:32.048]',1.469,-,-,-
'[00:17:32.056]',1.500,-,-,-
'[00:17:32.064]',1.500,-,-,-
'[00:17:32.072]',1.492,-,-,-
'[00:17:32.080]',1.367,-,-,-
'[00:17:32.088]',1.211,-,-,-
'[00:17:32.096]',1.125,-,-,-
'[00:17:32.104]',1.117,-,-,-
'[00:17:32.112]',1.141,-,-,-
'[00:17:32.120]',1.148,-,-,-
'[00:17:32.128]',0.844,-,-,-
'[00:17:32.136]',0.305,-,-,-
'[00:17:32.144]',-0.203,-,-,-
'[00:17:32.152]',-,-,-,-
'[00:17:32.160]',-,-,-,-
'[00:17:32.168]',-,-,-,-
'[00:17:32.176]',-,-,-,-
'[00:17:32.184]',-,-,-,-
'[00:17:32.192]',-,-,-,-
'[00:17:32.200]',-,-,-,-
'[00:17:32.208]',-,-,-,-
'[00:17:32.216]',-,-,-,-
'[00:17:32.224]',-,-,-,-
'[00:17:32.232]',-,-,-,-
'[00:17:32.240]',-,-,-,-
'[00:17:32.248]',-,-,-,-
'[00:17:32.256]',-,-,-,-
'[00:17:32.264]',-,-,-,-
'[00:17:32.272]',-,-,-,-
'[00:17:32.280]',-,-,-,-
'[00:17:32.288]',-,-,-,-
'[00:17:32.296]',-,-,-,-
'[00:17:32.304]',-,-,-,-
'[00:17:32.312]',-,-,-,-
'[00:17:32.320]',-0.297,-,-,-
'[00:17:32.328]',0.047,-,-,-
'[00:17:32.336]',0.188,100.000,-,-
'[00:17:32.344]',-,99.167,-,-
'[00:17:32.352]',-,98.542,-,-
'[00:17:32.360]',-,97.708,-,-
'[00:17:32.368]',-,98.542,-,-
'[00:17:32.376]',-,102.292,-,-
'[00:17:32.384]',-,107.083,-,-
'[00:17:32.392]',-,111.042,-,-
'[00:17:32.400]',-,112.500,-,-
'[00:17:32.408]',-,113.333,-,-
'[00:17:32.416]',-,113.333,-,-
'[00:17:32.424]',-,112.500,-,-
'[00:17:32.432]',-,111.042,-,-
'[00:17:32.440]',-,107.917,-,-
'[00:17:32.448]',-,103.125,-,-
'[00:17:32.456]',-,99.167,-,-
'[00:17:32.464]',-,96.875,-,-
'[00:17:32.472]',-,96.042,-,-
'[00:17:32.480]',-,97.708,-,-
'[00:17:32.488]',-,99.167,-,-
'[00:17:32.496]',-,100.833,-,-
'[00:17:32.504]',-,103.125,-,-
'[00:17:32.512]',-,104.792,-,-
'[00:17:32.520]',-,107.083,-,-
'[00:17:32.528]',-,107.083,-,-
'[00:17:32.536]',-,107.083,-,-
'[00:17:32.544]',-,107.083,-,-
'[00:17:32.552]',-,108.542,-,-
'[00:17:32.560]',-,113.333,-,-
'[00:17:32.568]',-,119.583,-,-
'[00:17:32.576]',-,127.292,-,-
'[00:17:32.584]',-,136.667,-,-
'[00:17:32.592]',-,145.417,-,-
'[00:17:32.600]',-,153.958,-,-
'[00:17:32.608]',-,160.208,-,-
'[00:17:32.616]',-,164.792,-,-
'[00:17:32.624]',-,167.917,-,-
'[00:17:32.632]',-,169.583,-,-
'[00:17:32.640]',-,171.875,-,-
'[00:17:32.648]',-,175.833,-,-
'[00:17:32.656]',-,180.417,-,-
'[00:17:32.664]',-,184.375,-,-
'[00:17:32.672]',-,184.375,-,-
'[00:17:32.680]',-,181.250,-,-
'[00:17:32.688]',-,171.042,-,-
'[00:17:32.696]',-,161.667,-,-
'[00:17:32.704]',-,155.417,-,-
'[00:17:32.712]',-,152.292,-,-
'[00:17:32.720]',-,151.667,-,-
'[00:17:32.728]',-,150.000,-,-
'[00:17:32.736]',-,150.833,-,-
'[00:17:32.744]',-,153.958,-,-
'[00:17:32.752]',-,157.083,-,-
'[00:17:32.760]',-,158.542,-,-
'[00:17:32.768]',-,158.542,-,-
'[00:17:32.776]',-,155.417,-,-
'[00:17:32.784]',-,151.667,-,-
'[00:17:32.792]',-,148.542,-,-
'[00:17:32.800]',-,145.417,-,-
'[00:17:32.808]',-,141.458,-,-
'[00:17:32.816]',-,138.333,-,-
'[00:17:32.824]',-,136.042,-,-
'[00:17:32.832]',-,133.542,-,-
'[00:17:32.840]',-,130.417,-,-
'[00:17:32.848]',-,126.667,-,-
'[00:17:32.856]',-,125.833,-,-
'[00:17:32.864]',-,129.792,-,-
'[00:17:32.872]',-,134.375,-,-
'[00:17:32.880]',-,136.042,-,-
'[00:17:32.888]',-,132.917,-,-
'[00:17:32.896]',-,128.125,-,-
'[00:17:32.904]',-,125.000,-,-
'[00:17:32.912]',-,123.542,-,-
'[00:17:32.920]',-,122.708,-,-
'[00:17:32.928]',-,121.042,-,-
'[00:17:32.936]',-,118.750,-,-
'[00:17:32.944]',-,116.458,-,-
'[00:17:32.952]',-,116.458,-,-
'[00:17:32.960]',-,118.750,-,-
'[00:17:32.968]',-,121.042,-,-
'[00:17:32.976]',-,122.708,-,-
'[00:17:32.984]',-,122.708,-,-
'[00:17:32.992]',-,122.708,-,-
'[00:17:33.000]',-,124.167,-,-
'[00:17:33.008]',-,125.000,-,-
'[00:17:33.016]',-,125.833,-,-
'[00:17:33.024]',-,124.167,-,-
'[00:17:33.032]',-,122.708,-,-
'[00:17:33.040]',-,120.417,-,-
'[00:17:33.048]',-,117.292,-,-
'[00:17:33.056]',-,114.167,-,-
'[00:17:33.064]',-,110.208,-,-
'[00:17:33.072]',-,107.083,-,-
'[00:17:33.080]',-0.469,107.083,-,-
'[00:17:33.088]',-0.422,108.542,-,-
'[00:17:33.096]',-,111.042,-,-
'[00:17:33.104]',-,111.042,-,-
'[00:17:33.112]',-,109.375,-,-
'[00:17:33.120]',-,107.917,-,-
'[00:17:33.128]',-,107.083,-,-
'[00:17:33.136]',-,107.083,-,-
'[00:17:33.144]',-,107.917,-,-
'[00:17:33.152]',-,107.917,-,-
'[00:17:33.160]',-,108.542,-,-
'[00:17:33.168]',-,107.917,-,-
'[00:17:33.176]',-,107.917,-,-
'[00:17:33.184]',-,107.083,-,-
'[00:17:33.192]',-,106.250,-,-
'[00:17:33.200]',-,106.250,-,-
'[00:17:33.208]',-,105.417,-,-
'[00:17:33.216]',-,103.958,-,-
'[00:17:33.224]',-,102.292,-,-
'[00:17:33.232]',-,102.292,-,-
'[00:17:33.240]',-,103.125,-,-
'[00:17:33.248]',-,105.417,-,-
'[00:17:33.256]',-,107.917,-,-
'[00:17:33.264]',-,109.375,-,-
'[00:17:33.272]',-,109.375,-,-
'[00:17:33.280]',-,109.375,-,-
'[00:17:33.288]',-,107.917,-,-
'[00:17:33.296]',-,106.250,-,-
'[00:17:33.304]',-,105.417,-,-
'[00:17:33.312]',-,106.250,-,-
'[00:17:33.320]',-,111.042,-,-
'[00:17:33.328]',-,117.917,-,-
'[00:17:33.336]',-,126.667,-,-
'[00:17:33.344]',-,133.542,-,-
'[00:17:33.352]',-,139.792,-,-
'[00:17:33.360]',-,146.042,-,-
'[00:17:33.368]',-,151.667,-,-
'[00:17:33.376]',-,155.417,-,-
'[00:17:33.384]',-,158.542,-,-
'[00:17:33.392]',-,164.167,-,-
'[00:17:33.400]',-,169.583,-,-
'[00:17:33.408]',-,175.000,-,-
'[00:17:33.416]',-,177.292,-,-
'[00:17:33.424]',-,177.292,-,-
'[00:17:33.432]',-,175.833,-,-
'[00:17:33.440]',-,172.708,-,-
'[00:17:33.448]',-,169.583,-,-
'[00:17:33.456]',-,166.458,-,-
'[00:17:33.464]',-,161.042,-,-
'[00:17:33.472]',-,156.250,-,-
'[00:17:33.480]',-,152.292,-,-
'[00:17:33.488]',-,151.667,-,-
'[00:17:33.496]',-,154.792,-,-
'[00:17:33.504]',-,159.375,-,-
'[00:17:33.512]',-,162.500,-,-
'[00:17:33.520]',-,164.167,-,-
'[00:17:33.528]',-,161.042,-,-
'[00:17:33.536]',-,155.417,-,-
'[00:17:33.544]',-,149.167,-,-
'[00:17:33.552]',-,144.583,-,-
'[00:17:33.560]',-,139.792,-,-
'[00:17:33.568]',-,136.667,-,-
'[00:17:33.576]',-,134.375,-,-
'[00:17:33.584]',-,132.917,-,-
'[00:17:33.592]',-,132.917,-,-
'[00:17:33.600]',-,132.917,-,-
'[00:17:33.608]',-,131.250,-,-
'[00:17:33.616]',-,128.125,-,-
'[00:17:33.624]',-,125.000,-,-
'[00:17:33.632]',-,121.042,-,-
'[00:17:33.640]',-,117.917,-,-
'[00:17:33.648]',-,114.792,-,-
'[00:17:33.656]',-,114.167,-,-
'[00:17:33.664]',-,117.292,-,-
'[00:17:33.672]',-,122.708,-,-
'[00:17:33.680]',-,128.958,-,-
'[00:17:33.688]',-,133.542,-,-
'[00:17:33.696]',-,133.542,-,-
'[00:17:33.704]',-,130.417,-,-
'[00:17:33.712]',-,126.667,-,-
'[00:17:33.720]',-,123.542,-,-
'[00:17:33.728]',-,121.875,-,-
'[00:17:33.736]',-,118.750,-,-
'[00:17:33.744]',-,114.792,-,-
'[00:17:33.752]',-,111.042,-,-
'[00:17:33.760]',-,108.542,-,-
'[00:17:33.768]',-,107.917,-,-
'[00:17:33.776]',-,108.542,-,-
'[00:17:33.784]',-,110.208,-,-
'[00:17:33.792]',-,111.667,-,-
'[00:17:33.800]',-,113.333,-,-
'[00:17:33.808]',-,115.625,-,-
'[00:17:33.816]',-,116.458,-,-
'[00:17:33.824]',-,116.458,-,-
'[00:17:33.832]',-,115.625,-,-
'[00:17:33.840]',-,113.333,-,-
'[00:17:33.848]',-,110.208,-,-
'[00:17:33.856]',-,107.917,-,-
'[00:17:33.864]',-,107.917,-,-
'[00:17:33.872]',-,107.917,-,-
'[00:17:33.880]',-,108.542,-,-
'[00:17:33.888]',-,109.375,-,-
'[00:17:33.896]',-,110.208,-,-
'[00:17:33.904]',-,111.042,-,-
'[00:17:33.912]',-,111.667,-,-
'[00:17:33.920]',-,112.500,-,-
'[00:17:33.928]',-,112.500,-,-
'[00:17:33.936]',-,112.500,-,-
'[00:17:33.944]',-,111.667,-,-
'[00:17:33.952]',-,111.667,-,-
'[00:17:33.960]',-,110.208,-,-
'[00:17:33.968]',-,109.375,-,-
'[00:17:33.976]',-,107.917,-,-
'[00:17:33.984]',-,106.250,-,-
'[00:17:33.992]',-,103.958,-,-
'[00:17:34.000]',-,103.125,-,-
'[00:17:34.008]',-,105.417,-,-
'[00:17:34.016]',-,110.208,-,-
'[00:17:34.024]',-,114.792,-,-
'[00:17:34.032]',-,119.583,-,-
'[00:17:34.040]',-,123.542,-,-
'[00:17:34.048]',-,129.792,-,-
'[00:17:34.056]',-,138.333,-,-
'[00:17:34.064]',-,146.875,-,-
'[00:17:34.072]',-,153.125,-,-
'[00:17:34.080]',-,155.417,-,-
'[00:17:34.088]',-,155.417,-,-
'[00:17:34.096]',-,153.958,-,-
'[00:17:34.104]',-,154.792,-,-
'[00:17:34.112]',-,156.250,-,-
'[00:17:34.120]',-,158.542,-,-
'[00:17:34.128]',-,161.667,-,-
'[00:17:34.136]',-,163.333,-,-
'[00:17:34.144]',-,164.792,-,-
'[00:17:34.152]',-,165.625,-,-
'[00:17:34.160]',-,164.792,-,-
'[00:17:34.168]',-,163.333,-,-
'[00:17:34.176]',-,161.042,-,-
'[00:17:34.184]',-,159.375,-,-
'[00:17:34.192]',-,157.083,-,-
'[00:17:34.200]',-,155.417,-,-
'[00:17:34.208]',-,154.792,-,-
'[00:17:34.216]',-,153.958,-,-
'[00:17:34.224]',-,152.292,-,-
'[00:17:34.232]',-,148.542,-,-
'[00:17:34.240]',-,142.917,-,-
'[00:17:34.248]',-,136.042,-,-
'[00:17:34.256]',-,129.792,-,-
'[00:17:34.264]',-,123.542,-,-
'[00:17:34.272]',-,117.917,-,-
'[00:17:34.280]',-,114.167,-,-
'[00:17:34.288]',-,111.042,-,-
'[00:17:34.296]',-,110.208,-,-
'[00:17:34.304]',-,112.500,-,-
'[00:17:34.312]',-,117.917,-,-
'[00:17:34.320]',-,125.000,-,-
'[00:17:34.328]',-,132.083,-,-
'[00:17:34.336]',-,138.333,-,-
'[00:17:34.344]',-,142.917,-,-
'[00:17:34.352]',-,142.917,-,-
'[00:17:34.360]',-,139.167,-,-
'[00:17:34.368]',-,133.542,-,-
'[00:17:34.376]',-,129.792,-,-
'[00:17:34.384]',-,126.667,-,-
'[00:17:34.392]',-,123.542,-,-
'[00:17:34.400]',-,119.583,-,-
'[00:17:34.408]',-,116.458,-,-
'[00:17:34.416]',-,115.625,-,-
'[00:17:34.424]',-,116.458,-,-
'[00:17:34.432]',-,117.292,-,-
'[00:17:34.440]',-,118.750,-,-
'[00:17:34.448]',-,121.042,-,-
'[00:17:34.456]',-,122.708,-,-
'[00:17:34.464]',-,123.542,-,-
'[00:17:34.472]',-,122.708,-,-
'[00:17:34.480]',-,119.583,-,-
'[00:17:34.488]',-,117.292,-,-
'[00:17:34.496]',-0.359,115.625,-,-
'[00:17:34.504]',-0.273,114.792,-,-
'[00:17:34.512]',-,113.333,-,-
'[00:17:34.520]',-,111.042,-,-
'[00:17:34.528]',-,108.542,-,-
'[00:17:34.536]',-,107.083,-,-
'[00:17:34.544]',-,107.083,-,-
'[00:17:34.552]',-,107.083,-,-
'[00:17:34.560]',-,106.250,-,-
'[00:17:34.568]',-,105.417,-,-
'[00:17:34.576]',-,104.792,-,-
'[00:17:34.584]',-,104.792,-,-
'[00:17:34.592]',-,104.792,-,-
'[00:17:34.600]',-,105.417,-,-
'[00:17:34.608]',-,106.250,-,-
'[00:17:34.616]',-,107.083,-,-
'[00:17:34.624]',-,108.542,-,-
'[00:17:34.632]',-,110.208,-,-
'[00:17:34.640]',-,111.667,-,-
'[00:17:34.648]',-,112.500,-,-
'[00:17:34.656]',-,112.500,-,-
'[00:17:34.664]',-,111.667,-,-
'[00:17:34.672]',-,110.208,-,-
'[00:17:34.680]',-,108.542,-,-
'[00:17:34.688]',-,107.917,-,-
'[00:17:34.696]',-,106.250,-,-
'[00:17:34.704]',-,105.417,-,-
'[00:17:34.712]',-,106.250,-,-
'[00:17:34.720]',-,108.542,-,-
'[00:17:34.728]',-,112.500,-,-
'[00:17:34.736]',-,118.750,-,-
'[00:17:34.744]',-,126.667,-,-
'[00:17:34.752]',-,134.375,-,-
'[00:17:34.760]',-,142.917,-,-
'[00:17:34.768]',-,150.833,-,-
'[00:17:34.776]',-,157.917,-,-
'[00:17:34.784]',-,164.167,-,-
'[00:17:34.792]',-,169.583,-,-
'[00:17:34.800]',-,173.542,-,-
'[00:17:34.808]',-,176.667,-,-
'[00:17:34.816]',-,177.292,-,-
'[00:17:34.824]',-,178.125,-,-
'[00:17:34.832]',-,178.125,-,-
'[00:17:34.840]',-,178.958,-,-
'[00:17:34.848]',-,179.792,-,-
'[00:17:34.856]',-,181.250,-,-
'[00:17:34.864]',-,182.917,-,-
'[00:17:34.872]',-,183.542,-,-
'[00:17:34.880]',-,183.542,-,-
'[00:17:34.888]',-,183.542,-,-
'[00:17:34.896]',-,183.542,-,-
'[00:17:34.904]',-,183.542,-,-
'[00:17:34.912]',-,182.917,-,-
'[00:17:34.920]',-,180.417,-,-
'[00:17:34.928]',-,175.833,-,-
'[00:17:34.936]',-,170.417,-,-
'[00:17:34.944]',-,163.333,-,-
'[00:17:34.952]',-,156.250,-,-
'[00:17:34.960]',-,150.833,-,-
'[00:17:34.968]',-,146.875,-,-
'[00:17:34.976]',-,144.583,-,-
'[00:17:34.984]',-,142.292,-,-
'[00:17:34.992]',-,140.625,-,-
'[00:17:35.000]',-,140.625,-,-
'[00:17:35.008]',-,142.292,-,-
'[00:17:35.016]',-,144.583,-,-
'[00:17:35.024]',-,145.417,-,-
'[00:17:35.032]',-,146.042,-,-
'[00:17:35.040]',-,145.417,-,-
'[00:17:35.048]',-,144.583,-,-
'[00:17:35.056]',-,142.917,-,-
'[00:17:35.064]',-,141.458,-,-
'[00:17:35.072]',-,139.792,-,-
'[00:17:35.080]',-,138.333,-,-
'[00:17:35.088]',-,136.667,-,-
'[00:17:35.096]',-,135.208,-,-
'[00:17:35.104]',-,132.917,-,-
'[00:17:35.112]',-,130.417,-,-
'[00:17:35.120]',-,128.958,-,-
'[00:17:35.128]',-,128.125,-,-
'[00:17:35.136]',-,127.292,-,-
'[00:17:35.144]',-,126.667,-,-
'[00:17:35.152]',-,125.833,-,-
'[00:17:35.160]',-,124.167,-,-
'[00:17:35.168]',-,123.542,-,-
'[00:17:35.176]',-,122.708,-,-
'[00:17:35.184]',-,121.875,-,-
'[00:17:35.192]',-0.453,121.875,-,-
'[00:17:35.200]',-0.352,121.042,-,-
'[00:17:35.208]',-,121.042,-,-
'[00:17:35.216]',-,120.417,-,-
'[00:17:35.224]',-,119.583,-,-
'[00:17:35.232]',-,119.583,-,-
'[00:17:35.240]',-,121.042,-,-
'[00:17:35.248]',-,123.542,-,-
'[00:17:35.256]',-,125.833,-,-
'[00:17:35.264]',-,127.292,-,-
'[00:17:35.272]',-,126.667,-,-
'[00:17:35.280]',-,124.167,-,-
'[00:17:35.288]',-,119.583,-,-
'[00:17:35.296]',-,114.792,-,-
'[00:17:35.304]',-,111.042,-,-
'[00:17:35.312]',-,107.917,-,-
'[00:17:35.320]',-,104.792,-,-
'[00:17:35.328]',-,103.125,-,-
'[00:17:35.336]',-,102.292,-,-
'[00:17:35.344]',-,103.125,-,-
'[00:17:35.352]',-,105.417,-,-
'[00:17:35.360]',-,107.083,-,-
'[00:17:35.368]',-,107.917,-,-
'[00:17:35.376]',-,108.542,-,-
'[00:17:35.384]',-,110.208,-,-
'[00:17:35.392]',-,113.333,-,-
'[00:17:35.400]',-,117.917,-,-
'[00:17:35.408]',-,122.708,-,-
'[00:17:35.416]',-,125.833,-,-
'[00:17:35.424]',-,128.958,-,-
'[00:17:35.432]',-,132.083,-,-
'[00:17:35.440]',-,136.667,-,-
'[00:17:35.448]',-,142.917,-,-
'[00:17:35.456]',-,150.000,-,-
'[00:17:35.464]',-,157.917,-,-
'[00:17:35.472]',-,164.792,-,-
'[00:17:35.480]',-,171.875,-,-
'[00:17:35.488]',-,178.125,-,-
'[00:17:35.496]',-,182.917,-,-
'[00:17:35.504]',-,184.375,-,-
'[00:17:35.512]',-,184.375,-,-
'[00:17:35.520]',-,184.375,-,-
'[00:17:35.528]',-,184.375,-,-
'[00:17:35.536]',-,184.375,-,-
'[00:17:35.544]',-,184.375,-,-
'[00:17:35.552]',-,184.375,-,-
'[00:17:35.560]',-,184.375,-,-
'[00:17:35.568]',-,182.083,-,-
'[00:17:35.576]',-,178.958,-,-
'[00:17:35.584]',-,176.667,-,-
'[00:17:35.592]',-,175.000,-,-
'[00:17:35.600]',-,173.542,-,-
'[00:17:35.608]',-,173.542,-,-
'[00:17:35.616]',-,173.542,-,-
'[00:17:35.624]',-,173.542,-,-
'[00:17:35.632]',-,173.542,-,-
'[00:17:35.640]',-,172.708,-,-
'[00:17:35.648]',-,171.875,-,-
'[00:17:35.656]',-,169.583,-,-
'[00:17:35.664]',-,167.292,-,-
'[00:17:35.672]',-,163.333,-,-
'[00:17:35.680]',-,158.542,-,-
'[00:17:35.688]',-,154.792,-,-
'[00:17:35.696]',-,151.667,-,-
'[00:17:35.704]',-,147.708,-,-
'[00:17:35.712]',-,144.583,-,-
'[00:17:35.720]',-,141.458,-,-
'[00:17:35.728]',-,139.167,-,-
'[00:17:35.736]',-,136.667,-,-
'[00:17:35.744]',-,134.375,-,-
'[00:17:35.752]',-,132.917,-,-
'[00:17:35.760]',-,132.083,-,-
'[00:17:35.768]',-,131.250,-,-
'[00:17:35.776]',-,132.083,-,-
'[00:17:35.784]',-,132.083,-,-
'[00:17:35.792]',-,130.417,-,-
'[00:17:35.800]',-,128.125,-,-
'[00:17:35.808]',-,125.000,-,-
'[00:17:35.816]',-,123.542,-,-
'[00:17:35.824]',-,124.167,-,-
'[00:17:35.832]',-,126.667,-,-
'[00:17:35.840]',-,128.958,-,-
'[00:17:35.848]',-,130.417,-,-
'[00:17:35.856]',-,131.250,-,-
'[00:17:35.864]',-,131.250,-,-
'[00:17:35.872]',-,131.250,-,-
'[00:17:35.880]',-,130.417,-,-
'[00:17:35.888]',-,129.792,-,-
'[00:17:35.896]',-0.398,128.958,-,-
'[00:17:35.904]',-,127.292,-,-
'[00:17:35.912]',-,125.833,-,-
'[00:17:35.920]',-,124.167,-,-
'[00:17:35.928]',-,121.875,-,-
'[00:17:35.936]',-,120.417,-,-
'[00:17:35.944]',-,118.750,-,-
'[00:17:35.952]',-,117.917,-,-
'[00:17:35.960]',-,117.917,-,-
'[00:17:35.968]',-,117.292,-,-
'[00:17:35.976]',-,116.458,-,-
'[00:17:35.984]',-,115.625,-,-
'[00:17:35.992]',-,114.792,-,-
'[00:17:36.000]',-,114.167,-,-
'[00:17:36.008]',-,114.167,-,-
'[00:17:36.016]',-,112.500,-,-
'[00:17:36.024]',-,111.667,-,-
'[00:17:36.032]',-,111.042,-,-
'[00:17:36.040]',-,109.375,-,-
'[00:17:36.048]',-,108.542,-,-
'[00:17:36.056]',-,108.542,-,-
'[00:17:36.064]',-,107.917,-,-
'[00:17:36.072]',-,107.917,-,-
'[00:17:36.080]',-,107.917,-,-
'[00:17:36.088]',-,108.542,-,-
'[00:17:36.096]',-,109.375,-,-
'[00:17:36.104]',-,111.042,-,-
'[00:17:36.112]',-,114.167,-,-
'[00:17:36.120]',-,117.917,-,-
'[00:17:36.128]',-,124.167,-,-
'[00:17:36.136]',-,132.917,-,-
'[00:17:36.144]',-,141.458,-,-
'[00:17:36.152]',-,150.833,-,-
'[00:17:36.160]',-,159.375,-,-
'[00:17:36.168]',-,166.458,-,-
'[00:17:36.176]',-,172.708,-,-
'[00:17:36.184]',-,178.125,-,-
'[00:17:36.192]',-,182.083,-,-
'[00:17:36.200]',-,184.375,-,-
'[00:17:36.208]',-,184.375,-,-
'[00:17:36.216]',-,184.375,-,-
'[00:17:36.224]',-,184.375,-,-
'[00:17:36.232]',-,184.375,-,-
'[00:17:36.240]',-,182.917,-,-
'[00:17:36.248]',-,181.250,-,-
'[00:17:36.256]',-,180.417,-,-
'[00:17:36.264]',-,178.958,-,-
'[00:17:36.272]',-,177.292,-,-
'[00:17:36.280]',-,175.833,-,-
'[00:17:36.288]',-,174.167,-,-
'[00:17:36.296]',-,172.708,-,-
'[00:17:36.304]',-,170.417,-,-
'[00:17:36.312]',-,168.750,-,-
'[00:17:36.320]',-,167.917,-,-
'[00:17:36.328]',-,166.458,-,-
'[00:17:36.336]',-,164.792,-,-
'[00:17:36.344]',-,163.333,-,-
'[00:17:36.352]',-,161.042,-,-
'[00:17:36.360]',-,157.083,-,-
'[00:17:36.368]',-,152.292,-,-
'[00:17:36.376]',-,146.875,-,-
'[00:17:36.384]',-,142.292,-,-
'[00:17:36.392]',-,139.167,-,-
'[00:17:36.400]',-,136.042,-,-
'[00:17:36.408]',-,135.208,-,-
'[00:17:36.416]',-,134.375,-,-
'[00:17:36.424]',-,136.042,-,-
'[00:17:36.432]',-,139.167,-,-
'[00:17:36.440]',-,142.292,-,-
'[00:17:36.448]',-,145.417,-,-
'[00:17:36.456]',-,146.875,-,-
'[00:17:36.464]',-,148.542,-,-
'[00:17:36.472]',-,145.417,-,-
'[00:17:36.480]',-,134.375,-,-
'[00:17:36.488]',-,114.167,-,-
'[00:17:36.496]',-,92.917,-,-
'[00:17:36.504]',-,78.958,-,-
'[00:17:36.512]',-,73.542,-,-
'[00:17:36.520]',-,72.708,-,-
'[00:17:36.528]',-,73.542,-,-
'[00:17:36.536]',-,73.542,-,-
'[00:17:36.544]',-,74.167,-,-
'[00:17:36.552]',-,75.000,-,-
'[00:17:36.560]',-,75.000,-,-
'[00:17:36.568]',-,75.000,-,-
'[00:17:36.576]',-0.469,75.000,-,-
'[00:17:36.584]',-0.039,75.000,-,-
'[00:17:36.592]',0.211,75.000,-,-
'[00:17:36.600]',-0.398,75.000,-,-
'[00:17:36.608]',-,75.000,-,-
'[00:17:36.616]',-,75.000,-,-
'[00:17:36.624]',-,75.000,-,-
'[00:17:36.632]',-,74.167,-,-
'[00:17:36.640]',-,73.542,-,-
'[00:17:36.648]',-,72.708,-,-
'[00:17:36.656]',-,71.042,-,-
'[00:17:36.664]',-,70.417,-,-
'[00:17:36.672]',-,68.750,-,-
'[00:17:36.680]',-,67.292,-,-
'[00:17:36.688]',-,66.458,-,-
'[00:17:36.696]',-,65.625,-,-
'[00:17:36.704]',-,64.167,-,-
'[00:17:36.712]',-,63.333,-,-
'[00:17:36.720]',-,62.500,-,-
'[00:17:36.728]',-,61.667,-,-
'[00:17:36.736]',-,61.042,-,-
'[00:17:36.744]',-,60.208,-,-
'[00:17:36.752]',-,58.542,-,-
'[00:17:36.760]',-,57.917,-,-
'[00:17:36.768]',-,56.250,-,-
'[00:17:36.776]',-,54.792,-,-
'[00:17:36.784]',-,53.125,-,-
'[00:17:36.792]',-,51.667,-,-
'[00:17:36.800]',-,50.000,-,-
'[00:17:36.808]',-,48.542,-,-
'[00:17:36.816]',-,46.875,-,-
'[00:17:36.824]',-,45.417,-,-
'[00:17:36.832]',-0.359,43.750,-,-
'[00:17:36.840]',-,42.292,-,-
'[00:17:36.848]',-,41.458,-,-
'[00:17:36.856]',-,40.625,-,-
'[00:17:36.864]',-,39.167,-,-
'[00:17:36.872]',-,38.333,-,-
'[00:17:36.880]',-,36.667,-,-
'[00:17:36.888]',-,36.042,-,-
'[00:17:36.896]',-,34.375,-,-
'[00:17:36.904]',-,33.542,-,-
'[00:17:36.912]',-,32.917,-,-
'[00:17:36.920]',-,32.083,-,-
'[00:17:36.928]',-,31.250,-,-
'[00:17:36.936]',-,30.417,-,-
