'Time','II','PLETH','I','ABP','III'
'[05:37:54.328]',-0.244,0.537,-,67.500,-
'[05:37:54.336]',-0.236,0.576,-,67.500,-
'[05:37:54.344]',-0.228,0.616,-,68.125,-
'[05:37:54.352]',-0.213,0.651,-,68.125,-
'[05:37:54.360]',-0.189,0.675,-,68.750,-
'[05:37:54.368]',-0.189,0.694,-,68.750,-
'[05:37:54.376]',-0.173,0.706,-,69.375,-
'[05:37:54.384]',-0.165,0.718,-,69.375,-
'[05:37:54.392]',-0.150,0.718,-,69.375,-
'[05:37:54.400]',-0.142,0.718,-,69.375,-
'[05:37:54.408]',-0.134,0.706,-,69.375,-
'[05:37:54.416]',-0.118,0.690,-,69.375,-
'[05:37:54.424]',-0.102,0.671,-,69.375,-
'[05:37:54.432]',-0.079,0.647,-,68.750,-
'[05:37:54.440]',-0.055,0.620,-,68.750,-
'[05:37:54.448]',-0.031,0.592,-,68.125,-
'[05:37:54.456]',-0.008,0.565,-,68.125,-
'[05:37:54.464]',0.008,0.537,-,67.500,-
'[05:37:54.472]',0.024,0.510,-,66.250,-
'[05:37:54.480]',0.024,0.478,-,65.625,-
'[05:37:54.488]',0.016,0.447,-,65.625,-
'[05:37:54.496]',0.000,0.420,-,65.000,-
'[05:37:54.504]',-0.008,0.392,-,65.000,-
'[05:37:54.512]',-0.024,0.369,-,65.625,-
'[05:37:54.520]',-0.031,0.349,-,68.125,-
'[05:37:54.528]',-0.031,0.333,-,70.625,-
'[05:37:54.536]',-0.039,0.322,-,74.375,-
'[05:37:54.544]',-0.031,0.314,-,77.500,-
'[05:37:54.552]',-0.047,0.310,-,80.000,-
'[05:37:54.560]',-0.039,0.306,-,83.125,-
'[05:37:54.568]',-0.039,0.310,-,86.250,-
'[05:37:54.576]',-0.047,0.314,-,88.125,-
'[05:37:54.584]',-0.039,0.318,-,91.250,-
'[05:37:54.592]',-0.031,0.329,-,94.375,-
'[05:37:54.600]',-0.039,0.337,-,96.875,-
'[05:37:54.608]',-0.031,0.345,-,99.375,-
'[05:37:54.616]',-0.031,0.357,-,100.625,-
'[05:37:54.624]',-0.031,0.369,-,101.875,-
'[05:37:54.632]',-0.039,0.376,-,102.500,-
'[05:37:54.640]',-0.039,0.384,-,101.875,-
'[05:37:54.648]',-0.031,0.388,-,100.625,-
'[05:37:54.656]',-0.016,0.396,-,99.375,-
'[05:37:54.664]',0.000,0.396,-,97.500,-
'[05:37:54.672]',0.016,0.400,-,95.625,-
'[05:37:54.680]',0.047,0.400,-,93.125,-
'[05:37:54.688]',0.063,0.400,-,90.625,-
'[05:37:54.696]',0.079,0.396,-,87.500,-
'[05:37:54.704]',0.079,0.396,-,85.000,-
'[05:37:54.712]',0.024,0.392,-,81.875,-
'[05:37:54.720]',-0.031,0.384,-,80.000,-
'[05:37:54.728]',-0.047,0.380,-,78.125,-
'[05:37:54.736]',-0.055,0.376,-,75.625,-
'[05:37:54.744]',-0.063,0.369,-,74.375,-
'[05:37:54.752]',-0.063,0.361,-,72.500,-
'[05:37:54.760]',-0.102,0.357,-,71.250,-
'[05:37:54.768]',-0.197,0.353,-,70.625,-
'[05:37:54.776]',0.134,0.349,-,69.375,-
'[05:37:54.784]',0.961,0.353,-,68.750,-
'[05:37:54.792]',1.307,0.361,-,68.750,-
'[05:37:54.800]',0.559,0.376,-,68.125,-
'[05:37:54.808]',-0.008,0.400,-,68.125,-
'[05:37:54.816]',-0.283,0.431,-,68.125,-
'[05:37:54.824]',-0.331,0.467,-,68.125,-
'[05:37:54.832]',-0.260,0.510,-,68.125,-
'[05:37:54.840]',-0.244,0.553,-,68.125,-
'[05:37:54.848]',-0.236,0.600,-,68.125,-
'[05:37:54.856]',-0.220,0.635,-,68.750,-
'[05:37:54.864]',-0.213,0.667,-,68.750,-
'[05:37:54.872]',-0.197,0.698,-,69.375,-
'[05:37:54.880]',-0.189,0.725,-,69.375,-
'[05:37:54.888]',-0.173,0.745,-,69.375,-
'[05:37:54.896]',-0.165,0.761,-,70.625,-
'[05:37:54.904]',-0.150,0.765,-,70.625,-
'[05:37:54.912]',-0.142,0.765,-,70.625,-
'[05:37:54.920]',-0.134,0.753,-,70.625,-
'[05:37:54.928]',-0.118,0.737,-,70.625,-
'[05:37:54.936]',-0.094,0.718,-,69.375,-
'[05:37:54.944]',-0.079,0.694,-,69.375,-
'[05:37:54.952]',-0.063,0.667,-,68.750,-
'[05:37:54.960]',-0.039,0.639,-,68.750,-
'[05:37:54.968]',-0.008,0.612,-,68.125,-
'[05:37:54.976]',0.000,0.580,-,68.125,-
'[05:37:54.984]',0.024,0.545,-,67.500,-
'[05:37:54.992]',0.024,0.514,-,66.250,-
'[05:37:55.000]',0.039,0.478,-,65.625,-
'[05:37:55.008]',0.024,0.447,-,65.625,-
'[05:37:55.016]',0.016,0.416,-,65.000,-
'[05:37:55.024]',0.000,0.388,-,65.000,-
'[05:37:55.032]',-0.016,0.365,-,65.000,-
'[05:37:55.040]',-0.024,0.345,-,66.250,-
'[05:37:55.048]',-0.031,0.329,-,68.750,-
'[05:37:55.056]',-0.039,0.318,-,71.875,-
'[05:37:55.064]',-0.047,0.314,-,75.000,-
'[05:37:55.072]',-0.047,0.310,-,77.500,-
'[05:37:55.080]',-0.047,0.306,-,80.625,-
'[05:37:55.088]',-0.039,0.310,-,83.125,-
'[05:37:55.096]',-0.039,0.314,-,85.000,-
'[05:37:55.104]',-0.039,0.322,-,88.125,-
'[05:37:55.112]',-0.039,0.329,-,91.250,-
'[05:37:55.120]',-0.039,0.341,-,93.750,-
'[05:37:55.128]',-0.047,0.349,-,96.250,-
'[05:37:55.136]',-0.039,0.357,-,97.500,-
'[05:37:55.144]',-0.047,0.369,-,98.750,-
'[05:37:55.152]',-0.039,0.376,-,99.375,-
'[05:37:55.160]',-0.047,0.380,-,99.375,-
'[05:37:55.168]',-0.047,0.384,-,98.750,-
'[05:37:55.176]',-0.031,0.388,-,96.875,-
'[05:37:55.184]',-0.008,0.392,-,95.625,-
'[05:37:55.192]',0.008,0.392,-,93.750,-
'[05:37:55.200]',0.039,0.392,-,91.250,-
'[05:37:55.208]',0.063,0.388,-,89.375,-
'[05:37:55.216]',0.071,0.384,-,86.250,-
'[05:37:55.224]',0.079,0.380,-,83.750,-
'[05:37:55.232]',0.063,0.373,-,81.250,-
'[05:37:55.240]',0.008,0.369,-,78.750,-
'[05:37:55.248]',-0.047,0.361,-,76.875,-
'[05:37:55.256]',-0.063,0.357,-,75.000,-
'[05:37:55.264]',-0.071,0.349,-,73.750,-
'[05:37:55.272]',-0.071,0.341,-,71.875,-
'[05:37:55.280]',-0.071,0.333,-,70.625,-
'[05:37:55.288]',-0.134,0.325,-,69.375,-
'[05:37:55.296]',-0.197,0.318,-,68.750,-
'[05:37:55.304]',0.291,0.318,-,68.125,-
'[05:37:55.312]',1.126,0.322,-,67.500,-
'[05:37:55.320]',1.307,0.333,-,67.500,-
'[05:37:55.328]',0.346,0.353,-,67.500,-
'[05:37:55.336]',-0.110,0.376,-,67.500,-
'[05:37:55.344]',-0.323,0.408,-,67.500,-
'[05:37:55.352]',-0.339,0.439,-,67.500,-
'[05:37:55.360]',-0.244,0.475,-,67.500,-
'[05:37:55.368]',-0.236,0.510,-,68.125,-
'[05:37:55.376]',-0.228,0.549,-,68.125,-
'[05:37:55.384]',-0.213,0.588,-,68.750,-
'[05:37:55.392]',-0.213,0.624,-,68.750,-
'[05:37:55.400]',-0.189,0.651,-,68.750,-
'[05:37:55.408]',-0.189,0.675,-,69.375,-
'[05:37:55.416]',-0.173,0.690,-,69.375,-
'[05:37:55.424]',-0.157,0.698,-,69.375,-
'[05:37:55.432]',-0.142,0.698,-,69.375,-
'[05:37:55.440]',-0.134,0.694,-,69.375,-
'[05:37:55.448]',-0.118,0.678,-,69.375,-
'[05:37:55.456]',-0.110,0.667,-,69.375,-
'[05:37:55.464]',-0.094,0.647,-,68.750,-
'[05:37:55.472]',-0.071,0.624,-,68.750,-
'[05:37:55.480]',-0.047,0.596,-,68.125,-
'[05:37:55.488]',-0.024,0.565,-,68.125,-
'[05:37:55.496]',0.000,0.533,-,67.500,-
'[05:37:55.504]',0.016,0.498,-,67.500,-
'[05:37:55.512]',0.024,0.467,-,66.250,-
'[05:37:55.520]',0.039,0.435,-,65.625,-
'[05:37:55.528]',0.039,0.404,-,65.000,-
'[05:37:55.536]',0.024,0.373,-,65.000,-
'[05:37:55.544]',0.008,0.345,-,64.375,-
'[05:37:55.552]',-0.008,0.325,-,64.375,-
'[05:37:55.560]',-0.024,0.310,-,64.375,-
'[05:37:55.568]',-0.031,0.294,-,65.000,-
'[05:37:55.576]',-0.039,0.282,-,67.500,-
'[05:37:55.584]',-0.047,0.275,-,70.625,-
'[05:37:55.592]',-0.047,0.271,-,73.750,-
'[05:37:55.600]',-0.047,0.267,-,75.625,-
'[05:37:55.608]',-0.047,0.271,-,78.125,-
'[05:37:55.616]',-0.047,0.275,-,80.625,-
'[05:37:55.624]',-0.047,0.282,-,83.125,-
'[05:37:55.632]',-0.047,0.290,-,86.250,-
'[05:37:55.640]',-0.047,0.302,-,88.125,-
'[05:37:55.648]',-0.047,0.310,-,90.625,-
'[05:37:55.656]',-0.047,0.318,-,93.125,-
'[05:37:55.664]',-0.047,0.325,-,94.375,-
'[05:37:55.672]',-0.047,0.337,-,96.250,-
'[05:37:55.680]',-0.047,0.345,-,96.250,-
'[05:37:55.688]',-0.047,0.349,-,96.250,-
'[05:37:55.696]',-0.047,0.353,-,96.250,-
'[05:37:55.704]',-0.031,0.357,-,94.375,-
'[05:37:55.712]',-0.016,0.357,-,93.125,-
'[05:37:55.720]',-0.008,0.357,-,91.250,-
'[05:37:55.728]',0.024,0.357,-,89.375,-
'[05:37:55.736]',0.047,0.353,-,86.875,-
'[05:37:55.744]',0.063,0.349,-,83.750,-
'[05:37:55.752]',0.071,0.345,-,81.250,-
'[05:37:55.760]',0.039,0.341,-,78.750,-
'[05:37:55.768]',-0.016,0.337,-,76.875,-
'[05:37:55.776]',-0.055,0.329,-,75.000,-
'[05:37:55.784]',-0.063,0.322,-,73.750,-
'[05:37:55.792]',-0.071,0.318,-,71.875,-
'[05:37:55.800]',-0.071,0.306,-,70.625,-
'[05:37:55.808]',-0.087,0.302,-,68.750,-
'[05:37:55.816]',-0.173,0.294,-,68.125,-
'[05:37:55.824]',-0.213,0.290,-,67.500,-
'[05:37:55.832]',0.496,0.290,-,66.250,-
'[05:37:55.840]',1.283,0.294,-,65.625,-
'[05:37:55.848]',1.291,0.306,-,65.625,-
'[05:37:55.856]',0.189,0.318,-,65.625,-
'[05:37:55.864]',-0.181,0.337,-,65.625,-
'[05:37:55.872]',-0.339,0.365,-,65.625,-
'[05:37:55.880]',-0.299,0.396,-,65.625,-
'[05:37:55.888]',-0.252,0.431,-,65.625,-
'[05:37:55.896]',-0.236,0.471,-,66.250,-
'[05:37:55.904]',-0.228,0.510,-,66.250,-
'[05:37:55.912]',-0.213,0.549,-,66.250,-
'[05:37:55.920]',-0.197,0.580,-,67.500,-
'[05:37:55.928]',-0.189,0.612,-,67.500,-
'[05:37:55.936]',-0.173,0.631,-,68.125,-
'[05:37:55.944]',-0.165,0.647,-,68.125,-
'[05:37:55.952]',-0.157,0.655,-,68.125,-
'[05:37:55.960]',-0.142,0.659,-,68.125,-
'[05:37:55.968]',-0.126,0.655,-,68.125,-
'[05:37:55.976]',-0.118,0.647,-,68.125,-
'[05:37:55.984]',-0.102,0.631,-,68.125,-
'[05:37:55.992]',-0.087,0.612,-,68.125,-
'[05:37:56.000]',-0.063,0.588,-,67.500,-
'[05:37:56.008]',-0.047,0.561,-,67.500,-
'[05:37:56.016]',-0.016,0.529,-,66.250,-
'[05:37:56.024]',0.008,0.498,-,66.250,-
'[05:37:56.032]',0.024,0.467,-,65.625,-
'[05:37:56.040]',0.031,0.435,-,65.625,-
'[05:37:56.048]',0.039,0.404,-,65.000,-
'[05:37:56.056]',0.039,0.380,-,64.375,-
'[05:37:56.064]',0.024,0.357,-,63.125,-
'[05:37:56.072]',0.008,0.333,-,63.125,-
'[05:37:56.080]',-0.016,0.310,-,63.125,-
'[05:37:56.088]',-0.024,0.294,-,63.125,-
'[05:37:56.096]',-0.031,0.275,-,65.000,-
'[05:37:56.104]',-0.039,0.263,-,67.500,-
'[05:37:56.112]',-0.047,0.255,-,70.625,-
'[05:37:56.120]',-0.047,0.251,-,73.750,-
'[05:37:56.128]',-0.047,0.251,-,75.625,-
'[05:37:56.136]',-0.047,0.255,-,78.125,-
'[05:37:56.144]',-0.047,0.259,-,81.250,-
'[05:37:56.152]',-0.047,0.267,-,83.750,-
'[05:37:56.160]',-0.047,0.275,-,86.250,-
'[05:37:56.168]',-0.047,0.286,-,89.375,-
'[05:37:56.176]',-0.047,0.294,-,91.250,-
'[05:37:56.184]',-0.047,0.306,-,93.750,-
'[05:37:56.192]',-0.063,0.314,-,95.625,-
'[05:37:56.200]',-0.063,0.322,-,96.250,-
'[05:37:56.208]',-0.063,0.329,-,96.875,-
'[05:37:56.216]',-0.063,0.337,-,96.250,-
'[05:37:56.224]',-0.055,0.341,-,96.250,-
'[05:37:56.232]',-0.031,0.345,-,94.375,-
'[05:37:56.240]',-0.016,0.349,-,93.125,-
'[05:37:56.248]',0.000,0.349,-,90.625,-
'[05:37:56.256]',0.024,0.349,-,88.125,-
'[05:37:56.264]',0.047,0.345,-,86.250,-
'[05:37:56.272]',0.063,0.345,-,83.750,-
'[05:37:56.280]',0.071,0.341,-,81.250,-
'[05:37:56.288]',0.031,0.337,-,78.750,-
'[05:37:56.296]',-0.031,0.329,-,76.875,-
'[05:37:56.304]',-0.071,0.325,-,74.375,-
'[05:37:56.312]',-0.071,0.318,-,72.500,-
'[05:37:56.320]',-0.079,0.310,-,71.250,-
'[05:37:56.328]',-0.087,0.302,-,69.375,-
'[05:37:56.336]',-0.102,0.294,-,68.125,-
'[05:37:56.344]',-0.189,0.286,-,67.500,-
'[05:37:56.352]',-0.213,0.282,-,66.250,-
'[05:37:56.360]',0.559,0.286,-,65.625,-
'[05:37:56.368]',1.299,0.290,-,65.625,-
'[05:37:56.376]',0.929,0.302,-,65.000,-
'[05:37:56.384]',0.173,0.318,-,65.000,-
'[05:37:56.392]',-0.197,0.341,-,65.000,-
'[05:37:56.400]',-0.354,0.373,-,65.000,-
'[05:37:56.408]',-0.299,0.408,-,65.000,-
'[05:37:56.416]',-0.252,0.447,-,65.625,-
'[05:37:56.424]',-0.244,0.486,-,65.625,-
'[05:37:56.432]',-0.228,0.525,-,66.250,-
'[05:37:56.440]',-0.213,0.561,-,66.250,-
'[05:37:56.448]',-0.205,0.592,-,67.500,-
'[05:37:56.456]',-0.189,0.616,-,67.500,-
'[05:37:56.464]',-0.189,0.631,-,67.500,-
'[05:37:56.472]',-0.173,0.647,-,68.125,-
'[05:37:56.480]',-0.165,0.655,-,68.125,-
'[05:37:56.488]',-0.150,0.655,-,68.125,-
'[05:37:56.496]',-0.134,0.651,-,68.125,-
'[05:37:56.504]',-0.118,0.639,-,68.125,-
'[05:37:56.512]',-0.110,0.624,-,68.125,-
'[05:37:56.520]',-0.094,0.604,-,67.500,-
'[05:37:56.528]',-0.071,0.576,-,67.500,-
'[05:37:56.536]',-0.047,0.549,-,67.500,-
'[05:37:56.544]',-0.024,0.522,-,66.250,-
'[05:37:56.552]',0.000,0.494,-,65.625,-
'[05:37:56.560]',0.016,0.467,-,65.625,-
'[05:37:56.568]',0.024,0.439,-,65.000,-
'[05:37:56.576]',0.031,0.408,-,64.375,-
'[05:37:56.584]',0.039,0.380,-,64.375,-
'[05:37:56.592]',0.024,0.353,-,63.125,-
'[05:37:56.600]',0.008,0.325,-,62.500,-
'[05:37:56.608]',-0.008,0.306,-,63.125,-
'[05:37:56.616]',-0.016,0.286,-,64.375,-
'[05:37:56.624]',-0.031,0.271,-,65.625,-
'[05:37:56.632]',-0.031,0.259,-,68.750,-
'[05:37:56.640]',-0.047,0.251,-,71.875,-
'[05:37:56.648]',-0.047,0.243,-,75.000,-
'[05:37:56.656]',-0.047,0.243,-,78.125,-
'[05:37:56.664]',-0.047,0.247,-,80.625,-
'[05:37:56.672]',-0.047,0.251,-,83.125,-
'[05:37:56.680]',-0.055,0.259,-,86.250,-
'[05:37:56.688]',-0.047,0.267,-,89.375,-
'[05:37:56.696]',-0.047,0.278,-,91.250,-
'[05:37:56.704]',-0.047,0.286,-,93.750,-
'[05:37:56.712]',-0.047,0.298,-,96.250,-
'[05:37:56.720]',-0.047,0.306,-,97.500,-
'[05:37:56.728]',-0.055,0.314,-,98.750,-
'[05:37:56.736]',-0.047,0.322,-,99.375,-
'[05:37:56.744]',-0.063,0.329,-,98.750,-
'[05:37:56.752]',-0.047,0.333,-,97.500,-
'[05:37:56.760]',-0.039,0.337,-,96.250,-
'[05:37:56.768]',-0.024,0.337,-,94.375,-
'[05:37:56.776]',-0.008,0.341,-,92.500,-
'[05:37:56.784]',0.024,0.341,-,90.000,-
'[05:37:56.792]',0.047,0.341,-,87.500,-
'[05:37:56.800]',0.063,0.337,-,85.000,-
'[05:37:56.808]',0.071,0.333,-,81.875,-
'[05:37:56.816]',0.031,0.329,-,80.000,-
'[05:37:56.824]',-0.031,0.322,-,77.500,-
'[05:37:56.832]',-0.063,0.314,-,75.625,-
'[05:37:56.840]',-0.071,0.310,-,73.750,-
'[05:37:56.848]',-0.071,0.302,-,71.875,-
'[05:37:56.856]',-0.071,0.294,-,70.625,-
'[05:37:56.864]',-0.087,0.290,-,69.375,-
'[05:37:56.872]',-0.173,0.286,-,68.750,-
'[05:37:56.880]',-0.213,0.282,-,68.125,-
'[05:37:56.888]',0.465,0.286,-,67.500,-
'[05:37:56.896]',1.268,0.290,-,66.250,-
'[05:37:56.904]',1.283,0.306,-,66.250,-
'[05:37:56.912]',0.220,0.325,-,66.250,-
'[05:37:56.920]',-0.181,0.349,-,66.250,-
'[05:37:56.928]',-0.362,0.380,-,66.250,-
'[05:37:56.936]',-0.315,0.416,-,66.250,-
'[05:37:56.944]',-0.260,0.455,-,67.500,-
'[05:37:56.952]',-0.244,0.490,-,67.500,-
'[05:37:56.960]',-0.236,0.518,-,68.125,-
'[05:37:56.968]',-0.228,0.549,-,68.125,-
'[05:37:56.976]',-0.213,0.580,-,68.750,-
'[05:37:56.984]',-0.197,0.604,-,68.750,-
'[05:37:56.992]',-0.189,0.624,-,68.750,-
'[05:37:57.000]',-0.173,0.639,-,69.375,-
'[05:37:57.008]',-0.165,0.643,-,69.375,-
'[05:37:57.016]',-0.157,0.643,-,69.375,-
'[05:37:57.024]',-0.142,0.639,-,69.375,-
'[05:37:57.032]',-0.134,0.627,-,69.375,-
'[05:37:57.040]',-0.118,0.608,-,69.375,-
'[05:37:57.048]',-0.102,0.588,-,68.750,-
'[05:37:57.056]',-0.087,0.569,-,68.750,-
'[05:37:57.064]',-0.071,0.545,-,68.125,-
'[05:37:57.072]',-0.047,0.522,-,68.125,-
'[05:37:57.080]',-0.024,0.490,-,67.500,-
'[05:37:57.088]',-0.008,0.463,-,67.500,-
'[05:37:57.096]',0.008,0.431,-,66.250,-
'[05:37:57.104]',0.024,0.404,-,65.625,-
'[05:37:57.112]',0.024,0.376,-,65.000,-
'[05:37:57.120]',0.024,0.353,-,64.375,-
'[05:37:57.128]',0.000,0.329,-,64.375,-
'[05:37:57.136]',-0.016,0.310,-,64.375,-
'[05:37:57.144]',-0.024,0.290,-,65.625,-
'[05:37:57.152]',-0.031,0.278,-,68.125,-
'[05:37:57.160]',-0.047,0.271,-,71.250,-
'[05:37:57.168]',-0.047,0.267,-,74.375,-
'[05:37:57.176]',-0.047,0.263,-,77.500,-
'[05:37:57.184]',-0.047,0.263,-,80.625,-
'[05:37:57.192]',-0.047,0.263,-,83.125,-
'[05:37:57.200]',-0.047,0.267,-,86.250,-
'[05:37:57.208]',-0.047,0.275,-,89.375,-
'[05:37:57.216]',-0.047,0.282,-,92.500,-
'[05:37:57.224]',-0.047,0.294,-,94.375,-
'[05:37:57.232]',-0.047,0.302,-,97.500,-
'[05:37:57.240]',-0.039,0.314,-,99.375,-
'[05:37:57.248]',-0.047,0.322,-,100.625,-
'[05:37:57.256]',-0.047,0.325,-,101.875,-
'[05:37:57.264]',-0.047,0.333,-,101.875,-
'[05:37:57.272]',-0.047,0.337,-,101.875,-
'[05:37:57.280]',-0.047,0.341,-,100.000,-
'[05:37:57.288]',-0.039,0.345,-,99.375,-
'[05:37:57.296]',-0.024,0.345,-,96.875,-
'[05:37:57.304]',-0.008,0.345,-,94.375,-
'[05:37:57.312]',0.016,0.345,-,92.500,-
'[05:37:57.320]',0.055,0.345,-,90.000,-
'[05:37:57.328]',0.063,0.341,-,86.875,-
'[05:37:57.336]',0.071,0.337,-,84.375,-
'[05:37:57.344]',0.055,0.333,-,81.250,-
'[05:37:57.352]',0.008,0.325,-,78.750,-
'[05:37:57.360]',-0.047,0.322,-,76.875,-
'[05:37:57.368]',-0.063,0.318,-,75.000,-
'[05:37:57.376]',-0.071,0.310,-,73.750,-
'[05:37:57.384]',-0.063,0.302,-,71.875,-
'[05:37:57.392]',-0.071,0.298,-,70.625,-
'[05:37:57.400]',-0.110,0.290,-,69.375,-
'[05:37:57.408]',-0.213,0.290,-,68.750,-
'[05:37:57.416]',0.157,0.294,-,68.125,-
'[05:37:57.424]',1.000,0.302,-,68.125,-
'[05:37:57.432]',1.323,0.318,-,67.500,-
'[05:37:57.440]',0.520,0.341,-,67.500,-
'[05:37:57.448]',-0.016,0.369,-,67.500,-
'[05:37:57.456]',-0.299,0.396,-,67.500,-
'[05:37:57.464]',-0.339,0.427,-,67.500,-
'[05:37:57.472]',-0.252,0.467,-,67.500,-
'[05:37:57.480]',-0.244,0.506,-,68.125,-
'[05:37:57.488]',-0.236,0.545,-,68.125,-
'[05:37:57.496]',-0.228,0.576,-,68.750,-
'[05:37:57.504]',-0.213,0.608,-,68.750,-
'[05:37:57.512]',-0.197,0.631,-,69.375,-
'[05:37:57.520]',-0.189,0.651,-,69.375,-
'[05:37:57.528]',-0.189,0.659,-,69.375,-
'[05:37:57.536]',-0.165,0.663,-,69.375,-
'[05:37:57.544]',-0.165,0.659,-,69.375,-
'[05:37:57.552]',-0.150,0.651,-,69.375,-
'[05:37:57.560]',-0.142,0.639,-,69.375,-
'[05:37:57.568]',-0.134,0.624,-,69.375,-
'[05:37:57.576]',-0.118,0.604,-,68.750,-
'[05:37:57.584]',-0.102,0.580,-,68.750,-
'[05:37:57.592]',-0.079,0.553,-,68.125,-
'[05:37:57.600]',-0.055,0.525,-,68.125,-
'[05:37:57.608]',-0.031,0.494,-,67.500,-
'[05:37:57.616]',-0.008,0.467,-,67.500,-
'[05:37:57.624]',0.000,0.435,-,66.250,-
'[05:37:57.632]',0.024,0.408,-,65.625,-
'[05:37:57.640]',0.024,0.380,-,65.000,-
'[05:37:57.648]',0.024,0.357,-,64.375,-
'[05:37:57.656]',0.016,0.341,-,64.375,-
'[05:37:57.664]',0.000,0.322,-,64.375,-
'[05:37:57.672]',-0.016,0.306,-,65.000,-
'[05:37:57.680]',-0.016,0.290,-,66.250,-
'[05:37:57.688]',-0.031,0.282,-,69.375,-
'[05:37:57.696]',-0.031,0.275,-,73.750,-
'[05:37:57.704]',-0.039,0.271,-,76.875,-
'[05:37:57.712]',-0.047,0.271,-,80.000,-
'[05:37:57.720]',-0.039,0.275,-,81.875,-
'[05:37:57.728]',-0.047,0.278,-,85.000,-
'[05:37:57.736]',-0.047,0.286,-,87.500,-
'[05:37:57.744]',-0.047,0.294,-,90.625,-
'[05:37:57.752]',-0.039,0.302,-,93.750,-
'[05:37:57.760]',-0.031,0.310,-,96.875,-
'[05:37:57.768]',-0.031,0.318,-,99.375,-
'[05:37:57.776]',-0.039,0.325,-,100.625,-
'[05:37:57.784]',-0.039,0.333,-,101.875,-
'[05:37:57.792]',-0.047,0.337,-,101.875,-
'[05:37:57.800]',-0.047,0.341,-,101.875,-
'[05:37:57.808]',-0.039,0.345,-,100.000,-
'[05:37:57.816]',-0.047,0.349,-,98.750,-
'[05:37:57.824]',-0.031,0.349,-,96.875,-
'[05:37:57.832]',-0.016,0.349,-,94.375,-
'[05:37:57.840]',0.000,0.349,-,92.500,-
'[05:37:57.848]',0.024,0.345,-,89.375,-
'[05:37:57.856]',0.055,0.345,-,86.875,-
'[05:37:57.864]',0.071,0.341,-,83.750,-
'[05:37:57.872]',0.079,0.333,-,81.250,-
'[05:37:57.880]',0.071,0.329,-,78.125,-
'[05:37:57.888]',0.008,0.325,-,75.625,-
'[05:37:57.896]',-0.031,0.318,-,74.375,-
'[05:37:57.904]',-0.047,0.310,-,71.875,-
'[05:37:57.912]',-0.055,0.302,-,70.625,-
'[05:37:57.920]',-0.063,0.298,-,69.375,-
'[05:37:57.928]',-0.071,0.290,-,68.125,-
'[05:37:57.936]',-0.102,0.290,-,67.500,-
'[05:37:57.944]',-0.197,0.290,-,66.250,-
'[05:37:57.952]',0.165,0.298,-,65.625,-
'[05:37:57.960]',0.992,0.306,-,65.625,-
'[05:37:57.968]',1.299,0.325,-,65.000,-
'[05:37:57.976]',0.496,0.349,-,65.000,-
'[05:37:57.984]',-0.047,0.380,-,65.000,-
'[05:37:57.992]',-0.299,0.416,-,65.000,-
'[05:37:58.000]',-0.339,0.455,-,65.625,-
'[05:37:58.008]',-0.252,0.494,-,65.625,-
'[05:37:58.016]',-0.236,0.533,-,65.625,-
'[05:37:58.024]',-0.228,0.565,-,66.250,-
'[05:37:58.032]',-0.213,0.596,-,66.250,-
'[05:37:58.040]',-0.213,0.620,-,67.500,-
'[05:37:58.048]',-0.197,0.635,-,67.500,-
'[05:37:58.056]',-0.189,0.643,-,67.500,-
'[05:37:58.064]',-0.173,0.651,-,67.500,-
'[05:37:58.072]',-0.157,0.651,-,67.500,-
'[05:37:58.080]',-0.142,0.643,-,67.500,-
'[05:37:58.088]',-0.134,0.631,-,67.500,-
'[05:37:58.096]',-0.126,0.616,-,67.500,-
'[05:37:58.104]',-0.118,0.596,-,67.500,-
'[05:37:58.112]',-0.094,0.573,-,66.250,-
'[05:37:58.120]',-0.079,0.549,-,66.250,-
'[05:37:58.128]',-0.063,0.522,-,65.625,-
'[05:37:58.136]',-0.039,0.490,-,65.625,-
'[05:37:58.144]',-0.016,0.463,-,65.000,-
'[05:37:58.152]',0.000,0.435,-,64.375,-
'[05:37:58.160]',0.008,0.412,-,63.125,-
'[05:37:58.168]',0.024,0.388,-,63.125,-
'[05:37:58.176]',0.039,0.361,-,62.500,-
'[05:37:58.184]',0.039,0.337,-,61.875,-
'[05:37:58.192]',0.016,0.318,-,61.250,-
'[05:37:58.200]',0.000,0.298,-,61.250,-
'[05:37:58.208]',-0.016,0.282,-,61.875,-
'[05:37:58.216]',-0.024,0.271,-,62.500,-
'[05:37:58.224]',-0.031,0.259,-,65.625,-
'[05:37:58.232]',-0.031,0.255,-,68.750,-
'[05:37:58.240]',-0.039,0.251,-,71.875,-
'[05:37:58.248]',-0.031,0.255,-,74.375,-
'[05:37:58.256]',-0.031,0.255,-,76.875,-
'[05:37:58.264]',-0.031,0.263,-,78.750,-
'[05:37:58.272]',-0.031,0.267,-,81.875,-
'[05:37:58.280]',-0.031,0.275,-,84.375,-
'[05:37:58.288]',-0.031,0.282,-,86.875,-
'[05:37:58.296]',-0.024,0.290,-,90.000,-
'[05:37:58.304]',-0.031,0.298,-,91.250,-
'[05:37:58.312]',-0.039,0.306,-,93.750,-
'[05:37:58.320]',-0.047,0.310,-,94.375,-
'[05:37:58.328]',-0.047,0.314,-,95.625,-
'[05:37:58.336]',-0.047,0.318,-,95.625,-
'[05:37:58.344]',-0.047,0.322,-,94.375,-
