'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[15:31:01.832]',-0.146,-,0.811,0.915,0.337,2.263,92.491,12.495
'[15:31:01.840]',-0.146,-,0.811,0.910,0.345,2.279,93.429,11.619
'[15:31:01.848]',-0.140,-,0.805,0.915,0.353,2.283,94.367,11.435
'[15:31:01.856]',-0.140,-,0.805,0.910,0.360,2.279,94.992,12.000
'[15:31:01.864]',-0.140,-,0.800,0.915,0.368,2.265,95.070,12.432
'[15:31:01.872]',-0.135,-,0.805,0.915,0.377,2.246,94.484,12.121
'[15:31:01.880]',-0.140,-,0.800,0.915,0.385,2.225,93.546,11.308
'[15:31:01.888]',-0.130,-,0.800,0.915,0.393,2.203,92.725,10.686
'[15:31:01.896]',-0.135,-,0.800,0.915,0.400,2.185,92.100,10.933
'[15:31:01.904]',-0.126,-,0.800,0.915,0.407,2.168,91.631,11.937
'[15:31:01.912]',-0.115,-,0.791,0.915,0.413,2.151,91.045,12.806
'[15:31:01.920]',-0.095,-,0.780,0.930,0.419,2.135,90.498,12.806
'[15:31:01.928]',-0.090,-,0.775,0.940,0.425,2.124,89.795,12.057
'[15:31:01.936]',-0.081,-,0.775,0.940,0.431,2.116,89.248,11.435
'[15:31:01.944]',-0.065,-,0.766,0.950,0.438,2.109,88.662,11.498
'[15:31:01.952]',-0.050,-,0.755,0.960,0.444,2.103,88.115,11.937
'[15:31:01.960]',-0.065,-,0.755,0.920,0.449,2.098,87.294,12.311
'[15:31:01.968]',-0.061,-,0.750,0.920,0.455,2.094,86.356,12.559
'[15:31:01.976]',-0.065,-,0.755,0.925,0.459,2.089,85.536,13.060
'[15:31:01.984]',-0.055,-,0.755,0.935,0.464,2.083,84.910,13.683
'[15:31:01.992]',-0.086,-,0.771,0.925,0.469,2.077,84.559,13.873
'[15:31:02.000]',-0.090,-,0.775,0.930,0.474,2.071,84.246,13.371
'[15:31:02.008]',-0.106,-,0.791,0.910,0.479,2.064,84.051,12.870
'[15:31:02.016]',-0.095,-,0.780,0.915,0.485,2.052,84.012,13.124
'[15:31:02.024]',-0.106,-,0.795,0.905,0.491,2.037,84.012,13.810
'[15:31:02.032]',-0.090,-,0.786,0.915,0.497,2.019,84.012,14.248
'[15:31:02.040]',-0.106,-,0.780,0.905,0.503,1.997,83.855,14.000
'[15:31:02.048]',-0.095,-,0.786,0.915,0.509,1.976,83.816,13.683
'[15:31:02.056]',-0.106,-,0.780,0.915,0.514,1.957,83.699,13.810
'[15:31:02.064]',-0.110,-,0.791,1.005,0.520,1.942,83.308,14.311
'[15:31:02.072]',-0.126,-,0.771,1.200,0.525,1.929,82.253,14.559
'[15:31:02.080]',-0.041,-,0.695,1.451,0.531,1.917,80.378,14.375
'[15:31:02.088]',0.255,-,0.520,1.466,0.536,1.910,78.228,14.121
'[15:31:02.096]',0.685,-,0.345,0.560,0.542,1.906,77.056,14.311
'[15:31:02.104]',1.021,-,0.214,-0.115,0.548,1.904,78.072,14.622
'[15:31:02.112]',0.665,-,0.415,-0.265,0.554,1.903,81.120,14.806
'[15:31:02.120]',-0.015,-,0.755,0.065,0.559,1.903,84.481,15.060
'[15:31:02.128]',-0.100,-,0.780,0.490,0.565,1.903,85.809,15.435
'[15:31:02.136]',-0.010,-,0.720,0.775,0.570,1.904,84.481,15.498
'[15:31:02.144]',0.024,-,0.705,0.925,0.575,1.906,82.253,15.060
'[15:31:02.152]',-0.015,-,0.730,0.956,0.581,1.907,81.355,14.686
'[15:31:02.160]',-0.061,-,0.755,0.965,0.588,1.908,81.862,14.806
'[15:31:02.168]',-0.075,-,0.766,0.985,0.594,1.908,82.488,15.124
'[15:31:02.176]',-0.090,-,0.775,0.996,0.601,1.908,82.566,14.997
'[15:31:02.184]',-0.090,-,0.775,1.015,0.608,1.907,81.980,14.495
'[15:31:02.192]',-0.106,-,0.780,1.010,0.615,1.905,80.925,14.311
'[15:31:02.200]',-0.090,-,0.775,1.030,0.621,1.900,79.049,14.622
'[15:31:02.208]',-0.100,-,0.780,1.035,0.628,1.895,76.548,14.933
'[15:31:02.216]',-0.090,-,0.775,1.035,0.634,1.890,74.126,14.806
'[15:31:02.224]',-0.090,-,0.775,1.035,0.639,1.883,72.484,14.375
'[15:31:02.232]',-0.081,-,0.771,1.041,0.644,1.874,72.133,14.248
'[15:31:02.240]',-0.086,-,0.775,1.041,0.649,1.865,72.875,14.432
'[15:31:02.248]',-0.065,-,0.760,1.050,0.653,1.856,74.243,14.375
'[15:31:02.256]',-0.061,-,0.755,1.045,0.657,1.840,75.571,13.937
'[15:31:02.264]',-0.045,-,0.750,1.050,0.662,1.828,76.744,13.619
'[15:31:02.272]',-0.045,-,0.755,1.055,0.666,1.817,77.681,13.937
'[15:31:02.280]',-0.025,-,0.735,1.055,0.669,1.804,78.385,14.495
'[15:31:02.288]',-0.021,-,0.735,1.055,0.672,1.799,78.502,14.622
'[15:31:02.296]',-0.005,-,0.725,1.061,0.674,1.796,77.760,14.184
'[15:31:02.304]',0.004,-,0.720,1.065,0.676,1.793,76.001,13.683
'[15:31:02.312]',0.020,-,0.710,1.070,0.677,1.790,73.852,13.562
'[15:31:02.320]',0.024,-,0.705,1.081,0.677,1.789,71.976,13.371
'[15:31:02.328]',0.040,-,0.695,1.075,0.676,1.786,70.882,12.749
'[15:31:02.336]',0.055,-,0.685,1.090,0.675,1.783,70.413,12.311
'[15:31:02.344]',0.070,-,0.675,1.095,0.673,1.782,70.726,13.187
'[15:31:02.352]',0.095,-,0.660,1.106,0.670,1.781,71.742,15.498
'[15:31:02.360]',0.115,-,0.650,1.110,0.667,1.781,73.539,17.562
'[15:31:02.368]',0.140,-,0.635,1.126,0.664,1.781,76.548,17.308
'[15:31:02.376]',0.155,-,0.625,1.120,0.661,1.781,81.120,14.432
'[15:31:02.384]',0.190,-,0.605,1.135,0.657,1.781,87.411,10.495
'[15:31:02.392]',0.205,-,0.590,1.135,0.653,1.779,94.601,7.308
'[15:31:02.400]',0.235,-,0.575,1.146,0.648,1.777,101.244,5.619
'[15:31:02.408]',0.260,-,0.565,1.130,0.643,1.774,106.363,5.562
'[15:31:02.416]',0.290,-,0.540,1.130,0.638,1.771,110.192,7.371
'[15:31:02.424]',0.310,-,0.530,1.110,0.632,1.770,113.201,10.806
'[15:31:02.432]',0.350,-,0.505,1.101,0.627,1.769,115.741,14.495
'[15:31:02.440]',0.360,-,0.500,1.070,0.621,1.769,117.421,16.000
'[15:31:02.448]',0.385,-,0.485,1.045,0.615,1.767,118.007,14.121
'[15:31:02.456]',0.390,-,0.490,1.005,0.609,1.765,117.616,10.057
'[15:31:02.464]',0.395,-,0.485,0.980,0.603,1.762,116.444,6.057
'[15:31:02.472]',0.365,-,0.505,0.940,0.597,1.758,114.568,3.562
'[15:31:02.480]',0.320,-,0.535,0.925,0.590,1.753,112.107,2.933
'[15:31:02.488]',0.245,-,0.580,0.910,0.582,1.749,109.371,3.873
'[15:31:02.496]',0.160,-,0.630,0.905,0.574,1.745,106.792,6.000
'[15:31:02.504]',0.075,-,0.685,0.895,0.566,1.741,104.761,8.311
'[15:31:02.512]',-0.005,-,0.735,0.891,0.558,1.739,103.354,9.619
'[15:31:02.520]',-0.075,-,0.775,0.895,0.549,1.737,102.690,9.619
'[15:31:02.528]',-0.126,-,0.811,0.891,0.540,1.733,102.494,8.749
'[15:31:02.536]',-0.166,-,0.831,0.895,0.532,1.729,102.690,8.248
'[15:31:02.544]',-0.196,-,0.851,0.891,0.524,1.727,103.198,8.559
'[15:31:02.552]',-0.211,-,0.855,0.900,0.517,1.726,103.666,9.308
'[15:31:02.560]',-0.225,-,0.865,0.905,0.509,1.726,104.292,9.937
'[15:31:02.568]',-0.220,-,0.865,0.910,0.502,1.726,104.995,10.311
'[15:31:02.576]',-0.231,-,0.865,0.905,0.494,1.726,105.816,10.933
'[15:31:02.584]',-0.220,-,0.860,0.915,0.487,1.727,106.753,11.683
'[15:31:02.592]',-0.220,-,0.865,0.910,0.479,1.727,107.691,12.000
'[15:31:02.600]',-0.205,-,0.851,0.920,0.473,1.726,108.434,11.562
'[15:31:02.608]',-0.205,-,0.851,0.920,0.467,1.724,108.863,10.749
'[15:31:02.616]',-0.186,-,0.845,0.930,0.461,1.723,109.059,10.559
'[15:31:02.624]',-0.191,-,0.845,0.925,0.455,1.729,108.746,11.244
'[15:31:02.632]',-0.180,-,0.835,0.930,0.450,1.740,107.926,12.495
'[15:31:02.640]',-0.186,-,0.840,0.925,0.444,1.758,106.636,13.371
'[15:31:02.648]',-0.171,-,0.825,0.930,0.439,1.799,104.878,13.187
'[15:31:02.656]',-0.166,-,0.825,0.920,0.433,1.840,102.807,12.248
'[15:31:02.664]',-0.171,-,0.820,0.925,0.428,1.890,100.384,11.562
'[15:31:02.672]',-0.160,-,0.825,0.920,0.423,1.941,97.610,11.810
'[15:31:02.680]',-0.166,-,0.825,0.925,0.417,1.996,94.757,12.559
'[15:31:02.688]',-0.160,-,0.820,0.920,0.412,2.058,91.983,12.933
'[15:31:02.696]',-0.160,-,0.825,0.920,0.407,2.117,89.756,12.495
'[15:31:02.704]',-0.155,-,0.825,0.915,0.403,2.172,88.310,11.619
'[15:31:02.712]',-0.160,-,0.820,0.915,0.398,2.221,87.802,11.244
'[15:31:02.720]',-0.151,-,0.820,0.915,0.394,2.261,87.919,11.435
'[15:31:02.728]',-0.160,-,0.825,0.915,0.390,2.290,88.427,11.810
'[15:31:02.736]',-0.151,-,0.815,0.915,0.386,2.308,89.248,11.562
'[15:31:02.744]',-0.155,-,0.825,0.915,0.383,2.316,90.185,10.806
'[15:31:02.752]',-0.140,-,0.811,0.915,0.379,2.315,91.162,10.248
'[15:31:02.760]',-0.146,-,0.820,0.915,0.376,2.306,92.061,10.375
'[15:31:02.768]',-0.140,-,0.811,0.915,0.372,2.292,92.882,10.997
'[15:31:02.776]',-0.146,-,0.815,0.910,0.369,2.275,93.507,11.244
'[15:31:02.784]',-0.140,-,0.815,0.915,0.366,2.254,93.976,10.686
'[15:31:02.792]',-0.140,-,0.815,0.905,0.363,2.233,94.249,9.683
'[15:31:02.800]',-0.140,-,0.811,0.915,0.359,2.212,94.171,9.187
'[15:31:02.808]',-0.140,-,0.815,0.910,0.356,2.193,93.859,9.562
'[15:31:02.816]',-0.130,-,0.811,0.915,0.353,2.177,93.429,10.248
'[15:31:02.824]',-0.135,-,0.815,0.910,0.350,2.166,92.882,10.311
'[15:31:02.832]',-0.126,-,0.800,0.915,0.346,2.161,92.178,9.683
'[15:31:02.840]',-0.130,-,0.811,0.910,0.343,2.161,91.475,8.806
'[15:31:02.848]',-0.115,-,0.795,0.925,0.339,2.164,90.693,8.622
'[15:31:02.856]',-0.100,-,0.791,0.930,0.335,2.168,89.912,9.371
'[15:31:02.864]',-0.090,-,0.780,0.940,0.332,2.168,89.130,10.432
'[15:31:02.872]',-0.086,-,0.780,0.945,0.328,2.165,88.310,10.933
'[15:31:02.880]',-0.055,-,0.766,0.960,0.325,2.160,87.607,10.495
'[15:31:02.888]',-0.050,-,0.775,0.940,0.321,2.154,86.981,9.619
'[15:31:02.896]',-0.065,-,0.766,0.920,0.317,2.149,86.434,9.308
'[15:31:02.904]',-0.061,-,0.760,0.925,0.313,2.141,85.926,9.937
'[15:31:02.912]',-0.070,-,0.771,0.920,0.310,2.129,85.496,10.806
'[15:31:02.920]',-0.061,-,0.766,0.930,0.306,2.114,85.067,11.187
'[15:31:02.928]',-0.090,-,0.786,0.935,0.302,2.096,84.559,10.749
'[15:31:02.936]',-0.100,-,0.791,0.920,0.299,2.074,84.129,10.311
'[15:31:02.944]',-0.110,-,0.800,0.910,0.295,2.050,83.699,10.375
'[15:31:02.952]',-0.106,-,0.795,0.915,0.291,2.023,83.308,10.870
'[15:31:02.960]',-0.110,-,0.800,0.905,0.288,2.001,82.918,11.187
'[15:31:02.968]',-0.100,-,0.791,0.910,0.284,1.983,82.566,11.435
'[15:31:02.976]',-0.106,-,0.795,0.905,0.280,1.969,82.253,11.873
'[15:31:02.984]',-0.095,-,0.786,0.915,0.276,1.955,81.862,12.432
'[15:31:02.992]',-0.106,-,0.800,0.910,0.272,1.942,81.511,12.686
'[15:31:03.000]',-0.115,-,0.786,1.045,0.269,1.930,81.198,12.375
'[15:31:03.008]',-0.130,-,0.771,1.256,0.266,1.917,80.886,12.057
'[15:31:03.016]',-0.000,-,0.660,1.471,0.263,1.904,80.573,12.184
'[15:31:03.024]',0.360,-,0.465,1.196,0.261,1.895,80.299,12.495
'[15:31:03.032]',0.820,-,0.300,0.405,0.259,1.891,79.987,12.375
'[15:31:03.040]',1.081,-,0.209,-0.205,0.257,1.889,79.752,11.937
'[15:31:03.048]',0.470,-,0.530,-0.271,0.255,1.888,79.479,11.873
'[15:31:03.056]',-0.065,-,0.786,0.145,0.254,1.889,79.323,12.432
'[15:31:03.064]',-0.110,-,0.791,0.550,0.252,1.891,79.127,12.933
'[15:31:03.072]',-0.005,-,0.720,0.795,0.251,1.891,78.854,12.933
'[15:31:03.080]',0.020,-,0.715,0.925,0.250,1.892,78.697,12.806
'[15:31:03.088]',-0.030,-,0.750,0.950,0.248,1.892,78.502,13.124
'[15:31:03.096]',-0.061,-,0.766,0.970,0.247,1.892,78.307,13.873
'[15:31:03.104]',-0.081,-,0.775,0.985,0.246,1.892,78.111,13.937
'[15:31:03.112]',-0.090,-,0.775,1.005,0.244,1.891,77.877,12.806
'[15:31:03.120]',-0.090,-,0.775,1.010,0.243,1.887,77.564,11.187
'[15:31:03.128]',-0.095,-,0.786,1.015,0.242,1.882,77.252,10.248
'[15:31:03.136]',-0.090,-,0.780,1.025,0.242,1.875,76.978,10.686
'[15:31:03.144]',-0.090,-,0.775,1.030,0.240,1.865,76.665,12.121
'[15:31:03.152]',-0.081,-,0.775,1.035,0.239,1.855,76.431,13.244
'[15:31:03.160]',-0.086,-,0.771,1.030,0.238,1.848,76.118,12.997
'[15:31:03.168]',-0.070,-,0.766,1.041,0.237,1.841,75.806,11.562
'[15:31:03.176]',-0.070,-,0.771,1.035,0.236,1.834,75.571,10.248
'[15:31:03.184]',-0.055,-,0.755,1.045,0.235,1.828,75.298,10.121
'[15:31:03.192]',-0.050,-,0.750,1.041,0.234,1.823,75.063,11.187
'[15:31:03.200]',-0.035,-,0.735,1.050,0.234,1.819,74.751,12.495
'[15:31:03.208]',-0.035,-,0.740,1.045,0.233,1.816,74.438,12.686
'[15:31:03.216]',-0.021,-,0.730,1.055,0.232,1.813,74.165,11.683
'[15:31:03.224]',-0.015,-,0.730,1.050,0.231,1.808,73.930,10.495
'[15:31:03.232]',0.004,-,0.715,1.061,0.230,1.803,73.696,10.057
'[15:31:03.240]',0.015,-,0.715,1.055,0.229,1.797,73.383,10.311
'[15:31:03.248]',0.030,-,0.700,1.065,0.228,1.791,73.071,10.622
'[15:31:03.256]',0.044,-,0.695,1.070,0.227,1.785,72.797,10.375
'[15:31:03.264]',0.065,-,0.675,1.075,0.227,1.780,72.602,10.057
'[15:31:03.272]',0.075,-,0.675,1.081,0.226,1.776,72.484,10.057
'[15:31:03.280]',0.095,-,0.660,1.086,0.226,1.773,72.563,9.937
'[15:31:03.288]',0.109,-,0.650,1.090,0.226,1.771,72.797,9.435
'[15:31:03.296]',0.135,-,0.635,1.106,0.226,1.772,73.539,8.933
'[15:31:03.304]',0.155,-,0.625,1.110,0.226,1.772,75.181,9.562
'[15:31:03.312]',0.175,-,0.610,1.115,0.226,1.771,78.189,11.746
'[15:31:03.320]',0.200,-,0.595,1.120,0.226,1.770,82.566,14.000
'[15:31:03.328]',0.225,-,0.585,1.120,0.226,1.768,88.232,14.184
'[15:31:03.336]',0.255,-,0.565,1.126,0.226,1.764,94.484,11.746
'[15:31:03.344]',0.280,-,0.545,1.115,0.225,1.761,100.697,7.873
'[15:31:03.352]',0.305,-,0.530,1.106,0.225,1.758,106.050,4.559
'[15:31:03.360]',0.330,-,0.520,1.090,0.224,1.755,110.231,2.686
'[15:31:03.368]',0.360,-,0.495,1.075,0.223,1.755,113.201,2.933
'[15:31:03.376]',0.380,-,0.490,1.050,0.223,1.758,114.803,5.619
'[15:31:03.384]',0.400,-,0.475,1.025,0.223,1.761,115.311,10.000
'[15:31:03.392]',0.405,-,0.470,0.985,0.223,1.763,114.920,13.683
'[15:31:03.400]',0.400,-,0.480,0.960,0.222,1.764,113.748,14.121
'[15:31:03.408]',0.365,-,0.505,0.925,0.221,1.768,111.950,11.124
'[15:31:03.416]',0.320,-,0.535,0.915,0.220,1.772,109.879,6.622
'[15:31:03.424]',0.235,-,0.585,0.905,0.220,1.772,107.730,2.933
'[15:31:03.432]',0.155,-,0.635,0.905,0.218,1.771,105.698,1.187
'[15:31:03.440]',0.055,-,0.695,0.895,0.217,1.768,103.979,1.498
'[15:31:03.448]',-0.021,-,0.740,0.895,0.216,1.764,102.690,4.184
'[15:31:03.456]',-0.090,-,0.786,0.891,0.215,1.760,101.752,8.749
'[15:31:03.464]',-0.130,-,0.805,0.895,0.213,1.756,101.166,13.435
'[15:31:03.472]',-0.171,-,0.835,0.900,0.211,1.754,101.009,15.562
'[15:31:03.480]',-0.191,-,0.845,0.895,0.209,1.751,101.048,13.873
'[15:31:03.488]',-0.216,-,0.855,0.905,0.207,1.748,101.361,9.873
'[15:31:03.496]',-0.220,-,0.860,0.915,0.205,1.746,101.947,5.937
'[15:31:03.504]',-0.225,-,0.865,0.915,0.204,1.744,102.690,3.683
'[15:31:03.512]',-0.231,-,0.860,0.915,0.202,1.740,103.627,3.498
'[15:31:03.520]',-0.216,-,0.855,0.925,0.201,1.734,104.487,5.562
'[15:31:03.528]',-0.220,-,0.860,0.920,0.200,1.728,105.190,9.619
'[15:31:03.536]',-0.211,-,0.851,0.930,0.199,1.724,105.620,14.559
'[15:31:03.544]',-0.205,-,0.845,0.935,0.198,1.722,105.737,17.683
'[15:31:03.552]',-0.196,-,0.845,0.940,0.197,1.722,105.542,17.187
'[15:31:03.560]',-0.200,-,0.840,0.935,0.195,1.727,104.917,13.562
'[15:31:03.568]',-0.186,-,0.835,0.940,0.194,1.737,103.940,9.187
'[15:31:03.576]',-0.186,-,0.835,0.935,0.193,1.755,102.494,6.121
'[15:31:03.584]',-0.171,-,0.825,0.935,0.192,1.780,100.540,5.244
'[15:31:03.592]',-0.175,-,0.831,0.930,0.191,1.814,98.196,6.870
'[15:31:03.600]',-0.166,-,0.825,0.935,0.191,1.859,95.422,10.622
'[15:31:03.608]',-0.171,-,0.825,0.920,0.190,1.915,92.686,14.997
'[15:31:03.616]',-0.160,-,0.825,0.925,0.190,1.977,90.225,17.308
'[15:31:03.624]',-0.166,-,0.825,0.920,0.190,2.040,88.349,16.184
'[15:31:03.632]',-0.160,-,0.820,0.925,0.190,2.101,87.411,12.559
'[15:31:03.640]',-0.166,-,0.825,0.915,0.190,2.157,87.411,8.749
'[15:31:03.648]',-0.160,-,0.815,0.920,0.190,2.207,87.802,6.248
'[15:31:03.656]',-0.160,-,0.825,0.915,0.191,2.248,88.115,5.619
'[15:31:03.664]',-0.155,-,0.815,0.915,0.191,2.277,88.232,6.686
'[15:31:03.672]',-0.160,-,0.820,0.915,0.192,2.295,88.544,8.686
'[15:31:03.680]',-0.151,-,0.815,0.915,0.192,2.308,89.365,10.432
'[15:31:03.688]',-0.146,-,0.815,0.915,0.193,2.311,90.537,10.997
'[15:31:03.696]',-0.151,-,0.815,0.920,0.193,2.306,91.670,10.622
'[15:31:03.704]',-0.140,-,0.811,0.915,0.194,2.294,92.491,10.248
'[15:31:03.712]',-0.146,-,0.815,0.920,0.195,2.276,92.804,10.057
'[15:31:03.720]',-0.140,-,0.811,0.915,0.195,2.254,92.725,9.619
'[15:31:03.728]',-0.140,-,0.815,0.915,0.196,2.233,92.374,8.933
'[15:31:03.736]',-0.130,-,0.800,0.920,0.197,2.212,91.866,8.432
'[15:31:03.744]',-0.140,-,0.805,0.915,0.197,2.195,91.358,8.686
'[15:31:03.752]',-0.126,-,0.800,0.920,0.197,2.180,90.850,9.619
'[15:31:03.760]',-0.130,-,0.795,0.925,0.198,2.168,90.225,10.375
'[15:31:03.768]',-0.100,-,0.786,0.940,0.197,2.158,89.443,10.375
'[15:31:03.776]',-0.095,-,0.780,0.945,0.197,2.151,88.427,9.937
'[15:31:03.784]',-0.086,-,0.775,0.960,0.197,2.144,87.567,9.746
'[15:31:03.792]',-0.075,-,0.766,0.960,0.197,2.137,86.942,10.248
'[15:31:03.800]',-0.050,-,0.755,0.965,0.198,2.131,86.551,10.806
'[15:31:03.808]',-0.065,-,0.755,0.930,0.198,2.125,85.848,10.870
'[15:31:03.816]',-0.055,-,0.755,0.930,0.198,2.118,84.988,10.749
'[15:31:03.824]',-0.061,-,0.755,0.930,0.199,2.112,84.168,10.870
'[15:31:03.832]',-0.055,-,0.755,0.940,0.199,2.105,83.699,11.244
'[15:31:03.840]',-0.086,-,0.775,0.935,0.200,2.093,83.230,11.187
'[15:31:03.848]',-0.090,-,0.771,0.935,0.200,2.077,82.761,10.749
'[15:31:03.856]',-0.110,-,0.780,0.915,0.201,2.059,82.136,10.432
'[15:31:03.864]',-0.100,-,0.775,0.915,0.201,2.040,81.628,10.997
'[15:31:03.872]',-0.106,-,0.780,0.910,0.202,2.023,81.355,12.248
'[15:31:03.880]',-0.110,-,0.775,0.905,0.202,2.006,81.667,13.187
'[15:31:03.888]',-0.095,-,0.775,0.910,0.203,1.989,82.175,13.124
'[15:31:03.896]',-0.100,-,0.780,0.905,0.204,1.974,82.488,12.432
'[15:31:03.904]',-0.095,-,0.775,0.910,0.204,1.958,82.449,12.057
'[15:31:03.912]',-0.106,-,0.780,0.970,0.205,1.943,82.175,12.311
'[15:31:03.920]',-0.126,-,0.766,1.171,0.206,1.931,82.058,12.749
'[15:31:03.928]',-0.065,-,0.700,1.411,0.208,1.918,82.136,12.749
'[15:31:03.936]',0.210,-,0.530,1.466,0.210,1.908,82.058,12.375
'[15:31:03.944]',0.660,-,0.340,0.670,0.213,1.903,81.745,12.375
'[15:31:03.952]',1.045,-,0.200,-0.041,0.216,1.901,81.120,12.997
'[15:31:03.960]',0.775,-,0.355,-0.261,0.219,1.900,80.182,14.000
'[15:31:03.968]',0.020,-,0.740,0.010,0.223,1.899,79.323,14.432
'[15:31:03.976]',-0.110,-,0.775,0.430,0.227,1.899,78.697,13.937
'[15:31:03.984]',-0.025,-,0.715,0.725,0.231,1.899,78.307,13.060
'[15:31:03.992]',0.030,-,0.690,0.895,0.234,1.899,78.228,12.686
'[15:31:04.000]',-0.000,-,0.715,0.945,0.238,1.897,78.111,12.870
'[15:31:04.008]',-0.045,-,0.740,0.960,0.243,1.893,77.994,13.187
'[15:31:04.016]',-0.065,-,0.750,0.980,0.249,1.890,77.877,13.371
'[15:31:04.024]',-0.090,-,0.766,0.990,0.255,1.887,77.799,13.683
'[15:31:04.032]',-0.086,-,0.760,1.010,0.262,1.882,77.799,14.375
'[15:31:04.040]',-0.095,-,0.771,1.015,0.269,1.878,77.760,14.870
'[15:31:04.048]',-0.090,-,0.760,1.025,0.275,1.876,77.760,14.749
'[15:31:04.056]',-0.086,-,0.766,1.025,0.281,1.872,77.877,14.248
'[15:31:04.064]',-0.081,-,0.760,1.035,0.288,1.867,78.072,14.121
'[15:31:04.072]',-0.075,-,0.760,1.035,0.295,1.861,78.189,14.311
'[15:31:04.080]',-0.070,-,0.755,1.035,0.302,1.852,77.994,14.248
'[15:31:04.088]',-0.061,-,0.755,1.041,0.309,1.842,77.369,13.810
'[15:31:04.096]',-0.055,-,0.745,1.035,0.317,1.832,76.626,13.562
'[15:31:04.104]',-0.045,-,0.740,1.041,0.325,1.824,76.040,14.000
'[15:31:04.112]',-0.045,-,0.735,1.035,0.333,1.818,75.610,14.806
'[15:31:04.120]',-0.035,-,0.730,1.045,0.341,1.812,75.259,15.187
'[15:31:04.128]',-0.025,-,0.725,1.050,0.350,1.806,74.868,15.187
'[15:31:04.136]',-0.005,-,0.720,1.055,0.357,1.804,74.751,15.371
'[15:31:04.144]',-0.005,-,0.725,1.055,0.365,1.801,74.946,15.873
'[15:31:04.152]',0.010,-,0.705,1.061,0.372,1.798,75.181,16.057
'[15:31:04.160]',0.015,-,0.710,1.055,0.379,1.795,75.259,14.997
'[15:31:04.168]',0.035,-,0.695,1.070,0.386,1.793,74.868,13.187
'[15:31:04.176]',0.044,-,0.685,1.070,0.394,1.792,74.243,11.746
'[15:31:04.184]',0.065,-,0.675,1.086,0.402,1.790,73.735,11.683
'[15:31:04.192]',0.075,-,0.665,1.086,0.409,1.787,73.383,12.806
'[15:31:04.200]',0.100,-,0.650,1.106,0.417,1.784,73.383,14.121
'[15:31:04.208]',0.109,-,0.645,1.106,0.424,1.781,73.930,14.248
'[15:31:04.216]',0.135,-,0.630,1.120,0.430,1.778,75.493,12.997
'[15:31:04.224]',0.145,-,0.620,1.126,0.437,1.777,78.541,11.435
'[15:31:04.232]',0.185,-,0.595,1.140,0.444,1.778,83.308,10.622
'[15:31:04.240]',0.200,-,0.590,1.140,0.451,1.781,89.287,10.622
'[15:31:04.248]',0.230,-,0.570,1.146,0.459,1.785,95.851,10.806
'[15:31:04.256]',0.255,-,0.560,1.140,0.466,1.787,102.064,10.686
'[15:31:04.264]',0.280,-,0.535,1.140,0.474,1.789,107.300,10.559
'[15:31:04.272]',0.305,-,0.525,1.126,0.482,1.793,111.481,10.686
'[15:31:04.280]',0.335,-,0.505,1.110,0.489,1.797,114.451,10.870
'[15:31:04.288]',0.350,-,0.495,1.086,0.496,1.799,116.249,10.622
'[15:31:04.296]',0.375,-,0.485,1.061,0.502,1.801,116.991,10.248
'[15:31:04.304]',0.380,-,0.480,1.021,0.508,1.802,116.796,10.311
'[15:31:04.312]',0.380,-,0.485,0.985,0.513,1.801,115.936,10.686
'[15:31:04.320]',0.355,-,0.505,0.960,0.519,1.799,114.568,10.870
'[15:31:04.328]',0.305,-,0.535,0.935,0.524,1.795,112.693,11.124
'[15:31:04.336]',0.245,-,0.580,0.915,0.530,1.790,110.505,12.248
'[15:31:04.344]',0.155,-,0.630,0.905,0.535,1.784,108.316,14.686
'[15:31:04.352]',0.080,-,0.680,0.900,0.541,1.780,106.441,16.686
'[15:31:04.360]',-0.005,-,0.730,0.891,0.545,1.776,104.878,16.248
'[15:31:04.368]',-0.065,-,0.771,0.900,0.549,1.774,103.432,12.997
'[15:31:04.376]',-0.120,-,0.800,0.891,0.552,1.773,101.947,8.997
'[15:31:04.384]',-0.155,-,0.820,0.891,0.556,1.773,100.111,6.933
'[15:31:04.392]',-0.191,-,0.845,0.891,0.559,1.773,98.352,8.432
'[15:31:04.400]',-0.200,-,0.851,0.900,0.562,1.773,97.805,12.806
'[15:31:04.408]',-0.216,-,0.860,0.891,0.566,1.774,99.564,17.244
'[15:31:04.416]',-0.211,-,0.855,0.900,0.570,1.775,103.510,18.248
'[15:31:04.424]',-0.220,-,0.860,0.895,0.573,1.774,107.926,15.187
'[15:31:04.432]',-0.211,-,0.851,0.910,0.577,1.770,110.426,10.432
'[15:31:04.440]',-0.211,-,0.855,0.910,0.581,1.765,110.387,7.244
'[15:31:04.448]',-0.205,-,0.845,0.920,0.584,1.760,109.176,7.683
'[15:31:04.456]',-0.211,-,0.851,0.915,0.588,1.757,108.824,11.308
'[15:31:04.464]',-0.196,-,0.845,0.920,0.591,1.759,109.489,15.371
'[15:31:04.472]',-0.186,-,0.845,0.925,0.594,1.762,109.918,16.749
'[15:31:04.480]',-0.175,-,0.831,0.925,0.597,1.772,109.450,14.806
'[15:31:04.488]',-0.171,-,0.835,0.920,0.600,1.789,107.887,11.810
'[15:31:04.496]',-0.175,-,0.825,0.930,0.603,1.813,105.190,10.686
