'Time','PLETH','II','ABP'
'[13:42:28.848]',0.396,0.500,62.500
'[13:42:28.856]',0.412,0.500,62.500
'[13:42:28.864]',0.427,0.500,62.500
'[13:42:28.872]',0.443,0.500,63.281
'[13:42:28.880]',0.463,0.500,64.062
'[13:42:28.888]',0.486,0.516,64.844
'[13:42:28.896]',0.506,0.531,65.625
'[13:42:28.904]',0.525,0.547,65.625
'[13:42:28.912]',0.541,0.562,65.625
'[13:42:28.920]',0.557,0.586,65.625
'[13:42:28.928]',0.569,0.594,65.625
'[13:42:28.936]',0.576,0.586,65.625
'[13:42:28.944]',0.584,0.570,64.844
'[13:42:28.952]',0.584,0.562,64.062
'[13:42:28.960]',0.588,0.531,63.281
'[13:42:28.968]',0.588,0.500,62.500
'[13:42:28.976]',0.584,0.492,61.719
'[13:42:28.984]',0.584,0.492,60.938
'[13:42:28.992]',0.580,0.492,60.156
'[13:42:29.000]',0.573,0.492,59.375
'[13:42:29.008]',0.569,0.492,58.594
'[13:42:29.016]',0.561,0.492,57.812
'[13:42:29.024]',0.557,0.492,57.031
'[13:42:29.032]',0.549,0.469,56.250
'[13:42:29.040]',0.537,0.422,55.469
'[13:42:29.048]',0.529,0.414,54.688
'[13:42:29.056]',0.525,0.641,54.688
'[13:42:29.064]',0.518,0.891,53.906
'[13:42:29.072]',0.510,1.016,53.125
'[13:42:29.080]',0.502,0.945,53.125
'[13:42:29.088]',0.494,0.781,52.344
'[13:42:29.096]',0.486,0.641,51.562
'[13:42:29.104]',0.482,0.555,51.562
'[13:42:29.112]',0.475,0.516,51.562
'[13:42:29.120]',0.471,0.500,51.562
'[13:42:29.128]',0.467,0.500,50.781
'[13:42:29.136]',0.467,0.500,50.781
'[13:42:29.144]',0.463,0.500,50.781
'[13:42:29.152]',0.463,0.500,50.781
'[13:42:29.160]',0.467,0.500,50.781
'[13:42:29.168]',0.467,0.500,50.781
'[13:42:29.176]',0.467,0.508,50.781
'[13:42:29.184]',0.463,0.516,50.781
'[13:42:29.192]',0.463,0.516,50.781
'[13:42:29.200]',0.463,0.531,50.781
'[13:42:29.208]',0.459,0.539,50.000
'[13:42:29.216]',0.455,0.547,50.000
'[13:42:29.224]',0.455,0.547,50.000
'[13:42:29.232]',0.451,0.562,49.219
'[13:42:29.240]',0.447,0.570,49.219
'[13:42:29.248]',0.443,0.586,48.438
'[13:42:29.256]',0.443,0.594,48.438
'[13:42:29.264]',0.439,0.602,48.438
'[13:42:29.272]',0.435,0.617,47.656
'[13:42:29.280]',0.435,0.633,47.656
'[13:42:29.288]',0.431,0.648,48.438
'[13:42:29.296]',0.427,0.672,48.438
'[13:42:29.304]',0.427,0.695,50.781
'[13:42:29.312]',0.424,0.727,54.688
'[13:42:29.320]',0.424,0.758,61.719
'[13:42:29.328]',0.420,0.781,71.094
'[13:42:29.336]',0.420,0.805,81.250
'[13:42:29.344]',0.416,0.820,92.188
'[13:42:29.352]',0.416,0.828,101.562
'[13:42:29.360]',0.412,0.836,110.156
'[13:42:29.368]',0.412,0.820,117.188
'[13:42:29.376]',0.408,0.789,121.875
'[13:42:29.384]',0.404,0.750,123.438
'[13:42:29.392]',0.404,0.711,124.219
'[13:42:29.400]',0.400,0.656,122.656
'[13:42:29.408]',0.400,0.617,121.094
'[13:42:29.416]',0.396,0.578,117.969
'[13:42:29.424]',0.396,0.547,114.844
'[13:42:29.432]',0.392,0.523,111.719
'[13:42:29.440]',0.392,0.508,108.594
'[13:42:29.448]',0.388,0.500,104.688
'[13:42:29.456]',0.388,0.492,101.562
'[13:42:29.464]',0.388,0.492,98.438
'[13:42:29.472]',0.384,0.492,95.312
'[13:42:29.480]',0.384,0.492,92.188
'[13:42:29.488]',0.380,0.492,89.062
'[13:42:29.496]',0.380,0.492,85.938
'[13:42:29.504]',0.376,0.492,83.594
'[13:42:29.512]',0.376,0.492,81.250
'[13:42:29.520]',0.376,0.492,78.125
'[13:42:29.528]',0.376,0.492,75.781
'[13:42:29.536]',0.376,0.492,73.438
'[13:42:29.544]',0.376,0.492,71.094
'[13:42:29.552]',0.376,0.492,68.750
'[13:42:29.560]',0.376,0.492,67.188
'[13:42:29.568]',0.376,0.500,65.625
'[13:42:29.576]',0.380,0.500,64.062
'[13:42:29.584]',0.384,0.500,63.281
'[13:42:29.592]',0.392,0.500,63.281
'[13:42:29.600]',0.408,0.500,63.281
'[13:42:29.608]',0.427,0.500,63.281
'[13:42:29.616]',0.451,0.508,64.062
'[13:42:29.624]',0.475,0.508,64.062
'[13:42:29.632]',0.498,0.516,64.844
'[13:42:29.640]',0.525,0.523,65.625
'[13:42:29.648]',0.549,0.531,65.625
'[13:42:29.656]',0.565,0.547,66.406
'[13:42:29.664]',0.580,0.562,66.406
'[13:42:29.672]',0.592,0.586,66.406
'[13:42:29.680]',0.604,0.602,65.625
'[13:42:29.688]',0.612,0.586,65.625
'[13:42:29.696]',0.620,0.570,64.844
'[13:42:29.704]',0.620,0.562,64.062
'[13:42:29.712]',0.624,0.531,63.281
'[13:42:29.720]',0.624,0.500,62.500
'[13:42:29.728]',0.624,0.492,62.500
'[13:42:29.736]',0.620,0.492,61.719
'[13:42:29.744]',0.616,0.492,60.938
'[13:42:29.752]',0.612,0.492,59.375
'[13:42:29.760]',0.604,0.492,58.594
'[13:42:29.768]',0.596,0.492,57.812
'[13:42:29.776]',0.592,0.492,57.031
'[13:42:29.784]',0.584,0.469,56.250
'[13:42:29.792]',0.576,0.422,56.250
'[13:42:29.800]',0.565,0.414,55.469
'[13:42:29.808]',0.557,0.625,54.688
'[13:42:29.816]',0.549,0.883,53.906
'[13:42:29.824]',0.541,1.016,53.906
'[13:42:29.832]',0.529,0.961,53.125
'[13:42:29.840]',0.522,0.797,53.125
'[13:42:29.848]',0.514,0.648,52.344
'[13:42:29.856]',0.510,0.562,52.344
'[13:42:29.864]',0.502,0.516,52.344
'[13:42:29.872]',0.498,0.500,52.344
'[13:42:29.880]',0.494,0.492,51.562
'[13:42:29.888]',0.490,0.492,51.562
'[13:42:29.896]',0.486,0.492,51.562
'[13:42:29.904]',0.482,0.492,51.562
'[13:42:29.912]',0.478,0.492,51.562
'[13:42:29.920]',0.475,0.500,51.562
'[13:42:29.928]',0.471,0.500,51.562
'[13:42:29.936]',0.471,0.516,51.562
'[13:42:29.944]',0.467,0.516,51.562
'[13:42:29.952]',0.467,0.523,51.562
'[13:42:29.960]',0.463,0.531,50.781
'[13:42:29.968]',0.463,0.539,50.781
'[13:42:29.976]',0.459,0.547,50.781
'[13:42:29.984]',0.455,0.555,50.000
'[13:42:29.992]',0.451,0.562,50.000
'[13:42:30.000]',0.447,0.570,50.000
'[13:42:30.008]',0.443,0.586,49.219
'[13:42:30.016]',0.439,0.602,49.219
'[13:42:30.024]',0.435,0.617,49.219
'[13:42:30.032]',0.435,0.625,49.219
'[13:42:30.040]',0.431,0.648,49.219
'[13:42:30.048]',0.431,0.672,50.000
'[13:42:30.056]',0.427,0.695,52.344
'[13:42:30.064]',0.427,0.719,57.031
'[13:42:30.072]',0.427,0.750,64.062
'[13:42:30.080]',0.424,0.773,74.219
'[13:42:30.088]',0.424,0.797,84.375
'[13:42:30.096]',0.420,0.812,95.312
'[13:42:30.104]',0.416,0.820,105.469
'[13:42:30.112]',0.416,0.828,114.844
'[13:42:30.120]',0.412,0.812,121.094
'[13:42:30.128]',0.408,0.789,125.781
'[13:42:30.136]',0.404,0.750,127.344
'[13:42:30.144]',0.404,0.711,127.344
'[13:42:30.152]',0.400,0.656,125.781
'[13:42:30.160]',0.400,0.617,123.438
'[13:42:30.168]',0.396,0.570,120.312
'[13:42:30.176]',0.396,0.539,117.188
'[13:42:30.184]',0.392,0.516,114.062
'[13:42:30.192]',0.392,0.500,110.156
'[13:42:30.200]',0.388,0.492,107.031
'[13:42:30.208]',0.388,0.484,103.906
'[13:42:30.216]',0.384,0.484,100.781
'[13:42:30.224]',0.384,0.484,97.656
'[13:42:30.232]',0.380,0.484,94.531
'[13:42:30.240]',0.380,0.484,92.188
'[13:42:30.248]',0.376,0.484,89.062
'[13:42:30.256]',0.376,0.492,86.719
'[13:42:30.264]',0.376,0.484,84.375
'[13:42:30.272]',0.376,0.484,81.250
'[13:42:30.280]',0.376,0.484,78.906
'[13:42:30.288]',0.376,0.484,76.562
'[13:42:30.296]',0.376,0.484,74.219
'[13:42:30.304]',0.376,0.492,72.656
'[13:42:30.312]',0.376,0.492,70.312
'[13:42:30.320]',0.376,0.492,68.750
'[13:42:30.328]',0.380,0.492,67.188
'[13:42:30.336]',0.384,0.500,65.625
'[13:42:30.344]',0.396,0.500,65.625
'[13:42:30.352]',0.416,0.500,65.625
'[13:42:30.360]',0.431,0.500,65.625
'[13:42:30.368]',0.451,0.500,65.625
'[13:42:30.376]',0.475,0.508,66.406
'[13:42:30.384]',0.498,0.516,67.188
'[13:42:30.392]',0.525,0.531,67.969
'[13:42:30.400]',0.549,0.547,67.969
'[13:42:30.408]',0.569,0.570,68.750
'[13:42:30.416]',0.588,0.586,68.750
'[13:42:30.424]',0.600,0.594,68.750
'[13:42:30.432]',0.612,0.586,68.750
'[13:42:30.440]',0.620,0.586,67.969
'[13:42:30.448]',0.627,0.570,67.188
'[13:42:30.456]',0.627,0.547,67.188
'[13:42:30.464]',0.627,0.508,66.406
'[13:42:30.472]',0.627,0.492,65.625
'[13:42:30.480]',0.624,0.484,64.844
'[13:42:30.488]',0.620,0.484,64.062
'[13:42:30.496]',0.616,0.484,63.281
'[13:42:30.504]',0.612,0.484,62.500
'[13:42:30.512]',0.604,0.492,61.719
'[13:42:30.520]',0.596,0.492,60.938
'[13:42:30.528]',0.592,0.477,60.156
'[13:42:30.536]',0.584,0.422,59.375
'[13:42:30.544]',0.576,0.406,58.594
'[13:42:30.552]',0.565,0.594,57.812
'[13:42:30.560]',0.561,0.883,57.031
'[13:42:30.568]',0.553,1.086,57.031
'[13:42:30.576]',0.541,1.102,56.250
'[13:42:30.584]',0.533,0.875,55.469
'[13:42:30.592]',0.525,0.695,55.469
'[13:42:30.600]',0.518,0.586,54.688
'[13:42:30.608]',0.510,0.531,54.688
'[13:42:30.616]',0.502,0.500,53.906
'[13:42:30.624]',0.498,0.492,53.906
'[13:42:30.632]',0.494,0.492,53.906
'[13:42:30.640]',0.486,0.492,53.906
'[13:42:30.648]',0.482,0.500,53.906
'[13:42:30.656]',0.482,0.500,53.906
'[13:42:30.664]',0.478,0.508,53.906
'[13:42:30.672]',0.478,0.508,53.125
'[13:42:30.680]',0.475,0.516,53.125
'[13:42:30.688]',0.475,0.523,53.125
'[13:42:30.696]',0.471,0.531,52.344
'[13:42:30.704]',0.467,0.539,52.344
'[13:42:30.712]',0.467,0.547,51.562
'[13:42:30.720]',0.463,0.555,51.562
'[13:42:30.728]',0.459,0.562,51.562
'[13:42:30.736]',0.455,0.570,50.781
'[13:42:30.744]',0.455,0.586,50.781
'[13:42:30.752]',0.451,0.594,50.000
'[13:42:30.760]',0.447,0.609,50.000
'[13:42:30.768]',0.443,0.617,50.000
'[13:42:30.776]',0.439,0.633,50.000
'[13:42:30.784]',0.435,0.656,50.000
'[13:42:30.792]',0.435,0.680,50.000
'[13:42:30.800]',0.431,0.703,51.562
'[13:42:30.808]',0.431,0.734,55.469
'[13:42:30.816]',0.427,0.758,62.500
'[13:42:30.824]',0.424,0.781,71.875
'[13:42:30.832]',0.420,0.805,82.812
'[13:42:30.840]',0.420,0.820,93.750
'[13:42:30.848]',0.416,0.828,103.906
'[13:42:30.856]',0.412,0.836,113.281
'[13:42:30.864]',0.412,0.820,121.094
'[13:42:30.872]',0.412,0.797,125.781
'[13:42:30.880]',0.408,0.758,128.125
'[13:42:30.888]',0.408,0.711,128.125
'[13:42:30.896]',0.404,0.664,127.344
'[13:42:30.904]',0.404,0.617,125.000
'[13:42:30.912]',0.400,0.578,121.875
'[13:42:30.920]',0.396,0.547,117.969
'[13:42:30.928]',0.396,0.531,114.844
'[13:42:30.936]',0.392,0.508,110.938
'[13:42:30.944]',0.392,0.500,107.812
'[13:42:30.952]',0.392,0.492,104.688
'[13:42:30.960]',0.392,0.492,101.562
'[13:42:30.968]',0.392,0.492,98.438
'[13:42:30.976]',0.392,0.492,95.312
'[13:42:30.984]',0.388,0.492,92.188
'[13:42:30.992]',0.388,0.500,89.844
'[13:42:31.000]',0.384,0.500,86.719
'[13:42:31.008]',0.384,0.500,84.375
'[13:42:31.016]',0.380,0.500,82.031
'[13:42:31.024]',0.380,0.500,79.688
'[13:42:31.032]',0.376,0.500,77.344
'[13:42:31.040]',0.376,0.500,75.000
'[13:42:31.048]',0.376,0.500,72.656
'[13:42:31.056]',0.376,0.500,70.312
'[13:42:31.064]',0.376,0.500,67.969
'[13:42:31.072]',0.376,0.500,67.188
'[13:42:31.080]',0.380,0.508,65.625
'[13:42:31.088]',0.388,0.508,65.625
'[13:42:31.096]',0.404,0.508,64.844
'[13:42:31.104]',0.424,0.516,64.844
'[13:42:31.112]',0.447,0.516,65.625
'[13:42:31.120]',0.475,0.516,66.406
'[13:42:31.128]',0.502,0.516,66.406
'[13:42:31.136]',0.529,0.523,67.188
'[13:42:31.144]',0.553,0.531,67.188
'[13:42:31.152]',0.573,0.547,67.969
'[13:42:31.160]',0.588,0.562,67.969
'[13:42:31.168]',0.604,0.578,67.969
'[13:42:31.176]',0.616,0.602,67.188
'[13:42:31.184]',0.624,0.609,67.188
'[13:42:31.192]',0.627,0.594,66.406
'[13:42:31.200]',0.624,0.586,65.625
'[13:42:31.208]',0.620,0.570,65.625
'[13:42:31.216]',0.620,0.547,64.844
'[13:42:31.224]',0.616,0.516,64.062
'[13:42:31.232]',0.612,0.500,62.500
'[13:42:31.240]',0.608,0.492,61.719
'[13:42:31.248]',0.600,0.492,60.938
'[13:42:31.256]',0.592,0.492,60.156
'[13:42:31.264]',0.588,0.492,59.375
'[13:42:31.272]',0.580,0.492,58.594
'[13:42:31.280]',0.573,0.492,57.812
'[13:42:31.288]',0.565,0.477,57.031
'[13:42:31.296]',0.557,0.430,56.250
'[13:42:31.304]',0.549,0.422,56.250
'[13:42:31.312]',0.541,0.625,55.469
'[13:42:31.320]',0.529,0.875,54.688
'[13:42:31.328]',0.522,1.016,53.906
'[13:42:31.336]',0.514,0.969,53.906
'[13:42:31.344]',0.506,0.805,53.125
'[13:42:31.352]',0.502,0.664,53.125
'[13:42:31.360]',0.494,0.570,52.344
'[13:42:31.368]',0.490,0.531,52.344
'[13:42:31.376]',0.486,0.508,52.344
'[13:42:31.384]',0.482,0.500,52.344
'[13:42:31.392]',0.478,0.500,51.562
'[13:42:31.400]',0.475,0.500,51.562
'[13:42:31.408]',0.471,0.500,51.562
'[13:42:31.416]',0.467,0.500,51.562
'[13:42:31.424]',0.467,0.508,51.562
'[13:42:31.432]',0.463,0.516,51.562
'[13:42:31.440]',0.459,0.523,51.562
'[13:42:31.448]',0.459,0.531,51.562
'[13:42:31.456]',0.455,0.531,51.562
'[13:42:31.464]',0.455,0.547,50.781
'[13:42:31.472]',0.451,0.547,50.781
'[13:42:31.480]',0.451,0.555,50.781
'[13:42:31.488]',0.447,0.570,50.000
'[13:42:31.496]',0.443,0.570,50.000
'[13:42:31.504]',0.439,0.586,49.219
'[13:42:31.512]',0.439,0.594,49.219
'[13:42:31.520]',0.435,0.609,48.438
'[13:42:31.528]',0.431,0.617,48.438
'[13:42:31.536]',0.431,0.633,48.438
'[13:42:31.544]',0.427,0.656,48.438
'[13:42:31.552]',0.424,0.680,48.438
'[13:42:31.560]',0.420,0.711,49.219
'[13:42:31.568]',0.420,0.734,52.344
'[13:42:31.576]',0.416,0.766,57.031
'[13:42:31.584]',0.412,0.789,64.062
'[13:42:31.592]',0.412,0.812,73.438
'[13:42:31.600]',0.408,0.828,83.594
'[13:42:31.608]',0.408,0.844,92.969
'[13:42:31.616]',0.404,0.852,101.562
'[13:42:31.624]',0.404,0.836,109.375
'[13:42:31.632]',0.400,0.805,114.844
'[13:42:31.640]',0.396,0.766,117.969
'[13:42:31.648]',0.392,0.719,119.531
'[13:42:31.656]',0.392,0.672,118.750
'[13:42:31.664]',0.388,0.617,116.406
'[13:42:31.672]',0.388,0.578,114.062
'[13:42:31.680]',0.384,0.547,110.938
'[13:42:31.688]',0.384,0.523,107.031
'[13:42:31.696]',0.380,0.508,103.125
'[13:42:31.704]',0.380,0.500,99.219
'[13:42:31.712]',0.376,0.492,95.312
'[13:42:31.720]',0.376,0.484,92.188
'[13:42:31.728]',0.376,0.484,88.281
'[13:42:31.736]',0.376,0.484,84.375
'[13:42:31.744]',0.376,0.484,81.250
'[13:42:31.752]',0.376,0.484,78.125
'[13:42:31.760]',0.376,0.484,75.000
'[13:42:31.768]',0.376,0.492,72.656
'[13:42:31.776]',0.376,0.492,70.312
'[13:42:31.784]',0.376,0.492,67.969
'[13:42:31.792]',0.376,0.492,65.625
'[13:42:31.800]',0.376,0.492,64.062
'[13:42:31.808]',0.376,0.492,62.500
'[13:42:31.816]',0.376,0.500,60.938
'[13:42:31.824]',0.376,0.500,60.156
'[13:42:31.832]',0.376,0.500,60.156
'[13:42:31.840]',0.380,0.500,59.375
'[13:42:31.848]',0.384,0.500,60.156
'[13:42:31.856]',0.396,0.500,60.156
'[13:42:31.864]',0.408,0.500,60.938
'[13:42:31.872]',0.424,0.500,61.719
'[13:42:31.880]',0.443,0.500,62.500
'[13:42:31.888]',0.467,0.500,63.281
'[13:42:31.896]',0.490,0.516,64.062
'[13:42:31.904]',0.510,0.531,64.062
'[13:42:31.912]',0.529,0.539,64.844
'[13:42:31.920]',0.549,0.562,64.844
'[13:42:31.928]',0.561,0.578,64.062
'[13:42:31.936]',0.573,0.586,64.062
'[13:42:31.944]',0.580,0.586,64.062
'[13:42:31.952]',0.584,0.570,63.281
'[13:42:31.960]',0.584,0.547,62.500
'[13:42:31.968]',0.584,0.523,61.719
'[13:42:31.976]',0.584,0.500,60.938
'[13:42:31.984]',0.580,0.492,60.156
'[13:42:31.992]',0.573,0.484,59.375
'[13:42:32.000]',0.569,0.484,58.594
'[13:42:32.008]',0.561,0.477,57.812
'[13:42:32.016]',0.553,0.477,57.031
'[13:42:32.024]',0.545,0.484,56.250
'[13:42:32.032]',0.537,0.484,55.469
'[13:42:32.040]',0.529,0.461,54.688
'[13:42:32.048]',0.522,0.414,53.906
'[13:42:32.056]',0.510,0.461,53.125
'[13:42:32.064]',0.502,0.656,53.125
'[13:42:32.072]',0.494,0.891,52.344
'[13:42:32.080]',0.486,0.992,51.562
'[13:42:32.088]',0.478,0.922,51.562
'[13:42:32.096]',0.471,0.766,50.781
'[13:42:32.104]',0.467,0.625,50.781
'[13:42:32.112]',0.459,0.555,50.781
'[13:42:32.120]',0.455,0.516,50.000
'[13:42:32.128]',0.451,0.500,50.000
'[13:42:32.136]',0.447,0.492,50.000
'[13:42:32.144]',0.443,0.492,50.000
'[13:42:32.152]',0.443,0.492,50.000
'[13:42:32.160]',0.439,0.500,50.000
'[13:42:32.168]',0.439,0.500,50.000
'[13:42:32.176]',0.435,0.500,50.000
'[13:42:32.184]',0.435,0.508,50.000
'[13:42:32.192]',0.435,0.516,50.000
'[13:42:32.200]',0.435,0.531,50.000
'[13:42:32.208]',0.435,0.531,50.000
'[13:42:32.216]',0.431,0.539,49.219
'[13:42:32.224]',0.431,0.547,49.219
'[13:42:32.232]',0.431,0.547,49.219
'[13:42:32.240]',0.431,0.562,48.438
'[13:42:32.248]',0.427,0.570,48.438
'[13:42:32.256]',0.427,0.586,47.656
'[13:42:32.264]',0.427,0.594,47.656
'[13:42:32.272]',0.427,0.602,47.656
'[13:42:32.280]',0.424,0.617,46.875
'[13:42:32.288]',0.424,0.641,46.875
'[13:42:32.296]',0.420,0.656,46.875
'[13:42:32.304]',0.420,0.688,47.656
'[13:42:32.312]',0.416,0.711,48.438
'[13:42:32.320]',0.412,0.742,50.781
'[13:42:32.328]',0.412,0.766,55.469
'[13:42:32.336]',0.408,0.797,62.500
'[13:42:32.344]',0.404,0.820,71.094
'[13:42:32.352]',0.404,0.836,80.469
'[13:42:32.360]',0.400,0.844,89.844
'[13:42:32.368]',0.400,0.852,98.438
'[13:42:32.376]',0.396,0.828,106.250
'[13:42:32.384]',0.392,0.797,111.719
'[13:42:32.392]',0.392,0.750,114.844
'[13:42:32.400]',0.388,0.703,115.625
'[13:42:32.408]',0.384,0.656,115.625
'[13:42:32.416]',0.384,0.609,114.062
'[13:42:32.424]',0.380,0.570,110.938
'[13:42:32.432]',0.380,0.539,107.812
'[13:42:32.440]',0.376,0.516,104.688
'[13:42:32.448]',0.376,0.500,100.781
'[13:42:32.456]',0.376,0.492,96.875
'[13:42:32.464]',0.376,0.484,92.969
'[13:42:32.472]',0.376,0.484,89.062
'[13:42:32.480]',0.376,0.484,85.938
'[13:42:32.488]',0.376,0.484,82.031
'[13:42:32.496]',0.376,0.484,78.906
'[13:42:32.504]',0.376,0.484,75.781
'[13:42:32.512]',0.376,0.484,73.438
'[13:42:32.520]',0.376,0.484,70.312
'[13:42:32.528]',0.376,0.492,67.969
'[13:42:32.536]',0.376,0.492,66.406
'[13:42:32.544]',0.376,0.500,64.062
'[13:42:32.552]',0.376,0.500,62.500
'[13:42:32.560]',0.376,0.500,60.938
'[13:42:32.568]',0.376,0.492,60.156
'[13:42:32.576]',0.376,0.492,59.375
'[13:42:32.584]',0.376,0.500,58.594
'[13:42:32.592]',0.380,0.500,58.594
'[13:42:32.600]',0.388,0.500,59.375
'[13:42:32.608]',0.396,0.500,59.375
'[13:42:32.616]',0.412,0.500,60.156
'[13:42:32.624]',0.427,0.500,60.938
'[13:42:32.632]',0.447,0.500,61.719
'[13:42:32.640]',0.467,0.508,62.500
'[13:42:32.648]',0.490,0.523,63.281
'[13:42:32.656]',0.510,0.539,63.281
'[13:42:32.664]',0.525,0.547,63.281
'[13:42:32.672]',0.541,0.570,63.281
'[13:42:32.680]',0.553,0.586,63.281
'[13:42:32.688]',0.565,0.594,63.281
'[13:42:32.696]',0.573,0.586,62.500
'[13:42:32.704]',0.576,0.570,62.500
'[13:42:32.712]',0.576,0.547,61.719
'[13:42:32.720]',0.576,0.523,60.938
'[13:42:32.728]',0.576,0.500,60.156
'[13:42:32.736]',0.573,0.492,59.375
'[13:42:32.744]',0.565,0.492,58.594
'[13:42:32.752]',0.561,0.492,57.812
'[13:42:32.760]',0.553,0.492,57.031
'[13:42:32.768]',0.545,0.492,56.250
'[13:42:32.776]',0.541,0.492,55.469
'[13:42:32.784]',0.533,0.500,54.688
'[13:42:32.792]',0.525,0.469,53.906
'[13:42:32.800]',0.514,0.422,53.125
'[13:42:32.808]',0.506,0.492,53.125
'[13:42:32.816]',0.498,0.695,52.344
'[13:42:32.824]',0.490,0.930,51.562
'[13:42:32.832]',0.482,1.008,51.562
'[13:42:32.840]',0.475,0.914,50.781
'[13:42:32.848]',0.467,0.750,50.781
'[13:42:32.856]',0.463,0.625,50.000
'[13:42:32.864]',0.455,0.555,50.000
'[13:42:32.872]',0.451,0.516,50.000
'[13:42:32.880]',0.447,0.500,49.219
'[13:42:32.888]',0.443,0.500,49.219
'[13:42:32.896]',0.439,0.500,49.219
'[13:42:32.904]',0.439,0.500,49.219
'[13:42:32.912]',0.435,0.500,49.219
'[13:42:32.920]',0.435,0.500,50.000
'[13:42:32.928]',0.435,0.508,50.000
'[13:42:32.936]',0.431,0.516,50.000
'[13:42:32.944]',0.431,0.523,50.000
'[13:42:32.952]',0.431,0.531,49.219
'[13:42:32.960]',0.435,0.539,49.219
'[13:42:32.968]',0.435,0.547,49.219
'[13:42:32.976]',0.435,0.547,48.438
'[13:42:32.984]',0.435,0.562,48.438
'[13:42:32.992]',0.435,0.570,48.438
'[13:42:33.000]',0.431,0.586,47.656
'[13:42:33.008]',0.431,0.594,47.656
'[13:42:33.016]',0.427,0.602,46.875
'[13:42:33.024]',0.427,0.617,46.875
'[13:42:33.032]',0.424,0.625,46.875
'[13:42:33.040]',0.424,0.648,46.875
'[13:42:33.048]',0.424,0.672,46.875
'[13:42:33.056]',0.424,0.695,46.875
'[13:42:33.064]',0.424,0.719,48.438
'[13:42:33.072]',0.420,0.750,52.344
'[13:42:33.080]',0.416,0.781,57.812
'[13:42:33.088]',0.412,0.805,65.625
'[13:42:33.096]',0.408,0.820,75.000
'[13:42:33.104]',0.404,0.836,85.156
'[13:42:33.112]',0.404,0.852,94.531
'[13:42:33.120]',0.400,0.852,103.125
'[13:42:33.128]',0.400,0.828,110.156
'[13:42:33.136]',0.396,0.805,114.844
'[13:42:33.144]',0.396,0.758,117.188
'[13:42:33.152]',0.392,0.711,117.969
'[13:42:33.160]',0.392,0.656,117.188
'[13:42:33.168]',0.392,0.617,115.625
'[13:42:33.176]',0.388,0.570,112.500
'[13:42:33.184]',0.388,0.547,109.375
'[13:42:33.192]',0.384,0.516,105.469
'[13:42:33.200]',0.384,0.500,101.562
'[13:42:33.208]',0.384,0.500,98.438
'[13:42:33.216]',0.380,0.492,94.531
'[13:42:33.224]',0.376,0.492,90.625
'[13:42:33.232]',0.376,0.492,87.500
'[13:42:33.240]',0.376,0.484,84.375
'[13:42:33.248]',0.376,0.492,81.250
'[13:42:33.256]',0.376,0.492,78.125
'[13:42:33.264]',0.376,0.492,75.000
'[13:42:33.272]',0.376,0.492,72.656
'[13:42:33.280]',0.376,0.492,70.312
'[13:42:33.288]',0.376,0.492,67.969
'[13:42:33.296]',0.376,0.500,65.625
'[13:42:33.304]',0.376,0.500,64.062
'[13:42:33.312]',0.376,0.500,62.500
'[13:42:33.320]',0.376,0.500,60.938
'[13:42:33.328]',0.376,0.500,60.156
'[13:42:33.336]',0.380,0.500,60.156
'[13:42:33.344]',0.388,0.500,60.156
'[13:42:33.352]',0.396,0.500,60.156
'[13:42:33.360]',0.412,0.508,60.156
'[13:42:33.368]',0.431,0.508,60.938
'[13:42:33.376]',0.451,0.508,61.719
'[13:42:33.384]',0.475,0.508,62.500
'[13:42:33.392]',0.498,0.516,63.281
'[13:42:33.400]',0.518,0.531,63.281
'[13:42:33.408]',0.537,0.547,64.062
'[13:42:33.416]',0.557,0.555,64.062
'[13:42:33.424]',0.569,0.578,64.062
'[13:42:33.432]',0.580,0.602,64.062
'[13:42:33.440]',0.584,0.602,63.281
'[13:42:33.448]',0.588,0.594,63.281
'[13:42:33.456]',0.588,0.586,62.500
'[13:42:33.464]',0.588,0.562,61.719
'[13:42:33.472]',0.588,0.539,60.938
'[13:42:33.480]',0.584,0.508,60.156
'[13:42:33.488]',0.576,0.500,59.375
'[13:42:33.496]',0.569,0.500,58.594
'[13:42:33.504]',0.565,0.492,57.812
'[13:42:33.512]',0.557,0.492,57.031
'[13:42:33.520]',0.549,0.492,56.250
'[13:42:33.528]',0.545,0.500,55.469
'[13:42:33.536]',0.533,0.500,54.688
'[13:42:33.544]',0.525,0.461,54.688
'[13:42:33.552]',0.518,0.422,53.906
'[13:42:33.560]',0.510,0.484,53.125
'[13:42:33.568]',0.502,0.695,52.344
'[13:42:33.576]',0.494,0.938,51.562
'[13:42:33.584]',0.490,1.016,51.562
'[13:42:33.592]',0.482,0.922,50.781
'[13:42:33.600]',0.475,0.758,50.781
'[13:42:33.608]',0.471,0.625,50.781
'[13:42:33.616]',0.463,0.555,50.000
'[13:42:33.624]',0.459,0.516,50.000
'[13:42:33.632]',0.455,0.500,50.000
'[13:42:33.640]',0.451,0.500,50.000
'[13:42:33.648]',0.447,0.500,50.000
'[13:42:33.656]',0.443,0.500,50.000
'[13:42:33.664]',0.443,0.500,50.000
'[13:42:33.672]',0.439,0.508,50.000
