"'Time','II','ABP','PLETH'"
"'[16:32:44.864]',-,-,-"
"'[16:32:44.872]',-,-,-"
"'[16:32:44.880]',-,-,-"
"'[16:32:44.888]',-,-,-"
"'[16:32:44.896]',-,-,-"
"'[16:32:44.904]',-,-,-"
"'[16:32:44.912]',-,-,-"
"'[16:32:44.920]',-,-,-"
"'[16:32:44.928]',-,-,-"
"'[16:32:44.936]',-,-,-"
"'[16:32:44.944]',-,-,-"
"'[16:32:44.952]',-,-,-"
"'[16:32:44.960]',-,-,-"
"'[16:32:44.968]',-,-,-"
"'[16:32:44.976]',-,-,-"
"'[16:32:44.984]',-,-,-"
"'[16:32:44.992]',-,-,-"
"'[16:32:45.000]',-,-,-"
"'[16:32:45.008]',-,-,-"
"'[16:32:45.016]',-,-,-"
"'[16:32:45.024]',-,-,-"
"'[16:32:45.032]',-,-,-"
"'[16:32:45.040]',-,-,-"
"'[16:32:45.048]',-,-,-"
"'[16:32:45.056]',-,-,-"
"'[16:32:45.064]',-,-,-"
"'[16:32:45.072]',-,-,-"
"'[16:32:45.080]',-,-,-"
"'[16:32:45.088]',-,-,-"
"'[16:32:45.096]',-,-,-"
"'[16:32:45.104]',-,-,-"
"'[16:32:45.112]',-,-,-"
"'[16:32:45.120]',-,-,-"
"'[16:32:45.128]',-,-,-"
"'[16:32:45.136]',-,-,-"
"'[16:32:45.144]',-,-,-"
"'[16:32:45.152]',-,-,-"
"'[16:32:45.160]',-,-,-"
"'[16:32:45.168]',-,-,-"
"'[16:32:45.176]',-,-,-"
"'[16:32:45.184]',-,-,-"
"'[16:32:45.192]',-,-,-"
"'[16:32:45.200]',-,-,-"
"'[16:32:45.208]',-,-,-"
"'[16:32:45.216]',-,-,-"
"'[16:32:45.224]',-,-,-"
"'[16:32:45.232]',-,-,-"
"'[16:32:45.240]',-,-,-"
"'[16:32:45.248]',-,-,-"
"'[16:32:45.256]',-,-,-"
"'[16:32:45.264]',-,-,-"
"'[16:32:45.272]',-,-,-"
"'[16:32:45.280]',-,-,-"
"'[16:32:45.288]',-,-,-"
"'[16:32:45.296]',-,-,-"
"'[16:32:45.304]',-,-,-"
"'[16:32:45.312]',-,-,-"
"'[16:32:45.320]',-,-,-"
"'[16:32:45.328]',-,-,-"
"'[16:32:45.336]',-,-,-"
"'[16:32:45.344]',-,-,-"
"'[16:32:45.352]',-,-,-"
"'[16:32:45.360]',-,-,-"
"'[16:32:45.368]',-,-,-"
"'[16:32:45.376]',-,-,-"
"'[16:32:45.384]',-,-,-"
"'[16:32:45.392]',-,-,-"
"'[16:32:45.400]',-,-,-"
"'[16:32:45.408]',-,-,-"
"'[16:32:45.416]',-,-,-"
"'[16:32:45.424]',-,-,-"
"'[16:32:45.432]',-,-,-"
"'[16:32:45.440]',-,-,-"
"'[16:32:45.448]',-,-,-"
"'[16:32:45.456]',-,-,-"
"'[16:32:45.464]',-,-,-"
"'[16:32:45.472]',-,-,-"
"'[16:32:45.480]',-,-,-"
"'[16:32:45.488]',-,-,-"
"'[16:32:45.496]',-,-,-"
"'[16:32:45.504]',-,-,-"
"'[16:32:45.512]',-,-,-"
"'[16:32:45.520]',-,-,-"
"'[16:32:45.528]',-,-,-"
"'[16:32:45.536]',-,-,-"
"'[16:32:45.544]',-,-,-"
"'[16:32:45.552]',-,-,-"
"'[16:32:45.560]',-,-,-"
"'[16:32:45.568]',-,-,-"
"'[16:32:45.576]',-,-,-"
"'[16:32:45.584]',-,-,-"
"'[16:32:45.592]',-,-,-"
"'[16:32:45.600]',-,-,-"
"'[16:32:45.608]',-,-,-"
"'[16:32:45.616]',-,-,-"
"'[16:32:45.624]',-,-,-"
"'[16:32:45.632]',-,-,-"
"'[16:32:45.640]',-,-,-"
"'[16:32:45.648]',-,-,-"
"'[16:32:45.656]',-,-,-"
"'[16:32:45.664]',-,-,-"
"'[16:32:45.672]',-,-,-"
"'[16:32:45.680]',-,-,-"
"'[16:32:45.688]',-,-,-"
"'[16:32:45.696]',-,-,-"
"'[16:32:45.704]',-,-,-"
"'[16:32:45.712]',-,-,-"
"'[16:32:45.720]',-,-,-"
"'[16:32:45.728]',-,-,-"
"'[16:32:45.736]',-,-,-"
"'[16:32:45.744]',-,-,-"
"'[16:32:45.752]',-,-,-"
"'[16:32:45.760]',-,-,-"
"'[16:32:45.768]',-,-,-"
"'[16:32:45.776]',-,-,-"
"'[16:32:45.784]',-,-,-"
"'[16:32:45.792]',-,-,-"
"'[16:32:45.800]',-,-,-"
"'[16:32:45.808]',-,-,-"
"'[16:32:45.816]',-,-,-"
"'[16:32:45.824]',-,-,-"
"'[16:32:45.832]',-,-,-"
"'[16:32:45.840]',-,-,-"
"'[16:32:45.848]',-,-,-"
"'[16:32:45.856]',-,-,-"
"'[16:32:45.864]',-,-,-"
"'[16:32:45.872]',-,-,-"
"'[16:32:45.880]',-,-,-"
"'[16:32:45.888]',-,-,-"
"'[16:32:45.896]',-,-,-"
"'[16:32:45.904]',-,-,-"
"'[16:32:45.912]',-,-,-"
"'[16:32:45.920]',-,-,-"
"'[16:32:45.928]',-,-,-"
"'[16:32:45.936]',-,-,-"
"'[16:32:45.944]',-,-,-"
"'[16:32:45.952]',-,-,-"
"'[16:32:45.960]',-,-,-"
"'[16:32:45.968]',-,-,-"
"'[16:32:45.976]',-,-,-"
"'[16:32:45.984]',-,-,-"
"'[16:32:45.992]',-,-,-"
"'[16:32:46.000]',-,-,-"
"'[16:32:46.008]',-,-,-"
"'[16:32:46.016]',-,-,-"
"'[16:32:46.024]',-,-,-"
"'[16:32:46.032]',-,-,-"
"'[16:32:46.040]',-,-,-"
"'[16:32:46.048]',-,-,-"
"'[16:32:46.056]',-,-,-"
"'[16:32:46.064]',-,-,-"
"'[16:32:46.072]',-,-,-"
"'[16:32:46.080]',-,-,-"
"'[16:32:46.088]',-,-,-"
"'[16:32:46.096]',-,-,-"
"'[16:32:46.104]',-,-,-"
"'[16:32:46.112]',-,-,-"
"'[16:32:46.120]',-,-,-"
"'[16:32:46.128]',-,-,-"
"'[16:32:46.136]',-,-,-"
"'[16:32:46.144]',-,-,-"
"'[16:32:46.152]',-,-,-"
"'[16:32:46.160]',-,-,-"
"'[16:32:46.168]',-,-,-"
"'[16:32:46.176]',-,-,-"
"'[16:32:46.184]',-,-,-"
"'[16:32:46.192]',-,-,-"
"'[16:32:46.200]',-,-,-"
"'[16:32:46.208]',-,-,-"
"'[16:32:46.216]',-,-,-"
"'[16:32:46.224]',-,-,-"
"'[16:32:46.232]',-,-,-"
"'[16:32:46.240]',-,-,-"
"'[16:32:46.248]',-,-,-"
"'[16:32:46.256]',-,-,-"
"'[16:32:46.264]',-,-,-"
"'[16:32:46.272]',-,-,-"
"'[16:32:46.280]',-,-,-"
"'[16:32:46.288]',-,-,-"
"'[16:32:46.296]',-,-,-"
"'[16:32:46.304]',-,-,-"
"'[16:32:46.312]',-,-,-"
"'[16:32:46.320]',-,-,-"
"'[16:32:46.328]',-,-,-"
"'[16:32:46.336]',-,-,-"
"'[16:32:46.344]',-,-,-"
"'[16:32:46.352]',-,-,-"
"'[16:32:46.360]',-,-,-"
"'[16:32:46.368]',-,-,-"
"'[16:32:46.376]',-,-,-"
"'[16:32:46.384]',-,-,-"
"'[16:32:46.392]',-,-,-"
"'[16:32:46.400]',-,-,-"
"'[16:32:46.408]',-,-,-"
"'[16:32:46.416]',-,-,-"
"'[16:32:46.424]',-,-,-"
"'[16:32:46.432]',-,-,-"
"'[16:32:46.440]',-,-,-"
"'[16:32:46.448]',-,-,-"
"'[16:32:46.456]',-,-,-"
"'[16:32:46.464]',-,-,-"
"'[16:32:46.472]',-,-,-"
"'[16:32:46.480]',-,-,-"
"'[16:32:46.488]',-,-,-"
"'[16:32:46.496]',-,-,-"
"'[16:32:46.504]',-,-,-"
"'[16:32:46.512]',-,-,-"
"'[16:32:46.520]',-,-,-"
"'[16:32:46.528]',-,-,-"
"'[16:32:46.536]',-,-,-"
"'[16:32:46.544]',-,-,-"
"'[16:32:46.552]',-,-,-"
"'[16:32:46.560]',-,-,-"
"'[16:32:46.568]',-,-,-"
"'[16:32:46.576]',-,-,-"
"'[16:32:46.584]',-,-,-"
"'[16:32:46.592]',-,-,-"
"'[16:32:46.600]',-,-,-"
"'[16:32:46.608]',-,-,-"
"'[16:32:46.616]',-,-,-"
"'[16:32:46.624]',-,-,-"
"'[16:32:46.632]',-,-,-"
"'[16:32:46.640]',-,-,-"
"'[16:32:46.648]',-,-,-"
"'[16:32:46.656]',-,-,-"
"'[16:32:46.664]',-,-,-"
"'[16:32:46.672]',-,-,-"
"'[16:32:46.680]',-,-,-"
"'[16:32:46.688]',-,-,-"
"'[16:32:46.696]',-,-,-"
"'[16:32:46.704]',-,-,-"
"'[16:32:46.712]',-,-,-"
"'[16:32:46.720]',-,-,-"
"'[16:32:46.728]',-,-,-"
"'[16:32:46.736]',-,-,-"
"'[16:32:46.744]',-,-,-"
"'[16:32:46.752]',-,-,-"
"'[16:32:46.760]',-,-,-"
"'[16:32:46.768]',-,-,-"
"'[16:32:46.776]',-,-,-"
"'[16:32:46.784]',-,-,-"
"'[16:32:46.792]',-,-,-"
"'[16:32:46.800]',-,-,-"
"'[16:32:46.808]',-,-,-"
"'[16:32:46.816]',-,-,-"
"'[16:32:46.824]',-,-,-"
"'[16:32:46.832]',-,-,-"
"'[16:32:46.840]',-,-,-"
"'[16:32:46.848]',-,-,-"
"'[16:32:46.856]',-,-,-"
"'[16:32:46.864]',-,-,-"
"'[16:32:46.872]',-,-,-"
"'[16:32:46.880]',-,-,-"
"'[16:32:46.888]',-,-,-"
"'[16:32:46.896]',-,-,-"
"'[16:32:46.904]',-,-,-"
"'[16:32:46.912]',-,-,-"
"'[16:32:46.920]',-,-,-"
"'[16:32:46.928]',-,-,-"
"'[16:32:46.936]',-,-,-"
"'[16:32:46.944]',-,-,-"
"'[16:32:46.952]',-,-,-"
"'[16:32:46.960]',-,-,-"
"'[16:32:46.968]',-,-,-"
"'[16:32:46.976]',-,-,-"
"'[16:32:46.984]',-,-,-"
"'[16:32:46.992]',-,-,-"
"'[16:32:47.000]',-,-,-"
"'[16:32:47.008]',-,-,-"
"'[16:32:47.016]',-,-,-"
"'[16:32:47.024]',-,-,-"
"'[16:32:47.032]',-,-,-"
"'[16:32:47.040]',-,-,-"
"'[16:32:47.048]',-,-,-"
"'[16:32:47.056]',-,-,-"
"'[16:32:47.064]',-,-,-"
"'[16:32:47.072]',-,-,-"
"'[16:32:47.080]',-,-,-"
"'[16:32:47.088]',-,-,-"
"'[16:32:47.096]',-,-,-"
"'[16:32:47.104]',-,-,-"
"'[16:32:47.112]',-,-,-"
"'[16:32:47.120]',-,-,-"
"'[16:32:47.128]',-,-,-"
"'[16:32:47.136]',-,-,-"
"'[16:32:47.144]',-,-,-"
"'[16:32:47.152]',-,-,-"
"'[16:32:47.160]',-,-,-"
"'[16:32:47.168]',-,-,-"
"'[16:32:47.176]',-,-,-"
"'[16:32:47.184]',-,-,-"
"'[16:32:47.192]',-,-,-"
"'[16:32:47.200]',-,-,-"
"'[16:32:47.208]',-,-,-"
"'[16:32:47.216]',-,-,-"
"'[16:32:47.224]',-,-,-"
"'[16:32:47.232]',-,-,-"
"'[16:32:47.240]',-,-,-"
"'[16:32:47.248]',-,-,-"
"'[16:32:47.256]',-,-,-"
"'[16:32:47.264]',-,-,-"
"'[16:32:47.272]',-,-,-"
"'[16:32:47.280]',-,-,-"
"'[16:32:47.288]',-,-,-"
"'[16:32:47.296]',-,-,-"
"'[16:32:47.304]',-,-,-"
"'[16:32:47.312]',-,-,-"
"'[16:32:47.320]',-,-,-"
"'[16:32:47.328]',-,-,-"
"'[16:32:47.336]',-,-,-"
"'[16:32:47.344]',-,-,-"
"'[16:32:47.352]',-,-,-"
"'[16:32:47.360]',-,-,-"
"'[16:32:47.368]',-,-,-"
"'[16:32:47.376]',-,-,-"
"'[16:32:47.384]',-,-,-"
"'[16:32:47.392]',-,-,-"
"'[16:32:47.400]',-,-,-"
"'[16:32:47.408]',-,-,-"
"'[16:32:47.416]',-,-,-"
"'[16:32:47.424]',-,-,-"
"'[16:32:47.432]',-,-,-"
"'[16:32:47.440]',-,-,-"
"'[16:32:47.448]',-,-,-"
"'[16:32:47.456]',-,-,-"
"'[16:32:47.464]',-,-,-"
"'[16:32:47.472]',-,-,-"
"'[16:32:47.480]',-,-,-"
"'[16:32:47.488]',-,-,-"
"'[16:32:47.496]',-,-,-"
"'[16:32:47.504]',-,-,-"
"'[16:32:47.512]',-,-,-"
"'[16:32:47.520]',-,-,-"
"'[16:32:47.528]',-,-,-"
"'[16:32:47.536]',-,-,-"
"'[16:32:47.544]',-,-,-"
"'[16:32:47.552]',-,-,-"
"'[16:32:47.560]',-,-,-"
"'[16:32:47.568]',-,-,-"
"'[16:32:47.576]',-,-,-"
"'[16:32:47.584]',-,-,-"
"'[16:32:47.592]',-,-,-"
"'[16:32:47.600]',-,-,-"
"'[16:32:47.608]',-,-,-"
"'[16:32:47.616]',-,-,-"
"'[16:32:47.624]',-,-,-"
"'[16:32:47.632]',-,-,-"
"'[16:32:47.640]',-,-,-"
"'[16:32:47.648]',-,-,-"
"'[16:32:47.656]',-,-,-"
"'[16:32:47.664]',-,-,-"
"'[16:32:47.672]',-,-,-"
"'[16:32:47.680]',-,-,-"
"'[16:32:47.688]',-,-,-"
"'[16:32:47.696]',-,-,-"
"'[16:32:47.704]',-,-,-"
"'[16:32:47.712]',-,-,-"
"'[16:32:47.720]',-,-,-"
"'[16:32:47.728]',-,-,-"
"'[16:32:47.736]',-,-,-"
"'[16:32:47.744]',-,-,-"
"'[16:32:47.752]',-,-,-"
"'[16:32:47.760]',-,-,-"
"'[16:32:47.768]',-,-,-"
"'[16:32:47.776]',-,-,-"
"'[16:32:47.784]',-,-,-"
"'[16:32:47.792]',-,-,-"
"'[16:32:47.800]',-,-,-"
"'[16:32:47.808]',-,-,-"
"'[16:32:47.816]',-,-,-"
"'[16:32:47.824]',-,-,-"
"'[16:32:47.832]',-,-,-"
"'[16:32:47.840]',-,-,-"
"'[16:32:47.848]',-,-,-"
"'[16:32:47.856]',-,-,-"
"'[16:32:47.864]',-,-,-"
"'[16:32:47.872]',-,-,-"
"'[16:32:47.880]',-,-,-"
"'[16:32:47.888]',-,-,-"
"'[16:32:47.896]',-,-,-"
"'[16:32:47.904]',-,-,-"
"'[16:32:47.912]',-,-,-"
"'[16:32:47.920]',-,-,-"
"'[16:32:47.928]',-,-,-"
"'[16:32:47.936]',-,-,-"
"'[16:32:47.944]',-,-,-"
"'[16:32:47.952]',-,-,-"
"'[16:32:47.960]',-,-,-"
"'[16:32:47.968]',-,-,-"
"'[16:32:47.976]',-,-,-"
"'[16:32:47.984]',-,-,-"
"'[16:32:47.992]',-,-,-"
"'[16:32:48.000]',-,-,-"
"'[16:32:48.008]',-,-,-"
"'[16:32:48.016]',-,-,-"
"'[16:32:48.024]',-,-,-"
"'[16:32:48.032]',-,-,-"
"'[16:32:48.040]',-,-,-"
"'[16:32:48.048]',-,-,-"
"'[16:32:48.056]',-,-,-"
"'[16:32:48.064]',-,-,-"
"'[16:32:48.072]',-,-,-"
"'[16:32:48.080]',-,-,-"
"'[16:32:48.088]',-,-,-"
"'[16:32:48.096]',-,-,-"
"'[16:32:48.104]',-,-,-"
"'[16:32:48.112]',-,-,-"
"'[16:32:48.120]',-,-,-"
"'[16:32:48.128]',-,-,-"
"'[16:32:48.136]',-,-,-"
"'[16:32:48.144]',-,-,-"
"'[16:32:48.152]',-,-,-"
"'[16:32:48.160]',-,-,-"
"'[16:32:48.168]',-,-,-"
"'[16:32:48.176]',-,-,-"
"'[16:32:48.184]',-,-,-"
"'[16:32:48.192]',-,-,-"
"'[16:32:48.200]',-,-,-"
"'[16:32:48.208]',-,-,-"
"'[16:32:48.216]',-,-,-"
"'[16:32:48.224]',-,-,-"
"'[16:32:48.232]',-,-,-"
"'[16:32:48.240]',-,-,-"
"'[16:32:48.248]',-,-,-"
"'[16:32:48.256]',-,-,-"
"'[16:32:48.264]',-,-,-"
"'[16:32:48.272]',-,-,-"
"'[16:32:48.280]',-,-,-"
"'[16:32:48.288]',-,-,-"
"'[16:32:48.296]',-,-,-"
"'[16:32:48.304]',-,-,-"
"'[16:32:48.312]',-,-,-"
"'[16:32:48.320]',-,-,-"
"'[16:32:48.328]',-,-,-"
"'[16:32:48.336]',-,-,-"
"'[16:32:48.344]',-,-,-"
"'[16:32:48.352]',-,-,-"
"'[16:32:48.360]',-,-,-"
"'[16:32:48.368]',-,-,-"
"'[16:32:48.376]',-,-,-"
"'[16:32:48.384]',-,-,-"
"'[16:32:48.392]',-,-,-"
"'[16:32:48.400]',-,-,-"
"'[16:32:48.408]',-,-,-"
"'[16:32:48.416]',-,-,-"
"'[16:32:48.424]',-,-,-"
"'[16:32:48.432]',-,-,-"
"'[16:32:48.440]',-,-,-"
"'[16:32:48.448]',-,-,-"
"'[16:32:48.456]',-,-,-"
"'[16:32:48.464]',-,-,-"
"'[16:32:48.472]',-,-,-"
"'[16:32:48.480]',-,-,-"
"'[16:32:48.488]',-,-,-"
"'[16:32:48.496]',-,-,-"
"'[16:32:48.504]',-,-,-"
"'[16:32:48.512]',-,-,-"
"'[16:32:48.520]',-,-,-"
"'[16:32:48.528]',-,-,-"
"'[16:32:48.536]',-,-,-"
"'[16:32:48.544]',-,-,-"
"'[16:32:48.552]',-,-,-"
"'[16:32:48.560]',-,-,-"
"'[16:32:48.568]',-,-,-"
"'[16:32:48.576]',-,-,-"
"'[16:32:48.584]',-,-,-"
"'[16:32:48.592]',-,-,-"
"'[16:32:48.600]',-,-,-"
"'[16:32:48.608]',-,-,-"
"'[16:32:48.616]',-,-,-"
"'[16:32:48.624]',-,-,-"
"'[16:32:48.632]',-,-,-"
"'[16:32:48.640]',-,-,-"
"'[16:32:48.648]',-,-,-"
"'[16:32:48.656]',-,-,-"
"'[16:32:48.664]',-,-,-"
"'[16:32:48.672]',-,-,-"
"'[16:32:48.680]',-,-,-"
"'[16:32:48.688]',-,-,-"
"'[16:32:48.696]',-,-,-"
"'[16:32:48.704]',-,-,-"
"'[16:32:48.712]',-,-,-"
"'[16:32:48.720]',-,-,-"
"'[16:32:48.728]',-,-,-"
"'[16:32:48.736]',-,-,-"
"'[16:32:48.744]',-,-,-"
"'[16:32:48.752]',-,-,-"
"'[16:32:48.760]',-,-,-"
"'[16:32:48.768]',-,-,-"
"'[16:32:48.776]',-,-,-"
"'[16:32:48.784]',-,-,-"
"'[16:32:48.792]',-,-,-"
"'[16:32:48.800]',-,-,-"
"'[16:32:48.808]',-,-,-"
"'[16:32:48.816]',-,-,-"
"'[16:32:48.824]',-,-,-"
"'[16:32:48.832]',-,-,-"
"'[16:32:48.840]',-,-,-"
"'[16:32:48.848]',-,-,-"
"'[16:32:48.856]',-,-,-"
"'[16:32:48.864]',-,-,-"
"'[16:32:48.872]',-,-,-"
"'[16:32:48.880]',-,-,-"
"'[16:32:48.888]',-,-,-"
"'[16:32:48.896]',-,-,-"
"'[16:32:48.904]',-,-,-"
"'[16:32:48.912]',-,-,-"
"'[16:32:48.920]',-,-,-"
"'[16:32:48.928]',-,-,-"
"'[16:32:48.936]',-,-,-"
"'[16:32:48.944]',-,-,-"
"'[16:32:48.952]',-,-,-"
"'[16:32:48.960]',-,-,-"
"'[16:32:48.968]',-,-,-"
"'[16:32:48.976]',-,-,-"
"'[16:32:48.984]',-,-,-"
"'[16:32:48.992]',-,-,-"
"'[16:32:49.000]',-,-,-"
"'[16:32:49.008]',-,-,-"
"'[16:32:49.016]',-,-,-"
"'[16:32:49.024]',-,-,-"
"'[16:32:49.032]',-,-,-"
"'[16:32:49.040]',-,-,-"
"'[16:32:49.048]',-,-,-"
"'[16:32:49.056]',-,-,-"
"'[16:32:49.064]',-,-,-"
"'[16:32:49.072]',-,-,-"
"'[16:32:49.080]',-,-,-"
"'[16:32:49.088]',-,-,-"
"'[16:32:49.096]',-,-,-"
"'[16:32:49.104]',-,-,-"
"'[16:32:49.112]',-,-,-"
"'[16:32:49.120]',-,-,-"
"'[16:32:49.128]',-,-,-"
"'[16:32:49.136]',-,-,-"
"'[16:32:49.144]',-,-,-"
"'[16:32:49.152]',-,-,-"
"'[16:32:49.160]',-,-,-"
"'[16:32:49.168]',-,-,-"
"'[16:32:49.176]',-,-,-"
"'[16:32:49.184]',-,-,-"
"'[16:32:49.192]',-,-,-"
"'[16:32:49.200]',-,-,-"
"'[16:32:49.208]',-,-,-"
"'[16:32:49.216]',-,-,-"
"'[16:32:49.224]',-,-,-"
"'[16:32:49.232]',-,-,-"
"'[16:32:49.240]',-,-,-"
"'[16:32:49.248]',-,-,-"
"'[16:32:49.256]',-,-,-"
"'[16:32:49.264]',-,-,-"
"'[16:32:49.272]',-,-,-"
"'[16:32:49.280]',-,-,-"
"'[16:32:49.288]',-,-,-"
"'[16:32:49.296]',-,-,-"
"'[16:32:49.304]',-,-,-"
"'[16:32:49.312]',-,-,-"
"'[16:32:49.320]',-,-,-"
"'[16:32:49.328]',-,-,-"
"'[16:32:49.336]',-,-,-"
"'[16:32:49.344]',-,-,-"
"'[16:32:49.352]',-,-,-"
"'[16:32:49.360]',-,-,-"
"'[16:32:49.368]',-,-,-"
"'[16:32:49.376]',-,-,-"
"'[16:32:49.384]',-,-,-"
"'[16:32:49.392]',-,-,-"
"'[16:32:49.400]',-,-,-"
"'[16:32:49.408]',-,-,-"
"'[16:32:49.416]',-,-,-"
"'[16:32:49.424]',-,-,-"
"'[16:32:49.432]',-,-,-"
"'[16:32:49.440]',-,-,-"
"'[16:32:49.448]',-,-,-"
"'[16:32:49.456]',-,-,-"
"'[16:32:49.464]',-,-,-"
"'[16:32:49.472]',-,-,-"
"'[16:32:49.480]',-,-,-"
"'[16:32:49.488]',-,-,-"
"'[16:32:49.496]',-,-,-"
"'[16:32:49.504]',-,-,-"
"'[16:32:49.512]',-,-,-"
"'[16:32:49.520]',-,-,-"
"'[16:32:49.528]',-,-,-"
"'[16:32:49.536]',-,-,-"
"'[16:32:49.544]',-,-,-"
"'[16:32:49.552]',-,-,-"
"'[16:32:49.560]',-,-,-"
"'[16:32:49.568]',-,-,-"
"'[16:32:49.576]',-,-,-"
"'[16:32:49.584]',-,-,-"
"'[16:32:49.592]',-,-,-"
"'[16:32:49.600]',-,-,-"
"'[16:32:49.608]',-,-,-"
"'[16:32:49.616]',-,-,-"
"'[16:32:49.624]',-,-,-"
"'[16:32:49.632]',-,-,-"
"'[16:32:49.640]',-,-,-"
"'[16:32:49.648]',-,-,-"
"'[16:32:49.656]',-,-,-"
"'[16:32:49.664]',-,-,-"
"'[16:32:49.672]',-,-,-"
"'[16:32:49.680]',-,-,-"
"'[16:32:49.688]',-,-,-"
"'[16:32:49.696]',-,-,-"
"'[16:32:49.704]',-,-,-"
"'[16:32:49.712]',-,-,-"
"'[16:32:49.720]',-,-,-"
"'[16:32:49.728]',-,-,-"
"'[16:32:49.736]',-,-,-"
"'[16:32:49.744]',-,-,-"
"'[16:32:49.752]',-,-,-"
"'[16:32:49.760]',-,-,-"
"'[16:32:49.768]',-,-,-"
"'[16:32:49.776]',-,-,-"
"'[16:32:49.784]',-,-,-"
"'[16:32:49.792]',-,-,-"
"'[16:32:49.800]',-,-,-"
"'[16:32:49.808]',-,-,-"
"'[16:32:49.816]',-,-,-"
"'[16:32:49.824]',-,-,-"
"'[16:32:49.832]',-,-,-"
"'[16:32:49.840]',-,-,-"
"'[16:32:49.848]',-,-,-"
"'[16:32:49.856]',-,-,-"
"'[16:32:49.864]',-,-,-"
"'[16:32:49.872]',-,-,-"
"'[16:32:49.880]',-,-,-"
"'[16:32:49.888]',-,-,-"
"'[16:32:49.896]',-,-,-"
"'[16:32:49.904]',-,-,-"
"'[16:32:49.912]',-,-,-"
"'[16:32:49.920]',-,-,-"
"'[16:32:49.928]',-,-,-"
"'[16:32:49.936]',-,-,-"
"'[16:32:49.944]',-,-,-"
"'[16:32:49.952]',-,-,-"
"'[16:32:49.960]',-,-,-"
"'[16:32:49.968]',-,-,-"
"'[16:32:49.976]',-,-,-"
"'[16:32:49.984]',-,-,-"
"'[16:32:49.992]',-,-,-"
"'[16:32:50.000]',-,-,-"
"'[16:32:50.008]',-,-,-"
"'[16:32:50.016]',-,-,-"
"'[16:32:50.024]',-,-,-"
"'[16:32:50.032]',-,-,-"
"'[16:32:50.040]',-,-,-"
"'[16:32:50.048]',-,-,-"
"'[16:32:50.056]',-,-,-"
"'[16:32:50.064]',-,-,-"
"'[16:32:50.072]',-,-,-"
"'[16:32:50.080]',-,-,-"
"'[16:32:50.088]',-,-,-"
"'[16:32:50.096]',-,-,-"
"'[16:32:50.104]',-,-,-"
"'[16:32:50.112]',-,-,-"
"'[16:32:50.120]',-,-,-"
"'[16:32:50.128]',-,-,-"
"'[16:32:50.136]',-,-,-"
"'[16:32:50.144]',-,-,-"
"'[16:32:50.152]',-,-,-"
"'[16:32:50.160]',-,-,-"
"'[16:32:50.168]',-,-,-"
"'[16:32:50.176]',-,-,-"
"'[16:32:50.184]',-,-,-"
"'[16:32:50.192]',-,-,-"
"'[16:32:50.200]',-,-,-"
"'[16:32:50.208]',-,-,-"
"'[16:32:50.216]',-,-,-"
"'[16:32:50.224]',-,-,-"
"'[16:32:50.232]',-,-,-"
"'[16:32:50.240]',-,-,-"
"'[16:32:50.248]',-,-,-"
"'[16:32:50.256]',-,-,-"
"'[16:32:50.264]',-,-,-"
"'[16:32:50.272]',-,-,-"
"'[16:32:50.280]',-,-,-"
"'[16:32:50.288]',-,-,-"
"'[16:32:50.296]',-,-,-"
"'[16:32:50.304]',-,-,-"
"'[16:32:50.312]',-,-,-"
"'[16:32:50.320]',-,-,-"
"'[16:32:50.328]',-,-,-"
"'[16:32:50.336]',-,-,-"
"'[16:32:50.344]',-,-,-"
"'[16:32:50.352]',-,-,-"
"'[16:32:50.360]',-,-,-"
"'[16:32:50.368]',-,-,-"
"'[16:32:50.376]',-,-,-"
"'[16:32:50.384]',-,-,-"
"'[16:32:50.392]',-,-,-"
"'[16:32:50.400]',-,-,-"
"'[16:32:50.408]',-,-,-"
"'[16:32:50.416]',-,-,-"
"'[16:32:50.424]',-,-,-"
"'[16:32:50.432]',-,-,-"
"'[16:32:50.440]',-,-,-"
"'[16:32:50.448]',-,-,-"
"'[16:32:50.456]',-,-,-"
"'[16:32:50.464]',-,-,-"
"'[16:32:50.472]',-,-,-"
"'[16:32:50.480]',-,-,-"
"'[16:32:50.488]',-,-,-"
"'[16:32:50.496]',-,-,-"
"'[16:32:50.504]',-,-,-"
"'[16:32:50.512]',-,-,-"
"'[16:32:50.520]',-,-,-"
"'[16:32:50.528]',-,-,-"
"'[16:32:50.536]',-,-,-"
"'[16:32:50.544]',-,-,-"
"'[16:32:50.552]',-,-,-"
"'[16:32:50.560]',-,-,-"
"'[16:32:50.568]',-,-,-"
"'[16:32:50.576]',-,-,-"
"'[16:32:50.584]',-,-,-"
"'[16:32:50.592]',-,-,-"
"'[16:32:50.600]',-,-,-"
"'[16:32:50.608]',-,-,-"
"'[16:32:50.616]',-,-,-"
"'[16:32:50.624]',-,-,-"
"'[16:32:50.632]',-,-,-"
"'[16:32:50.640]',-,-,-"
"'[16:32:50.648]',-,-,-"
"'[16:32:50.656]',-,-,-"
"'[16:32:50.664]',-,-,-"
"'[16:32:50.672]',-,-,-"
"'[16:32:50.680]',-,-,-"
"'[16:32:50.688]',-,-,-"
"'[16:32:50.696]',-,-,-"
"'[16:32:50.704]',-,-,-"
"'[16:32:50.712]',-,-,-"
"'[16:32:50.720]',-,-,-"
"'[16:32:50.728]',-,-,-"
"'[16:32:50.736]',-,-,-"
