'Time','II','ABP','PLETH','III'
'[16:38:44.496]',0.541,51.562,0.569,-
'[16:38:44.504]',0.549,51.562,0.561,-
'[16:38:44.512]',0.522,51.562,0.557,-
'[16:38:44.520]',0.506,52.500,0.553,-
'[16:38:44.528]',0.498,54.375,0.549,-
'[16:38:44.536]',0.475,59.062,0.545,-
'[16:38:44.544]',0.451,66.562,0.541,-
'[16:38:44.552]',0.490,75.000,0.541,-
'[16:38:44.560]',0.533,84.375,0.545,-
'[16:38:44.568]',0.545,91.875,0.545,-
'[16:38:44.576]',0.494,98.437,0.545,-
'[16:38:44.584]',0.467,103.125,0.545,-
'[16:38:44.592]',0.459,106.875,0.545,-
'[16:38:44.600]',0.494,108.750,0.537,-
'[16:38:44.608]',0.510,110.625,0.529,-
'[16:38:44.616]',0.510,110.625,0.522,-
'[16:38:44.624]',0.498,109.687,0.510,-
'[16:38:44.632]',0.486,107.812,0.498,-
'[16:38:44.640]',0.475,105.937,0.490,-
'[16:38:44.648]',0.478,104.062,0.482,-
'[16:38:44.656]',0.478,102.187,0.475,-
'[16:38:44.664]',0.459,101.250,0.475,-
'[16:38:44.672]',0.443,99.375,0.478,-
'[16:38:44.680]',0.467,98.437,0.482,-
'[16:38:44.688]',0.486,96.562,0.494,-
'[16:38:44.696]',0.471,95.625,0.514,-
'[16:38:44.704]',0.467,93.750,0.533,-
'[16:38:44.712]',0.475,92.812,0.557,-
'[16:38:44.720]',0.467,91.875,0.584,-
'[16:38:44.728]',0.451,90.000,0.612,-
'[16:38:44.736]',0.451,88.125,0.639,-
'[16:38:44.744]',0.475,86.250,0.663,-
'[16:38:44.752]',0.494,84.375,0.686,-
'[16:38:44.760]',0.498,82.500,0.706,-
'[16:38:44.768]',0.506,80.625,0.722,-
'[16:38:44.776]',0.549,78.750,0.729,-
'[16:38:44.784]',0.569,75.937,0.733,-
'[16:38:44.792]',0.557,74.062,0.733,-
'[16:38:44.800]',0.561,71.250,0.729,-
'[16:38:44.808]',0.580,68.437,0.722,-
'[16:38:44.816]',0.561,66.562,0.714,-
'[16:38:44.824]',0.525,65.625,0.702,-
'[16:38:44.832]',0.475,63.750,0.690,-
'[16:38:44.840]',0.431,62.812,0.675,-
'[16:38:44.848]',0.420,61.875,0.663,-
'[16:38:44.856]',0.431,61.875,0.651,-
'[16:38:44.864]',0.435,61.875,0.639,-
'[16:38:44.872]',0.416,61.875,0.631,-
'[16:38:44.880]',0.416,61.875,0.624,-
'[16:38:44.888]',0.420,61.875,0.616,-
'[16:38:44.896]',0.420,61.875,0.608,-
'[16:38:44.904]',0.455,61.875,0.604,-
'[16:38:44.912]',0.576,61.875,0.600,-
'[16:38:44.920]',0.792,61.875,0.596,-
'[16:38:44.928]',0.890,60.937,0.596,-
'[16:38:44.936]',0.875,60.937,0.596,-
'[16:38:44.944]',0.867,60.937,0.596,-
'[16:38:44.952]',0.812,60.937,0.600,-
'[16:38:44.960]',0.702,60.000,0.600,-
'[16:38:44.968]',0.576,60.000,0.604,-
'[16:38:44.976]',0.486,59.062,0.604,-
'[16:38:44.984]',0.439,59.062,0.604,-
'[16:38:44.992]',0.424,59.062,0.604,-
'[16:38:45.000]',0.408,59.062,0.604,-
'[16:38:45.008]',0.404,58.125,0.600,-
'[16:38:45.016]',0.416,57.187,0.600,-
'[16:38:45.024]',0.435,57.187,0.596,-
'[16:38:45.032]',0.451,56.250,0.596,-
'[16:38:45.040]',0.451,56.250,0.596,-
'[16:38:45.048]',0.439,55.312,0.596,-
'[16:38:45.056]',0.451,54.375,0.600,-
'[16:38:45.064]',0.471,54.375,0.608,-
'[16:38:45.072]',0.459,53.437,0.612,-
'[16:38:45.080]',0.443,52.500,0.620,-
'[16:38:45.088]',0.459,51.562,0.627,-
'[16:38:45.096]',0.471,51.562,0.639,-
'[16:38:45.104]',0.478,50.625,0.643,-
'[16:38:45.112]',0.498,50.625,0.651,-
'[16:38:45.120]',0.522,50.625,0.655,-
'[16:38:45.128]',0.525,50.625,0.655,-
'[16:38:45.136]',0.506,51.562,0.655,-
'[16:38:45.144]',0.510,52.500,0.651,-
'[16:38:45.152]',0.522,55.312,0.647,-
'[16:38:45.160]',0.525,60.000,0.643,-
'[16:38:45.168]',0.514,66.562,0.639,-
'[16:38:45.176]',0.525,75.000,0.635,-
'[16:38:45.184]',0.533,82.500,0.627,-
'[16:38:45.192]',0.549,89.062,0.624,-
'[16:38:45.200]',0.557,93.750,0.616,-
'[16:38:45.208]',0.565,97.500,0.608,-
'[16:38:45.216]',0.549,101.250,0.596,-
'[16:38:45.224]',0.525,104.062,0.588,-
'[16:38:45.232]',0.529,105.937,0.576,-
'[16:38:45.240]',0.533,105.937,0.565,-
'[16:38:45.248]',0.533,105.937,0.553,-
'[16:38:45.256]',0.529,105.000,0.545,-
'[16:38:45.264]',0.525,103.125,0.537,-
'[16:38:45.272]',0.525,101.250,0.529,-
'[16:38:45.280]',0.529,99.375,0.525,-
'[16:38:45.288]',0.522,97.500,0.522,-
'[16:38:45.296]',0.514,96.562,0.518,-
'[16:38:45.304]',0.529,95.625,0.518,-
'[16:38:45.312]',0.525,93.750,0.522,-
'[16:38:45.320]',0.510,91.875,0.525,-
'[16:38:45.328]',0.506,90.937,0.533,-
'[16:38:45.336]',0.514,89.062,0.545,-
'[16:38:45.344]',0.525,87.187,0.557,-
'[16:38:45.352]',0.529,85.312,0.573,-
'[16:38:45.360]',0.529,84.375,0.588,-
'[16:38:45.368]',0.529,83.437,0.608,-
'[16:38:45.376]',0.545,81.562,0.627,-
'[16:38:45.384]',0.561,80.625,0.651,-
'[16:38:45.392]',0.569,77.812,0.678,-
'[16:38:45.400]',0.580,75.937,0.706,-
'[16:38:45.408]',0.596,73.125,0.733,-
'[16:38:45.416]',0.596,71.250,0.761,-
'[16:38:45.424]',0.592,68.437,0.788,-
'[16:38:45.432]',0.576,65.625,0.824,-
'[16:38:45.440]',0.545,63.750,0.859,-
'[16:38:45.448]',0.514,61.875,0.898,-
'[16:38:45.456]',0.490,60.937,0.941,-
'[16:38:45.464]',0.455,60.000,0.973,-
'[16:38:45.472]',0.443,59.062,0.988,-
'[16:38:45.480]',0.443,59.062,0.996,-
'[16:38:45.488]',0.443,58.125,0.996,-
'[16:38:45.496]',0.439,57.187,1.000,-
'[16:38:45.504]',0.439,57.187,1.000,-
'[16:38:45.512]',0.455,57.187,1.000,-
'[16:38:45.520]',0.467,57.187,1.000,-
'[16:38:45.528]',0.529,58.125,1.000,-
'[16:38:45.536]',0.682,58.125,1.000,-
'[16:38:45.544]',0.827,58.125,1.000,-
'[16:38:45.552]',0.886,57.187,1.000,-
'[16:38:45.560]',0.875,57.187,1.000,-
'[16:38:45.568]',0.820,58.125,1.000,-
'[16:38:45.576]',0.714,58.125,1.000,-
'[16:38:45.584]',0.616,57.187,1.000,-
'[16:38:45.592]',0.533,57.187,1.000,-
'[16:38:45.600]',0.471,56.250,1.000,-
'[16:38:45.608]',0.435,55.312,1.000,-
'[16:38:45.616]',0.431,54.375,1.000,-
'[16:38:45.624]',0.424,54.375,1.000,-
'[16:38:45.632]',0.420,53.437,1.000,-
'[16:38:45.640]',0.420,53.437,1.000,-
'[16:38:45.648]',0.424,53.437,1.000,-
'[16:38:45.656]',0.424,52.500,1.000,-
'[16:38:45.664]',0.420,52.500,1.000,-
'[16:38:45.672]',0.424,51.562,1.000,-
'[16:38:45.680]',0.439,50.625,1.000,-
'[16:38:45.688]',0.439,48.750,1.000,-
'[16:38:45.696]',0.435,47.812,1.000,-
'[16:38:45.704]',0.435,47.812,1.000,-
'[16:38:45.712]',0.435,46.875,1.000,-
'[16:38:45.720]',0.431,46.875,1.000,-
'[16:38:45.728]',0.435,47.812,1.000,-
'[16:38:45.736]',0.439,48.750,1.000,-
'[16:38:45.744]',0.439,49.687,1.000,-
'[16:38:45.752]',0.439,49.687,1.000,-
'[16:38:45.760]',0.439,48.750,1.000,-
'[16:38:45.768]',0.439,48.750,1.000,-
'[16:38:45.776]',0.439,50.625,1.000,-
'[16:38:45.784]',0.439,55.312,1.000,-
'[16:38:45.792]',0.443,62.812,1.000,-
'[16:38:45.800]',0.443,71.250,1.000,-
'[16:38:45.808]',0.443,79.687,1.000,-
'[16:38:45.816]',0.443,86.250,1.000,-
'[16:38:45.824]',0.451,91.875,1.000,-
'[16:38:45.832]',0.451,97.500,1.000,-
'[16:38:45.840]',0.439,101.250,1.000,-
'[16:38:45.848]',0.435,103.125,1.000,-
'[16:38:45.856]',0.435,104.062,1.000,-
'[16:38:45.864]',0.439,104.062,1.000,-
'[16:38:45.872]',0.435,103.125,0.996,-
'[16:38:45.880]',0.420,102.187,0.980,-
'[16:38:45.888]',0.416,100.312,0.957,-
'[16:38:45.896]',0.416,98.437,0.933,-
'[16:38:45.904]',0.420,97.500,0.906,-
'[16:38:45.912]',0.408,94.687,0.882,-
'[16:38:45.920]',0.404,92.812,0.863,-
'[16:38:45.928]',0.404,90.000,0.843,-
'[16:38:45.936]',0.404,87.187,0.827,-
'[16:38:45.944]',0.400,86.250,0.812,-
'[16:38:45.952]',0.400,85.312,0.800,-
'[16:38:45.960]',0.400,85.312,0.788,-
'[16:38:45.968]',0.400,85.312,0.694,-
'[16:38:45.976]',0.396,83.437,0.561,-
'[16:38:45.984]',0.396,81.562,0.490,-
'[16:38:45.992]',0.400,78.750,0.451,-
'[16:38:46.000]',0.408,75.937,0.431,-
'[16:38:46.008]',0.420,74.062,0.416,-
'[16:38:46.016]',0.435,72.187,0.408,-
'[16:38:46.024]',0.451,71.250,0.404,-
'[16:38:46.032]',0.459,68.437,0.400,-
'[16:38:46.040]',0.471,65.625,0.396,-
'[16:38:46.048]',0.471,61.875,0.396,-
'[16:38:46.056]',0.455,59.062,0.392,-
'[16:38:46.064]',0.431,58.125,0.388,-
'[16:38:46.072]',0.396,57.187,0.388,-
'[16:38:46.080]',0.361,57.187,0.384,-
'[16:38:46.088]',0.333,58.125,0.380,-
'[16:38:46.096]',0.329,58.125,0.376,-
'[16:38:46.104]',0.329,56.250,0.373,-
'[16:38:46.112]',0.329,54.375,0.369,-
'[16:38:46.120]',0.329,52.500,0.365,-
'[16:38:46.128]',0.325,52.500,0.361,-
'[16:38:46.136]',0.325,52.500,0.357,-
'[16:38:46.144]',0.349,52.500,0.353,-
'[16:38:46.152]',0.471,53.437,0.353,-
'[16:38:46.160]',0.659,53.437,0.349,-
'[16:38:46.168]',0.784,53.437,0.345,-
'[16:38:46.176]',0.796,54.375,0.341,-
'[16:38:46.184]',0.714,55.312,0.341,-
'[16:38:46.192]',0.651,55.312,0.337,-
'[16:38:46.200]',0.561,55.312,0.333,-
'[16:38:46.208]',0.467,55.312,0.329,-
'[16:38:46.216]',0.396,55.312,0.322,-
'[16:38:46.224]',0.353,53.437,0.318,-
'[16:38:46.232]',0.341,49.687,0.314,-
'[16:38:46.240]',0.333,45.000,0.306,-
'[16:38:46.248]',0.329,41.250,0.302,-
'[16:38:46.256]',0.329,37.500,0.298,-
'[16:38:46.264]',0.329,34.687,0.298,-
'[16:38:46.272]',0.333,32.812,0.298,-
'[16:38:46.280]',0.333,32.812,0.298,-
'[16:38:46.288]',0.341,35.625,0.298,-
'[16:38:46.296]',0.341,37.500,0.298,-
'[16:38:46.304]',0.341,40.312,0.302,-
'[16:38:46.312]',0.345,41.250,0.302,-
'[16:38:46.320]',0.349,41.250,0.306,-
'[16:38:46.328]',0.353,41.250,0.310,-
'[16:38:46.336]',0.353,41.250,0.314,-
'[16:38:46.344]',0.353,42.187,0.318,-
'[16:38:46.352]',0.361,43.125,0.322,-
'[16:38:46.360]',0.369,44.062,0.322,-
'[16:38:46.368]',0.373,44.062,0.322,-
'[16:38:46.376]',0.380,44.062,0.325,-
'[16:38:46.384]',0.380,44.062,0.325,-
'[16:38:46.392]',0.384,45.937,0.325,-
'[16:38:46.400]',0.388,47.812,0.325,-
'[16:38:46.408]',0.396,52.500,0.325,-
'[16:38:46.416]',0.396,59.062,0.329,-
'[16:38:46.424]',0.400,67.500,0.333,-
'[16:38:46.432]',0.404,75.000,0.341,-
'[16:38:46.440]',0.404,82.500,0.349,-
'[16:38:46.448]',0.416,89.062,0.353,-
'[16:38:46.456]',0.420,93.750,0.361,-
'[16:38:46.464]',0.416,96.562,0.365,-
'[16:38:46.472]',0.404,99.375,0.373,-
'[16:38:46.480]',0.404,100.312,0.376,-
'[16:38:46.488]',0.400,100.312,0.380,-
'[16:38:46.496]',0.400,99.375,0.384,-
'[16:38:46.504]',0.396,97.500,0.388,-
'[16:38:46.512]',0.396,95.625,0.392,-
'[16:38:46.520]',0.396,92.812,0.396,-
'[16:38:46.528]',0.396,90.937,0.400,-
'[16:38:46.536]',0.396,89.062,0.404,-
'[16:38:46.544]',0.396,87.187,0.408,-
'[16:38:46.552]',0.396,85.312,0.412,-
'[16:38:46.560]',0.396,83.437,0.420,-
'[16:38:46.568]',0.396,81.562,0.424,-
'[16:38:46.576]',0.400,79.687,0.427,-
'[16:38:46.584]',0.400,77.812,0.431,-
'[16:38:46.592]',0.400,75.937,0.439,-
'[16:38:46.600]',0.400,74.062,0.439,-
'[16:38:46.608]',0.400,72.187,0.443,-
'[16:38:46.616]',0.416,70.312,0.443,-
'[16:38:46.624]',0.431,68.437,0.443,-
'[16:38:46.632]',0.439,66.562,0.443,-
'[16:38:46.640]',0.451,63.750,0.443,-
'[16:38:46.648]',0.459,61.875,0.439,-
'[16:38:46.656]',0.475,60.000,0.439,-
'[16:38:46.664]',0.490,58.125,0.439,-
'[16:38:46.672]',0.494,56.250,0.435,-
'[16:38:46.680]',0.478,55.312,0.435,-
'[16:38:46.688]',0.455,54.375,0.435,-
'[16:38:46.696]',0.420,53.437,0.435,-
'[16:38:46.704]',0.384,53.437,0.431,-
'[16:38:46.712]',0.369,52.500,0.431,-
'[16:38:46.720]',0.369,52.500,0.431,-
'[16:38:46.728]',0.369,52.500,0.431,-
'[16:38:46.736]',0.373,52.500,0.431,-
'[16:38:46.744]',0.373,52.500,0.435,-
'[16:38:46.752]',0.373,52.500,0.435,-
'[16:38:46.760]',0.373,52.500,0.435,-
'[16:38:46.768]',0.424,52.500,0.439,-
'[16:38:46.776]',0.557,52.500,0.439,-
'[16:38:46.784]',0.741,52.500,0.439,-
'[16:38:46.792]',0.827,52.500,0.443,-
'[16:38:46.800]',0.808,52.500,0.443,-
'[16:38:46.808]',0.765,52.500,0.447,-
'[16:38:46.816]',0.710,51.562,0.447,-
'[16:38:46.824]',0.631,51.562,0.447,-
'[16:38:46.832]',0.529,51.562,0.451,-
'[16:38:46.840]',0.455,50.625,0.451,-
'[16:38:46.848]',0.416,50.625,0.455,-
'[16:38:46.856]',0.396,50.625,0.455,-
'[16:38:46.864]',0.388,49.687,0.455,-
'[16:38:46.872]',0.384,49.687,0.455,-
'[16:38:46.880]',0.380,48.750,0.455,-
'[16:38:46.888]',0.384,48.750,0.455,-
'[16:38:46.896]',0.384,47.812,0.455,-
'[16:38:46.904]',0.396,47.812,0.455,-
'[16:38:46.912]',0.400,46.875,0.455,-
'[16:38:46.920]',0.404,46.875,0.455,-
'[16:38:46.928]',0.408,45.937,0.455,-
'[16:38:46.936]',0.416,45.937,0.451,-
'[16:38:46.944]',0.416,45.000,0.451,-
'[16:38:46.952]',0.420,45.000,0.451,-
'[16:38:46.960]',0.424,44.062,0.447,-
'[16:38:46.968]',0.424,44.062,0.447,-
'[16:38:46.976]',0.435,43.125,0.443,-
'[16:38:46.984]',0.439,43.125,0.443,-
'[16:38:46.992]',0.451,43.125,0.443,-
'[16:38:47.000]',0.451,43.125,0.439,-
'[16:38:47.008]',0.459,44.062,0.439,-
'[16:38:47.016]',0.467,46.875,0.435,-
'[16:38:47.024]',0.471,51.562,0.435,-
'[16:38:47.032]',0.475,59.062,0.431,-
'[16:38:47.040]',0.478,67.500,0.431,-
'[16:38:47.048]',0.490,75.937,0.427,-
'[16:38:47.056]',0.498,84.375,0.427,-
'[16:38:47.064]',0.506,90.937,0.424,-
'[16:38:47.072]',0.506,96.562,0.424,-
'[16:38:47.080]',0.498,100.312,0.424,-
'[16:38:47.088]',0.490,103.125,0.420,-
'[16:38:47.096]',0.490,105.000,0.420,-
'[16:38:47.104]',0.490,105.000,0.416,-
'[16:38:47.112]',0.486,104.062,0.416,-
'[16:38:47.120]',0.478,102.187,0.416,-
'[16:38:47.128]',0.478,100.312,0.412,-
'[16:38:47.136]',0.478,98.437,0.412,-
'[16:38:47.144]',0.478,95.625,0.408,-
'[16:38:47.152]',0.478,93.750,0.408,-
'[16:38:47.160]',0.478,91.875,0.408,-
'[16:38:47.168]',0.486,90.000,0.404,-
'[16:38:47.176]',0.486,88.125,0.404,-
'[16:38:47.184]',0.490,87.187,0.404,-
'[16:38:47.192]',0.490,85.312,0.400,-
'[16:38:47.200]',0.490,84.375,0.400,-
'[16:38:47.208]',0.490,82.500,0.400,-
'[16:38:47.216]',0.490,81.562,0.396,-
'[16:38:47.224]',0.490,79.687,0.396,-
'[16:38:47.232]',0.498,78.750,0.392,-
'[16:38:47.240]',0.510,76.875,0.392,-
'[16:38:47.248]',0.525,75.000,0.392,-
'[16:38:47.256]',0.533,73.125,0.388,-
'[16:38:47.264]',0.545,70.312,0.388,-
'[16:38:47.272]',0.549,68.437,0.388,-
'[16:38:47.280]',0.561,65.625,0.384,-
'[16:38:47.288]',0.557,63.750,0.384,-
'[16:38:47.296]',0.541,61.875,0.384,-
'[16:38:47.304]',0.510,60.000,0.380,-
'[16:38:47.312]',0.475,58.125,0.380,-
'[16:38:47.320]',0.443,57.187,0.380,-
'[16:38:47.328]',0.435,55.312,0.380,-
'[16:38:47.336]',0.435,55.312,0.380,-
'[16:38:47.344]',0.431,54.375,0.380,-
'[16:38:47.352]',0.431,53.437,0.380,-
'[16:38:47.360]',0.435,53.437,0.380,-
'[16:38:47.368]',0.424,53.437,0.380,-
'[16:38:47.376]',0.435,52.500,0.384,-
'[16:38:47.384]',0.498,52.500,0.384,-
'[16:38:47.392]',0.655,52.500,0.388,-
'[16:38:47.400]',0.812,52.500,0.388,-
'[16:38:47.408]',0.867,52.500,0.388,-
'[16:38:47.416]',0.847,52.500,0.392,-
'[16:38:47.424]',0.808,52.500,0.392,-
'[16:38:47.432]',0.737,52.500,0.396,-
'[16:38:47.440]',0.635,51.562,0.396,-
'[16:38:47.448]',0.541,51.562,0.396,-
'[16:38:47.456]',0.471,51.562,0.400,-
'[16:38:47.464]',0.435,51.562,0.400,-
'[16:38:47.472]',0.420,50.625,0.400,-
'[16:38:47.480]',0.420,50.625,0.400,-
'[16:38:47.488]',0.416,50.625,0.400,-
'[16:38:47.496]',0.416,49.687,0.404,-
'[16:38:47.504]',0.416,49.687,0.404,-
'[16:38:47.512]',0.420,48.750,0.404,-
'[16:38:47.520]',0.420,48.750,0.404,-
'[16:38:47.528]',0.420,47.812,0.404,-
'[16:38:47.536]',0.424,47.812,0.404,-
'[16:38:47.544]',0.431,46.875,0.404,-
'[16:38:47.552]',0.435,46.875,0.404,-
'[16:38:47.560]',0.435,45.937,0.400,-
'[16:38:47.568]',0.439,45.937,0.400,-
'[16:38:47.576]',0.439,45.000,0.400,-
'[16:38:47.584]',0.443,45.000,0.400,-
'[16:38:47.592]',0.451,44.062,0.396,-
'[16:38:47.600]',0.455,44.062,0.396,-
'[16:38:47.608]',0.459,44.062,0.396,-
'[16:38:47.616]',0.467,44.062,0.396,-
'[16:38:47.624]',0.471,45.937,0.392,-
'[16:38:47.632]',0.471,50.625,0.392,-
'[16:38:47.640]',0.475,56.250,0.388,-
'[16:38:47.648]',0.478,64.687,0.388,-
'[16:38:47.656]',0.490,74.062,0.388,-
'[16:38:47.664]',0.494,82.500,0.384,-
'[16:38:47.672]',0.498,90.000,0.384,-
'[16:38:47.680]',0.506,95.625,0.384,-
'[16:38:47.688]',0.506,100.312,0.380,-
'[16:38:47.696]',0.498,103.125,0.380,-
'[16:38:47.704]',0.490,105.000,0.380,-
'[16:38:47.712]',0.478,105.937,0.376,-
'[16:38:47.720]',0.475,105.000,0.376,-
'[16:38:47.728]',0.475,104.062,0.376,-
'[16:38:47.736]',0.471,102.187,0.373,-
'[16:38:47.744]',0.471,100.312,0.373,-
'[16:38:47.752]',0.471,98.437,0.373,-
'[16:38:47.760]',0.475,96.562,0.373,-
'[16:38:47.768]',0.475,94.687,0.369,-
'[16:38:47.776]',0.475,92.812,0.369,-
'[16:38:47.784]',0.475,91.875,0.369,-
'[16:38:47.792]',0.475,90.000,0.369,-
'[16:38:47.800]',0.478,88.125,0.365,-
'[16:38:47.808]',0.478,87.187,0.365,-
'[16:38:47.816]',0.475,85.312,0.365,-
'[16:38:47.824]',0.475,84.375,0.365,-
'[16:38:47.832]',0.475,82.500,0.365,-
'[16:38:47.840]',0.478,81.562,0.361,-
'[16:38:47.848]',0.490,79.687,0.361,-
'[16:38:47.856]',0.506,77.812,0.361,-
'[16:38:47.864]',0.522,75.937,0.361,-
'[16:38:47.872]',0.529,74.062,0.361,-
'[16:38:47.880]',0.541,71.250,0.357,-
'[16:38:47.888]',0.545,69.375,0.357,-
'[16:38:47.896]',0.549,66.562,0.357,-
'[16:38:47.904]',0.545,64.687,0.357,-
'[16:38:47.912]',0.522,61.875,0.357,-
'[16:38:47.920]',0.490,60.000,0.357,-
'[16:38:47.928]',0.455,58.125,0.357,-
'[16:38:47.936]',0.420,57.187,0.357,-
'[16:38:47.944]',0.404,56.250,0.357,-
'[16:38:47.952]',0.404,55.312,0.357,-
'[16:38:47.960]',0.408,54.375,0.357,-
'[16:38:47.968]',0.416,53.437,0.357,-
'[16:38:47.976]',0.416,53.437,0.361,-
'[16:38:47.984]',0.408,53.437,0.361,-
'[16:38:47.992]',0.416,53.437,0.361,-
'[16:38:48.000]',0.486,52.500,0.365,-
'[16:38:48.008]',0.635,52.500,0.365,-
'[16:38:48.016]',0.792,52.500,0.396,-
'[16:38:48.024]',0.855,52.500,0.443,-
'[16:38:48.032]',0.839,52.500,0.471,-
'[16:38:48.040]',0.808,52.500,0.486,-
'[16:38:48.048]',0.729,52.500,0.498,-
'[16:38:48.056]',0.631,51.562,0.506,-
'[16:38:48.064]',0.533,51.562,0.510,-
'[16:38:48.072]',0.459,51.562,0.514,-
'[16:38:48.080]',0.424,51.562,0.518,-
'[16:38:48.088]',0.416,50.625,0.518,-
'[16:38:48.096]',0.408,50.625,0.522,-
'[16:38:48.104]',0.408,49.687,0.525,-
'[16:38:48.112]',0.408,49.687,0.525,-
'[16:38:48.120]',0.408,49.687,0.529,-
'[16:38:48.128]',0.408,48.750,0.529,-
'[16:38:48.136]',0.416,48.750,0.529,-
'[16:38:48.144]',0.416,47.812,0.529,-
'[16:38:48.152]',0.416,46.875,0.529,-
'[16:38:48.160]',0.420,46.875,0.529,-
'[16:38:48.168]',0.424,45.937,0.529,-
'[16:38:48.176]',0.424,45.937,0.525,-
'[16:38:48.184]',0.420,45.000,0.525,-
'[16:38:48.192]',0.424,45.000,0.525,-
'[16:38:48.200]',0.435,44.062,0.522,-
'[16:38:48.208]',0.435,44.062,0.518,-
'[16:38:48.216]',0.439,44.062,0.514,-
'[16:38:48.224]',0.443,43.125,0.514,-
'[16:38:48.232]',0.451,44.062,0.510,-
'[16:38:48.240]',0.451,45.000,0.506,-
'[16:38:48.248]',0.459,48.750,0.502,-
'[16:38:48.256]',0.467,54.375,0.498,-
'[16:38:48.264]',0.471,62.812,0.494,-
'[16:38:48.272]',0.478,71.250,0.490,-
'[16:38:48.280]',0.478,79.687,0.486,-
'[16:38:48.288]',0.486,87.187,0.482,-
'[16:38:48.296]',0.486,93.750,0.478,-
'[16:38:48.304]',0.478,98.437,0.475,-
'[16:38:48.312]',0.478,101.250,0.471,-
'[16:38:48.320]',0.471,103.125,0.471,-
'[16:38:48.328]',0.471,104.062,0.467,-
'[16:38:48.336]',0.467,104.062,0.463,-
'[16:38:48.344]',0.467,102.187,0.459,-
'[16:38:48.352]',0.467,101.250,0.459,-
'[16:38:48.360]',0.459,98.437,0.455,-
'[16:38:48.368]',0.459,96.562,0.451,-
'[16:38:48.376]',0.459,94.687,0.451,-
'[16:38:48.384]',0.455,92.812,0.447,-
'[16:38:48.392]',0.455,90.937,0.443,-
'[16:38:48.400]',0.455,89.062,0.443,-
'[16:38:48.408]',0.451,87.187,0.439,-
'[16:38:48.416]',0.451,85.312,0.439,-
'[16:38:48.424]',0.451,83.437,0.435,-
'[16:38:48.432]',0.451,82.500,0.435,-
'[16:38:48.440]',0.451,80.625,0.431,-
'[16:38:48.448]',0.443,78.750,0.431,-
'[16:38:48.456]',0.443,77.812,0.427,-
'[16:38:48.464]',0.459,75.937,0.427,-
'[16:38:48.472]',0.467,74.062,0.424,-
'[16:38:48.480]',0.475,72.187,0.424,-
'[16:38:48.488]',0.486,69.375,0.420,-
'[16:38:48.496]',0.494,67.500,0.420,-
'[16:38:48.504]',0.506,64.687,0.416,-
'[16:38:48.512]',0.510,62.812,0.416,-
'[16:38:48.520]',0.510,60.000,0.416,-
'[16:38:48.528]',0.494,58.125,0.412,-
'[16:38:48.536]',0.467,56.250,0.412,-
'[16:38:48.544]',0.435,55.312,0.412,-
'[16:38:48.552]',0.396,54.375,0.412,-
'[16:38:48.560]',0.373,53.437,0.412,-
'[16:38:48.568]',0.369,52.500,0.412,-
'[16:38:48.576]',0.369,51.562,0.416,-
'[16:38:48.584]',0.373,51.562,0.420,-
'[16:38:48.592]',0.373,51.562,0.424,-
'[16:38:48.600]',0.373,51.562,0.427,-
'[16:38:48.608]',0.369,51.562,0.435,-
'[16:38:48.616]',0.400,51.562,0.439,-
'[16:38:48.624]',0.533,51.562,0.447,-
'[16:38:48.632]',0.725,51.562,0.455,-
'[16:38:48.640]',0.827,51.562,0.459,-
'[16:38:48.648]',0.796,51.562,0.467,-
'[16:38:48.656]',0.729,51.562,0.471,-
'[16:38:48.664]',0.667,50.625,0.475,-
'[16:38:48.672]',0.580,50.625,0.478,-
'[16:38:48.680]',0.490,50.625,0.482,-
'[16:38:48.688]',0.420,49.687,0.486,-
'[16:38:48.696]',0.384,49.687,0.490,-
'[16:38:48.704]',0.373,49.687,0.494,-
'[16:38:48.712]',0.369,48.750,0.494,-
'[16:38:48.720]',0.369,48.750,0.498,-
'[16:38:48.728]',0.369,47.812,0.502,-
'[16:38:48.736]',0.369,47.812,0.502,-
'[16:38:48.744]',0.369,46.875,0.502,-
'[16:38:48.752]',0.369,46.875,0.506,-
'[16:38:48.760]',0.369,45.937,0.506,-
'[16:38:48.768]',0.373,45.937,0.502,-
'[16:38:48.776]',0.373,45.000,0.502,-
'[16:38:48.784]',0.373,45.000,0.502,-
'[16:38:48.792]',0.380,44.062,0.502,-
'[16:38:48.800]',0.384,44.062,0.498,-
'[16:38:48.808]',0.384,43.125,0.498,-
'[16:38:48.816]',0.396,43.125,0.494,-
'[16:38:48.824]',0.396,42.187,0.490,-
'[16:38:48.832]',0.400,42.187,0.490,-
'[16:38:48.840]',0.400,41.250,0.486,-
'[16:38:48.848]',0.400,41.250,0.482,-
'[16:38:48.856]',0.404,41.250,0.478,-
'[16:38:48.864]',0.404,42.187,0.475,-
'[16:38:48.872]',0.408,45.000,0.475,-
'[16:38:48.880]',0.416,49.687,0.471,-
'[16:38:48.888]',0.420,57.187,0.467,-
'[16:38:48.896]',0.420,65.625,0.467,-
'[16:38:48.904]',0.424,75.000,0.463,-
'[16:38:48.912]',0.435,82.500,0.459,-
'[16:38:48.920]',0.439,89.062,0.455,-
'[16:38:48.928]',0.439,93.750,0.455,-
'[16:38:48.936]',0.439,97.500,0.451,-
'[16:38:48.944]',0.435,99.375,0.451,-
'[16:38:48.952]',0.431,100.312,0.447,-
'[16:38:48.960]',0.431,99.375,0.447,-
