"'Time','I','II','III','V','RESP','PLETH','ABP'"
"'[19:18:28.300]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.308]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.316]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.324]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.332]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.340]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.348]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.356]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.364]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.372]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.380]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.388]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.396]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.404]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.412]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.420]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.428]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.436]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.444]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.452]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.460]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.468]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.476]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.484]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.492]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.500]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.508]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.516]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.524]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.532]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.540]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.548]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.556]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.564]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.572]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.580]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.588]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.596]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.604]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.612]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.620]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.628]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.636]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.644]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.652]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.660]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.668]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.676]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.684]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.692]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.700]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.708]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.716]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.724]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.732]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.740]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.748]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.756]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.764]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.772]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.780]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.788]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.796]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.804]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.812]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.820]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.828]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.836]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.844]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.852]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.860]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.868]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.876]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.884]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.892]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.900]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.908]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.916]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.924]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.932]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.940]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.948]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.956]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.964]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.972]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.980]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.988]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:28.996]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.004]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.012]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.020]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.028]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.036]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.044]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.052]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.060]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.068]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.076]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.084]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.092]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.100]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.108]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.116]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.124]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.132]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.140]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.148]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.156]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.164]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.172]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.180]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.188]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.196]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.204]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.212]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.220]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.228]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.236]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.244]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.252]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.260]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.268]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.276]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.284]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.292]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.300]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.308]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.316]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.324]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.332]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.340]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.348]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.356]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.364]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.372]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.380]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.388]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.396]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.404]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.412]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.420]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.428]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.436]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.444]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.452]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.460]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.468]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.476]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.484]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.492]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.500]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.508]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.516]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.524]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.532]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.540]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.548]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.556]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.564]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.572]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.580]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.588]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.596]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.604]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.612]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.620]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.628]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.636]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.644]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.652]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.660]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.668]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.676]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.684]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.692]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.700]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.708]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.716]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.724]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.732]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.740]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.748]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.756]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.764]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.772]',-,-0.500,-0.500,-0.500,0.248,2.002,-"
"'[19:18:29.780]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.788]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.796]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.804]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.812]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.820]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.828]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.836]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.844]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.852]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.860]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.868]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.876]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.884]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.892]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.900]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.908]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.916]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.924]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.932]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.940]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.948]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.956]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.964]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.972]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.980]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.988]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:29.996]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.004]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.012]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.020]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.028]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.036]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.044]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.052]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.060]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.068]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.076]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.084]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.092]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.100]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.108]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.116]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.124]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.132]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.140]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.148]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.156]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.164]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.172]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.180]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.188]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.196]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.204]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.212]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.220]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.228]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.236]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.244]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.252]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.260]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.268]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.276]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.284]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.292]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.300]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.308]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.316]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.324]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.332]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.340]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.348]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.356]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.364]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.372]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.380]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.388]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.396]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.404]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.412]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.420]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.428]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.436]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.444]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.452]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.460]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.468]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.476]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.484]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.492]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.500]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.508]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.516]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.524]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.532]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.540]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.548]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.556]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.564]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.572]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.580]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.588]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.596]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.604]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.612]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.620]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.628]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.636]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.644]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.652]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.660]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.668]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.676]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.684]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.692]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.700]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.708]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.716]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.724]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.732]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.740]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.748]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.756]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.764]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.772]',-,-0.500,-0.500,-0.500,-,-,-"
"'[19:18:30.780]',-,-,-,-,-,-,-"
"'[19:18:30.788]',-,-,-,-,-,-,-"
"'[19:18:30.796]',-,-,-,-,-,-,-"
"'[19:18:30.804]',-,-,-,-,-,-,-"
"'[19:18:30.812]',-,-,-,-,-,-,-"
"'[19:18:30.820]',-,-,-,-,-,-,-"
"'[19:18:30.828]',-,-,-,-,-,-,-"
"'[19:18:30.836]',-,-,-,-,-,-,-"
"'[19:18:30.844]',-,-,-,-,-,-,-"
"'[19:18:30.852]',-,-,-,-,-,-,-"
"'[19:18:30.860]',-,-,-,-,-,-,-"
"'[19:18:30.868]',-,-,-,-,-,-,-"
"'[19:18:30.876]',-,-,-,-,-,-,-"
"'[19:18:30.884]',-,-,-,-,-,-,-"
"'[19:18:30.892]',-,-,-,-,-,-,-"
"'[19:18:30.900]',-,-,-,-,-,-,-"
"'[19:18:30.908]',-,-,-,-,-,-,-"
"'[19:18:30.916]',-,-,-,-,-,-,-"
"'[19:18:30.924]',-,-,-,-,-,-,-"
"'[19:18:30.932]',-,-,-,-,-,-,-"
"'[19:18:30.940]',-,-,-,-,-,-,-"
"'[19:18:30.948]',-,-,-,-,-,-,-"
"'[19:18:30.956]',-,-,-,-,-,-,-"
"'[19:18:30.964]',-,-,-,-,-,-,-"
"'[19:18:30.972]',-,-,-,-,-,-,-"
"'[19:18:30.980]',-,-,-,-,-,-,-"
"'[19:18:30.988]',-,-,-,-,-,-,-"
"'[19:18:30.996]',-,-,-,-,-,-,-"
"'[19:18:31.004]',-,-,-,-,-,-,-"
"'[19:18:31.012]',-,-,-,-,-,-,-"
"'[19:18:31.020]',-,-,-,-,-,-,-"
"'[19:18:31.028]',-,-,-,-,-,-,-"
"'[19:18:31.036]',-,-,-,-,-,-,-"
"'[19:18:31.044]',-,-,-,-,-,-,-"
"'[19:18:31.052]',-,-,-,-,-,-,-"
"'[19:18:31.060]',-,-,-,-,-,-,-"
"'[19:18:31.068]',-,-,-,-,-,-,-"
"'[19:18:31.076]',-,-,-,-,-,-,-"
"'[19:18:31.084]',-,-,-,-,-,-,-"
"'[19:18:31.092]',-,-,-,-,-,-,-"
"'[19:18:31.100]',-,-,-,-,-,-,-"
"'[19:18:31.108]',-,-,-,-,-,-,-"
"'[19:18:31.116]',-,-,-,-,-,-,-"
"'[19:18:31.124]',-,-,-,-,-,-,-"
"'[19:18:31.132]',-,-,-,-,-,-,-"
"'[19:18:31.140]',-,-,-,-,-,-,-"
"'[19:18:31.148]',-,-,-,-,-,-,-"
"'[19:18:31.156]',-,-,-,-,-,-,-"
"'[19:18:31.164]',-,-,-,-,-,-,-"
"'[19:18:31.172]',-,-,-,-,-,-,-"
"'[19:18:31.180]',-,-,-,-,-,-,-"
"'[19:18:31.188]',-,-,-,-,-,-,-"
"'[19:18:31.196]',-,-,-,-,-,-,-"
"'[19:18:31.204]',-,-,-,-,-,-,-"
"'[19:18:31.212]',-,-,-,-,-,-,-"
"'[19:18:31.220]',-,-,-,-,-,-,-"
"'[19:18:31.228]',-,-,-,-,-,-,-"
"'[19:18:31.236]',-,-,-,-,-,-,-"
"'[19:18:31.244]',-,-,-,-,-,-,-"
"'[19:18:31.252]',-,-,-,-,-,-,-"
"'[19:18:31.260]',-,-,-,-,-,-,-"
"'[19:18:31.268]',-,-,-,-,-,-,-"
"'[19:18:31.276]',-,-,-,-,-,-,-"
"'[19:18:31.284]',-,-,-,-,-,-,-"
"'[19:18:31.292]',-,-,-,-,-,-,-"
"'[19:18:31.300]',-,-,-,-,-,-,-"
"'[19:18:31.308]',-,-,-,-,-,-,-"
"'[19:18:31.316]',-,-,-,-,-,-,-"
"'[19:18:31.324]',-,-,-,-,-,-,-"
"'[19:18:31.332]',-,-,-,-,-,-,-"
"'[19:18:31.340]',-,-,-,-,-,-,-"
"'[19:18:31.348]',-,-,-,-,-,-,-"
"'[19:18:31.356]',-,-,-,-,-,-,-"
"'[19:18:31.364]',-,-,-,-,-,-,-"
"'[19:18:31.372]',-,-,-,-,-,-,-"
"'[19:18:31.380]',-,-,-,-,-,-,-"
