'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[03:45:00.776]',0.160,0.640,0.835,0.930,2.038,85.868,-,-
'[03:45:00.784]',0.170,0.635,0.850,0.933,2.112,86.698,-,-
'[03:45:00.792]',0.205,0.605,0.825,0.935,2.183,87.284,-,-
'[03:45:00.800]',0.220,0.580,0.795,0.936,2.239,87.822,-,-
'[03:45:00.808]',0.230,0.575,0.790,0.937,2.284,87.968,-,-
'[03:45:00.816]',0.240,0.570,0.785,0.936,2.330,87.919,-,-
'[03:45:00.824]',0.215,0.585,0.770,0.935,2.371,87.626,-,-
'[03:45:00.832]',0.190,0.605,0.765,0.933,2.405,87.040,-,-
'[03:45:00.840]',0.165,0.635,0.770,0.932,2.429,86.405,-,-
'[03:45:00.848]',0.125,0.660,0.775,0.929,2.444,85.624,-,-
'[03:45:00.856]',0.105,0.680,0.770,0.927,2.452,84.745,-,-
'[03:45:00.864]',0.105,0.680,0.770,0.923,2.456,83.816,-,-
'[03:45:00.872]',0.105,0.680,0.775,0.918,2.457,82.840,-,-
'[03:45:00.880]',0.105,0.680,0.775,0.913,2.458,81.912,-,-
'[03:45:00.888]',0.105,0.680,0.775,0.907,2.458,80.984,-,-
'[03:45:00.896]',0.115,0.675,0.775,0.901,2.457,80.055,-,-
'[03:45:00.904]',0.115,0.685,0.785,0.895,2.450,79.225,-,-
'[03:45:00.912]',0.130,0.710,0.845,0.889,2.444,78.492,-,-
'[03:45:00.920]',0.265,0.625,0.975,0.882,2.439,77.760,-,-
'[03:45:00.928]',0.830,0.185,0.475,0.874,2.431,77.027,-,-
'[03:45:00.936]',1.500,-0.500,-0.500,0.867,2.421,76.490,-,-
'[03:45:00.944]',1.385,-0.500,-0.500,0.858,2.412,75.904,-,-
'[03:45:00.952]',0.690,-0.030,-0.500,0.849,2.402,75.415,-,-
'[03:45:00.960]',0.335,0.330,-0.010,0.839,2.392,74.927,-,-
'[03:45:00.968]',0.210,0.515,0.470,0.829,2.381,74.438,-,-
'[03:45:00.976]',0.090,0.670,0.785,0.820,2.371,74.048,-,-
'[03:45:00.984]',0.030,0.740,0.915,0.810,2.359,73.608,-,-
'[03:45:00.992]',0.005,0.760,0.950,0.801,2.344,73.315,-,-
'[03:45:01.000]',0.000,0.780,0.970,0.792,2.329,72.973,-,-
'[03:45:01.008]',-0.005,0.780,0.980,0.784,2.309,72.729,-,-
'[03:45:01.016]',0.005,0.780,0.985,0.775,2.283,72.533,-,-
'[03:45:01.024]',0.005,0.775,0.985,0.766,2.258,72.387,-,-
'[03:45:01.032]',0.025,0.765,0.985,0.758,2.233,72.192,-,-
'[03:45:01.040]',0.030,0.755,0.990,0.748,2.209,72.045,-,-
'[03:45:01.048]',0.045,0.755,0.995,0.739,2.193,71.947,-,-
'[03:45:01.056]',0.050,0.745,0.990,0.730,2.179,71.654,-,-
'[03:45:01.064]',0.055,0.740,0.990,0.721,2.167,71.410,-,-
'[03:45:01.072]',0.060,0.735,0.990,0.712,2.155,71.117,-,-
'[03:45:01.080]',0.075,0.730,0.995,0.703,2.145,70.824,-,-
'[03:45:01.088]',0.085,0.720,0.995,0.694,2.134,70.482,-,-
'[03:45:01.096]',0.100,0.710,1.000,0.685,2.126,70.042,-,-
'[03:45:01.104]',0.110,0.710,1.010,0.675,2.120,69.652,-,-
'[03:45:01.112]',0.125,0.700,1.015,0.665,2.111,69.310,-,-
'[03:45:01.120]',0.135,0.690,1.025,0.655,2.100,68.870,-,-
'[03:45:01.128]',0.145,0.685,1.040,0.645,2.089,68.479,-,-
'[03:45:01.136]',0.155,0.680,1.055,0.636,2.081,68.089,-,-
'[03:45:01.144]',0.180,0.665,1.065,0.626,2.071,67.698,-,-
'[03:45:01.152]',0.200,0.655,1.085,0.617,2.065,67.307,-,-
'[03:45:01.160]',0.220,0.640,1.095,0.609,2.056,66.965,-,-
'[03:45:01.168]',0.240,0.625,1.105,0.602,2.043,66.868,-,-
'[03:45:01.176]',0.275,0.615,1.110,0.595,2.029,66.916,-,-
'[03:45:01.184]',0.295,0.595,1.110,0.587,2.012,67.405,-,-
'[03:45:01.192]',0.320,0.585,1.110,0.580,1.993,68.724,-,-
'[03:45:01.200]',0.335,0.575,1.095,0.572,1.977,71.410,-,-
'[03:45:01.208]',0.350,0.570,1.075,0.565,1.960,75.806,-,-
'[03:45:01.216]',0.360,0.565,1.045,0.558,1.941,81.667,-,-
'[03:45:01.224]',0.365,0.555,1.015,0.551,1.922,88.750,-,-
'[03:45:01.232]',0.360,0.560,0.970,0.544,1.901,96.418,-,-
'[03:45:01.240]',0.350,0.565,0.925,0.538,1.881,104.282,-,-
'[03:45:01.248]',0.335,0.570,0.890,0.530,1.863,111.853,-,-
'[03:45:01.256]',0.310,0.580,0.850,0.522,1.847,118.447,-,-
'[03:45:01.264]',0.285,0.595,0.825,0.514,1.828,123.478,-,-
'[03:45:01.272]',0.255,0.610,0.805,0.506,1.811,126.750,-,-
'[03:45:01.280]',0.230,0.615,0.785,0.496,1.798,127.972,-,-
'[03:45:01.288]',0.210,0.625,0.785,0.486,1.786,127.483,-,-
'[03:45:01.296]',0.195,0.635,0.785,0.475,1.778,125.578,-,-
'[03:45:01.304]',0.175,0.640,0.785,0.464,1.771,122.550,-,-
'[03:45:01.312]',0.165,0.645,0.785,0.454,1.762,118.887,-,-
'[03:45:01.320]',0.150,0.655,0.785,0.443,1.753,114.979,-,-
'[03:45:01.328]',0.145,0.660,0.790,0.433,1.743,111.218,-,-
'[03:45:01.336]',0.140,0.660,0.790,0.424,1.733,107.750,-,-
'[03:45:01.344]',0.135,0.660,0.795,0.413,1.725,104.819,-,-
'[03:45:01.352]',0.130,0.660,0.800,0.402,1.719,102.377,-,-
'[03:45:01.360]',0.135,0.660,0.800,0.390,1.711,100.472,-,-
'[03:45:01.368]',0.135,0.660,0.800,0.378,1.702,99.105,-,-
'[03:45:01.376]',0.135,0.660,0.800,0.368,1.692,98.128,-,-
'[03:45:01.384]',0.130,0.660,0.800,0.358,1.681,97.346,-,-
'[03:45:01.392]',0.135,0.660,0.800,0.348,1.672,96.809,-,-
'[03:45:01.400]',0.140,0.660,0.795,0.339,1.664,96.174,-,-
'[03:45:01.408]',0.145,0.655,0.800,0.331,1.657,95.344,-,-
'[03:45:01.416]',0.145,0.655,0.795,0.322,1.649,94.220,-,-
'[03:45:01.424]',0.140,0.650,0.785,0.314,1.639,92.804,-,-
'[03:45:01.432]',0.145,0.650,0.785,0.305,1.630,90.997,-,-
'[03:45:01.440]',0.145,0.650,0.785,0.298,1.620,89.043,-,-
'[03:45:01.448]',0.145,0.650,0.785,0.291,1.615,87.138,-,-
'[03:45:01.456]',0.140,0.655,0.780,0.286,1.615,85.428,-,-
'[03:45:01.464]',0.145,0.650,0.785,0.280,1.618,83.914,-,-
'[03:45:01.472]',0.145,0.655,0.785,0.275,1.624,82.791,-,-
'[03:45:01.480]',0.140,0.655,0.785,0.270,1.634,82.107,-,-
'[03:45:01.488]',0.145,0.645,0.785,0.265,1.653,81.716,-,-
'[03:45:01.496]',0.140,0.650,0.785,0.261,1.675,81.716,-,-
'[03:45:01.504]',0.145,0.650,0.785,0.258,1.705,82.107,-,-
'[03:45:01.512]',0.145,0.650,0.790,0.254,1.745,82.742,-,-
'[03:45:01.520]',0.155,0.645,0.810,0.252,1.793,83.621,-,-
'[03:45:01.528]',0.170,0.640,0.820,0.249,1.852,84.500,-,-
'[03:45:01.536]',0.185,0.635,0.840,0.247,1.924,85.282,-,-
'[03:45:01.544]',0.200,0.615,0.850,0.245,2.001,85.966,-,-
'[03:45:01.552]',0.225,0.590,0.820,0.242,2.078,86.405,-,-
'[03:45:01.560]',0.240,0.565,0.790,0.240,2.148,86.747,-,-
'[03:45:01.568]',0.255,0.555,0.785,0.238,2.208,86.747,-,-
'[03:45:01.576]',0.260,0.560,0.780,0.236,2.259,86.552,-,-
'[03:45:01.584]',0.225,0.575,0.760,0.234,2.300,86.161,-,-
'[03:45:01.592]',0.195,0.605,0.765,0.231,2.335,85.624,-,-
'[03:45:01.600]',0.165,0.635,0.770,0.229,2.364,84.940,-,-
'[03:45:01.608]',0.130,0.660,0.775,0.226,2.383,84.158,-,-
'[03:45:01.616]',0.110,0.675,0.765,0.223,2.398,83.377,-,-
'[03:45:01.624]',0.110,0.675,0.770,0.220,2.411,82.498,-,-
'[03:45:01.632]',0.105,0.680,0.770,0.217,2.422,81.618,-,-
'[03:45:01.640]',0.105,0.675,0.770,0.214,2.430,80.739,-,-
'[03:45:01.648]',0.110,0.680,0.775,0.211,2.434,79.909,-,-
'[03:45:01.656]',0.110,0.675,0.775,0.207,2.434,79.127,-,-
'[03:45:01.664]',0.115,0.685,0.790,0.204,2.428,78.346,-,-
'[03:45:01.672]',0.130,0.725,0.880,0.202,2.420,77.613,-,-
'[03:45:01.680]',0.330,0.580,0.975,0.199,2.412,76.978,-,-
'[03:45:01.688]',1.005,0.025,0.295,0.197,2.399,76.343,-,-
'[03:45:01.696]',1.500,-0.500,-0.500,0.194,2.385,75.806,-,-
'[03:45:01.704]',1.170,-0.405,-0.500,0.192,2.373,75.220,-,-
'[03:45:01.712]',0.560,0.060,-0.480,0.190,2.360,74.683,-,-
'[03:45:01.720]',0.295,0.380,0.065,0.188,2.342,74.243,-,-
'[03:45:01.728]',0.170,0.565,0.540,0.187,2.326,73.755,-,-
'[03:45:01.736]',0.065,0.700,0.825,0.185,2.310,73.315,-,-
'[03:45:01.744]',0.015,0.755,0.920,0.183,2.291,72.924,-,-
'[03:45:01.752]',0.000,0.775,0.955,0.182,2.275,72.631,-,-
'[03:45:01.760]',-0.005,0.785,0.975,0.180,2.261,72.289,-,-
'[03:45:01.768]',-0.005,0.790,0.980,0.179,2.244,72.045,-,-
'[03:45:01.776]',0.000,0.785,0.980,0.177,2.226,71.850,-,-
'[03:45:01.784]',0.005,0.780,0.980,0.176,2.211,71.654,-,-
'[03:45:01.792]',0.015,0.775,0.980,0.175,2.194,71.508,-,-
'[03:45:01.800]',0.030,0.765,0.985,0.174,2.174,71.312,-,-
'[03:45:01.808]',0.035,0.755,0.985,0.172,2.159,71.117,-,-
'[03:45:01.816]',0.050,0.750,0.980,0.172,2.144,70.873,-,-
'[03:45:01.824]',0.055,0.745,0.980,0.171,2.131,70.629,-,-
'[03:45:01.832]',0.060,0.740,0.985,0.170,2.125,70.287,-,-
'[03:45:01.840]',0.070,0.735,0.995,0.170,2.119,69.945,-,-
'[03:45:01.848]',0.080,0.725,0.995,0.170,2.111,69.554,-,-
'[03:45:01.856]',0.090,0.720,0.995,0.170,2.105,69.163,-,-
'[03:45:01.864]',0.105,0.710,1.000,0.170,2.102,68.724,-,-
'[03:45:01.872]',0.125,0.700,1.010,0.171,2.095,68.382,-,-
'[03:45:01.880]',0.135,0.695,1.020,0.171,2.086,67.942,-,-
'[03:45:01.888]',0.145,0.685,1.035,0.172,2.076,67.551,-,-
'[03:45:01.896]',0.165,0.680,1.045,0.172,2.066,67.161,-,-
'[03:45:01.904]',0.175,0.670,1.060,0.173,2.059,66.819,-,-
'[03:45:01.912]',0.195,0.660,1.065,0.174,2.050,66.477,-,-
'[03:45:01.920]',0.220,0.640,1.085,0.174,2.040,66.281,-,-
'[03:45:01.928]',0.250,0.620,1.090,0.175,2.030,66.184,-,-
'[03:45:01.936]',0.265,0.610,1.100,0.176,2.018,66.281,-,-
'[03:45:01.944]',0.290,0.600,1.095,0.177,2.001,66.819,-,-
'[03:45:01.952]',0.305,0.590,1.100,0.178,1.982,68.040,-,-
'[03:45:01.960]',0.325,0.580,1.085,0.179,1.963,70.677,-,-
'[03:45:01.968]',0.340,0.570,1.065,0.180,1.943,74.878,-,-
'[03:45:01.976]',0.345,0.565,1.040,0.181,1.923,80.544,-,-
'[03:45:01.984]',0.350,0.565,1.000,0.182,1.902,87.431,-,-
'[03:45:01.992]',0.345,0.570,0.960,0.183,1.882,94.904,-,-
'[03:45:02.000]',0.335,0.575,0.920,0.184,1.864,102.719,-,-
'[03:45:02.008]',0.310,0.590,0.885,0.185,1.848,110.290,-,-
'[03:45:02.016]',0.285,0.595,0.850,0.185,1.829,116.933,-,-
'[03:45:02.024]',0.260,0.610,0.825,0.186,1.812,122.110,-,-
'[03:45:02.032]',0.235,0.620,0.810,0.185,1.799,125.481,-,-
'[03:45:02.040]',0.210,0.630,0.800,0.185,1.787,126.848,-,-
'[03:45:02.048]',0.190,0.640,0.795,0.185,1.775,126.409,-,-
'[03:45:02.056]',0.170,0.650,0.790,0.184,1.764,124.504,-,-
'[03:45:02.064]',0.155,0.660,0.790,0.182,1.754,121.378,-,-
'[03:45:02.072]',0.140,0.665,0.790,0.181,1.744,117.470,-,-
'[03:45:02.080]',0.130,0.670,0.795,0.179,1.733,113.367,-,-
'[03:45:02.088]',0.125,0.670,0.800,0.177,1.723,109.313,-,-
'[03:45:02.096]',0.125,0.670,0.800,0.175,1.716,105.552,-,-
'[03:45:02.104]',0.125,0.675,0.800,0.172,1.709,102.377,-,-
'[03:45:02.112]',0.125,0.670,0.800,0.170,1.701,99.691,-,-
'[03:45:02.120]',0.125,0.670,0.800,0.168,1.691,97.542,-,-
'[03:45:02.128]',0.125,0.670,0.800,0.165,1.681,95.930,-,-
'[03:45:02.136]',0.125,0.665,0.800,0.162,1.672,94.806,-,-
'[03:45:02.144]',0.130,0.665,0.800,0.160,1.661,93.976,-,-
'[03:45:02.152]',0.130,0.665,0.795,0.157,1.651,93.341,-,-
'[03:45:02.160]',0.130,0.665,0.790,0.154,1.640,92.804,-,-
'[03:45:02.168]',0.135,0.660,0.790,0.152,1.630,92.120,-,-
'[03:45:02.176]',0.135,0.660,0.795,0.150,1.620,91.094,-,-
'[03:45:02.184]',0.130,0.660,0.790,0.148,1.610,89.873,-,-
'[03:45:02.192]',0.125,0.660,0.790,0.147,1.602,88.261,-,-
'[03:45:02.200]',0.135,0.660,0.785,0.146,1.595,86.503,-,-
'[03:45:02.208]',0.130,0.660,0.785,0.145,1.587,84.745,-,-
'[03:45:02.216]',0.125,0.660,0.785,0.143,1.581,83.230,-,-
'[03:45:02.224]',0.125,0.660,0.785,0.142,1.580,82.058,-,-
'[03:45:02.232]',0.125,0.660,0.785,0.140,1.585,81.179,-,-
'[03:45:02.240]',0.125,0.660,0.790,0.139,1.594,80.690,-,-
'[03:45:02.248]',0.130,0.655,0.790,0.138,1.612,80.544,-,-
'[03:45:02.256]',0.130,0.655,0.785,0.138,1.639,80.788,-,-
'[03:45:02.264]',0.130,0.660,0.790,0.138,1.678,81.277,-,-
'[03:45:02.272]',0.140,0.650,0.805,0.139,1.729,82.058,-,-
'[03:45:02.280]',0.155,0.640,0.815,0.139,1.788,82.937,-,-
'[03:45:02.288]',0.170,0.640,0.835,0.141,1.855,83.816,-,-
'[03:45:02.296]',0.175,0.635,0.850,0.142,1.920,84.598,-,-
'[03:45:02.304]',0.205,0.605,0.835,0.144,1.978,85.233,-,-
'[03:45:02.312]',0.225,0.580,0.805,0.145,2.038,85.624,-,-
'[03:45:02.320]',0.235,0.565,0.785,0.147,2.097,85.819,-,-
'[03:45:02.328]',0.240,0.565,0.785,0.149,2.150,85.721,-,-
'[03:45:02.336]',0.225,0.575,0.775,0.151,2.194,85.477,-,-
'[03:45:02.344]',0.195,0.595,0.760,0.153,2.231,85.038,-,-
'[03:45:02.352]',0.170,0.625,0.765,0.155,2.265,84.354,-,-
'[03:45:02.360]',0.130,0.660,0.765,0.158,2.295,83.621,-,-
'[03:45:02.368]',0.105,0.675,0.765,0.160,2.318,82.742,-,-
'[03:45:02.376]',0.100,0.680,0.765,0.163,2.334,81.814,-,-
'[03:45:02.384]',0.100,0.680,0.770,0.166,2.348,80.935,-,-
'[03:45:02.392]',0.100,0.685,0.770,0.169,2.357,80.104,-,-
'[03:45:02.400]',0.100,0.685,0.775,0.172,2.364,79.323,-,-
'[03:45:02.408]',0.100,0.685,0.780,0.175,2.370,78.590,-,-
'[03:45:02.416]',0.100,0.685,0.780,0.178,2.370,77.858,-,-
'[03:45:02.424]',0.110,0.710,0.820,0.181,2.366,77.223,-,-
'[03:45:02.432]',0.170,0.730,0.935,0.183,2.358,76.636,-,-
'[03:45:02.440]',0.580,0.385,0.970,0.186,2.349,76.001,-,-
'[03:45:02.448]',1.435,-0.320,-0.220,0.188,2.339,75.464,-,-
'[03:45:02.456]',1.500,-0.500,-0.500,0.190,2.326,75.073,-,-
'[03:45:02.464]',0.865,-0.175,-0.500,0.192,2.313,74.634,-,-
'[03:45:02.472]',0.380,0.255,-0.230,0.195,2.301,74.243,-,-
'[03:45:02.480]',0.220,0.485,0.320,0.197,2.284,73.803,-,-
'[03:45:02.488]',0.095,0.650,0.705,0.200,2.263,73.413,-,-
'[03:45:02.496]',0.015,0.745,0.880,0.202,2.242,73.071,-,-
'[03:45:02.504]',-0.015,0.780,0.940,0.204,2.219,72.680,-,-
'[03:45:02.512]',-0.025,0.795,0.960,0.205,2.193,72.387,-,-
'[03:45:02.520]',-0.030,0.795,0.975,0.207,2.163,72.045,-,-
'[03:45:02.528]',-0.025,0.800,0.980,0.210,2.141,71.801,-,-
'[03:45:02.536]',-0.015,0.790,0.985,0.212,2.124,71.557,-,-
'[03:45:02.544]',-0.005,0.780,0.980,0.215,2.111,71.361,-,-
'[03:45:02.552]',0.005,0.775,0.985,0.219,2.105,71.166,-,-
'[03:45:02.560]',0.015,0.760,0.985,0.223,2.102,70.922,-,-
'[03:45:02.568]',0.030,0.755,0.985,0.228,2.096,70.726,-,-
'[03:45:02.576]',0.040,0.750,0.980,0.233,2.089,70.482,-,-
'[03:45:02.584]',0.045,0.745,0.985,0.239,2.086,70.189,-,-
'[03:45:02.592]',0.055,0.735,0.985,0.244,2.084,69.847,-,-
'[03:45:02.600]',0.065,0.730,0.995,0.250,2.083,69.554,-,-
'[03:45:02.608]',0.075,0.725,0.995,0.255,2.083,69.163,-,-
'[03:45:02.616]',0.090,0.715,1.005,0.261,2.077,68.821,-,-
'[03:45:02.624]',0.100,0.710,1.015,0.267,2.069,68.431,-,-
'[03:45:02.632]',0.110,0.705,1.020,0.274,2.063,68.089,-,-
'[03:45:02.640]',0.125,0.700,1.035,0.281,2.055,67.747,-,-
'[03:45:02.648]',0.145,0.685,1.045,0.288,2.048,67.356,-,-
'[03:45:02.656]',0.155,0.680,1.065,0.295,2.042,67.063,-,-
'[03:45:02.664]',0.175,0.670,1.075,0.302,2.031,66.672,-,-
'[03:45:02.672]',0.195,0.660,1.090,0.310,2.016,66.428,-,-
'[03:45:02.680]',0.220,0.645,1.100,0.317,1.998,66.233,-,-
'[03:45:02.688]',0.245,0.630,1.115,0.327,1.978,66.233,-,-
'[03:45:02.696]',0.265,0.615,1.115,0.336,1.962,66.526,-,-
'[03:45:02.704]',0.290,0.610,1.115,0.348,1.945,67.405,-,-
'[03:45:02.712]',0.305,0.595,1.095,0.359,1.927,69.505,-,-
'[03:45:02.720]',0.315,0.590,1.080,0.372,1.907,72.973,-,-
'[03:45:02.728]',0.330,0.585,1.055,0.384,1.888,78.199,-,-
'[03:45:02.736]',0.335,0.575,1.020,0.398,1.868,84.696,-,-
'[03:45:02.744]',0.335,0.575,0.975,0.411,1.853,92.071,-,-
'[03:45:02.752]',0.335,0.580,0.930,0.423,1.843,99.935,-,-
'[03:45:02.760]',0.320,0.585,0.885,0.435,1.833,107.604,-,-
'[03:45:02.768]',0.295,0.590,0.850,0.446,1.822,114.686,-,-
'[03:45:02.776]',0.275,0.600,0.825,0.457,1.809,120.498,-,-
'[03:45:02.784]',0.240,0.615,0.810,0.469,1.796,124.552,-,-
'[03:45:02.792]',0.220,0.625,0.795,0.480,1.787,126.799,-,-
'[03:45:02.800]',0.195,0.640,0.785,0.492,1.780,127.190,-,-
'[03:45:02.808]',0.175,0.645,0.785,0.504,1.771,125.871,-,-
'[03:45:02.816]',0.155,0.655,0.785,0.515,1.761,123.283,-,-
'[03:45:02.824]',0.145,0.660,0.785,0.525,1.752,119.863,-,-
'[03:45:02.832]',0.125,0.665,0.785,0.534,1.742,116.005,-,-
'[03:45:02.840]',0.120,0.675,0.795,0.543,1.732,112.000,-,-
'[03:45:02.848]',0.115,0.680,0.795,0.552,1.724,108.239,-,-
'[03:45:02.856]',0.115,0.675,0.800,0.561,1.720,104.917,-,-
'[03:45:02.864]',0.110,0.675,0.800,0.570,1.716,102.182,-,-
'[03:45:02.872]',0.115,0.675,0.805,0.580,1.709,99.984,-,-
'[03:45:02.880]',0.105,0.680,0.805,0.589,1.700,98.323,-,-
'[03:45:02.888]',0.110,0.675,0.805,0.599,1.690,97.102,-,-
'[03:45:02.896]',0.110,0.670,0.800,0.609,1.683,96.223,-,-
'[03:45:02.904]',0.115,0.665,0.800,0.619,1.676,95.539,-,-
'[03:45:02.912]',0.115,0.665,0.800,0.627,1.669,95.002,-,-
'[03:45:02.920]',0.115,0.665,0.795,0.636,1.660,94.367,-,-
'[03:45:02.928]',0.120,0.660,0.790,0.644,1.650,93.536,-,-
'[03:45:02.936]',0.115,0.660,0.795,0.652,1.640,92.364,-,-
'[03:45:02.944]',0.115,0.660,0.790,0.660,1.630,90.948,-,-
'[03:45:02.952]',0.120,0.660,0.795,0.668,1.620,89.238,-,-
'[03:45:02.960]',0.115,0.660,0.785,0.677,1.610,87.480,-,-
'[03:45:02.968]',0.110,0.665,0.785,0.687,1.602,85.868,-,-
'[03:45:02.976]',0.115,0.665,0.785,0.695,1.601,84.403,-,-
'[03:45:02.984]',0.110,0.665,0.785,0.703,1.605,83.377,-,-
'[03:45:02.992]',0.105,0.665,0.785,0.711,1.612,82.595,-,-
'[03:45:03.000]',0.110,0.665,0.785,0.720,1.624,82.156,-,-
'[03:45:03.008]',0.110,0.665,0.785,0.729,1.644,82.107,-,-
'[03:45:03.016]',0.115,0.660,0.785,0.739,1.677,82.449,-,-
'[03:45:03.024]',0.125,0.655,0.790,0.749,1.722,83.035,-,-
'[03:45:03.032]',0.125,0.655,0.795,0.759,1.775,83.719,-,-
'[03:45:03.040]',0.140,0.650,0.815,0.770,1.837,84.549,-,-
'[03:45:03.048]',0.150,0.645,0.830,0.780,1.908,85.379,-,-
'[03:45:03.056]',0.165,0.640,0.845,0.791,1.984,86.063,-,-
'[03:45:03.064]',0.190,0.620,0.850,0.802,2.059,86.601,-,-
'[03:45:03.072]',0.210,0.590,0.805,0.811,2.124,86.943,-,-
'[03:45:03.080]',0.220,0.580,0.785,0.821,2.182,87.040,-,-
'[03:45:03.088]',0.230,0.565,0.785,0.830,2.234,86.943,-,-
'[03:45:03.096]',0.220,0.570,0.785,0.839,2.273,86.552,-,-
'[03:45:03.104]',0.200,0.590,0.770,0.848,2.302,85.966,-,-
'[03:45:03.112]',0.180,0.610,0.775,0.856,2.332,85.282,-,-
'[03:45:03.120]',0.145,0.640,0.780,0.865,2.360,84.549,-,-
'[03:45:03.128]',0.115,0.660,0.780,0.873,2.381,83.670,-,-
'[03:45:03.136]',0.105,0.670,0.775,0.881,2.397,82.791,-,-
'[03:45:03.144]',0.105,0.675,0.775,0.889,2.408,81.912,-,-
'[03:45:03.152]',0.105,0.680,0.775,0.895,2.413,81.032,-,-
'[03:45:03.160]',0.105,0.675,0.775,0.902,2.415,80.153,-,-
'[03:45:03.168]',0.105,0.675,0.780,0.908,2.414,79.225,-,-
'[03:45:03.176]',0.110,0.670,0.780,0.915,2.409,78.444,-,-
'[03:45:03.184]',0.120,0.690,0.800,0.921,2.401,77.613,-,-
'[03:45:03.192]',0.150,0.705,0.905,0.927,2.392,76.929,-,-
'[03:45:03.200]',0.485,0.460,0.970,0.934,2.382,76.197,-,-
'[03:45:03.208]',1.300,-0.180,-0.090,0.940,2.372,75.562,-,-
'[03:45:03.216]',1.500,-0.500,-0.500,0.946,2.363,74.878,-,-
'[03:45:03.224]',1.055,-0.280,-0.500,0.952,2.352,74.292,-,-
'[03:45:03.232]',0.470,0.170,-0.315,0.957,2.342,73.755,-,-
'[03:45:03.240]',0.280,0.425,0.260,0.962,2.331,73.217,-,-
'[03:45:03.248]',0.145,0.595,0.655,0.966,2.319,72.778,-,-
'[03:45:03.256]',0.050,0.710,0.865,0.970,2.305,72.387,-,-
'[03:45:03.264]',0.020,0.750,0.930,0.972,2.293,71.996,-,-
'[03:45:03.272]',0.005,0.765,0.955,0.975,2.282,71.752,-,-
'[03:45:03.280]',0.000,0.775,0.975,0.977,2.271,71.557,-,-
'[03:45:03.288]',-0.005,0.780,0.975,0.979,2.258,71.508,-,-
'[03:45:03.296]',0.005,0.780,0.980,0.979,2.241,71.410,-,-
'[03:45:03.304]',0.015,0.770,0.980,0.980,2.226,71.361,-,-
'[03:45:03.312]',0.030,0.755,0.980,0.979,2.212,71.215,-,-
'[03:45:03.320]',0.035,0.755,0.980,0.978,2.196,71.166,-,-
'[03:45:03.328]',0.050,0.745,0.985,0.977,2.177,71.068,-,-
'[03:45:03.336]',0.055,0.740,0.985,0.975,2.162,70.873,-,-
'[03:45:03.344]',0.060,0.730,0.990,0.971,2.151,70.677,-,-
'[03:45:03.352]',0.075,0.730,0.995,0.968,2.139,70.433,-,-
'[03:45:03.360]',0.085,0.715,0.995,0.964,2.128,70.091,-,-
'[03:45:03.368]',0.095,0.715,0.995,0.959,2.117,69.652,-,-
'[03:45:03.376]',0.110,0.710,1.005,0.952,2.109,69.261,-,-
'[03:45:03.384]',0.115,0.705,1.015,0.946,2.101,68.821,-,-
'[03:45:03.392]',0.130,0.690,1.020,0.940,2.092,68.382,-,-
'[03:45:03.400]',0.145,0.685,1.040,0.934,2.082,67.942,-,-
'[03:45:03.408]',0.160,0.680,1.050,0.927,2.066,67.405,-,-
'[03:45:03.416]',0.170,0.665,1.065,0.921,2.052,66.916,-,-
'[03:45:03.424]',0.190,0.660,1.080,0.914,2.039,66.428,-,-
'[03:45:03.432]',0.215,0.640,1.090,0.907,2.027,66.037,-,-
'[03:45:03.440]',0.240,0.625,1.105,0.899,2.017,65.744,-,-
'[03:45:03.448]',0.265,0.615,1.115,0.892,2.003,65.695,-,-
'[03:45:03.456]',0.290,0.600,1.115,0.885,1.986,65.940,-,-
'[03:45:03.464]',0.310,0.590,1.115,0.878,1.968,66.868,-,-
'[03:45:03.472]',0.330,0.580,1.110,0.871,1.948,68.870,-,-
'[03:45:03.480]',0.345,0.570,1.090,0.864,1.929,72.436,-,-
'[03:45:03.488]',0.360,0.565,1.065,0.856,1.911,77.760,-,-
'[03:45:03.496]',0.370,0.560,1.035,0.847,1.897,84.403,-,-
'[03:45:03.504]',0.375,0.555,0.995,0.838,1.886,92.071,-,-
'[03:45:03.512]',0.365,0.550,0.950,0.828,1.872,100.033,-,-
'[03:45:03.520]',0.350,0.555,0.905,0.818,1.854,107.945,-,-
'[03:45:03.528]',0.335,0.565,0.865,0.807,1.836,115.077,-,-
'[03:45:03.536]',0.305,0.580,0.830,0.796,1.816,120.938,-,-
'[03:45:03.544]',0.285,0.590,0.810,0.785,1.800,125.041,-,-
'[03:45:03.552]',0.255,0.600,0.785,0.774,1.786,127.239,-,-
'[03:45:03.560]',0.230,0.610,0.780,0.763,1.774,127.483,-,-
'[03:45:03.568]',0.215,0.620,0.775,0.752,1.763,125.969,-,-
'[03:45:03.576]',0.195,0.625,0.775,0.741,1.756,123.234,-,-
'[03:45:03.584]',0.180,0.635,0.775,0.729,1.749,119.668,-,-
'[03:45:03.592]',0.165,0.640,0.775,0.717,1.745,115.761,-,-
'[03:45:03.600]',0.160,0.645,0.780,0.704,1.743,111.755,-,-
'[03:45:03.608]',0.150,0.650,0.785,0.691,1.737,107.945,-,-
'[03:45:03.616]',0.145,0.645,0.785,0.679,1.729,104.673,-,-
'[03:45:03.624]',0.145,0.655,0.785,0.668,1.720,101.938,-,-
