'Time','II','PLETH','ABP','III'
'[03:55:29.448]',0.352,0.502,105.000,-
'[03:55:29.456]',0.328,0.502,108.750,-
'[03:55:29.464]',0.312,0.502,110.625,-
'[03:55:29.472]',0.289,0.502,113.438,-
'[03:55:29.480]',0.266,0.502,115.312,-
'[03:55:29.488]',0.250,0.502,118.125,-
'[03:55:29.496]',0.242,0.490,119.062,-
'[03:55:29.504]',0.234,0.490,120.938,-
'[03:55:29.512]',0.234,0.490,120.938,-
'[03:55:29.520]',0.234,0.490,120.938,-
'[03:55:29.528]',0.242,0.482,120.000,-
'[03:55:29.536]',0.242,0.482,119.062,-
'[03:55:29.544]',0.242,0.482,118.125,-
'[03:55:29.552]',0.234,0.482,116.250,-
'[03:55:29.560]',0.227,0.475,114.375,-
'[03:55:29.568]',0.227,0.475,112.500,-
'[03:55:29.576]',0.242,0.475,109.688,-
'[03:55:29.584]',0.250,0.467,105.938,-
'[03:55:29.592]',0.266,0.467,101.250,-
'[03:55:29.600]',0.273,0.467,97.500,-
'[03:55:29.608]',0.289,0.467,92.812,-
'[03:55:29.616]',0.297,0.459,88.125,-
'[03:55:29.624]',0.312,0.459,85.312,-
'[03:55:29.632]',0.297,0.459,84.375,-
'[03:55:29.640]',0.273,0.451,83.438,-
'[03:55:29.648]',0.242,0.451,82.500,-
'[03:55:29.656]',0.203,0.451,82.500,-
'[03:55:29.664]',0.188,0.451,81.562,-
'[03:55:29.672]',0.180,0.451,80.625,-
'[03:55:29.680]',0.172,0.443,79.688,-
'[03:55:29.688]',0.180,0.443,78.750,-
'[03:55:29.696]',0.180,0.443,77.812,-
'[03:55:29.704]',0.211,0.443,77.812,-
'[03:55:29.712]',0.258,0.443,76.875,-
'[03:55:29.720]',0.289,0.443,75.938,-
'[03:55:29.728]',0.250,0.443,75.938,-
'[03:55:29.736]',0.227,0.451,75.000,-
'[03:55:29.744]',0.188,0.451,75.000,-
'[03:55:29.752]',0.016,0.451,75.000,-
'[03:55:29.760]',-0.188,0.459,74.062,-
'[03:55:29.768]',-0.219,0.459,74.062,-
'[03:55:29.776]',-0.086,0.459,73.125,-
'[03:55:29.784]',0.047,0.467,73.125,-
'[03:55:29.792]',0.117,0.467,72.188,-
'[03:55:29.800]',0.172,0.467,72.188,-
'[03:55:29.808]',0.195,0.475,72.188,-
'[03:55:29.816]',0.211,0.475,71.250,-
'[03:55:29.824]',0.211,0.482,71.250,-
'[03:55:29.832]',0.219,0.482,70.312,-
'[03:55:29.840]',0.227,0.482,70.312,-
'[03:55:29.848]',0.227,0.482,69.375,-
'[03:55:29.856]',0.227,0.490,69.375,-
'[03:55:29.864]',0.234,0.490,68.438,-
'[03:55:29.872]',0.242,0.490,67.500,-
'[03:55:29.880]',0.242,0.490,66.562,-
'[03:55:29.888]',0.250,0.490,66.562,-
'[03:55:29.896]',0.266,0.502,65.625,-
'[03:55:29.904]',0.266,0.502,65.625,-
'[03:55:29.912]',0.266,0.502,64.688,-
'[03:55:29.920]',0.266,0.502,64.688,-
'[03:55:29.928]',0.266,0.502,64.688,-
'[03:55:29.936]',0.266,0.502,63.750,-
'[03:55:29.944]',0.273,0.502,63.750,-
'[03:55:29.952]',0.281,0.502,63.750,-
'[03:55:29.960]',0.289,0.502,63.750,-
'[03:55:29.968]',0.297,0.502,64.688,-
'[03:55:29.976]',0.312,0.502,66.562,-
'[03:55:29.984]',0.312,0.490,70.312,-
'[03:55:29.992]',0.320,0.490,75.938,-
'[03:55:30.000]',0.344,0.490,84.375,-
'[03:55:30.008]',0.367,0.490,92.812,-
'[03:55:30.016]',0.375,0.490,99.375,-
'[03:55:30.024]',0.367,0.490,105.000,-
'[03:55:30.032]',0.352,0.490,108.750,-
'[03:55:30.040]',0.320,0.482,111.562,-
'[03:55:30.048]',0.305,0.482,113.438,-
'[03:55:30.056]',0.281,0.482,116.250,-
'[03:55:30.064]',0.273,0.482,118.125,-
'[03:55:30.072]',0.266,0.482,120.000,-
'[03:55:30.080]',0.250,0.482,120.938,-
'[03:55:30.088]',0.242,0.475,121.875,-
'[03:55:30.096]',0.242,0.475,121.875,-
'[03:55:30.104]',0.250,0.475,120.938,-
'[03:55:30.112]',0.250,0.475,120.000,-
'[03:55:30.120]',0.258,0.467,119.062,-
'[03:55:30.128]',0.250,0.467,117.188,-
'[03:55:30.136]',0.250,0.467,115.312,-
'[03:55:30.144]',0.250,0.467,113.438,-
'[03:55:30.152]',0.258,0.467,110.625,-
'[03:55:30.160]',0.266,0.459,106.875,-
'[03:55:30.168]',0.281,0.459,103.125,-
'[03:55:30.176]',0.305,0.459,98.438,-
'[03:55:30.184]',0.312,0.451,93.750,-
'[03:55:30.192]',0.336,0.451,89.062,-
'[03:55:30.200]',0.336,0.451,86.250,-
'[03:55:30.208]',0.320,0.451,84.375,-
'[03:55:30.216]',0.297,0.443,83.438,-
'[03:55:30.224]',0.250,0.443,83.438,-
'[03:55:30.232]',0.227,0.443,82.500,-
'[03:55:30.240]',0.211,0.443,81.562,-
'[03:55:30.248]',0.211,0.443,81.562,-
'[03:55:30.256]',0.203,0.443,80.625,-
'[03:55:30.264]',0.195,0.443,79.688,-
'[03:55:30.272]',0.195,0.443,78.750,-
'[03:55:30.280]',0.234,0.443,77.812,-
'[03:55:30.288]',0.297,0.443,76.875,-
'[03:55:30.296]',0.312,0.443,76.875,-
'[03:55:30.304]',0.273,0.443,75.938,-
'[03:55:30.312]',0.250,0.451,75.938,-
'[03:55:30.320]',0.195,0.451,75.000,-
'[03:55:30.328]',0.008,0.451,75.000,-
'[03:55:30.336]',-0.172,0.459,74.062,-
'[03:55:30.344]',-0.203,0.459,74.062,-
'[03:55:30.352]',-0.039,0.459,73.125,-
'[03:55:30.360]',0.094,0.467,73.125,-
'[03:55:30.368]',0.164,0.467,73.125,-
'[03:55:30.376]',0.195,0.475,72.188,-
'[03:55:30.384]',0.219,0.475,72.188,-
'[03:55:30.392]',0.234,0.475,71.250,-
'[03:55:30.400]',0.242,0.482,71.250,-
'[03:55:30.408]',0.242,0.482,71.250,-
'[03:55:30.416]',0.242,0.482,70.312,-
'[03:55:30.424]',0.250,0.490,69.375,-
'[03:55:30.432]',0.250,0.490,69.375,-
'[03:55:30.440]',0.258,0.490,68.438,-
'[03:55:30.448]',0.266,0.490,67.500,-
'[03:55:30.456]',0.266,0.490,67.500,-
'[03:55:30.464]',0.273,0.502,66.562,-
'[03:55:30.472]',0.289,0.502,65.625,-
'[03:55:30.480]',0.289,0.502,65.625,-
'[03:55:30.488]',0.297,0.502,64.688,-
'[03:55:30.496]',0.297,0.502,64.688,-
'[03:55:30.504]',0.297,0.502,64.688,-
'[03:55:30.512]',0.297,0.502,63.750,-
'[03:55:30.520]',0.305,0.502,63.750,-
'[03:55:30.528]',0.305,0.502,63.750,-
'[03:55:30.536]',0.305,0.502,63.750,-
'[03:55:30.544]',0.305,0.502,64.688,-
'[03:55:30.552]',0.312,0.502,66.562,-
'[03:55:30.560]',0.328,0.502,71.250,-
'[03:55:30.568]',0.344,0.490,77.812,-
'[03:55:30.576]',0.359,0.490,86.250,-
'[03:55:30.584]',0.375,0.490,94.688,-
'[03:55:30.592]',0.383,0.490,101.250,-
'[03:55:30.600]',0.375,0.490,106.875,-
'[03:55:30.608]',0.352,0.490,109.688,-
'[03:55:30.616]',0.328,0.490,112.500,-
'[03:55:30.624]',0.312,0.482,115.312,-
'[03:55:30.632]',0.297,0.482,117.188,-
'[03:55:30.640]',0.281,0.482,120.000,-
'[03:55:30.648]',0.273,0.482,120.938,-
'[03:55:30.656]',0.266,0.482,122.812,-
'[03:55:30.664]',0.258,0.482,122.812,-
'[03:55:30.672]',0.258,0.475,122.812,-
'[03:55:30.680]',0.258,0.475,121.875,-
'[03:55:30.688]',0.258,0.475,120.938,-
'[03:55:30.696]',0.266,0.475,120.000,-
'[03:55:30.704]',0.266,0.467,118.125,-
'[03:55:30.712]',0.266,0.467,116.250,-
'[03:55:30.720]',0.250,0.467,113.438,-
'[03:55:30.728]',0.266,0.467,110.625,-
'[03:55:30.736]',0.273,0.459,107.812,-
'[03:55:30.744]',0.289,0.459,103.125,-
'[03:55:30.752]',0.297,0.459,99.375,-
'[03:55:30.760]',0.312,0.459,94.688,-
'[03:55:30.768]',0.328,0.451,90.000,-
'[03:55:30.776]',0.336,0.451,87.188,-
'[03:55:30.784]',0.312,0.451,85.312,-
'[03:55:30.792]',0.281,0.451,84.375,-
'[03:55:30.800]',0.242,0.451,83.438,-
'[03:55:30.808]',0.211,0.443,83.438,-
'[03:55:30.816]',0.195,0.443,82.500,-
'[03:55:30.824]',0.195,0.443,81.562,-
'[03:55:30.832]',0.188,0.443,80.625,-
'[03:55:30.840]',0.188,0.443,79.688,-
'[03:55:30.848]',0.195,0.443,78.750,-
'[03:55:30.856]',0.227,0.451,78.750,-
'[03:55:30.864]',0.273,0.451,77.812,-
'[03:55:30.872]',0.281,0.451,76.875,-
'[03:55:30.880]',0.242,0.451,76.875,-
'[03:55:30.888]',0.219,0.451,76.875,-
'[03:55:30.896]',0.148,0.459,75.938,-
'[03:55:30.904]',-0.055,0.459,75.938,-
'[03:55:30.912]',-0.203,0.459,75.000,-
'[03:55:30.920]',-0.211,0.467,75.000,-
'[03:55:30.928]',-0.031,0.467,74.062,-
'[03:55:30.936]',0.086,0.475,74.062,-
'[03:55:30.944]',0.156,0.475,73.125,-
'[03:55:30.952]',0.195,0.475,73.125,-
'[03:55:30.960]',0.211,0.482,73.125,-
'[03:55:30.968]',0.211,0.482,72.188,-
'[03:55:30.976]',0.227,0.490,72.188,-
'[03:55:30.984]',0.227,0.490,72.188,-
'[03:55:30.992]',0.227,0.490,71.250,-
'[03:55:31.000]',0.234,0.490,70.312,-
'[03:55:31.008]',0.242,0.502,70.312,-
'[03:55:31.016]',0.234,0.502,69.375,-
'[03:55:31.024]',0.242,0.502,68.438,-
'[03:55:31.032]',0.250,0.502,68.438,-
'[03:55:31.040]',0.250,0.502,67.500,-
'[03:55:31.048]',0.250,0.502,67.500,-
'[03:55:31.056]',0.250,0.502,66.562,-
'[03:55:31.064]',0.258,0.502,66.562,-
'[03:55:31.072]',0.266,0.502,65.625,-
'[03:55:31.080]',0.266,0.502,65.625,-
'[03:55:31.088]',0.266,0.502,65.625,-
'[03:55:31.096]',0.273,0.502,65.625,-
'[03:55:31.104]',0.281,0.502,64.688,-
'[03:55:31.112]',0.289,0.502,65.625,-
'[03:55:31.120]',0.297,0.502,66.562,-
'[03:55:31.128]',0.312,0.502,69.375,-
'[03:55:31.136]',0.320,0.502,75.000,-
'[03:55:31.144]',0.344,0.502,81.562,-
'[03:55:31.152]',0.359,0.502,90.938,-
'[03:55:31.160]',0.367,0.502,98.438,-
'[03:55:31.168]',0.367,0.502,105.000,-
'[03:55:31.176]',0.352,0.502,109.688,-
'[03:55:31.184]',0.336,0.490,112.500,-
'[03:55:31.192]',0.312,0.490,115.312,-
'[03:55:31.200]',0.297,0.490,118.125,-
'[03:55:31.208]',0.266,0.490,120.938,-
'[03:55:31.216]',0.250,0.490,122.812,-
'[03:55:31.224]',0.250,0.490,124.688,-
'[03:55:31.232]',0.250,0.482,125.625,-
'[03:55:31.240]',0.250,0.482,125.625,-
'[03:55:31.248]',0.242,0.482,125.625,-
'[03:55:31.256]',0.242,0.482,124.688,-
'[03:55:31.264]',0.242,0.482,123.750,-
'[03:55:31.272]',0.242,0.475,121.875,-
'[03:55:31.280]',0.250,0.475,120.938,-
'[03:55:31.288]',0.250,0.475,119.062,-
'[03:55:31.296]',0.250,0.475,116.250,-
'[03:55:31.304]',0.250,0.467,113.438,-
'[03:55:31.312]',0.266,0.467,109.688,-
'[03:55:31.320]',0.281,0.467,105.938,-
'[03:55:31.328]',0.305,0.467,101.250,-
'[03:55:31.336]',0.312,0.459,96.562,-
'[03:55:31.344]',0.320,0.459,92.812,-
'[03:55:31.352]',0.320,0.459,89.062,-
'[03:55:31.360]',0.305,0.459,87.188,-
'[03:55:31.368]',0.266,0.451,86.250,-
'[03:55:31.376]',0.227,0.451,85.312,-
'[03:55:31.384]',0.195,0.451,85.312,-
'[03:55:31.392]',0.180,0.451,84.375,-
'[03:55:31.400]',0.172,0.451,83.438,-
'[03:55:31.408]',0.164,0.451,82.500,-
'[03:55:31.416]',0.164,0.451,81.562,-
'[03:55:31.424]',0.188,0.451,80.625,-
'[03:55:31.432]',0.227,0.451,79.688,-
'[03:55:31.440]',0.266,0.459,79.688,-
'[03:55:31.448]',0.273,0.459,78.750,-
'[03:55:31.456]',0.242,0.459,78.750,-
'[03:55:31.464]',0.250,0.467,77.812,-
'[03:55:31.472]',0.141,0.467,77.812,-
'[03:55:31.480]',-0.094,0.467,76.875,-
'[03:55:31.488]',-0.219,0.475,76.875,-
'[03:55:31.496]',-0.148,0.475,75.938,-
'[03:55:31.504]',-0.008,0.482,75.938,-
'[03:55:31.512]',0.102,0.482,75.000,-
'[03:55:31.520]',0.156,0.490,75.000,-
'[03:55:31.528]',0.188,0.490,74.062,-
'[03:55:31.536]',0.195,0.502,74.062,-
'[03:55:31.544]',0.211,0.502,73.125,-
'[03:55:31.552]',0.211,0.502,73.125,-
'[03:55:31.560]',0.211,0.502,72.188,-
'[03:55:31.568]',0.211,0.502,72.188,-
'[03:55:31.576]',0.219,0.502,71.250,-
'[03:55:31.584]',0.227,0.510,71.250,-
'[03:55:31.592]',0.227,0.510,70.312,-
'[03:55:31.600]',0.242,0.510,69.375,-
'[03:55:31.608]',0.242,0.510,69.375,-
'[03:55:31.616]',0.250,0.510,68.438,-
'[03:55:31.624]',0.250,0.518,68.438,-
'[03:55:31.632]',0.266,0.518,67.500,-
'[03:55:31.640]',0.266,0.518,66.562,-
'[03:55:31.648]',0.273,0.518,66.562,-
'[03:55:31.656]',0.281,0.518,66.562,-
'[03:55:31.664]',0.281,0.518,65.625,-
'[03:55:31.672]',0.289,0.518,65.625,-
'[03:55:31.680]',0.297,0.518,65.625,-
'[03:55:31.688]',0.305,0.518,66.562,-
'[03:55:31.696]',0.312,0.518,68.438,-
'[03:55:31.704]',0.320,0.518,72.188,-
'[03:55:31.712]',0.336,0.510,78.750,-
'[03:55:31.720]',0.352,0.510,87.188,-
'[03:55:31.728]',0.375,0.510,96.562,-
'[03:55:31.736]',0.391,0.510,104.062,-
'[03:55:31.744]',0.406,0.510,109.688,-
'[03:55:31.752]',0.391,0.510,114.375,-
'[03:55:31.760]',0.367,0.510,117.188,-
'[03:55:31.768]',0.336,0.502,120.000,-
'[03:55:31.776]',0.312,0.502,121.875,-
'[03:55:31.784]',0.297,0.502,124.688,-
'[03:55:31.792]',0.289,0.502,126.562,-
'[03:55:31.800]',0.273,0.502,127.500,-
'[03:55:31.808]',0.266,0.502,128.438,-
'[03:55:31.816]',0.266,0.502,128.438,-
'[03:55:31.824]',0.273,0.502,128.438,-
'[03:55:31.832]',0.281,0.502,127.500,-
'[03:55:31.840]',0.281,0.502,126.562,-
'[03:55:31.848]',0.281,0.490,125.625,-
'[03:55:31.856]',0.281,0.490,123.750,-
'[03:55:31.864]',0.281,0.490,121.875,-
'[03:55:31.872]',0.281,0.490,119.062,-
'[03:55:31.880]',0.289,0.482,116.250,-
'[03:55:31.888]',0.305,0.482,112.500,-
'[03:55:31.896]',0.320,0.482,107.812,-
'[03:55:31.904]',0.328,0.482,103.125,-
'[03:55:31.912]',0.344,0.475,98.438,-
'[03:55:31.920]',0.359,0.475,93.750,-
'[03:55:31.928]',0.367,0.475,90.938,-
'[03:55:31.936]',0.328,0.475,88.125,-
'[03:55:31.944]',0.281,0.475,87.188,-
'[03:55:31.952]',0.250,0.467,86.250,-
'[03:55:31.960]',0.227,0.467,85.312,-
'[03:55:31.968]',0.211,0.467,85.312,-
'[03:55:31.976]',0.211,0.467,84.375,-
'[03:55:31.984]',0.203,0.467,83.438,-
'[03:55:31.992]',0.203,0.475,82.500,-
'[03:55:32.000]',0.211,0.475,81.562,-
'[03:55:32.008]',0.250,0.475,80.625,-
'[03:55:32.016]',0.305,0.475,80.625,-
'[03:55:32.024]',0.312,0.482,79.688,-
'[03:55:32.032]',0.266,0.482,78.750,-
'[03:55:32.040]',0.250,0.482,78.750,-
'[03:55:32.048]',0.133,0.490,77.812,-
'[03:55:32.056]',-0.094,0.490,77.812,-
'[03:55:32.064]',-0.188,0.502,76.875,-
'[03:55:32.072]',-0.102,0.502,75.938,-
'[03:55:32.080]',0.047,0.502,75.938,-
'[03:55:32.088]',0.141,0.502,75.000,-
'[03:55:32.096]',0.188,0.510,75.000,-
'[03:55:32.104]',0.211,0.510,74.062,-
'[03:55:32.112]',0.234,0.518,74.062,-
'[03:55:32.120]',0.242,0.518,74.062,-
'[03:55:32.128]',0.242,0.518,73.125,-
'[03:55:32.136]',0.250,0.525,72.188,-
'[03:55:32.144]',0.250,0.525,72.188,-
'[03:55:32.152]',0.250,0.525,71.250,-
'[03:55:32.160]',0.250,0.533,70.312,-
'[03:55:32.168]',0.250,0.533,69.375,-
'[03:55:32.176]',0.250,0.533,69.375,-
'[03:55:32.184]',0.266,0.533,68.438,-
'[03:55:32.192]',0.266,0.533,68.438,-
'[03:55:32.200]',0.273,0.533,67.500,-
'[03:55:32.208]',0.281,0.533,67.500,-
'[03:55:32.216]',0.281,0.533,66.562,-
'[03:55:32.224]',0.289,0.533,66.562,-
'[03:55:32.232]',0.289,0.533,66.562,-
'[03:55:32.240]',0.289,0.533,65.625,-
'[03:55:32.248]',0.297,0.533,65.625,-
'[03:55:32.256]',0.297,0.533,65.625,-
'[03:55:32.264]',0.305,0.533,65.625,-
'[03:55:32.272]',0.312,0.533,67.500,-
'[03:55:32.280]',0.312,0.533,70.312,-
'[03:55:32.288]',0.320,0.533,75.000,-
'[03:55:32.296]',0.336,0.533,83.438,-
'[03:55:32.304]',0.352,0.533,91.875,-
'[03:55:32.312]',0.367,0.533,100.312,-
'[03:55:32.320]',0.375,0.525,106.875,-
'[03:55:32.328]',0.367,0.525,110.625,-
'[03:55:32.336]',0.336,0.525,114.375,-
'[03:55:32.344]',0.312,0.525,116.250,-
'[03:55:32.352]',0.281,0.525,119.062,-
'[03:55:32.360]',0.266,0.518,120.938,-
'[03:55:32.368]',0.250,0.518,122.812,-
'[03:55:32.376]',0.250,0.518,124.688,-
'[03:55:32.384]',0.250,0.518,124.688,-
'[03:55:32.392]',0.242,0.510,124.688,-
'[03:55:32.400]',0.242,0.510,124.688,-
'[03:55:32.408]',0.242,0.510,123.750,-
'[03:55:32.416]',0.242,0.510,122.812,-
'[03:55:32.424]',0.242,0.502,120.938,-
'[03:55:32.432]',0.250,0.502,119.062,-
'[03:55:32.440]',0.250,0.502,117.188,-
'[03:55:32.448]',0.250,0.502,114.375,-
'[03:55:32.456]',0.266,0.502,111.562,-
'[03:55:32.464]',0.273,0.502,107.812,-
'[03:55:32.472]',0.289,0.502,103.125,-
'[03:55:32.480]',0.297,0.490,98.438,-
'[03:55:32.488]',0.312,0.490,93.750,-
'[03:55:32.496]',0.320,0.490,90.000,-
'[03:55:32.504]',0.312,0.482,87.188,-
'[03:55:32.512]',0.281,0.482,86.250,-
'[03:55:32.520]',0.242,0.482,85.312,-
'[03:55:32.528]',0.211,0.482,84.375,-
'[03:55:32.536]',0.195,0.482,83.438,-
'[03:55:32.544]',0.188,0.482,83.438,-
'[03:55:32.552]',0.172,0.482,82.500,-
'[03:55:32.560]',0.164,0.482,81.562,-
'[03:55:32.568]',0.164,0.482,80.625,-
'[03:55:32.576]',0.188,0.482,79.688,-
'[03:55:32.584]',0.242,0.482,78.750,-
'[03:55:32.592]',0.289,0.482,77.812,-
'[03:55:32.600]',0.297,0.482,77.812,-
'[03:55:32.608]',0.227,0.490,76.875,-
'[03:55:32.616]',0.203,0.490,76.875,-
'[03:55:32.624]',0.078,0.490,76.875,-
'[03:55:32.632]',-0.141,0.502,75.938,-
'[03:55:32.640]',-0.234,0.502,75.000,-
'[03:55:32.648]',-0.141,0.502,75.000,-
'[03:55:32.656]',0.000,0.502,74.062,-
'[03:55:32.664]',0.102,0.502,74.062,-
'[03:55:32.672]',0.156,0.510,74.062,-
'[03:55:32.680]',0.188,0.510,73.125,-
'[03:55:32.688]',0.195,0.510,73.125,-
'[03:55:32.696]',0.211,0.518,72.188,-
'[03:55:32.704]',0.211,0.518,72.188,-
'[03:55:32.712]',0.219,0.518,71.250,-
'[03:55:32.720]',0.227,0.518,71.250,-
'[03:55:32.728]',0.227,0.525,70.312,-
'[03:55:32.736]',0.227,0.525,69.375,-
'[03:55:32.744]',0.219,0.525,69.375,-
'[03:55:32.752]',0.219,0.525,68.438,-
'[03:55:32.760]',0.227,0.525,67.500,-
'[03:55:32.768]',0.234,0.525,67.500,-
'[03:55:32.776]',0.242,0.525,66.562,-
'[03:55:32.784]',0.250,0.525,66.562,-
'[03:55:32.792]',0.250,0.525,65.625,-
'[03:55:32.800]',0.250,0.525,65.625,-
'[03:55:32.808]',0.258,0.525,64.688,-
'[03:55:32.816]',0.266,0.525,64.688,-
'[03:55:32.824]',0.266,0.525,64.688,-
'[03:55:32.832]',0.266,0.525,64.688,-
'[03:55:32.840]',0.281,0.525,64.688,-
'[03:55:32.848]',0.289,0.518,65.625,-
'[03:55:32.856]',0.297,0.518,68.438,-
'[03:55:32.864]',0.312,0.518,72.188,-
'[03:55:32.872]',0.320,0.518,79.688,-
'[03:55:32.880]',0.336,0.518,87.188,-
'[03:55:32.888]',0.336,0.518,95.625,-
'[03:55:32.896]',0.344,0.518,102.188,-
'[03:55:32.904]',0.336,0.510,106.875,-
'[03:55:32.912]',0.312,0.510,109.688,-
'[03:55:32.920]',0.281,0.510,111.562,-
'[03:55:32.928]',0.266,0.510,114.375,-
'[03:55:32.936]',0.250,0.510,116.250,-
'[03:55:32.944]',0.242,0.502,118.125,-
'[03:55:32.952]',0.234,0.502,119.062,-
'[03:55:32.960]',0.227,0.502,120.000,-
'[03:55:32.968]',0.227,0.502,120.000,-
'[03:55:32.976]',0.227,0.502,120.000,-
'[03:55:32.984]',0.219,0.502,119.062,-
'[03:55:32.992]',0.219,0.502,118.125,-
'[03:55:33.000]',0.219,0.490,116.250,-
'[03:55:33.008]',0.227,0.490,114.375,-
'[03:55:33.016]',0.227,0.490,112.500,-
'[03:55:33.024]',0.242,0.490,109.688,-
'[03:55:33.032]',0.250,0.482,105.938,-
'[03:55:33.040]',0.266,0.482,102.188,-
'[03:55:33.048]',0.273,0.482,97.500,-
'[03:55:33.056]',0.289,0.475,93.750,-
'[03:55:33.064]',0.312,0.475,89.062,-
'[03:55:33.072]',0.312,0.475,86.250,-
'[03:55:33.080]',0.312,0.475,84.375,-
'[03:55:33.088]',0.273,0.467,83.438,-
'[03:55:33.096]',0.234,0.467,82.500,-
'[03:55:33.104]',0.195,0.467,82.500,-
'[03:55:33.112]',0.188,0.467,81.562,-
'[03:55:33.120]',0.172,0.467,80.625,-
'[03:55:33.128]',0.172,0.467,79.688,-
'[03:55:33.136]',0.172,0.467,79.688,-
'[03:55:33.144]',0.180,0.467,78.750,-
'[03:55:33.152]',0.203,0.467,77.812,-
'[03:55:33.160]',0.250,0.467,76.875,-
'[03:55:33.168]',0.281,0.467,75.938,-
'[03:55:33.176]',0.266,0.467,75.938,-
'[03:55:33.184]',0.227,0.475,75.938,-
'[03:55:33.192]',0.195,0.475,75.000,-
'[03:55:33.200]',0.047,0.475,75.000,-
'[03:55:33.208]',-0.156,0.475,74.062,-
'[03:55:33.216]',-0.219,0.482,74.062,-
'[03:55:33.224]',-0.117,0.482,73.125,-
'[03:55:33.232]',0.031,0.482,73.125,-
'[03:55:33.240]',0.117,0.490,73.125,-
'[03:55:33.248]',0.172,0.490,72.188,-
'[03:55:33.256]',0.195,0.490,72.188,-
'[03:55:33.264]',0.211,0.502,71.250,-
'[03:55:33.272]',0.227,0.502,71.250,-
'[03:55:33.280]',0.227,0.502,70.312,-
'[03:55:33.288]',0.227,0.502,70.312,-
'[03:55:33.296]',0.227,0.502,69.375,-
'[03:55:33.304]',0.234,0.502,69.375,-
'[03:55:33.312]',0.234,0.502,68.438,-
'[03:55:33.320]',0.242,0.502,67.500,-
'[03:55:33.328]',0.242,0.502,67.500,-
'[03:55:33.336]',0.250,0.502,66.562,-
'[03:55:33.344]',0.266,0.502,66.562,-
'[03:55:33.352]',0.266,0.502,65.625,-
'[03:55:33.360]',0.273,0.502,65.625,-
'[03:55:33.368]',0.281,0.502,64.688,-
'[03:55:33.376]',0.281,0.502,64.688,-
'[03:55:33.384]',0.281,0.502,63.750,-
'[03:55:33.392]',0.289,0.502,63.750,-
'[03:55:33.400]',0.289,0.502,63.750,-
'[03:55:33.408]',0.297,0.502,63.750,-
'[03:55:33.416]',0.312,0.502,63.750,-
'[03:55:33.424]',0.320,0.502,64.688,-
'[03:55:33.432]',0.320,0.502,67.500,-
'[03:55:33.440]',0.336,0.502,72.188,-
'[03:55:33.448]',0.352,0.502,79.688,-
'[03:55:33.456]',0.367,0.502,88.125,-
'[03:55:33.464]',0.375,0.502,95.625,-
'[03:55:33.472]',0.383,0.502,102.188,-
'[03:55:33.480]',0.359,0.502,105.938,-
'[03:55:33.488]',0.336,0.490,108.750,-
'[03:55:33.496]',0.312,0.490,111.562,-
'[03:55:33.504]',0.289,0.490,113.438,-
'[03:55:33.512]',0.273,0.490,115.312,-
'[03:55:33.520]',0.266,0.490,117.188,-
'[03:55:33.528]',0.258,0.482,119.062,-
'[03:55:33.536]',0.258,0.482,120.000,-
'[03:55:33.544]',0.250,0.482,120.000,-
'[03:55:33.552]',0.250,0.482,119.062,-
'[03:55:33.560]',0.250,0.475,118.125,-
'[03:55:33.568]',0.250,0.475,117.188,-
'[03:55:33.576]',0.250,0.475,115.312,-
'[03:55:33.584]',0.250,0.475,113.438,-
'[03:55:33.592]',0.258,0.475,111.562,-
'[03:55:33.600]',0.266,0.467,108.750,-
'[03:55:33.608]',0.281,0.467,105.938,-
'[03:55:33.616]',0.297,0.467,102.188,-
'[03:55:33.624]',0.312,0.467,97.500,-
'[03:55:33.632]',0.320,0.459,92.812,-
'[03:55:33.640]',0.336,0.459,89.062,-
'[03:55:33.648]',0.344,0.459,86.250,-
'[03:55:33.656]',0.336,0.451,84.375,-
'[03:55:33.664]',0.305,0.451,83.438,-
'[03:55:33.672]',0.258,0.451,82.500,-
'[03:55:33.680]',0.227,0.451,82.500,-
'[03:55:33.688]',0.211,0.451,81.562,-
'[03:55:33.696]',0.203,0.443,80.625,-
'[03:55:33.704]',0.203,0.443,79.688,-
'[03:55:33.712]',0.203,0.443,78.750,-
'[03:55:33.720]',0.203,0.443,77.812,-
'[03:55:33.728]',0.227,0.443,77.812,-
'[03:55:33.736]',0.281,0.443,76.875,-
'[03:55:33.744]',0.312,0.443,75.938,-
'[03:55:33.752]',0.281,0.451,75.938,-
'[03:55:33.760]',0.250,0.451,75.000,-
'[03:55:33.768]',0.227,0.451,75.000,-
'[03:55:33.776]',0.062,0.451,75.000,-
'[03:55:33.784]',-0.148,0.459,74.062,-
'[03:55:33.792]',-0.188,0.459,74.062,-
'[03:55:33.800]',-0.062,0.459,73.125,-
'[03:55:33.808]',0.070,0.467,73.125,-
'[03:55:33.816]',0.156,0.467,72.188,-
'[03:55:33.824]',0.203,0.475,72.188,-
'[03:55:33.832]',0.227,0.475,72.188,-
'[03:55:33.840]',0.234,0.475,71.250,-
'[03:55:33.848]',0.234,0.482,71.250,-
'[03:55:33.856]',0.242,0.482,70.312,-
'[03:55:33.864]',0.258,0.482,70.312,-
'[03:55:33.872]',0.266,0.482,69.375,-
'[03:55:33.880]',0.266,0.490,69.375,-
'[03:55:33.888]',0.266,0.490,68.438,-
'[03:55:33.896]',0.266,0.490,67.500,-
'[03:55:33.904]',0.266,0.490,67.500,-
