'Time','I','II','AVR','V','RESP','PLETH','ABP','CVP'
'[15:04:01.816]',-,0.435,0.645,0.450,0.207,1.319,89.795,-2.999
'[15:04:01.824]',-,0.430,0.650,0.445,0.209,1.312,89.385,-2.999
'[15:04:01.832]',-,0.435,0.650,0.445,0.210,1.316,88.798,-2.999
'[15:04:01.840]',-,0.435,0.645,0.435,0.212,1.334,88.037,-2.999
'[15:04:01.848]',-,0.445,0.645,0.435,0.213,1.371,87.450,-2.999
'[15:04:01.856]',-,0.445,0.645,0.435,0.215,1.435,86.923,-2.999
'[15:04:01.864]',-,0.445,0.645,0.435,0.216,1.527,86.630,-2.999
'[15:04:01.872]',-,0.450,0.640,0.435,0.217,1.646,86.278,-2.999
'[15:04:01.880]',-,0.455,0.635,0.435,0.219,1.786,85.926,-2.999
'[15:04:01.888]',-,0.450,0.635,0.430,0.221,1.937,85.399,-2.999
'[15:04:01.896]',-,0.450,0.635,0.430,0.224,2.096,84.871,-2.999
'[15:04:01.904]',-,0.455,0.635,0.425,0.226,2.253,84.285,-2.999
'[15:04:01.912]',-,0.460,0.625,0.425,0.228,2.398,83.699,-2.999
'[15:04:01.920]',-,0.485,0.605,0.425,0.231,2.524,82.937,-2.999
'[15:04:01.928]',-,0.510,0.580,0.440,0.232,2.619,82.234,-2.999
'[15:04:01.936]',-,0.540,0.555,0.455,0.234,2.687,81.530,-2.999
'[15:04:01.944]',-,0.575,0.525,0.430,0.237,2.745,80.886,-2.999
'[15:04:01.952]',-,0.595,0.505,0.400,0.240,2.788,80.124,-2.999
'[15:04:01.960]',-,0.580,0.515,0.375,0.244,2.815,79.420,-2.999
'[15:04:01.968]',-,0.550,0.545,0.365,0.248,2.829,78.658,-2.999
'[15:04:01.976]',-,0.510,0.580,0.370,0.252,2.832,77.897,-2.999
'[15:04:01.984]',-,0.475,0.605,0.385,0.256,2.826,77.252,-2.999
'[15:04:01.992]',-,0.465,0.620,0.395,0.260,2.816,76.548,-2.999
'[15:04:02.000]',-,0.450,0.640,0.410,0.264,2.805,75.786,-2.999
'[15:04:02.008]',-,0.435,0.655,0.420,0.269,2.796,75.083,-2.999
'[15:04:02.016]',-,0.435,0.655,0.415,0.273,2.782,74.438,-2.999
'[15:04:02.024]',-,0.445,0.650,0.410,0.278,2.764,73.735,-2.999
'[15:04:02.032]',-,0.450,0.650,0.410,0.282,2.745,73.032,-2.999
'[15:04:02.040]',-,0.450,0.650,0.405,0.288,2.724,72.387,-2.999
'[15:04:02.048]',-,0.450,0.650,0.405,0.294,2.703,71.684,-2.999
'[15:04:02.056]',-,0.450,0.645,0.405,0.300,2.678,70.980,-2.999
'[15:04:02.064]',-,0.455,0.640,0.405,0.307,2.648,70.335,-2.999
'[15:04:02.072]',-,0.460,0.635,0.405,0.313,2.613,69.691,-2.999
'[15:04:02.080]',-,0.470,0.630,0.410,0.320,2.574,69.046,-2.999
'[15:04:02.088]',-,0.515,0.605,0.420,0.327,2.532,68.460,-2.999
'[15:04:02.096]',-,0.620,0.515,0.310,0.334,2.484,67.991,-2.999
'[15:04:02.104]',-,0.790,0.325,-0.005,0.343,2.433,67.522,-2.999
'[15:04:02.112]',-,0.976,0.105,-0.356,0.352,2.382,67.229,-2.999
'[15:04:02.120]',-,1.005,0.050,-0.431,0.362,2.334,66.995,-2.999
'[15:04:02.128]',-,0.700,0.350,-0.010,0.372,2.294,66.760,-2.999
'[15:04:02.136]',-,0.450,0.655,0.385,0.383,2.260,66.467,-2.999
'[15:04:02.144]',-,0.365,0.780,0.535,0.394,2.225,66.174,-2.999
'[15:04:02.152]',-,0.390,0.750,0.545,0.405,2.190,65.881,-2.999
'[15:04:02.160]',-,0.445,0.680,0.505,0.417,2.159,65.412,-2.999
'[15:04:02.168]',-,0.495,0.630,0.475,0.428,2.137,65.002,-2.999
'[15:04:02.176]',-,0.515,0.615,0.470,0.439,2.118,64.533,-2.999
'[15:04:02.184]',-,0.520,0.610,0.465,0.449,2.104,64.005,-2.999
'[15:04:02.192]',-,0.515,0.610,0.465,0.459,2.093,63.478,-2.999
'[15:04:02.200]',-,0.520,0.600,0.455,0.470,2.084,63.009,-2.999
'[15:04:02.208]',-,0.535,0.590,0.450,0.482,2.076,62.481,-2.999
'[15:04:02.216]',-,0.545,0.580,0.445,0.494,2.066,62.071,-2.999
'[15:04:02.224]',-,0.555,0.575,0.435,0.506,2.055,61.544,-2.999
'[15:04:02.232]',-,0.560,0.570,0.430,0.518,2.044,60.957,-2.999
'[15:04:02.240]',-,0.560,0.570,0.425,0.529,2.033,60.430,-2.999
'[15:04:02.248]',-,0.575,0.555,0.410,0.540,2.021,59.844,-2.999
'[15:04:02.256]',-,0.585,0.550,0.405,0.550,2.007,59.316,-2.999
'[15:04:02.264]',-,0.590,0.540,0.400,0.561,1.993,58.730,-2.999
'[15:04:02.272]',-,0.605,0.530,0.390,0.572,1.978,58.320,-2.999
'[15:04:02.280]',-,0.620,0.515,0.380,0.584,1.965,58.027,-2.999
'[15:04:02.288]',-,0.640,0.500,0.360,0.596,1.950,58.027,-2.999
'[15:04:02.296]',-,0.655,0.485,0.345,0.609,1.935,58.378,-2.999
'[15:04:02.304]',-,0.675,0.470,0.325,0.622,1.916,59.023,-2.999
'[15:04:02.312]',-,0.700,0.445,0.300,0.635,1.896,60.137,-2.999
'[15:04:02.320]',-,0.730,0.420,0.270,0.649,1.876,62.188,-2.999
'[15:04:02.328]',-,0.760,0.400,0.245,0.661,1.858,66.115,-2.999
'[15:04:02.336]',-,0.785,0.375,0.215,0.673,1.843,72.270,-2.999
'[15:04:02.344]',-,0.810,0.360,0.195,0.684,1.824,79.655,-2.999
'[15:04:02.352]',-,0.820,0.355,0.185,0.695,1.804,86.571,-2.999
'[15:04:02.360]',-,0.805,0.355,0.190,0.707,1.783,92.022,-2.999
'[15:04:02.368]',-,0.780,0.375,0.210,0.719,1.762,96.418,-2.999
'[15:04:02.376]',-,0.735,0.410,0.255,0.732,1.741,100.638,-2.999
'[15:04:02.384]',-,0.675,0.450,0.305,0.745,1.721,104.800,-2.999
'[15:04:02.392]',-,0.615,0.500,0.360,0.756,1.705,108.199,-2.999
'[15:04:02.400]',-,0.570,0.545,0.405,0.767,1.689,110.075,-2.999
'[15:04:02.408]',-,0.535,0.575,0.435,0.778,1.677,110.427,-2.999
'[15:04:02.416]',-,0.505,0.595,0.455,0.788,1.670,109.782,-2.999
'[15:04:02.424]',-,0.480,0.620,0.470,0.799,1.665,108.903,-2.999
'[15:04:02.432]',-,0.460,0.635,0.480,0.810,1.664,108.375,-2.999
'[15:04:02.440]',-,0.450,0.640,0.485,0.822,1.663,108.199,-2.999
'[15:04:02.448]',-,0.440,0.645,0.490,0.833,1.659,108.317,-2.999
'[15:04:02.456]',-,0.435,0.655,0.495,0.845,1.655,108.610,-2.999
'[15:04:02.464]',-,0.435,0.660,0.495,0.856,1.650,108.844,-2.999
'[15:04:02.472]',-,0.435,0.660,0.495,0.868,1.644,109.196,-2.999
'[15:04:02.480]',-,0.435,0.655,0.495,0.879,1.637,109.489,-2.999
'[15:04:02.488]',-,0.435,0.655,0.490,0.889,1.630,109.723,-2.999
'[15:04:02.496]',-,0.435,0.655,0.490,0.899,1.624,109.841,-2.999
'[15:04:02.504]',-,0.440,0.655,0.490,0.908,1.617,109.899,-2.999
'[15:04:02.512]',-,0.445,0.645,0.480,0.918,1.611,109.665,-2.999
'[15:04:02.520]',-,0.445,0.645,0.480,0.926,1.604,109.137,-2.999
'[15:04:02.528]',-,0.450,0.645,0.480,0.935,1.599,108.317,-2.999
'[15:04:02.536]',-,0.450,0.645,0.475,0.942,1.597,107.027,-2.999
'[15:04:02.544]',-,0.450,0.640,0.475,0.950,1.592,105.327,-2.999
'[15:04:02.552]',-,0.450,0.640,0.470,0.957,1.585,102.924,-2.999
'[15:04:02.560]',-,0.445,0.640,0.470,0.964,1.577,99.876,-2.999
'[15:04:02.568]',-,0.445,0.640,0.470,0.970,1.568,96.242,-2.999
'[15:04:02.576]',-,0.445,0.640,0.465,0.976,1.556,92.667,-2.999
'[15:04:02.584]',-,0.445,0.640,0.465,0.980,1.543,89.971,-2.999
'[15:04:02.592]',-,0.440,0.645,0.465,0.985,1.530,88.681,-2.999
'[15:04:02.600]',-,0.435,0.645,0.460,0.989,1.518,88.505,-2.999
'[15:04:02.608]',-,0.440,0.645,0.460,0.993,1.510,88.681,-2.999
'[15:04:02.616]',-,0.440,0.645,0.460,0.995,1.513,88.681,-2.999
'[15:04:02.624]',-,0.440,0.645,0.455,0.997,1.536,88.447,-2.999
'[15:04:02.632]',-,0.440,0.640,0.455,0.998,1.574,88.212,-2.999
'[15:04:02.640]',-,0.440,0.640,0.455,0.998,1.630,88.212,-2.999
'[15:04:02.648]',-,0.440,0.640,0.455,0.997,1.716,88.447,-2.999
'[15:04:02.656]',-,0.440,0.640,0.455,0.996,1.828,88.564,-2.999
'[15:04:02.664]',-,0.440,0.640,0.450,0.994,1.963,88.505,-2.999
'[15:04:02.672]',-,0.445,0.625,0.450,0.991,2.111,88.388,-2.999
'[15:04:02.680]',-,0.465,0.610,0.455,0.986,2.266,88.037,-2.882
'[15:04:02.688]',-,0.490,0.590,0.470,0.981,2.418,87.626,-2.501
'[15:04:02.696]',-,0.515,0.565,0.480,0.974,2.559,87.099,-2.071
'[15:04:02.704]',-,0.545,0.540,0.460,0.967,2.681,86.571,-1.690
'[15:04:02.712]',-,0.560,0.525,0.425,0.959,2.781,85.926,-1.319
'[15:04:02.720]',-,0.550,0.530,0.400,0.951,2.856,85.282,-1.065
'[15:04:02.728]',-,0.510,0.565,0.400,0.942,2.901,84.637,-0.879
'[15:04:02.736]',-,0.465,0.600,0.405,0.933,2.922,83.992,-0.821
'[15:04:02.744]',-,0.435,0.630,0.415,0.921,2.929,83.289,-0.821
'[15:04:02.752]',-,0.415,0.645,0.425,0.908,2.921,82.644,-0.821
'[15:04:02.760]',-,0.400,0.660,0.435,0.893,2.903,82.058,-0.879
'[15:04:02.768]',-,0.395,0.670,0.445,0.879,2.878,81.413,-1.006
'[15:04:02.776]',-,0.390,0.675,0.445,0.861,2.849,80.769,-1.065
'[15:04:02.784]',-,0.390,0.670,0.440,0.844,2.821,80.182,-1.133
'[15:04:02.792]',-,0.395,0.670,0.440,0.825,2.793,79.596,-1.192
'[15:04:02.800]',-,0.400,0.670,0.440,0.806,2.765,79.069,-1.319
'[15:04:02.808]',-,0.400,0.670,0.435,0.788,2.738,78.541,-1.319
'[15:04:02.816]',-,0.400,0.670,0.435,0.771,2.707,78.072,-1.319
'[15:04:02.824]',-,0.405,0.665,0.430,0.755,2.673,77.486,-1.319
'[15:04:02.832]',-,0.410,0.665,0.430,0.739,2.639,76.959,-1.250
'[15:04:02.840]',-,0.425,0.655,0.440,0.722,2.607,76.373,-1.192
'[15:04:02.848]',-,0.480,0.620,0.445,0.705,2.571,75.786,-1.133
'[15:04:02.856]',-,0.595,0.510,0.285,0.688,2.532,75.318,-1.133
'[15:04:02.864]',-,0.780,0.310,-0.070,0.670,2.487,75.024,-1.133
'[15:04:02.872]',-,0.945,0.100,-0.396,0.654,2.436,74.907,-1.133
'[15:04:02.880]',-,0.950,0.075,-0.421,0.638,2.384,74.731,-1.065
'[15:04:02.888]',-,0.590,0.445,0.095,0.623,2.331,74.497,-1.006
'[15:04:02.896]',-,0.370,0.730,0.440,0.608,2.277,74.087,-0.821
'[15:04:02.904]',-,0.305,0.810,0.545,0.593,2.222,73.794,-0.567
'[15:04:02.912]',-,0.340,0.765,0.535,0.578,2.172,73.559,-0.313
'[15:04:02.920]',-,0.395,0.700,0.515,0.563,2.127,73.149,-0.068
'[15:04:02.928]',-,0.430,0.660,0.510,0.548,2.092,72.739,0.186
'[15:04:02.936]',-,0.450,0.650,0.505,0.534,2.065,72.211,0.371
'[15:04:02.944]',-,0.455,0.640,0.500,0.520,2.044,71.742,0.498
'[15:04:02.952]',-,0.465,0.635,0.495,0.507,2.029,71.215,0.557
'[15:04:02.960]',-,0.470,0.625,0.485,0.495,2.022,70.746,0.557
'[15:04:02.968]',-,0.475,0.620,0.480,0.483,2.019,70.160,0.498
'[15:04:02.976]',-,0.485,0.615,0.475,0.472,2.017,69.573,0.430
'[15:04:02.984]',-,0.495,0.605,0.470,0.462,2.016,68.987,0.244
'[15:04:02.992]',-,0.500,0.600,0.460,0.452,2.012,68.460,0.117
'[15:04:03.000]',-,0.505,0.595,0.455,0.443,2.002,68.050,0.000
'[15:04:03.008]',-,0.515,0.585,0.445,0.434,1.990,67.581,-0.195
'[15:04:03.016]',-,0.525,0.575,0.435,0.427,1.978,67.170,-0.313
'[15:04:03.024]',-,0.530,0.570,0.425,0.419,1.960,66.760,-0.508
'[15:04:03.032]',-,0.540,0.560,0.415,0.412,1.941,66.408,-0.625
'[15:04:03.040]',-,0.555,0.550,0.400,0.405,1.923,66.233,-0.752
'[15:04:03.048]',-,0.570,0.535,0.385,0.399,1.903,66.291,-0.752
'[15:04:03.056]',-,0.585,0.520,0.370,0.394,1.881,66.819,-0.752
'[15:04:03.064]',-,0.610,0.500,0.350,0.389,1.855,67.815,-0.567
'[15:04:03.072]',-,0.640,0.475,0.325,0.384,1.828,69.632,-0.440
'[15:04:03.080]',-,0.670,0.445,0.295,0.379,1.801,72.973,-0.313
'[15:04:03.088]',-,0.695,0.420,0.265,0.375,1.772,78.365,-0.254
'[15:04:03.096]',-,0.725,0.400,0.240,0.371,1.746,85.282,-0.440
'[15:04:03.104]',-,0.745,0.380,0.215,0.367,1.723,92.315,-0.879
'[15:04:03.112]',-,0.755,0.375,0.205,0.363,1.706,98.294,-1.377
'[15:04:03.120]',-,0.750,0.375,0.205,0.359,1.688,103.276,-1.876
'[15:04:03.128]',-,0.715,0.400,0.230,0.356,1.672,107.730,-2.188
'[15:04:03.136]',-,0.670,0.440,0.270,0.352,1.656,111.599,-2.257
'[15:04:03.144]',-,0.615,0.485,0.325,0.349,1.638,114.412,-2.071
'[15:04:03.152]',-,0.565,0.530,0.375,0.345,1.617,115.936,-1.876
'[15:04:03.160]',-,0.515,0.575,0.420,0.342,1.593,116.171,-1.690
'[15:04:03.168]',-,0.480,0.610,0.450,0.338,1.571,115.819,-1.631
'[15:04:03.176]',-,0.455,0.630,0.470,0.334,1.547,115.233,-1.817
'[15:04:03.184]',-,0.435,0.650,0.480,0.331,1.523,114.998,-2.071
'[15:04:03.192]',-,0.420,0.660,0.485,0.327,1.501,115.116,-2.315
'[15:04:03.200]',-,0.410,0.665,0.490,0.323,1.486,115.526,-2.442
'[15:04:03.208]',-,0.410,0.670,0.490,0.320,1.472,116.053,-2.501
'[15:04:03.216]',-,0.410,0.670,0.495,0.316,1.458,116.347,-2.442
'[15:04:03.224]',-,0.410,0.665,0.495,0.312,1.447,116.464,-2.384
'[15:04:03.232]',-,0.410,0.665,0.490,0.309,1.441,116.405,-2.384
'[15:04:03.240]',-,0.410,0.670,0.490,0.305,1.438,116.171,-2.501
'[15:04:03.248]',-,0.415,0.670,0.490,0.301,1.432,115.878,-2.755
'[15:04:03.256]',-,0.415,0.665,0.490,0.296,1.426,115.292,-2.999
'[15:04:03.264]',-,0.420,0.660,0.480,0.292,1.416,114.530,-2.999
'[15:04:03.272]',-,0.425,0.660,0.480,0.288,1.375,113.592,-2.999
'[15:04:03.280]',-,0.425,0.655,0.475,0.283,1.319,112.478,-2.999
'[15:04:03.288]',-,0.430,0.655,0.475,0.280,1.282,111.013,-2.999
'[15:04:03.296]',-,0.430,0.650,0.470,0.277,1.256,109.079,-2.999
'[15:04:03.304]',-,0.430,0.645,0.470,0.274,1.235,106.500,-2.999
'[15:04:03.312]',-,0.435,0.650,0.465,0.271,1.213,103.217,-2.999
'[15:04:03.320]',-,0.435,0.650,0.460,0.268,1.192,99.466,-2.999
'[15:04:03.328]',-,0.435,0.645,0.460,0.266,1.176,95.773,-2.999
'[15:04:03.336]',-,0.435,0.645,0.455,0.263,1.164,92.960,-2.999
'[15:04:03.344]',-,0.435,0.650,0.455,0.261,1.152,91.436,-2.999
'[15:04:03.352]',-,0.435,0.645,0.455,0.259,1.142,90.850,-2.999
'[15:04:03.360]',-,0.440,0.645,0.450,0.257,1.139,90.615,-2.940
'[15:04:03.368]',-,0.440,0.645,0.450,0.256,1.146,90.264,-2.882
'[15:04:03.376]',-,0.440,0.645,0.450,0.254,1.167,89.736,-2.882
'[15:04:03.384]',-,0.445,0.640,0.445,0.254,1.209,89.385,-2.882
'[15:04:03.392]',-,0.440,0.640,0.445,0.253,1.275,89.150,-2.940
'[15:04:03.400]',-,0.440,0.640,0.445,0.253,1.362,89.033,-2.882
'[15:04:03.408]',-,0.445,0.640,0.435,0.253,1.472,88.916,-2.755
'[15:04:03.416]',-,0.445,0.635,0.435,0.253,1.597,88.681,-2.628
'[15:04:03.424]',-,0.445,0.635,0.435,0.253,1.732,88.388,-2.384
'[15:04:03.432]',-,0.445,0.640,0.435,0.253,1.854,87.919,-2.071
'[15:04:03.440]',-,0.445,0.640,0.435,0.253,1.966,87.450,-1.817
'[15:04:03.448]',-,0.445,0.640,0.435,0.253,2.082,86.864,-1.563
'[15:04:03.456]',-,0.445,0.635,0.430,0.253,2.189,86.278,-1.250
'[15:04:03.464]',-,0.460,0.625,0.430,0.253,2.281,85.633,-1.065
'[15:04:03.472]',-,0.480,0.605,0.435,0.253,2.353,84.989,-0.938
'[15:04:03.480]',-,0.510,0.585,0.455,0.252,2.406,84.344,-0.879
'[15:04:03.488]',-,0.535,0.555,0.465,0.252,2.439,83.699,-0.938
'[15:04:03.496]',-,0.570,0.525,0.440,0.251,2.456,83.054,-1.006
'[15:04:03.504]',-,0.580,0.510,0.405,0.250,2.458,82.351,-1.133
'[15:04:03.512]',-,0.560,0.525,0.380,0.249,2.453,81.648,-1.250
'[15:04:03.520]',-,0.520,0.565,0.375,0.248,2.443,81.062,-1.446
'[15:04:03.528]',-,0.485,0.595,0.380,0.248,2.431,80.475,-1.563
'[15:04:03.536]',-,0.460,0.620,0.390,0.247,2.416,79.831,-1.631
'[15:04:03.544]',-,0.440,0.635,0.405,0.247,2.397,79.303,-1.690
'[15:04:03.552]',-,0.425,0.655,0.415,0.247,2.372,78.658,-1.690
'[15:04:03.560]',-,0.420,0.660,0.425,0.247,2.346,78.131,-1.631
'[15:04:03.568]',-,0.415,0.665,0.425,0.246,2.320,77.486,-1.631
'[15:04:03.576]',-,0.415,0.665,0.420,0.246,2.292,76.959,-1.631
'[15:04:03.584]',-,0.415,0.665,0.420,0.246,2.266,76.431,-1.631
'[15:04:03.592]',-,0.420,0.660,0.420,0.246,2.242,75.904,-1.563
'[15:04:03.600]',-,0.420,0.660,0.420,0.246,2.216,75.376,-1.563
'[15:04:03.608]',-,0.425,0.655,0.420,0.245,2.184,74.907,-1.504
'[15:04:03.616]',-,0.430,0.655,0.415,0.244,2.145,74.438,-1.504
'[15:04:03.624]',-,0.435,0.645,0.410,0.243,2.105,73.911,-1.504
'[15:04:03.632]',-,0.460,0.640,0.420,0.242,2.062,73.442,-1.446
'[15:04:03.640]',-,0.525,0.600,0.425,0.242,2.012,72.914,-1.446
'[15:04:03.648]',-,0.645,0.475,0.220,0.241,1.959,72.504,-1.377
'[15:04:03.656]',-,0.820,0.260,-0.151,0.241,1.906,72.152,-1.377
'[15:04:03.664]',-,0.960,0.065,-0.441,0.240,1.858,71.918,-1.319
'[15:04:03.672]',-,0.850,0.060,-0.321,0.240,1.819,71.801,-1.192
'[15:04:03.680]',-,0.560,0.470,0.120,0.240,1.787,71.684,-1.006
'[15:04:03.688]',-,0.370,0.740,0.440,0.239,1.761,71.566,-0.694
'[15:04:03.696]',-,0.335,0.795,0.515,0.239,1.740,71.273,-0.440
'[15:04:03.704]',-,0.375,0.740,0.510,0.239,1.726,71.039,-0.068
'[15:04:03.712]',-,0.430,0.680,0.495,0.239,1.716,70.687,0.313
'[15:04:03.720]',-,0.455,0.650,0.495,0.239,1.707,70.218,0.625
'[15:04:03.728]',-,0.470,0.640,0.490,0.239,1.701,69.808,0.869
'[15:04:03.736]',-,0.480,0.630,0.485,0.239,1.698,69.339,0.938
'[15:04:03.744]',-,0.485,0.620,0.480,0.239,1.695,68.870,0.938
'[15:04:03.752]',-,0.495,0.615,0.475,0.239,1.689,68.401,0.811
'[15:04:03.760]',-,0.500,0.610,0.470,0.239,1.681,67.932,0.625
'[15:04:03.768]',-,0.505,0.605,0.465,0.239,1.671,67.405,0.371
'[15:04:03.776]',-,0.510,0.600,0.455,0.239,1.658,66.936,0.244
'[15:04:03.784]',-,0.515,0.595,0.450,0.239,1.643,66.408,0.059
'[15:04:03.792]',-,0.525,0.590,0.445,0.239,1.625,65.939,-0.068
'[15:04:03.800]',-,0.535,0.580,0.440,0.239,1.609,65.471,-0.254
'[15:04:03.808]',-,0.540,0.570,0.430,0.240,1.595,65.060,-0.440
'[15:04:03.816]',-,0.545,0.560,0.420,0.240,1.582,64.591,-0.567
'[15:04:03.824]',-,0.560,0.555,0.405,0.240,1.572,64.298,-0.694
'[15:04:03.832]',-,0.570,0.545,0.395,0.240,1.561,64.122,-0.821
'[15:04:03.840]',-,0.585,0.530,0.380,0.240,1.545,64.357,-0.752
'[15:04:03.848]',-,0.600,0.515,0.365,0.240,1.527,65.060,-0.694
'[15:04:03.856]',-,0.625,0.495,0.340,0.241,1.505,66.350,-0.508
'[15:04:03.864]',-,0.650,0.475,0.315,0.241,1.482,68.870,-0.440
'[15:04:03.872]',-,0.680,0.445,0.285,0.241,1.460,73.325,-0.440
'[15:04:03.880]',-,0.710,0.415,0.255,0.241,1.441,79.655,-0.567
'[15:04:03.888]',-,0.735,0.395,0.230,0.241,1.423,87.040,-0.938
'[15:04:03.896]',-,0.755,0.375,0.210,0.241,1.404,93.898,-1.446
'[15:04:03.904]',-,0.765,0.370,0.195,0.241,1.384,99.525,-2.003
'[15:04:03.912]',-,0.755,0.375,0.195,0.241,1.369,104.272,-2.384
'[15:04:03.920]',-,0.725,0.395,0.220,0.242,1.354,108.610,-2.569
'[15:04:03.928]',-,0.680,0.430,0.260,0.241,1.343,112.244,-2.501
'[15:04:03.936]',-,0.625,0.475,0.310,0.241,1.334,114.588,-2.315
'[15:04:03.944]',-,0.575,0.520,0.365,0.240,1.323,115.702,-2.071
'[15:04:03.952]',-,0.530,0.560,0.405,0.239,1.310,115.819,-1.944
'[15:04:03.960]',-,0.495,0.595,0.440,0.238,1.296,115.467,-2.003
'[15:04:03.968]',-,0.470,0.620,0.460,0.237,1.286,115.174,-2.188
'[15:04:03.976]',-,0.455,0.635,0.470,0.236,1.278,115.174,-2.501
'[15:04:03.984]',-,0.445,0.645,0.475,0.235,1.270,115.409,-2.755
'[15:04:03.992]',-,0.430,0.655,0.480,0.234,1.262,115.878,-2.940
'[15:04:04.000]',-,0.430,0.660,0.480,0.233,1.255,116.288,-2.999
'[15:04:04.008]',-,0.425,0.660,0.480,0.232,1.248,116.522,-2.999
'[15:04:04.016]',-,0.425,0.660,0.480,0.231,1.240,116.640,-2.999
'[15:04:04.024]',-,0.425,0.660,0.480,0.230,1.236,116.640,-2.999
'[15:04:04.032]',-,0.425,0.660,0.480,0.228,1.230,116.405,-2.999
'[15:04:04.040]',-,0.430,0.660,0.480,0.226,1.219,116.112,-2.999
'[15:04:04.048]',-,0.430,0.655,0.480,0.224,1.207,115.526,-2.999
'[15:04:04.056]',-,0.435,0.655,0.475,0.223,1.196,114.823,-2.999
'[15:04:04.064]',-,0.435,0.655,0.475,0.221,1.187,113.885,-2.999
'[15:04:04.072]',-,0.440,0.650,0.470,0.220,1.179,112.595,-2.999
'[15:04:04.080]',-,0.445,0.645,0.470,0.219,1.171,111.071,-2.999
'[15:04:04.088]',-,0.445,0.645,0.465,0.218,1.162,109.137,-2.999
'[15:04:04.096]',-,0.450,0.645,0.460,0.218,1.152,106.617,-2.999
'[15:04:04.104]',-,0.450,0.645,0.460,0.217,1.142,103.452,-2.999
'[15:04:04.112]',-,0.450,0.640,0.455,0.217,1.130,99.759,-2.999
'[15:04:04.120]',-,0.455,0.640,0.455,0.217,1.116,96.301,-2.999
'[15:04:04.128]',-,0.455,0.640,0.450,0.217,1.109,93.663,-2.999
'[15:04:04.136]',-,0.455,0.640,0.450,0.217,1.105,92.198,-2.999
'[15:04:04.144]',-,0.455,0.640,0.450,0.217,1.101,91.553,-2.999
'[15:04:04.152]',-,0.455,0.640,0.445,0.217,1.102,91.026,-2.940
'[15:04:04.160]',-,0.455,0.635,0.445,0.217,1.113,90.498,-2.755
'[15:04:04.168]',-,0.455,0.635,0.435,0.218,1.140,89.912,-2.696
'[15:04:04.176]',-,0.455,0.635,0.435,0.218,1.189,89.502,-2.628
'[15:04:04.184]',-,0.455,0.630,0.430,0.219,1.264,89.150,-2.501
'[15:04:04.192]',-,0.455,0.630,0.430,0.220,1.365,89.033,-2.315
'[15:04:04.200]',-,0.455,0.630,0.430,0.221,1.488,88.798,-2.130
'[15:04:04.208]',-,0.455,0.630,0.430,0.222,1.627,88.564,-1.944
'[15:04:04.216]',-,0.455,0.630,0.435,0.224,1.773,88.154,-1.758
'[15:04:04.224]',-,0.465,0.630,0.435,0.225,1.900,87.743,-1.504
'[15:04:04.232]',-,0.465,0.630,0.430,0.227,2.012,87.216,-1.319
'[15:04:04.240]',-,0.465,0.625,0.430,0.229,2.124,86.747,-1.065
'[15:04:04.248]',-,0.465,0.625,0.430,0.230,2.224,86.102,-0.879
'[15:04:04.256]',-,0.465,0.620,0.430,0.232,2.306,85.458,-0.752
'[15:04:04.264]',-,0.475,0.610,0.430,0.233,2.368,84.871,-0.625
'[15:04:04.272]',-,0.505,0.590,0.440,0.234,2.411,84.227,-0.625
'[15:04:04.280]',-,0.530,0.565,0.455,0.235,2.438,83.523,-0.694
'[15:04:04.288]',-,0.560,0.540,0.460,0.237,2.452,82.937,-0.821
'[15:04:04.296]',-,0.585,0.510,0.435,0.238,2.453,82.292,-1.006
'[15:04:04.304]',-,0.600,0.500,0.405,0.240,2.447,81.648,-1.192
'[15:04:04.312]',-,0.575,0.520,0.380,0.241,2.437,81.062,-1.377
'[15:04:04.320]',-,0.535,0.555,0.380,0.243,2.424,80.475,-1.504
'[15:04:04.328]',-,0.495,0.590,0.385,0.243,2.412,79.948,-1.504
'[15:04:04.336]',-,0.470,0.610,0.395,0.244,2.396,79.303,-1.504
'[15:04:04.344]',-,0.455,0.625,0.405,0.244,2.375,78.717,-1.446
'[15:04:04.352]',-,0.445,0.640,0.420,0.245,2.352,78.190,-1.377
'[15:04:04.360]',-,0.435,0.645,0.425,0.244,2.326,77.603,-1.377
'[15:04:04.368]',-,0.435,0.655,0.425,0.244,2.298,76.959,-1.446
'[15:04:04.376]',-,0.435,0.650,0.420,0.244,2.271,76.431,-1.504
'[15:04:04.384]',-,0.440,0.650,0.420,0.243,2.241,75.904,-1.504
'[15:04:04.392]',-,0.440,0.650,0.415,0.243,2.209,75.376,-1.563
'[15:04:04.400]',-,0.445,0.650,0.410,0.243,2.175,74.790,-1.631
'[15:04:04.408]',-,0.445,0.645,0.410,0.242,2.137,74.263,-1.690
'[15:04:04.416]',-,0.445,0.645,0.410,0.242,2.092,73.735,-1.758
'[15:04:04.424]',-,0.450,0.645,0.410,0.241,2.048,73.207,-1.817
'[15:04:04.432]',-,0.475,0.630,0.425,0.240,2.008,72.739,-1.876
'[15:04:04.440]',-,0.540,0.580,0.430,0.238,1.966,72.270,-1.876
'[15:04:04.448]',-,0.665,0.450,0.195,0.237,1.922,71.918,-1.817
'[15:04:04.456]',-,0.840,0.230,-0.186,0.236,1.878,71.625,-1.758
'[15:04:04.464]',-,0.956,0.055,-0.435,0.234,1.839,71.449,-1.690
