"'Time','II','PLETH','ABP','I','III','ICP','V','MCL'"
"'[13:18:43.512]',0.616,0.431,-,-,-,-,-,-"
"'[13:18:43.520]',0.671,0.431,-,-,-,-,-,-"
"'[13:18:43.528]',0.686,0.431,-,-,-,-,-,-"
"'[13:18:43.536]',0.749,0.431,-,-,-,-,-,-"
"'[13:18:43.544]',0.780,0.431,-,-,-,-,-,-"
"'[13:18:43.552]',0.851,0.431,-,-,-,-,-,-"
"'[13:18:43.560]',0.922,0.431,-,-,-,-,-,-"
"'[13:18:43.568]',0.984,0.431,-,-,-,-,-,-"
"'[13:18:43.576]',1.031,0.431,-,-,-,-,-,-"
"'[13:18:43.584]',1.071,0.431,-,-,-,-,-,-"
"'[13:18:43.592]',1.118,0.431,-,-,-,-,-,-"
"'[13:18:43.600]',1.125,0.431,-,-,-,-,-,-"
"'[13:18:43.608]',1.157,0.431,-,-,-,-,-,-"
"'[13:18:43.616]',1.157,0.431,-,-,-,-,-,-"
"'[13:18:43.624]',1.180,0.431,-,-,-,-,-,-"
"'[13:18:43.632]',1.165,0.431,-,-,-,-,-,-"
"'[13:18:43.640]',1.173,0.431,-,-,-,-,-,-"
"'[13:18:43.648]',1.141,0.431,-,-,-,-,-,-"
"'[13:18:43.656]',1.141,0.431,-,-,-,-,-,-"
"'[13:18:43.664]',1.102,0.431,-,-,-,-,-,-"
"'[13:18:43.672]',1.110,0.431,-,-,-,-,-,-"
"'[13:18:43.680]',1.055,0.431,-,-,-,-,-,-"
"'[13:18:43.688]',1.055,0.431,-,-,-,-,-,-"
"'[13:18:43.696]',0.992,0.431,-,-,-,-,-,-"
"'[13:18:43.704]',0.976,0.431,-,-,-,-,-,-"
"'[13:18:43.712]',0.922,0.431,-,-,-,-,-,-"
"'[13:18:43.720]',0.914,0.431,-,-,-,-,-,-"
"'[13:18:43.728]',0.875,0.431,-,-,-,-,-,-"
"'[13:18:43.736]',0.859,0.431,-,-,-,-,-,-"
"'[13:18:43.744]',0.812,0.431,-,-,-,-,-,-"
"'[13:18:43.752]',0.796,0.431,-,-,-,-,-,-"
"'[13:18:43.760]',0.820,0.431,-,-,-,-,-,-"
"'[13:18:43.768]',0.686,0.431,-,-,-,-,-,-"
"'[13:18:43.776]',0.624,0.431,-,-,-,-,-,-"
"'[13:18:43.784]',0.655,0.431,-,-,-,-,-,-"
"'[13:18:43.792]',0.671,0.431,-,-,-,-,-,-"
"'[13:18:43.800]',0.631,0.431,-,-,-,-,-,-"
"'[13:18:43.808]',0.647,0.431,-,-,-,-,-,-"
"'[13:18:43.816]',0.600,0.427,-,-,-,-,-,-"
"'[13:18:43.824]',0.624,0.427,-,-,-,-,-,-"
"'[13:18:43.832]',0.616,0.427,-,-,-,-,-,-"
"'[13:18:43.840]',0.655,0.427,-,-,-,-,-,-"
"'[13:18:43.848]',0.655,0.427,-,-,-,-,-,-"
"'[13:18:43.856]',0.694,0.427,-,-,-,-,-,-"
"'[13:18:43.864]',0.694,0.427,-,-,-,-,-,-"
"'[13:18:43.872]',0.733,0.427,-,-,-,-,-,-"
"'[13:18:43.880]',0.718,0.427,-,-,-,-,-,-"
"'[13:18:43.888]',0.741,0.427,-,-,-,-,-,-"
"'[13:18:43.896]',0.733,0.427,-,-,-,-,-,-"
"'[13:18:43.904]',0.749,0.427,-,-,-,-,-,-"
"'[13:18:43.912]',0.741,0.427,-,-,-,-,-,-"
"'[13:18:43.920]',0.757,0.427,-,-,-,-,-,-"
"'[13:18:43.928]',0.733,0.427,-,-,-,-,-,-"
"'[13:18:43.936]',0.749,0.427,-,-,-,-,-,-"
"'[13:18:43.944]',0.741,0.427,-,-,-,-,-,-"
"'[13:18:43.952]',0.757,0.427,-,-,-,-,-,-"
"'[13:18:43.960]',0.749,0.427,-,-,-,-,-,-"
"'[13:18:43.968]',0.765,0.427,-,-,-,-,-,-"
"'[13:18:43.976]',0.780,0.427,-,-,-,-,-,-"
"'[13:18:43.984]',0.765,0.427,-,-,-,-,-,-"
"'[13:18:43.992]',0.812,0.427,-,-,-,-,-,-"
"'[13:18:44.000]',0.804,0.427,-,-,-,-,-,-"
"'[13:18:44.008]',0.859,0.427,-,-,-,-,-,-"
"'[13:18:44.016]',0.851,0.427,-,-,-,-,-,-"
"'[13:18:44.024]',0.890,0.427,-,-,-,-,-,-"
"'[13:18:44.032]',0.867,0.427,-,-,-,-,-,-"
"'[13:18:44.040]',0.906,0.427,-,-,-,-,-,-"
"'[13:18:44.048]',0.867,0.427,-,-,-,-,-,-"
"'[13:18:44.056]',0.898,0.427,-,-,-,-,-,-"
"'[13:18:44.064]',0.867,0.427,-,-,-,-,-,-"
"'[13:18:44.072]',0.882,0.427,-,-,-,-,-,-"
"'[13:18:44.080]',0.835,0.427,-,-,-,-,-,-"
"'[13:18:44.088]',0.851,0.427,-,-,-,-,-,-"
"'[13:18:44.096]',0.804,0.427,-,-,-,-,-,-"
"'[13:18:44.104]',0.820,0.427,-,-,-,-,-,-"
"'[13:18:44.112]',0.765,0.427,-,-,-,-,-,-"
"'[13:18:44.120]',0.757,0.427,-,-,-,-,-,-"
"'[13:18:44.128]',0.765,0.427,-,-,-,-,-,-"
"'[13:18:44.136]',0.749,0.427,-,-,-,-,-,-"
"'[13:18:44.144]',0.725,0.427,-,-,-,-,-,-"
"'[13:18:44.152]',0.796,0.427,-,-,-,-,-,-"
"'[13:18:44.160]',0.890,0.431,-,-,-,-,-,-"
"'[13:18:44.168]',0.945,0.431,-,-,-,-,-,-"
"'[13:18:44.176]',0.961,0.431,-,-,-,-,-,-"
"'[13:18:44.184]',0.875,0.431,-,-,-,-,-,-"
"'[13:18:44.192]',0.804,0.431,-,-,-,-,-,-"
"'[13:18:44.200]',0.749,0.431,-,-,-,-,-,-"
"'[13:18:44.208]',0.780,0.431,-,-,-,-,-,-"
"'[13:18:44.216]',0.773,0.431,-,-,-,-,-,-"
"'[13:18:44.224]',0.835,0.431,-,-,-,-,-,-"
"'[13:18:44.232]',0.820,0.431,-,-,-,-,-,-"
"'[13:18:44.240]',0.851,0.431,-,-,-,-,-,-"
"'[13:18:44.248]',0.827,0.431,-,-,-,-,-,-"
"'[13:18:44.256]',0.859,0.431,-,-,-,-,-,-"
"'[13:18:44.264]',0.812,0.431,-,-,-,-,-,-"
"'[13:18:44.272]',0.820,0.431,-,-,-,-,-,-"
"'[13:18:44.280]',0.757,0.431,-,-,-,-,-,-"
"'[13:18:44.288]',0.757,0.431,-,-,-,-,-,-"
"'[13:18:44.296]',0.710,0.431,-,-,-,-,-,-"
"'[13:18:44.304]',0.725,0.431,-,-,-,-,-,-"
"'[13:18:44.312]',0.694,0.431,-,-,-,-,-,-"
"'[13:18:44.320]',0.718,0.431,-,-,-,-,-,-"
"'[13:18:44.328]',0.694,0.431,-,-,-,-,-,-"
"'[13:18:44.336]',0.725,0.431,-,-,-,-,-,-"
"'[13:18:44.344]',0.694,0.431,-,-,-,-,-,-"
"'[13:18:44.352]',0.710,0.431,-,-,-,-,-,-"
"'[13:18:44.360]',0.686,0.431,-,-,-,-,-,-"
"'[13:18:44.368]',0.671,0.431,-,-,-,-,-,-"
"'[13:18:44.376]',0.694,0.431,-,-,-,-,-,-"
"'[13:18:44.384]',0.655,0.431,-,-,-,-,-,-"
"'[13:18:44.392]',0.624,0.431,-,-,-,-,-,-"
"'[13:18:44.400]',0.600,0.431,-,-,-,-,-,-"
"'[13:18:44.408]',0.624,0.431,-,-,-,-,-,-"
"'[13:18:44.416]',0.584,0.431,-,-,-,-,-,-"
"'[13:18:44.424]',0.600,0.435,-,-,-,-,-,-"
"'[13:18:44.432]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.440]',0.592,0.435,-,-,-,-,-,-"
"'[13:18:44.448]',0.545,0.435,-,-,-,-,-,-"
"'[13:18:44.456]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.464]',0.545,0.435,-,-,-,-,-,-"
"'[13:18:44.472]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.480]',0.569,0.435,-,-,-,-,-,-"
"'[13:18:44.488]',0.600,0.435,-,-,-,-,-,-"
"'[13:18:44.496]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.504]',0.655,0.435,-,-,-,-,-,-"
"'[13:18:44.512]',0.569,0.435,-,-,-,-,-,-"
"'[13:18:44.520]',0.624,0.435,-,-,-,-,-,-"
"'[13:18:44.528]',0.600,0.435,-,-,-,-,-,-"
"'[13:18:44.536]',0.655,0.435,-,-,-,-,-,-"
"'[13:18:44.544]',0.686,0.435,-,-,-,-,-,-"
"'[13:18:44.552]',0.624,0.435,-,-,-,-,-,-"
"'[13:18:44.560]',0.718,0.435,-,-,-,-,-,-"
"'[13:18:44.568]',0.671,0.435,-,-,-,-,-,-"
"'[13:18:44.576]',0.757,0.435,-,-,-,-,-,-"
"'[13:18:44.584]',0.694,0.435,-,-,-,-,-,-"
"'[13:18:44.592]',0.796,0.435,-,-,-,-,-,-"
"'[13:18:44.600]',0.741,0.435,-,-,-,-,-,-"
"'[13:18:44.608]',0.820,0.435,-,-,-,-,-,-"
"'[13:18:44.616]',0.765,0.435,-,-,-,-,-,-"
"'[13:18:44.624]',0.820,0.435,-,-,-,-,-,-"
"'[13:18:44.632]',0.765,0.435,-,-,-,-,-,-"
"'[13:18:44.640]',0.820,0.435,-,-,-,-,-,-"
"'[13:18:44.648]',0.749,0.435,-,-,-,-,-,-"
"'[13:18:44.656]',0.804,0.435,-,-,-,-,-,-"
"'[13:18:44.664]',0.741,0.435,-,-,-,-,-,-"
"'[13:18:44.672]',0.780,0.435,-,-,-,-,-,-"
"'[13:18:44.680]',0.694,0.435,-,-,-,-,-,-"
"'[13:18:44.688]',0.741,0.435,-,-,-,-,-,-"
"'[13:18:44.696]',0.655,0.435,-,-,-,-,-,-"
"'[13:18:44.704]',0.694,0.435,-,-,-,-,-,-"
"'[13:18:44.712]',0.624,0.435,-,-,-,-,-,-"
"'[13:18:44.720]',0.608,0.435,-,-,-,-,-,-"
"'[13:18:44.728]',0.663,0.435,-,-,-,-,-,-"
"'[13:18:44.736]',0.600,0.435,-,-,-,-,-,-"
"'[13:18:44.744]',0.663,0.435,-,-,-,-,-,-"
"'[13:18:44.752]',0.600,0.435,-,-,-,-,-,-"
"'[13:18:44.760]',0.647,0.435,-,-,-,-,-,-"
"'[13:18:44.768]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.776]',0.639,0.435,-,-,-,-,-,-"
"'[13:18:44.784]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.792]',0.639,0.435,-,-,-,-,-,-"
"'[13:18:44.800]',0.569,0.435,-,-,-,-,-,-"
"'[13:18:44.808]',0.584,0.435,-,-,-,-,-,-"
"'[13:18:44.816]',0.529,0.435,-,-,-,-,-,-"
"'[13:18:44.824]',0.569,0.435,-,-,-,-,-,-"
"'[13:18:44.832]',0.514,0.435,-,-,-,-,-,-"
"'[13:18:44.840]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.848]',0.506,0.435,-,-,-,-,-,-"
"'[13:18:44.856]',0.569,0.435,-,-,-,-,-,-"
"'[13:18:44.864]',0.494,0.435,-,-,-,-,-,-"
"'[13:18:44.872]',0.561,0.435,-,-,-,-,-,-"
"'[13:18:44.880]',0.576,0.435,-,-,-,-,-,-"
"'[13:18:44.888]',0.741,0.435,-,-,-,-,-,-"
"'[13:18:44.896]',0.749,0.435,-,-,-,-,-,-"
"'[13:18:44.904]',0.718,0.435,-,-,-,-,-,-"
"'[13:18:44.912]',0.725,0.435,-,-,-,-,-,-"
"'[13:18:44.920]',0.584,0.435,-,-,-,-,-,-"
"'[13:18:44.928]',0.545,0.443,-,-,-,-,-,-"
"'[13:18:44.936]',0.584,0.451,-,-,-,-,-,-"
"'[13:18:44.944]',0.608,0.459,-,-,-,-,-,-"
"'[13:18:44.952]',0.576,0.459,-,-,-,-,-,-"
"'[13:18:44.960]',0.639,0.459,-,-,-,-,-,-"
"'[13:18:44.968]',0.631,0.463,-,-,-,-,-,-"
"'[13:18:44.976]',0.702,0.463,-,-,-,-,-,-"
"'[13:18:44.984]',0.694,0.463,-,-,-,-,-,-"
"'[13:18:44.992]',0.749,0.463,-,-,-,-,-,-"
"'[13:18:45.000]',0.741,0.463,-,-,-,-,-,-"
"'[13:18:45.008]',0.851,0.463,-,-,-,-,-,-"
"'[13:18:45.016]',0.851,0.463,-,-,-,-,-,-"
"'[13:18:45.024]',0.882,0.463,-,-,-,-,-,-"
"'[13:18:45.032]',0.843,0.463,-,-,-,-,-,-"
"'[13:18:45.040]',0.851,0.463,-,-,-,-,-,-"
"'[13:18:45.048]',0.812,0.463,-,-,-,-,-,-"
"'[13:18:45.056]',0.820,0.463,-,-,-,-,-,-"
"'[13:18:45.064]',0.749,0.463,-,-,-,-,-,-"
"'[13:18:45.072]',0.749,0.463,-,-,-,-,-,-"
"'[13:18:45.080]',0.710,0.463,-,-,-,-,-,-"
"'[13:18:45.088]',0.702,0.463,-,-,-,-,-,-"
"'[13:18:45.096]',0.671,0.463,-,-,-,-,-,-"
"'[13:18:45.104]',0.671,0.463,-,-,-,-,-,-"
"'[13:18:45.112]',0.608,0.459,-,-,-,-,-,-"
"'[13:18:45.120]',0.584,0.459,-,-,-,-,-,-"
"'[13:18:45.128]',0.576,0.459,-,-,-,-,-,-"
"'[13:18:45.136]',0.600,0.459,-,-,-,-,-,-"
"'[13:18:45.144]',0.561,0.459,-,-,-,-,-,-"
"'[13:18:45.152]',0.553,0.459,-,-,-,-,-,-"
"'[13:18:45.160]',0.561,0.459,-,-,-,-,-,-"
"'[13:18:45.168]',0.529,0.459,-,-,-,-,-,-"
"'[13:18:45.176]',0.553,0.459,-,-,-,-,-,-"
"'[13:18:45.184]',0.529,0.459,-,-,-,-,-,-"
"'[13:18:45.192]',0.545,0.459,-,-,-,-,-,-"
"'[13:18:45.200]',0.514,0.459,-,-,-,-,-,-"
"'[13:18:45.208]',0.545,0.459,-,-,-,-,-,-"
"'[13:18:45.216]',0.514,0.459,-,-,-,-,-,-"
"'[13:18:45.224]',0.537,0.455,-,-,-,-,-,-"
"'[13:18:45.232]',0.522,0.455,-,-,-,-,-,-"
"'[13:18:45.240]',0.529,0.455,-,-,-,-,-,-"
"'[13:18:45.248]',0.494,0.455,-,-,-,-,-,-"
"'[13:18:45.256]',0.506,0.455,-,-,-,-,-,-"
"'[13:18:45.264]',0.455,0.455,-,-,-,-,-,-"
"'[13:18:45.272]',0.486,0.455,-,-,-,-,-,-"
"'[13:18:45.280]',0.478,0.455,-,-,-,-,-,-"
"'[13:18:45.288]',0.529,0.451,-,-,-,-,-,-"
"'[13:18:45.296]',0.514,0.451,-,-,-,-,-,-"
"'[13:18:45.304]',0.569,0.451,-,-,-,-,-,-"
"'[13:18:45.312]',0.561,0.451,-,-,-,-,-,-"
"'[13:18:45.320]',0.616,0.451,-,-,-,-,-,-"
"'[13:18:45.328]',0.616,0.451,-,-,-,-,-,-"
"'[13:18:45.336]',0.671,0.451,-,-,-,-,-,-"
"'[13:18:45.344]',0.678,0.451,-,-,-,-,-,-"
"'[13:18:45.352]',0.725,0.451,-,-,-,-,-,-"
"'[13:18:45.360]',0.749,0.451,-,-,-,-,-,-"
"'[13:18:45.368]',0.741,0.447,-,-,-,-,-,-"
"'[13:18:45.376]',0.804,0.447,-,-,-,-,-,-"
"'[13:18:45.384]',0.827,0.447,-,-,-,-,-,-"
"'[13:18:45.392]',0.835,0.447,-,-,-,-,-,-"
"'[13:18:45.400]',0.835,0.447,-,-,-,-,-,-"
"'[13:18:45.408]',0.937,0.447,-,-,-,-,-,-"
"'[13:18:45.416]',0.992,0.447,-,-,-,-,-,-"
"'[13:18:45.424]',1.016,0.447,-,-,-,-,-,-"
"'[13:18:45.432]',0.984,0.447,-,-,-,-,-,-"
"'[13:18:45.440]',0.992,0.447,-,-,-,-,-,-"
"'[13:18:45.448]',0.929,0.447,-,-,-,-,-,-"
"'[13:18:45.456]',0.945,0.451,-,-,-,-,-,-"
"'[13:18:45.464]',0.922,0.451,-,-,-,-,-,-"
"'[13:18:45.472]',0.953,0.451,-,-,-,-,-,-"
"'[13:18:45.480]',0.929,0.451,-,-,-,-,-,-"
"'[13:18:45.488]',0.937,0.451,-,-,-,-,-,-"
"'[13:18:45.496]',0.890,0.451,-,-,-,-,-,-"
"'[13:18:45.504]',0.898,0.451,-,-,-,-,-,-"
"'[13:18:45.512]',0.835,0.451,-,-,-,-,-,-"
"'[13:18:45.520]',0.835,0.451,-,-,-,-,-,-"
"'[13:18:45.528]',0.780,0.451,-,-,-,-,-,-"
"'[13:18:45.536]',0.780,0.451,-,-,-,-,-,-"
"'[13:18:45.544]',0.812,0.451,-,-,-,-,-,-"
"'[13:18:45.552]',0.796,0.451,-,-,-,-,-,-"
"'[13:18:45.560]',0.804,0.451,-,-,-,-,-,-"
"'[13:18:45.568]',0.765,0.455,-,-,-,-,-,-"
"'[13:18:45.576]',0.741,0.455,-,-,-,-,-,-"
"'[13:18:45.584]',0.718,0.455,-,-,-,-,-,-"
"'[13:18:45.592]',0.678,0.455,-,-,-,-,-,-"
"'[13:18:45.600]',0.655,0.455,-,-,-,-,-,-"
"'[13:18:45.608]',0.725,0.455,-,-,-,-,-,-"
"'[13:18:45.616]',0.796,0.455,-,-,-,-,-,-"
"'[13:18:45.624]',0.820,0.455,-,-,-,-,-,-"
"'[13:18:45.632]',0.757,0.455,-,-,-,-,-,-"
"'[13:18:45.640]',0.710,0.459,-,-,-,-,-,-"
"'[13:18:45.648]',0.600,0.459,-,-,-,-,-,-"
"'[13:18:45.656]',0.600,0.459,-,-,-,-,-,-"
"'[13:18:45.664]',0.576,0.459,-,-,-,-,-,-"
"'[13:18:45.672]',0.624,0.459,-,-,-,-,-,-"
"'[13:18:45.680]',0.616,0.459,-,-,-,-,-,-"
"'[13:18:45.688]',0.671,0.463,-,-,-,-,-,-"
"'[13:18:45.696]',0.655,0.463,-,-,-,-,-,-"
"'[13:18:45.704]',0.702,0.463,-,-,-,-,-,-"
"'[13:18:45.712]',0.686,0.463,-,-,-,-,-,-"
"'[13:18:45.720]',0.725,0.463,-,-,-,-,-,-"
"'[13:18:45.728]',0.694,0.463,-,-,-,-,-,-"
"'[13:18:45.736]',0.733,0.463,-,-,-,-,-,-"
"'[13:18:45.744]',0.718,0.463,-,-,-,-,-,-"
"'[13:18:45.752]',0.741,0.463,-,-,-,-,-,-"
"'[13:18:45.760]',0.749,0.463,-,-,-,-,-,-"
"'[13:18:45.768]',0.725,0.463,-,-,-,-,-,-"
"'[13:18:45.776]',0.765,0.463,-,-,-,-,-,-"
"'[13:18:45.784]',0.741,0.463,-,-,-,-,-,-"
"'[13:18:45.792]',0.780,0.463,-,-,-,-,-,-"
"'[13:18:45.800]',0.765,0.463,-,-,-,-,-,-"
"'[13:18:45.808]',0.796,0.463,-,-,-,-,-,-"
"'[13:18:45.816]',0.780,0.463,-,-,-,-,-,-"
"'[13:18:45.824]',0.804,0.463,-,-,-,-,-,-"
"'[13:18:45.832]',0.780,0.459,-,-,-,-,-,-"
"'[13:18:45.840]',0.804,0.459,-,-,-,-,-,-"
"'[13:18:45.848]',0.796,0.459,-,-,-,-,-,-"
"'[13:18:45.856]',0.835,0.459,-,-,-,-,-,-"
"'[13:18:45.864]',0.812,0.459,-,-,-,-,-,-"
"'[13:18:45.872]',0.859,0.455,-,-,-,-,-,-"
"'[13:18:45.880]',0.827,0.455,-,-,-,-,-,-"
"'[13:18:45.888]',0.875,0.455,-,-,-,-,-,-"
"'[13:18:45.896]',0.859,0.455,-,-,-,-,-,-"
"'[13:18:45.904]',0.898,0.451,-,-,-,-,-,-"
"'[13:18:45.912]',0.882,0.451,-,-,-,-,-,-"
"'[13:18:45.920]',0.945,0.451,-,-,-,-,-,-"
"'[13:18:45.928]',0.961,0.451,-,-,-,-,-,-"
"'[13:18:45.936]',1.024,0.451,-,-,-,-,-,-"
"'[13:18:45.944]',1.047,0.451,-,-,-,-,-,-"
"'[13:18:45.952]',1.102,0.451,-,-,-,-,-,-"
"'[13:18:45.960]',1.133,0.447,-,-,-,-,-,-"
"'[13:18:45.968]',1.188,0.447,-,-,-,-,-,-"
"'[13:18:45.976]',1.267,0.447,-,-,-,-,-,-"
"'[13:18:45.984]',1.353,0.447,-,-,-,-,-,-"
"'[13:18:45.992]',1.400,0.447,-,-,-,-,-,-"
"'[13:18:46.000]',1.384,0.447,-,-,-,-,-,-"
"'[13:18:46.008]',1.408,0.447,-,-,-,-,-,-"
"'[13:18:46.016]',1.353,0.447,-,-,-,-,-,-"
"'[13:18:46.024]',1.353,0.447,-,-,-,-,-,-"
"'[13:18:46.032]',1.267,0.447,-,-,-,-,-,-"
"'[13:18:46.040]',1.275,0.451,-,-,-,-,-,-"
"'[13:18:46.048]',1.196,0.451,-,-,-,-,-,-"
"'[13:18:46.056]',1.180,0.451,-,-,-,-,-,-"
"'[13:18:46.064]',1.118,0.447,-,-,-,-,-,-"
"'[13:18:46.072]',1.118,0.447,-,-,-,-,-,-"
"'[13:18:46.080]',1.071,0.447,-,-,-,-,-,-"
"'[13:18:46.088]',1.118,0.447,-,-,-,-,-,-"
"'[13:18:46.096]',1.086,0.447,-,-,-,-,-,-"
"'[13:18:46.104]',1.102,0.451,-,-,-,-,-,-"
"'[13:18:46.112]',1.055,0.451,-,-,-,-,-,-"
"'[13:18:46.120]',1.071,0.451,-,-,-,-,-,-"
"'[13:18:46.128]',1.016,0.451,-,-,-,-,-,-"
"'[13:18:46.136]',1.024,0.451,-,-,-,-,-,-"
"'[13:18:46.144]',0.976,0.451,-,-,-,-,-,-"
"'[13:18:46.152]',0.961,0.451,-,-,-,-,-,-"
"'[13:18:46.160]',0.976,0.451,-,-,-,-,-,-"
"'[13:18:46.168]',0.929,0.451,-,-,-,-,-,-"
"'[13:18:46.176]',0.945,0.451,-,-,-,-,-,-"
"'[13:18:46.184]',0.859,0.451,-,-,-,-,-,-"
"'[13:18:46.192]',0.867,0.451,-,-,-,-,-,-"
"'[13:18:46.200]',0.757,0.451,-,-,-,-,-,-"
"'[13:18:46.208]',0.804,0.451,-,-,-,-,-,-"
"'[13:18:46.216]',0.733,0.451,-,-,-,-,-,-"
"'[13:18:46.224]',0.780,0.447,-,-,-,-,-,-"
"'[13:18:46.232]',0.686,0.447,-,-,-,-,-,-"
"'[13:18:46.240]',0.725,0.447,-,-,-,-,-,-"
"'[13:18:46.248]',0.631,0.447,-,-,-,-,-,-"
"'[13:18:46.256]',0.671,0.447,-,-,-,-,-,-"
"'[13:18:46.264]',0.592,0.447,-,-,-,-,-,-"
"'[13:18:46.272]',0.655,0.447,-,-,-,-,-,-"
"'[13:18:46.280]',0.576,0.451,-,-,-,-,-,-"
"'[13:18:46.288]',0.647,0.451,-,-,-,-,-,-"
"'[13:18:46.296]',0.584,0.451,-,-,-,-,-,-"
"'[13:18:46.304]',0.655,0.451,-,-,-,-,-,-"
"'[13:18:46.312]',0.592,0.451,-,-,-,-,-,-"
"'[13:18:46.320]',0.647,0.451,-,-,-,-,-,-"
"'[13:18:46.328]',0.608,0.451,-,-,-,-,-,-"
"'[13:18:46.336]',0.710,0.451,-,-,-,-,-,-"
"'[13:18:46.344]',0.780,0.451,-,-,-,-,-,-"
"'[13:18:46.352]',0.820,0.451,-,-,-,-,-,-"
"'[13:18:46.360]',0.765,0.451,-,-,-,-,-,-"
"'[13:18:46.368]',0.749,0.451,-,-,-,-,-,-"
"'[13:18:46.376]',0.686,0.451,-,-,-,-,-,-"
"'[13:18:46.384]',0.592,0.451,-,-,-,-,-,-"
"'[13:18:46.392]',0.671,0.451,-,-,-,-,-,-"
"'[13:18:46.400]',0.671,0.451,-,-,-,-,-,-"
"'[13:18:46.408]',0.741,0.451,-,-,-,-,-,-"
"'[13:18:46.416]',0.678,0.451,-,-,-,-,-,-"
"'[13:18:46.424]',0.710,0.451,-,-,-,-,-,-"
"'[13:18:46.432]',0.639,0.451,-,-,-,-,-,-"
"'[13:18:46.440]',0.686,0.451,-,-,-,-,-,-"
"'[13:18:46.448]',0.624,0.451,-,-,-,-,-,-"
"'[13:18:46.456]',0.655,0.451,-,-,-,-,-,-"
"'[13:18:46.464]',0.600,0.451,-,-,-,-,-,-"
"'[13:18:46.472]',0.639,0.451,-,-,-,-,-,-"
"'[13:18:46.480]',0.600,0.451,-,-,-,-,-,-"
"'[13:18:46.488]',0.616,0.451,-,-,-,-,-,-"
"'[13:18:46.496]',0.584,0.451,-,-,-,-,-,-"
"'[13:18:46.504]',0.631,0.451,-,-,-,-,-,-"
"'[13:18:46.512]',0.584,0.451,-,-,-,-,-,-"
"'[13:18:46.520]',0.569,0.451,-,-,-,-,-,-"
"'[13:18:46.528]',0.616,0.451,-,-,-,-,-,-"
"'[13:18:46.536]',0.561,0.451,-,-,-,-,-,-"
"'[13:18:46.544]',0.569,0.447,-,-,-,-,-,-"
"'[13:18:46.552]',0.529,0.447,-,-,-,-,-,-"
"'[13:18:46.560]',0.553,0.447,-,-,-,-,-,-"
"'[13:18:46.568]',0.529,0.447,-,-,-,-,-,-"
"'[13:18:46.576]',0.553,0.447,-,-,-,-,-,-"
"'[13:18:46.584]',0.529,0.447,-,-,-,-,-,-"
"'[13:18:46.592]',0.584,0.447,-,-,-,-,-,-"
"'[13:18:46.600]',0.569,0.447,-,-,-,-,-,-"
"'[13:18:46.608]',0.616,0.447,-,-,-,-,-,-"
"'[13:18:46.616]',0.592,0.447,-,-,-,-,-,-"
"'[13:18:46.624]',0.624,0.447,-,-,-,-,-,-"
"'[13:18:46.632]',0.616,0.447,-,-,-,-,-,-"
"'[13:18:46.640]',0.631,0.447,-,-,-,-,-,-"
"'[13:18:46.648]',0.600,0.447,-,-,-,-,-,-"
"'[13:18:46.656]',0.624,0.447,-,-,-,-,-,-"
"'[13:18:46.664]',0.608,0.447,-,-,-,-,-,-"
"'[13:18:46.672]',0.624,0.447,-,-,-,-,-,-"
"'[13:18:46.680]',0.600,0.447,-,-,-,-,-,-"
"'[13:18:46.688]',0.600,0.447,-,-,-,-,-,-"
"'[13:18:46.696]',0.561,0.447,-,-,-,-,-,-"
"'[13:18:46.704]',0.584,0.447,-,-,-,-,-,-"
"'[13:18:46.712]',0.553,0.443,-,-,-,-,-,-"
"'[13:18:46.720]',0.584,0.443,-,-,-,-,-,-"
"'[13:18:46.728]',0.600,0.443,-,-,-,-,-,-"
"'[13:18:46.736]',0.624,0.443,-,-,-,-,-,-"
"'[13:18:46.744]',0.616,0.443,-,-,-,-,-,-"
"'[13:18:46.752]',0.671,0.443,-,-,-,-,-,-"
"'[13:18:46.760]',0.671,0.443,-,-,-,-,-,-"
"'[13:18:46.768]',0.671,0.443,-,-,-,-,-,-"
"'[13:18:46.776]',0.694,0.443,-,-,-,-,-,-"
"'[13:18:46.784]',0.718,0.443,-,-,-,-,-,-"
"'[13:18:46.792]',0.733,0.443,-,-,-,-,-,-"
"'[13:18:46.800]',0.718,0.443,-,-,-,-,-,-"
"'[13:18:46.808]',0.780,0.443,-,-,-,-,-,-"
"'[13:18:46.816]',0.804,0.439,-,-,-,-,-,-"
"'[13:18:46.824]',0.859,0.439,-,-,-,-,-,-"
"'[13:18:46.832]',0.882,0.439,-,-,-,-,-,-"
"'[13:18:46.840]',0.906,0.439,-,-,-,-,-,-"
"'[13:18:46.848]',0.851,0.439,-,-,-,-,-,-"
"'[13:18:46.856]',0.867,0.439,-,-,-,-,-,-"
"'[13:18:46.864]',0.835,0.439,-,-,-,-,-,-"
"'[13:18:46.872]',0.843,0.439,-,-,-,-,-,-"
"'[13:18:46.880]',0.812,0.443,-,-,-,-,-,-"
"'[13:18:46.888]',0.812,0.443,-,-,-,-,-,-"
