'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[20:48:06.616]',0.195,0.505,1.005,0.266,2.553,70.287,14.370,-
'[20:48:06.624]',0.090,0.575,1.055,0.274,2.543,69.505,16.812,-
'[20:48:06.632]',0.185,0.520,1.075,0.281,2.528,68.186,17.681,-
'[20:48:06.640]',0.360,0.425,0.955,0.289,2.508,67.356,16.871,-
'[20:48:06.648]',0.775,0.155,0.745,0.297,2.483,67.747,16.060,-
'[20:48:06.656]',1.170,-0.070,0.475,0.305,2.455,68.821,16.245,-
'[20:48:06.664]',1.325,-0.175,0.415,0.313,2.424,69.114,17.056,-
'[20:48:06.672]',0.970,0.040,0.575,0.320,2.396,68.235,17.310,-
'[20:48:06.680]',0.535,0.295,0.800,0.327,2.368,67.063,16.939,-
'[20:48:06.688]',0.235,0.490,0.935,0.334,2.335,66.672,16.812,-
'[20:48:06.696]',0.175,0.520,0.995,0.341,2.300,67.063,17.310,-
'[20:48:06.704]',0.125,0.560,1.020,0.348,2.262,67.307,17.750,-
'[20:48:06.712]',0.105,0.555,1.010,0.356,2.222,66.868,17.056,-
'[20:48:06.720]',0.070,0.585,1.045,0.364,2.185,65.940,15.562,-
'[20:48:06.728]',0.060,0.600,1.015,0.371,2.151,65.500,14.936,-
'[20:48:06.736]',0.105,0.560,1.035,0.378,2.117,65.549,16.187,-
'[20:48:06.744]',0.090,0.580,1.020,0.385,2.085,65.305,18.561,-
'[20:48:06.752]',0.110,0.555,1.040,0.392,2.054,64.035,19.938,-
'[20:48:06.760]',0.065,0.590,1.025,0.399,2.022,62.423,19.440,-
'[20:48:06.768]',0.095,0.560,1.045,0.407,1.992,61.495,18.062,-
'[20:48:06.776]',0.080,0.580,1.025,0.416,1.968,61.592,17.437,-
'[20:48:06.784]',0.115,0.550,1.040,0.425,1.946,61.934,17.877,-
'[20:48:06.792]',0.100,0.565,1.020,0.434,1.923,61.592,18.434,-
'[20:48:06.800]',0.130,0.545,1.045,0.443,1.898,60.860,18.307,-
'[20:48:06.808]',0.100,0.570,1.030,0.453,1.874,60.371,17.994,-
'[20:48:06.816]',0.125,0.545,1.045,0.463,1.848,60.713,18.307,-
'[20:48:06.824]',0.105,0.570,1.025,0.472,1.822,61.446,19.000,-
'[20:48:06.832]',0.115,0.555,1.045,0.481,1.795,61.592,18.873,-
'[20:48:06.840]',0.105,0.570,1.015,0.490,1.767,61.006,17.310,-
'[20:48:06.848]',0.125,0.545,1.040,0.499,1.741,59.932,15.376,-
'[20:48:06.856]',0.100,0.570,1.025,0.508,1.718,59.297,14.809,-
'[20:48:06.864]',0.145,0.540,1.045,0.518,1.697,59.101,16.118,-
'[20:48:06.872]',0.120,0.565,1.030,0.527,1.680,59.053,17.935,-
'[20:48:06.880]',0.150,0.535,1.025,0.537,1.666,59.150,18.189,-
'[20:48:06.888]',0.130,0.555,1.040,0.546,1.649,60.567,16.626,-
'[20:48:06.896]',0.155,0.535,1.030,0.555,1.631,64.572,14.809,-
'[20:48:06.904]',0.145,0.545,1.040,0.563,1.613,71.508,14.184,-
'[20:48:06.912]',0.180,0.520,1.020,0.572,1.595,80.251,14.624,-
'[20:48:06.920]',0.195,0.515,1.035,0.580,1.581,88.799,14.809,-
'[20:48:06.928]',0.190,0.525,1.015,0.588,1.567,95.979,14.243,-
'[20:48:06.936]',0.210,0.505,1.020,0.595,1.554,101.742,13.618,-
'[20:48:06.944]',0.200,0.520,1.000,0.603,1.539,106.431,13.686,-
'[20:48:06.952]',0.250,0.480,1.020,0.609,1.521,110.192,13.999,-
'[20:48:06.960]',0.260,0.495,0.990,0.615,1.505,112.879,13.618,-
'[20:48:06.968]',0.285,0.460,1.000,0.620,1.495,114.881,12.563,-
'[20:48:06.976]',0.280,0.475,0.970,0.625,1.486,116.689,11.752,-
'[20:48:06.984]',0.330,0.435,0.980,0.628,1.475,118.203,11.869,-
'[20:48:06.992]',0.315,0.455,0.960,0.632,1.463,119.033,12.690,-
'[20:48:07.000]',0.350,0.425,0.970,0.633,1.455,119.766,13.500,-
'[20:48:07.008]',0.320,0.455,0.950,0.635,1.449,121.036,14.057,-
'[20:48:07.016]',0.335,0.430,0.975,0.634,1.441,123.038,14.809,-
'[20:48:07.024]',0.310,0.450,0.955,0.634,1.433,124.943,16.060,-
'[20:48:07.032]',0.330,0.425,0.975,0.633,1.424,126.360,17.877,-
'[20:48:07.040]',0.295,0.460,0.965,0.632,1.413,127.483,19.684,-
'[20:48:07.048]',0.320,0.435,0.985,0.630,1.402,128.411,20.876,-
'[20:48:07.056]',0.285,0.470,0.970,0.628,1.391,129.095,20.622,-
'[20:48:07.064]',0.290,0.450,0.980,0.625,1.382,129.486,19.000,-
'[20:48:07.072]',0.270,0.475,0.970,0.623,1.376,129.681,16.431,-
'[20:48:07.080]',0.280,0.460,0.985,0.621,1.370,129.632,14.184,-
'[20:48:07.088]',0.250,0.485,0.990,0.618,1.360,129.388,13.002,-
'[20:48:07.096]',0.270,0.470,0.970,0.615,1.348,128.802,12.934,-
'[20:48:07.104]',0.250,0.460,0.985,0.613,1.339,128.118,13.500,-
'[20:48:07.112]',0.245,0.485,0.975,0.611,1.331,127.532,13.999,-
'[20:48:07.120]',0.265,0.460,1.000,0.610,1.326,127.288,14.126,-
'[20:48:07.128]',0.240,0.490,0.980,0.608,1.325,127.239,13.930,-
'[20:48:07.136]',0.275,0.455,1.000,0.607,1.327,127.288,13.745,-
'[20:48:07.144]',0.255,0.475,0.975,0.606,1.335,127.239,13.618,-
'[20:48:07.152]',0.270,0.465,0.995,0.606,1.348,126.995,13.618,-
'[20:48:07.160]',0.245,0.485,0.975,0.605,1.363,126.409,13.618,-
'[20:48:07.168]',0.255,0.470,0.995,0.604,1.376,125.432,13.500,-
'[20:48:07.176]',0.245,0.490,0.975,0.604,1.393,124.113,13.373,-
'[20:48:07.184]',0.265,0.470,0.995,0.605,1.415,122.599,13.246,-
'[20:48:07.192]',0.255,0.480,0.970,0.606,1.445,121.231,13.188,-
'[20:48:07.200]',0.270,0.460,0.990,0.607,1.483,119.863,13.246,-
'[20:48:07.208]',0.235,0.490,0.980,0.609,1.529,118.349,13.373,-
'[20:48:07.216]',0.270,0.460,0.995,0.611,1.581,116.444,13.500,-
'[20:48:07.224]',0.240,0.500,0.975,0.613,1.637,114.100,13.559,-
'[20:48:07.232]',0.275,0.465,0.995,0.615,1.702,111.413,13.686,-
'[20:48:07.240]',0.260,0.475,0.980,0.618,1.772,108.629,13.872,-
'[20:48:07.248]',0.300,0.445,1.000,0.620,1.845,105.259,14.057,-
'[20:48:07.256]',0.270,0.480,0.975,0.622,1.917,101.010,14.057,-
'[20:48:07.264]',0.300,0.450,0.995,0.624,1.988,96.174,13.999,-
'[20:48:07.272]',0.285,0.465,0.975,0.626,2.049,91.778,13.813,-
'[20:48:07.280]',0.325,0.425,0.990,0.629,2.105,88.701,13.813,-
'[20:48:07.288]',0.285,0.475,0.970,0.632,2.167,86.698,13.872,-
'[20:48:07.296]',0.305,0.450,0.965,0.634,2.232,85.428,14.057,-
'[20:48:07.304]',0.290,0.445,0.990,0.638,2.294,84.500,14.370,-
'[20:48:07.312]',0.310,0.465,0.975,0.641,2.354,83.621,14.624,-
'[20:48:07.320]',0.320,0.435,0.995,0.644,2.412,82.595,14.809,-
'[20:48:07.328]',0.295,0.460,0.975,0.647,2.465,81.570,14.751,-
'[20:48:07.336]',0.320,0.435,0.990,0.651,2.513,80.544,14.438,-
'[20:48:07.344]',0.300,0.455,0.975,0.654,2.556,79.811,14.057,-
'[20:48:07.352]',0.345,0.425,1.000,0.658,2.596,79.176,13.745,-
'[20:48:07.360]',0.330,0.445,0.985,0.662,2.635,78.737,13.618,-
'[20:48:07.368]',0.350,0.425,1.000,0.665,2.666,78.297,13.559,-
'[20:48:07.376]',0.320,0.445,0.970,0.669,2.692,77.858,13.559,-
'[20:48:07.384]',0.340,0.425,0.975,0.673,2.719,77.418,13.500,-
'[20:48:07.392]',0.320,0.445,0.950,0.676,2.742,76.978,13.432,-
'[20:48:07.400]',0.350,0.410,0.965,0.680,2.763,76.441,13.246,-
'[20:48:07.408]',0.340,0.425,0.950,0.684,2.782,75.855,13.119,-
'[20:48:07.416]',0.350,0.420,0.975,0.687,2.796,75.366,12.934,-
'[20:48:07.424]',0.300,0.450,0.955,0.691,2.803,74.927,12.807,-
'[20:48:07.432]',0.325,0.425,0.990,0.694,2.803,74.536,12.875,-
'[20:48:07.440]',0.280,0.475,0.980,0.697,2.800,74.048,13.061,-
'[20:48:07.448]',0.285,0.465,1.000,0.698,2.795,73.413,13.246,-
'[20:48:07.456]',0.245,0.500,0.985,0.700,2.790,72.729,13.373,-
'[20:48:07.464]',0.260,0.475,1.005,0.701,2.784,72.094,13.432,-
'[20:48:07.472]',0.250,0.495,0.990,0.701,2.774,71.557,13.432,-
'[20:48:07.480]',0.270,0.470,1.005,0.701,2.761,71.068,13.432,-
'[20:48:07.488]',0.240,0.495,1.010,0.700,2.749,70.629,13.559,-
'[20:48:07.496]',0.235,0.485,0.990,0.698,2.735,70.384,13.813,-
'[20:48:07.504]',0.150,0.550,1.050,0.695,2.717,70.189,14.057,-
'[20:48:07.512]',0.125,0.565,1.090,0.692,2.694,70.042,14.311,-
'[20:48:07.520]',0.340,0.435,1.010,0.688,2.665,69.994,14.555,-
'[20:48:07.528]',0.660,0.235,0.840,0.685,2.631,69.945,14.751,-
'[20:48:07.536]',1.100,-0.045,0.580,0.681,2.594,69.603,14.995,-
'[20:48:07.544]',1.365,-0.185,0.410,0.677,2.553,68.870,15.249,-
'[20:48:07.552]',1.190,-0.090,0.510,0.673,2.511,67.600,15.562,-
'[20:48:07.560]',0.740,0.180,0.720,0.669,2.468,66.233,15.747,-
'[20:48:07.568]',0.380,0.400,0.915,0.664,2.428,65.012,15.933,-
'[20:48:07.576]',0.230,0.505,0.980,0.659,2.390,63.986,16.001,-
'[20:48:07.584]',0.210,0.500,1.025,0.654,2.353,63.253,16.118,-
'[20:48:07.592]',0.175,0.535,1.015,0.650,2.315,62.618,16.245,-
'[20:48:07.600]',0.185,0.520,1.045,0.646,2.277,62.374,16.372,-
'[20:48:07.608]',0.140,0.555,1.025,0.643,2.239,62.276,16.558,-
'[20:48:07.616]',0.165,0.530,1.055,0.640,2.202,62.179,16.685,-
'[20:48:07.624]',0.140,0.555,1.045,0.638,2.169,61.983,16.744,-
'[20:48:07.632]',0.160,0.535,1.040,0.637,2.137,61.983,16.812,-
'[20:48:07.640]',0.130,0.560,1.045,0.636,2.103,62.374,16.998,-
'[20:48:07.648]',0.155,0.535,1.060,0.636,2.068,62.862,17.056,-
'[20:48:07.656]',0.120,0.570,1.035,0.637,2.032,63.058,17.125,-
'[20:48:07.664]',0.155,0.530,1.060,0.638,1.997,62.862,17.056,-
'[20:48:07.672]',0.125,0.565,1.045,0.641,1.970,62.374,16.939,-
'[20:48:07.680]',0.155,0.540,1.060,0.644,1.947,61.592,16.812,-
'[20:48:07.688]',0.135,0.555,1.070,0.647,1.923,60.664,16.812,-
'[20:48:07.696]',0.130,0.540,1.050,0.650,1.898,59.785,16.939,-
'[20:48:07.704]',0.155,0.535,1.075,0.652,1.874,59.150,17.125,-
'[20:48:07.712]',0.135,0.555,1.050,0.655,1.848,58.808,17.183,-
'[20:48:07.720]',0.130,0.540,1.070,0.658,1.823,58.808,17.125,-
'[20:48:07.728]',0.155,0.555,1.055,0.662,1.800,59.101,16.998,-
'[20:48:07.736]',0.165,0.520,1.080,0.666,1.776,59.590,16.871,-
'[20:48:07.744]',0.135,0.555,1.065,0.670,1.752,60.176,16.685,-
'[20:48:07.752]',0.160,0.530,1.080,0.672,1.728,60.860,16.499,-
'[20:48:07.760]',0.150,0.550,1.060,0.675,1.704,61.739,16.245,-
'[20:48:07.768]',0.185,0.520,1.080,0.677,1.683,63.302,16.001,-
'[20:48:07.776]',0.155,0.545,1.060,0.679,1.667,66.379,15.747,-
'[20:48:07.784]',0.205,0.515,1.075,0.680,1.649,71.557,15.493,-
'[20:48:07.792]',0.185,0.530,1.065,0.681,1.631,78.883,15.181,-
'[20:48:07.800]',0.205,0.505,1.080,0.680,1.613,87.187,14.868,-
'[20:48:07.808]',0.205,0.520,1.055,0.680,1.595,95.295,14.682,-
'[20:48:07.816]',0.245,0.485,1.070,0.677,1.581,101.938,14.624,-
'[20:48:07.824]',0.260,0.490,1.045,0.674,1.569,106.920,14.624,-
'[20:48:07.832]',0.290,0.455,1.055,0.670,1.558,110.485,14.555,-
'[20:48:07.840]',0.280,0.470,1.025,0.665,1.546,113.172,14.438,-
'[20:48:07.848]',0.310,0.450,1.040,0.660,1.534,115.419,14.184,-
'[20:48:07.856]',0.305,0.460,1.020,0.655,1.521,117.372,13.930,-
'[20:48:07.864]',0.345,0.425,1.020,0.650,1.508,119.228,13.745,-
'[20:48:07.872]',0.315,0.455,0.990,0.644,1.500,121.133,13.686,-
'[20:48:07.880]',0.350,0.425,0.985,0.637,1.492,122.989,13.745,-
'[20:48:07.888]',0.355,0.420,1.005,0.629,1.479,124.797,13.813,-
'[20:48:07.896]',0.340,0.445,0.990,0.620,1.461,126.360,13.813,-
'[20:48:07.904]',0.350,0.420,1.000,0.610,1.443,127.532,13.745,-
'[20:48:07.912]',0.325,0.445,0.980,0.601,1.424,128.558,13.745,-
'[20:48:07.920]',0.335,0.425,1.000,0.591,1.407,129.437,13.686,-
'[20:48:07.928]',0.305,0.450,0.975,0.581,1.393,130.218,13.745,-
'[20:48:07.936]',0.330,0.425,1.000,0.571,1.385,130.951,13.813,-
'[20:48:07.944]',0.295,0.455,0.990,0.562,1.382,131.244,13.999,-
'[20:48:07.952]',0.270,0.470,1.005,0.553,1.383,130.805,14.057,-
'[20:48:07.960]',0.265,0.480,0.975,0.545,1.383,129.828,14.126,-
'[20:48:07.968]',0.300,0.445,1.000,0.536,1.383,128.607,14.126,-
'[20:48:07.976]',0.275,0.465,0.980,0.527,1.381,128.167,14.243,-
'[20:48:07.984]',0.295,0.445,1.005,0.519,1.377,128.607,14.370,-
'[20:48:07.992]',0.270,0.470,0.975,0.510,1.372,129.388,14.497,-
'[20:48:08.000]',0.290,0.450,0.995,0.501,1.367,129.388,14.624,-
'[20:48:08.008]',0.260,0.470,0.975,0.493,1.361,128.558,14.682,-
'[20:48:08.016]',0.280,0.455,1.000,0.486,1.357,127.385,14.809,-
'[20:48:08.024]',0.265,0.470,0.990,0.479,1.356,126.311,14.995,-
'[20:48:08.032]',0.300,0.435,1.000,0.472,1.359,125.285,15.249,-
'[20:48:08.040]',0.270,0.475,0.980,0.466,1.367,124.699,15.493,-
'[20:48:08.048]',0.295,0.445,1.000,0.460,1.379,125.139,15.689,-
'[20:48:08.056]',0.280,0.465,0.990,0.454,1.399,126.702,15.747,-
'[20:48:08.064]',0.305,0.440,1.005,0.447,1.427,127.630,15.806,-
'[20:48:08.072]',0.270,0.470,1.000,0.441,1.460,126.409,15.806,-
'[20:48:08.080]',0.305,0.445,0.995,0.435,1.500,123.722,15.806,-
'[20:48:08.088]',0.285,0.465,1.015,0.430,1.547,120.938,15.747,-
'[20:48:08.096]',0.300,0.445,1.000,0.424,1.599,118.056,15.747,-
'[20:48:08.104]',0.285,0.470,1.005,0.419,1.654,114.930,15.933,-
'[20:48:08.112]',0.280,0.455,0.990,0.415,1.708,112.390,16.245,-
'[20:48:08.120]',0.310,0.445,1.010,0.411,1.761,110.827,16.499,-
'[20:48:08.128]',0.295,0.465,0.990,0.407,1.817,109.411,16.558,-
'[20:48:08.136]',0.320,0.430,1.015,0.404,1.879,106.969,16.431,-
'[20:48:08.144]',0.280,0.475,0.985,0.400,1.944,103.696,16.245,-
'[20:48:08.152]',0.310,0.440,1.010,0.397,2.013,100.375,16.245,-
'[20:48:08.160]',0.300,0.460,0.985,0.394,2.082,97.444,16.372,-
'[20:48:08.168]',0.325,0.435,1.005,0.391,2.139,94.562,16.626,-
'[20:48:08.176]',0.300,0.455,0.985,0.389,2.193,91.876,16.744,-
'[20:48:08.184]',0.330,0.430,1.000,0.386,2.254,89.727,16.812,-
'[20:48:08.192]',0.310,0.445,0.980,0.384,2.315,88.164,16.744,-
'[20:48:08.200]',0.325,0.430,0.995,0.381,2.373,86.991,16.558,-
'[20:48:08.208]',0.310,0.445,0.985,0.378,2.431,85.966,16.431,-
'[20:48:08.216]',0.350,0.415,1.005,0.374,2.487,85.038,16.245,-
'[20:48:08.224]',0.325,0.450,0.980,0.371,2.540,83.914,16.187,-
'[20:48:08.232]',0.370,0.405,1.000,0.366,2.589,82.595,16.372,-
'[20:48:08.240]',0.335,0.435,0.970,0.362,2.636,81.570,16.744,-
'[20:48:08.248]',0.370,0.405,0.975,0.357,2.680,80.886,17.183,-
'[20:48:08.256]',0.345,0.425,0.945,0.352,2.719,80.495,17.369,-
'[20:48:08.264]',0.370,0.400,0.955,0.347,2.755,79.909,17.183,-
'[20:48:08.272]',0.350,0.415,0.935,0.342,2.781,79.225,16.744,-
'[20:48:08.280]',0.395,0.380,0.950,0.338,2.800,78.444,16.431,-
'[20:48:08.288]',0.345,0.420,0.960,0.334,2.820,77.760,16.431,-
'[20:48:08.296]',0.350,0.415,0.945,0.327,2.837,77.320,16.812,-
'[20:48:08.304]',0.315,0.445,0.965,0.321,2.848,76.978,17.310,-
'[20:48:08.312]',0.300,0.450,0.960,0.314,2.857,76.490,17.681,-
'[20:48:08.320]',0.310,0.445,0.990,0.306,2.862,76.001,17.750,-
'[20:48:08.328]',0.265,0.480,0.975,0.299,2.861,75.660,17.496,-
'[20:48:08.336]',0.290,0.445,1.005,0.292,2.857,75.611,17.252,-
'[20:48:08.344]',0.265,0.470,0.960,0.285,2.849,75.318,17.125,-
'[20:48:08.352]',0.335,0.420,0.940,0.278,2.836,74.243,17.437,-
'[20:48:08.360]',0.400,0.375,0.905,0.270,2.819,72.778,17.994,-
'[20:48:08.368]',0.465,0.325,0.930,0.262,2.801,71.557,18.502,-
'[20:48:08.376]',0.205,0.510,1.050,0.253,2.778,70.677,18.688,-
'[20:48:08.384]',0.100,0.610,1.215,0.244,2.755,70.189,18.502,-
'[20:48:08.392]',0.190,0.635,1.200,0.235,2.730,69.847,18.121,-
'[20:48:08.400]',0.395,0.510,1.130,0.226,2.702,69.407,17.877,-
'[20:48:08.408]',0.500,0.445,0.965,0.217,2.668,69.359,17.935,-
'[20:48:08.416]',0.510,0.390,0.895,0.208,2.627,70.384,18.375,-
'[20:48:08.424]',0.360,0.440,0.880,0.200,2.583,71.752,19.000,-
'[20:48:08.432]',0.315,0.435,0.970,0.192,2.540,72.192,19.371,-
'[20:48:08.440]',0.255,0.485,0.955,0.186,2.500,71.996,19.498,-
'[20:48:08.448]',0.255,0.465,1.005,0.180,2.462,72.045,19.186,-
'[20:48:08.456]',0.220,0.495,0.990,0.175,2.428,72.045,18.746,-
'[20:48:08.464]',0.235,0.475,1.020,0.170,2.394,71.312,18.502,-
'[20:48:08.472]',0.205,0.500,0.990,0.165,2.361,70.384,18.688,-
'[20:48:08.480]',0.220,0.480,1.000,0.161,2.331,70.042,19.244,-
'[20:48:08.488]',0.205,0.505,1.005,0.158,2.301,70.091,19.938,-
'[20:48:08.496]',0.235,0.480,0.990,0.155,2.267,69.798,20.309,-
'[20:48:08.504]',0.240,0.475,1.010,0.153,2.208,68.919,20.124,-
'[20:48:08.512]',0.205,0.500,1.000,0.150,2.139,67.796,19.557,-
'[20:48:08.520]',0.235,0.475,1.010,0.150,2.088,66.721,18.873,-
'[20:48:08.528]',0.205,0.505,0.990,0.149,2.046,66.135,18.502,-
'[20:48:08.536]',0.215,0.490,1.010,0.149,2.009,65.793,18.688,-
'[20:48:08.544]',0.205,0.505,0.990,0.149,1.974,65.402,19.186,-
'[20:48:08.552]',0.240,0.475,1.005,0.150,1.939,64.670,19.684,-
'[20:48:08.560]',0.230,0.495,0.980,0.151,1.907,63.742,19.752,-
'[20:48:08.568]',0.255,0.465,0.995,0.153,1.883,63.155,19.186,-
'[20:48:08.576]',0.225,0.490,0.970,0.155,1.864,62.862,18.307,-
'[20:48:08.584]',0.255,0.465,0.990,0.157,1.845,62.667,17.496,-
'[20:48:08.592]',0.240,0.480,0.960,0.160,1.825,62.179,17.310,-
'[20:48:08.600]',0.275,0.445,0.975,0.162,1.804,61.446,17.750,-
'[20:48:08.608]',0.250,0.470,0.960,0.165,1.783,60.713,18.248,-
'[20:48:08.616]',0.285,0.435,0.975,0.168,1.762,60.664,18.307,-
'[20:48:08.624]',0.275,0.450,0.950,0.172,1.739,61.690,17.681,-
'[20:48:08.632]',0.305,0.420,0.965,0.176,1.715,64.181,16.499,-
'[20:48:08.640]',0.300,0.435,0.940,0.180,1.691,68.528,15.376,-
'[20:48:08.648]',0.335,0.400,0.955,0.183,1.670,75.073,14.751,-
'[20:48:08.656]',0.325,0.415,0.930,0.186,1.649,83.279,14.751,-
'[20:48:08.664]',0.375,0.370,0.955,0.189,1.629,91.925,15.063,-
'[20:48:08.672]',0.340,0.405,0.930,0.191,1.610,99.007,15.122,-
'[20:48:08.680]',0.370,0.380,0.925,0.193,1.589,103.452,14.751,-
'[20:48:08.688]',0.365,0.390,0.950,0.195,1.563,105.796,13.999,-
'[20:48:08.696]',0.395,0.370,0.925,0.197,1.530,107.506,13.246,-
'[20:48:08.704]',0.385,0.365,0.950,0.198,1.493,109.557,12.807,-
'[20:48:08.712]',0.405,0.385,0.930,0.198,1.459,112.244,12.934,-
'[20:48:08.720]',0.385,0.370,0.950,0.198,1.428,115.321,13.246,-
'[20:48:08.728]',0.375,0.400,0.940,0.197,1.398,118.252,13.432,-
'[20:48:08.736]',0.395,0.380,0.965,0.195,1.370,120.743,13.246,-
'[20:48:08.744]',0.370,0.415,0.945,0.193,1.340,122.794,12.621,-
'[20:48:08.752]',0.385,0.400,0.965,0.191,1.309,124.601,11.869,-
'[20:48:08.760]',0.325,0.445,0.950,0.188,1.281,126.115,11.498,-
'[20:48:08.768]',0.345,0.425,0.980,0.185,1.259,127.190,11.556,-
'[20:48:08.776]',0.310,0.455,0.970,0.181,1.242,128.069,11.996,-
'[20:48:08.784]',0.325,0.445,0.990,0.177,1.224,128.753,12.494,-
'[20:48:08.792]',0.285,0.475,0.975,0.171,1.204,129.193,12.621,-
'[20:48:08.800]',0.290,0.470,1.005,0.166,1.188,129.290,12.250,-
'[20:48:08.808]',0.240,0.505,0.990,0.162,1.176,129.388,11.556,-
'[20:48:08.816]',0.260,0.490,1.010,0.157,1.167,129.486,11.058,-
'[20:48:08.824]',0.225,0.520,0.990,0.153,1.159,129.437,11.127,-
'[20:48:08.832]',0.230,0.495,1.010,0.150,1.152,128.851,11.752,-
'[20:48:08.840]',0.215,0.515,0.995,0.146,1.148,127.972,12.563,-
'[20:48:08.848]',0.245,0.490,1.000,0.143,1.147,126.848,13.119,-
'[20:48:08.856]',0.200,0.540,0.980,0.140,1.148,125.627,13.061,-
'[20:48:08.864]',0.225,0.510,1.000,0.138,1.152,124.406,12.377,-
'[20:48:08.872]',0.195,0.540,0.980,0.136,1.158,123.478,11.556,-
'[20:48:08.880]',0.225,0.510,0.995,0.135,1.165,122.941,11.185,-
'[20:48:08.888]',0.210,0.525,1.000,0.135,1.175,122.452,11.625,-
'[20:48:08.896]',0.235,0.505,0.975,0.134,1.190,121.817,12.690,-
'[20:48:08.904]',0.240,0.500,1.000,0.136,1.210,120.938,13.618,-
'[20:48:08.912]',0.225,0.520,0.970,0.137,1.236,119.619,13.999,-
'[20:48:08.920]',0.240,0.500,0.990,0.139,1.263,117.763,13.618,-
'[20:48:08.928]',0.225,0.520,0.965,0.141,1.295,115.321,12.807,-
'[20:48:08.936]',0.250,0.495,0.985,0.145,1.331,112.390,12.250,-
'[20:48:08.944]',0.235,0.505,0.960,0.148,1.372,108.874,12.377,-
'[20:48:08.952]',0.275,0.475,0.975,0.152,1.417,104.868,13.188,-
'[20:48:08.960]',0.245,0.500,0.960,0.156,1.465,100.668,14.057,-
'[20:48:08.968]',0.255,0.485,0.980,0.161,1.510,96.662,14.555,-
'[20:48:08.976]',0.220,0.515,0.965,0.165,1.556,93.292,14.243,-
'[20:48:08.984]',0.250,0.485,0.980,0.170,1.609,90.655,13.373,-
'[20:48:08.992]',0.230,0.510,0.960,0.175,1.666,88.701,12.563,-
'[20:48:09.000]',0.260,0.485,0.980,0.181,1.727,87.040,12.250,-
'[20:48:09.008]',0.240,0.505,0.960,0.187,1.790,85.624,12.621,-
'[20:48:09.016]',0.275,0.475,0.980,0.195,1.850,84.256,13.246,-
'[20:48:09.024]',0.240,0.505,0.960,0.203,1.911,83.279,13.559,-
'[20:48:09.032]',0.260,0.480,0.975,0.211,1.974,82.742,13.188,-
'[20:48:09.040]',0.230,0.505,0.970,0.219,2.040,82.107,12.309,-
'[20:48:09.048]',0.255,0.480,0.980,0.227,2.105,81.228,11.371,-
'[20:48:09.056]',0.220,0.510,0.955,0.236,2.165,80.153,10.814,-
'[20:48:09.064]',0.215,0.495,0.980,0.244,2.214,79.323,10.814,-
'[20:48:09.072]',0.230,0.500,0.960,0.251,2.254,78.444,11.127,-
'[20:48:09.080]',0.255,0.475,0.980,0.258,2.298,77.418,11.312,-
'[20:48:09.088]',0.230,0.500,0.985,0.265,2.343,76.246,11.127,-
'[20:48:09.096]',0.250,0.480,0.970,0.271,2.388,75.122,10.687,-
'[20:48:09.104]',0.235,0.500,1.000,0.277,2.432,73.999,10.189,-
'[20:48:09.112]',0.270,0.475,0.980,0.282,2.473,72.924,9.935,-
'[20:48:09.120]',0.285,0.465,0.985,0.287,2.508,71.947,9.993,-
'[20:48:09.128]',0.260,0.490,0.945,0.290,2.539,71.215,10.120,-
'[20:48:09.136]',0.280,0.465,0.960,0.294,2.566,70.677,10.247,-
'[20:48:09.144]',0.250,0.485,0.925,0.297,2.587,70.091,10.247,-
'[20:48:09.152]',0.295,0.450,0.945,0.300,2.605,69.603,10.189,-
'[20:48:09.160]',0.260,0.475,0.930,0.301,2.617,69.310,10.189,-
'[20:48:09.168]',0.275,0.465,0.960,0.303,2.620,69.066,10.247,-
'[20:48:09.176]',0.235,0.495,0.940,0.303,2.616,68.821,10.306,-
'[20:48:09.184]',0.245,0.480,0.980,0.304,2.609,68.479,10.306,-
'[20:48:09.192]',0.205,0.525,0.965,0.303,2.597,68.040,10.247,-
'[20:48:09.200]',0.225,0.510,0.985,0.303,2.580,67.600,10.374,-
'[20:48:09.208]',0.160,0.545,0.975,0.303,2.558,67.258,10.687,-
'[20:48:09.216]',0.185,0.520,0.995,0.302,2.534,66.868,11.127,-
'[20:48:09.224]',0.160,0.545,0.970,0.302,2.507,66.477,11.498,-
'[20:48:09.232]',0.185,0.525,1.000,0.301,2.475,66.135,11.556,-
'[20:48:09.240]',0.160,0.550,0.975,0.300,2.438,65.695,11.244,-
'[20:48:09.248]',0.150,0.540,1.015,0.300,2.393,65.256,11.000,-
'[20:48:09.256]',0.065,0.605,1.055,0.299,2.342,64.816,11.127,-
'[20:48:09.264]',0.200,0.525,1.075,0.298,2.295,64.377,11.810,-
'[20:48:09.272]',0.385,0.420,0.960,0.298,2.250,63.839,12.621,-
'[20:48:09.280]',0.820,0.135,0.720,0.298,2.199,63.448,13.188,-
'[20:48:09.288]',1.205,-0.085,0.465,0.298,2.148,63.009,13.188,-
'[20:48:09.296]',1.300,-0.145,0.400,0.297,2.099,62.569,12.748,-
'[20:48:09.304]',0.890,0.090,0.595,0.297,2.052,62.179,12.377,-
'[20:48:09.312]',0.440,0.360,0.825,0.297,2.005,61.788,12.436,-
'[20:48:09.320]',0.190,0.525,0.955,0.296,1.960,61.495,12.807,-
'[20:48:09.328]',0.135,0.555,1.000,0.296,1.919,61.104,13.188,-
