'Time','PLETH','II','ABP'
'[00:25:09.552 1]',0.608,0.039,58.438
'[00:25:09.560 1]',0.608,0.039,58.438
'[00:25:09.568 1]',0.616,0.055,58.125
'[00:25:09.576 1]',0.627,0.055,58.125
'[00:25:09.584 1]',0.635,0.055,57.812
'[00:25:09.592 1]',0.635,0.047,58.125
'[00:25:09.600 1]',0.643,0.039,58.438
'[00:25:09.608 1]',0.651,0.031,59.688
'[00:25:09.616 1]',0.651,0.024,61.875
'[00:25:09.624 1]',0.651,0.016,65.625
'[00:25:09.632 1]',0.651,0.008,70.000
'[00:25:09.640 1]',0.659,0.008,75.000
'[00:25:09.648 1]',0.659,0.000,80.000
'[00:25:09.656 1]',0.651,0.008,84.062
'[00:25:09.664 1]',0.651,-0.008,87.500
'[00:25:09.672 1]',0.651,0.008,90.000
'[00:25:09.680 1]',0.643,0.008,92.188
'[00:25:09.688 1]',0.643,0.031,93.438
'[00:25:09.696 1]',0.635,0.024,94.375
'[00:25:09.704 1]',0.635,0.039,94.688
'[00:25:09.712 1]',0.627,0.055,94.688
'[00:25:09.720 1]',0.627,0.079,93.750
'[00:25:09.728 1]',0.616,0.063,92.500
'[00:25:09.736 1]',0.616,0.063,90.938
'[00:25:09.744 1]',0.608,0.047,88.750
'[00:25:09.752 1]',0.608,0.039,86.250
'[00:25:09.760 1]',0.600,0.024,83.125
'[00:25:09.768 1]',0.592,0.024,80.000
'[00:25:09.776 1]',0.592,0.008,76.250
'[00:25:09.784 1]',0.584,0.008,72.812
'[00:25:09.792 1]',0.576,-0.008,70.000
'[00:25:09.800 1]',0.576,0.000,67.500
'[00:25:09.808 1]',0.569,-0.008,65.938
'[00:25:09.816 1]',0.557,0.008,65.000
'[00:25:09.824 1]',0.557,0.008,64.062
'[00:25:09.832 1]',0.549,0.024,63.750
'[00:25:09.840 1]',0.549,0.024,63.125
'[00:25:09.848 1]',0.549,0.008,62.812
'[00:25:09.856 1]',0.549,0.024,62.500
'[00:25:09.864 1]',0.549,0.039,61.875
'[00:25:09.872 1]',0.549,0.087,61.562
'[00:25:09.880 1]',0.549,0.181,61.250
'[00:25:09.888 1]',0.549,0.362,61.250
'[00:25:09.896 1]',0.549,0.417,60.938
'[00:25:09.904 1]',0.557,0.181,60.625
'[00:25:09.912 1]',0.557,-0.063,60.312
'[00:25:09.920 1]',0.569,-0.110,60.000
'[00:25:09.928 1]',0.569,-0.094,59.688
'[00:25:09.936 1]',0.576,-0.047,59.375
'[00:25:09.944 1]',0.584,-0.024,59.375
'[00:25:09.952 1]',0.592,-0.008,59.062
'[00:25:09.960 1]',0.592,-0.031,58.750
'[00:25:09.968 1]',0.600,-0.024,58.438
'[00:25:09.976 1]',0.608,-0.039,58.125
'[00:25:09.984 1]',0.608,-0.031,57.812
'[00:25:09.992 1]',0.616,-0.039,57.812
'[00:25:10.000 1]',0.616,-0.031,57.500
'[00:25:10.008 1]',0.627,-0.016,57.188
'[00:25:10.016 1]',0.627,0.008,56.875
'[00:25:10.024 1]',0.627,0.000,56.562
'[00:25:10.032 1]',0.627,0.016,56.250
'[00:25:10.040 1]',0.627,0.008,55.938
'[00:25:10.048 1]',0.627,0.008,55.625
'[00:25:10.056 1]',0.627,0.031,55.312
'[00:25:10.064 1]',0.616,0.039,55.000
'[00:25:10.072 1]',0.616,0.039,54.688
'[00:25:10.080 1]',0.616,0.024,54.688
'[00:25:10.088 1]',0.608,0.039,54.375
'[00:25:10.096 1]',0.608,0.016,54.062
'[00:25:10.104 1]',0.608,0.031,53.750
'[00:25:10.112 1]',0.600,0.024,53.750
'[00:25:10.120 1]',0.600,0.039,54.062
'[00:25:10.128 1]',0.592,0.031,54.688
'[00:25:10.136 1]',0.592,0.039,56.562
'[00:25:10.144 1]',0.592,0.039,59.375
'[00:25:10.152 1]',0.584,0.055,64.062
'[00:25:10.160 1]',0.584,0.039,70.000
'[00:25:10.168 1]',0.576,0.039,76.562
'[00:25:10.176 1]',0.576,0.024,82.812
'[00:25:10.184 1]',0.569,0.055,88.125
'[00:25:10.192 1]',0.557,0.039,92.500
'[00:25:10.200 1]',0.557,0.055,95.938
'[00:25:10.208 1]',0.549,0.039,98.438
'[00:25:10.216 1]',0.549,0.039,100.625
'[00:25:10.224 1]',0.541,0.047,102.188
'[00:25:10.232 1]',0.533,0.055,103.125
'[00:25:10.240 1]',0.533,0.047,103.750
'[00:25:10.248 1]',0.525,0.039,104.062
'[00:25:10.256 1]',0.518,0.016,103.750
'[00:25:10.264 1]',0.518,0.008,103.125
'[00:25:10.272 1]',0.510,0.024,102.188
'[00:25:10.280 1]',0.510,0.008,100.625
'[00:25:10.288 1]',0.502,0.024,99.062
'[00:25:10.296 1]',0.502,0.008,96.875
'[00:25:10.304 1]',0.502,0.016,94.062
'[00:25:10.312 1]',0.490,-0.008,90.938
'[00:25:10.320 1]',0.490,0.000,87.500
'[00:25:10.328 1]',0.482,-0.016,83.750
'[00:25:10.336 1]',0.482,-0.008,80.000
'[00:25:10.344 1]',0.475,-0.016,76.250
'[00:25:10.352 1]',0.475,0.008,73.438
'[00:25:10.360 1]',0.475,0.008,70.938
'[00:25:10.368 1]',0.467,0.031,69.375
'[00:25:10.376 1]',0.467,0.024,68.125
'[00:25:10.384 1]',0.467,0.039,67.500
'[00:25:10.392 1]',0.467,0.039,67.188
'[00:25:10.400 1]',0.467,0.055,66.562
'[00:25:10.408 1]',0.467,0.039,65.938
'[00:25:10.416 1]',0.467,0.055,65.625
'[00:25:10.424 1]',0.475,0.039,65.000
'[00:25:10.432 1]',0.482,0.039,64.688
'[00:25:10.440 1]',0.482,0.024,64.062
'[00:25:10.448 1]',0.490,0.024,63.750
'[00:25:10.456 1]',0.502,0.008,63.438
'[00:25:10.464 1]',0.510,0.008,62.812
'[00:25:10.472 1]',0.518,0.000,62.500
'[00:25:10.480 1]',0.525,-0.008,61.875
'[00:25:10.488 1]',0.533,0.008,61.250
'[00:25:10.496 1]',0.549,0.000,60.938
'[00:25:10.504 1]',0.557,0.008,60.312
'[00:25:10.512 1]',0.569,0.000,60.000
'[00:25:10.520 1]',0.576,0.016,59.688
'[00:25:10.528 1]',0.584,0.024,59.062
'[00:25:10.536 1]',0.592,0.039,58.750
'[00:25:10.544 1]',0.600,0.039,58.438
'[00:25:10.552 1]',0.608,0.055,58.125
'[00:25:10.560 1]',0.616,0.079,57.812
'[00:25:10.568 1]',0.627,0.205,57.188
'[00:25:10.576 1]',0.627,0.370,56.875
'[00:25:10.584 1]',0.627,0.386,56.562
'[00:25:10.592 1]',0.635,0.110,55.938
'[00:25:10.600 1]',0.635,-0.094,55.625
'[00:25:10.608 1]',0.635,-0.126,55.312
'[00:25:10.616 1]',0.635,-0.087,55.000
'[00:25:10.624 1]',0.635,-0.047,54.688
'[00:25:10.632 1]',0.635,-0.031,54.375
'[00:25:10.640 1]',0.635,-0.024,54.062
'[00:25:10.648 1]',0.627,-0.031,53.750
'[00:25:10.656 1]',0.627,-0.031,53.438
'[00:25:10.664 1]',0.627,-0.031,53.125
'[00:25:10.672 1]',0.616,-0.024,52.812
'[00:25:10.680 1]',0.616,-0.016,52.500
'[00:25:10.688 1]',0.608,-0.016,51.875
'[00:25:10.696 1]',0.608,-0.008,51.562
'[00:25:10.704 1]',0.600,0.008,51.250
'[00:25:10.712 1]',0.592,0.000,50.938
'[00:25:10.720 1]',0.592,0.024,50.625
'[00:25:10.728 1]',0.584,0.039,50.312
'[00:25:10.736 1]',0.576,0.055,50.312
'[00:25:10.744 1]',0.576,0.039,50.000
'[00:25:10.752 1]',0.569,0.039,49.688
'[00:25:10.760 1]',0.557,0.008,49.375
'[00:25:10.768 1]',0.549,0.008,49.375
'[00:25:10.776 1]',0.541,-0.008,49.062
'[00:25:10.784 1]',0.541,0.008,49.062
'[00:25:10.792 1]',0.533,0.000,48.750
'[00:25:10.800 1]',0.525,0.008,48.750
'[00:25:10.808 1]',0.518,0.008,49.062
'[00:25:10.816 1]',0.510,0.024,49.688
'[00:25:10.824 1]',0.502,0.024,50.938
'[00:25:10.832 1]',0.502,0.039,53.750
'[00:25:10.840 1]',0.502,0.039,57.812
'[00:25:10.848 1]',0.490,0.039,63.125
'[00:25:10.856 1]',0.482,0.039,69.375
'[00:25:10.864 1]',0.482,0.039,75.312
'[00:25:10.872 1]',0.475,0.055,80.938
'[00:25:10.880 1]',0.467,0.063,85.625
'[00:25:10.888 1]',0.467,0.063,89.375
'[00:25:10.896 1]',0.459,0.039,92.188
'[00:25:10.904 1]',0.451,0.055,94.688
'[00:25:10.912 1]',0.443,0.039,96.875
'[00:25:10.920 1]',0.443,0.055,98.438
'[00:25:10.928 1]',0.431,0.039,99.688
'[00:25:10.936 1]',0.424,0.047,100.312
'[00:25:10.944 1]',0.416,0.039,100.625
'[00:25:10.952 1]',0.416,0.031,100.625
'[00:25:10.960 1]',0.408,0.016,100.000
'[00:25:10.968 1]',0.400,0.024,99.375
'[00:25:10.976 1]',0.400,0.008,98.125
'[00:25:10.984 1]',0.392,0.016,96.562
'[00:25:10.992 1]',0.384,0.008,94.375
'[00:25:11.000 1]',0.384,0.016,92.188
'[00:25:11.008 1]',0.376,0.008,89.062
'[00:25:11.016 1]',0.365,0.024,85.938
'[00:25:11.024 1]',0.365,0.008,82.188
'[00:25:11.032 1]',0.357,0.008,78.438
'[00:25:11.040 1]',0.357,0.016,74.688
'[00:25:11.048 1]',0.349,0.008,71.250
'[00:25:11.056 1]',0.349,0.016,68.438
'[00:25:11.064 1]',0.341,0.024,66.250
'[00:25:11.072 1]',0.341,0.024,65.000
'[00:25:11.080 1]',0.341,0.047,64.062
'[00:25:11.088 1]',0.341,0.173,63.750
'[00:25:11.096 1]',0.341,0.370,63.125
'[00:25:11.104 1]',0.341,0.417,62.812
'[00:25:11.112 1]',0.349,0.157,62.188
'[00:25:11.120 1]',0.349,-0.055,61.875
'[00:25:11.128 1]',0.357,-0.087,61.250
'[00:25:11.136 1]',0.365,-0.047,60.938
'[00:25:11.144 1]',0.376,-0.024,60.625
'[00:25:11.152 1]',0.384,-0.016,60.000
'[00:25:11.160 1]',0.392,-0.016,59.688
'[00:25:11.168 1]',0.408,-0.008,59.062
'[00:25:11.176 1]',0.416,-0.016,58.750
'[00:25:11.184 1]',0.424,0.008,58.125
'[00:25:11.192 1]',0.443,-0.008,57.812
'[00:25:11.200 1]',0.451,-0.008,57.500
'[00:25:11.208 1]',0.459,-0.008,57.188
'[00:25:11.216 1]',0.475,0.008,56.875
'[00:25:11.224 1]',0.482,-0.016,56.875
'[00:25:11.232 1]',0.490,-0.008,56.562
'[00:25:11.240 1]',0.502,-0.008,56.250
'[00:25:11.248 1]',0.502,0.008,55.938
'[00:25:11.256 1]',0.510,0.008,55.625
'[00:25:11.264 1]',0.518,0.008,55.312
'[00:25:11.272 1]',0.525,0.008,55.000
'[00:25:11.280 1]',0.525,0.024,54.688
'[00:25:11.288 1]',0.533,0.039,54.375
'[00:25:11.296 1]',0.533,0.055,54.062
'[00:25:11.304 1]',0.541,0.055,53.750
'[00:25:11.312 1]',0.541,0.039,53.438
'[00:25:11.320 1]',0.541,0.039,53.438
'[00:25:11.328 1]',0.541,0.031,53.125
'[00:25:11.336 1]',0.541,0.039,52.812
'[00:25:11.344 1]',0.549,0.039,52.812
'[00:25:11.352 1]',0.549,0.039,52.812
'[00:25:11.360 1]',0.541,0.024,53.125
'[00:25:11.368 1]',0.541,0.039,54.062
'[00:25:11.376 1]',0.541,0.008,56.562
'[00:25:11.384 1]',0.541,0.008,60.000
'[00:25:11.392 1]',0.541,-0.008,64.375
'[00:25:11.400 1]',0.541,-0.008,69.375
'[00:25:11.408 1]',0.541,-0.016,74.062
'[00:25:11.416 1]',0.533,-0.008,78.438
'[00:25:11.424 1]',0.533,-0.016,82.188
'[00:25:11.432 1]',0.533,0.008,85.000
'[00:25:11.440 1]',0.525,0.008,87.188
'[00:25:11.448 1]',0.525,0.008,89.062
'[00:25:11.456 1]',0.518,0.016,90.312
'[00:25:11.464 1]',0.518,0.031,90.938
'[00:25:11.472 1]',0.510,0.047,90.938
'[00:25:11.480 1]',0.502,0.039,90.625
'[00:25:11.488 1]',0.502,0.055,90.000
'[00:25:11.496 1]',0.502,0.047,88.750
'[00:25:11.504 1]',0.490,0.055,87.500
'[00:25:11.512 1]',0.490,0.031,85.312
'[00:25:11.520 1]',0.482,0.039,83.125
'[00:25:11.528 1]',0.475,0.024,80.000
'[00:25:11.536 1]',0.475,0.008,76.875
'[00:25:11.544 1]',0.467,-0.008,73.125
'[00:25:11.552 1]',0.459,0.000,69.688
'[00:25:11.560 1]',0.459,-0.008,66.875
'[00:25:11.568 1]',0.451,0.000,64.375
'[00:25:11.576 1]',0.451,-0.016,62.500
'[00:25:11.584 1]',0.443,-0.008,61.250
'[00:25:11.592 1]',0.443,-0.016,60.625
'[00:25:11.600 1]',0.431,0.008,60.000
'[00:25:11.608 1]',0.431,-0.008,59.688
'[00:25:11.616 1]',0.424,0.008,59.062
'[00:25:11.624 1]',0.424,-0.008,58.750
'[00:25:11.632 1]',0.424,0.000,58.125
'[00:25:11.640 1]',0.424,0.008,57.812
'[00:25:11.648 1]',0.424,0.024,57.500
'[00:25:11.656 1]',0.431,0.024,57.188
'[00:25:11.664 1]',0.431,0.024,57.188
'[00:25:11.672 1]',0.431,0.039,56.875
'[00:25:11.680 1]',0.443,0.047,56.562
'[00:25:11.688 1]',0.443,0.055,56.250
'[00:25:11.696 1]',0.451,0.055,55.938
'[00:25:11.704 1]',0.459,0.031,55.625
'[00:25:11.712 1]',0.467,0.016,55.625
'[00:25:11.720 1]',0.467,0.024,55.312
'[00:25:11.728 1]',0.475,0.008,55.000
'[00:25:11.736 1]',0.482,0.008,54.688
'[00:25:11.744 1]',0.482,0.055,54.688
'[00:25:11.752 1]',0.490,0.244,54.375
'[00:25:11.760 1]',0.502,0.370,54.062
'[00:25:11.768 1]',0.502,0.236,54.062
'[00:25:11.776 1]',0.502,0.008,53.750
'[00:25:11.784 1]',0.502,-0.118,53.750
'[00:25:11.792 1]',0.502,-0.126,53.438
'[00:25:11.800 1]',0.502,-0.063,53.125
'[00:25:11.808 1]',0.502,-0.047,52.812
'[00:25:11.816 1]',0.502,-0.024,52.500
'[00:25:11.824 1]',0.502,-0.016,52.188
'[00:25:11.832 1]',0.502,-0.024,51.875
'[00:25:11.840 1]',0.490,-0.024,51.562
'[00:25:11.848 1]',0.490,0.000,51.250
'[00:25:11.856 1]',0.490,0.008,50.938
'[00:25:11.864 1]',0.482,-0.008,50.625
'[00:25:11.872 1]',0.482,0.000,50.625
'[00:25:11.880 1]',0.475,0.016,50.625
'[00:25:11.888 1]',0.475,0.024,50.312
'[00:25:11.896 1]',0.475,0.016,50.312
'[00:25:11.904 1]',0.467,0.039,50.000
'[00:25:11.912 1]',0.467,0.008,49.688
'[00:25:11.920 1]',0.459,0.016,49.375
'[00:25:11.928 1]',0.459,0.000,49.062
'[00:25:11.936 1]',0.451,0.008,48.750
'[00:25:11.944 1]',0.451,-0.016,48.438
'[00:25:11.952 1]',0.443,0.008,48.125
'[00:25:11.960 1]',0.443,0.000,47.812
'[00:25:11.968 1]',0.431,0.008,47.812
'[00:25:11.976 1]',0.424,0.000,47.500
'[00:25:11.984 1]',0.424,0.031,47.188
'[00:25:11.992 1]',0.416,0.024,46.875
'[00:25:12.000 1]',0.408,0.055,47.188
'[00:25:12.008 1]',0.408,0.055,47.500
'[00:25:12.016 1]',0.400,0.047,49.062
'[00:25:12.024 1]',0.400,0.039,51.875
'[00:25:12.032 1]',0.392,0.039,56.250
'[00:25:12.040 1]',0.392,0.024,61.875
'[00:25:12.048 1]',0.384,0.039,67.812
'[00:25:12.056 1]',0.384,0.047,73.750
'[00:25:12.064 1]',0.376,0.039,79.062
'[00:25:12.072 1]',0.365,0.031,83.438
'[00:25:12.080 1]',0.365,0.047,86.875
'[00:25:12.088 1]',0.365,0.055,89.688
'[00:25:12.096 1]',0.357,0.039,91.562
'[00:25:12.104 1]',0.357,0.055,93.438
'[00:25:12.112 1]',0.349,0.039,94.375
'[00:25:12.120 1]',0.349,0.039,95.000
'[00:25:12.128 1]',0.341,0.024,95.000
'[00:25:12.136 1]',0.333,0.024,94.688
'[00:25:12.144 1]',0.333,0.024,94.062
'[00:25:12.152 1]',0.325,0.031,93.438
'[00:25:12.160 1]',0.325,0.024,92.500
'[00:25:12.168 1]',0.318,0.024,91.250
'[00:25:12.176 1]',0.318,-0.008,89.375
'[00:25:12.184 1]',0.306,0.000,87.188
'[00:25:12.192 1]',0.306,-0.008,84.688
'[00:25:12.200 1]',0.298,0.000,81.875
'[00:25:12.208 1]',0.298,-0.016,78.438
'[00:25:12.216 1]',0.298,-0.016,75.000
'[00:25:12.224 1]',0.298,-0.024,71.562
'[00:25:12.232 1]',0.298,-0.008,68.438
'[00:25:12.240 1]',0.298,-0.008,65.938
'[00:25:12.248 1]',0.298,0.008,64.375
'[00:25:12.256 1]',0.298,0.008,63.125
'[00:25:12.264 1]',0.306,0.031,62.500
'[00:25:12.272 1]',0.306,0.039,62.188
'[00:25:12.280 1]',0.318,0.055,61.875
'[00:25:12.288 1]',0.318,0.039,61.562
'[00:25:12.296 1]',0.325,0.031,60.938
'[00:25:12.304 1]',0.333,0.024,60.625
'[00:25:12.312 1]',0.341,0.024,60.312
'[00:25:12.320 1]',0.357,0.039,60.000
'[00:25:12.328 1]',0.365,0.008,59.688
'[00:25:12.336 1]',0.376,0.008,59.375
'[00:25:12.344 1]',0.392,-0.016,59.062
'[00:25:12.352 1]',0.400,0.008,58.750
'[00:25:12.360 1]',0.416,0.079,58.438
'[00:25:12.368 1]',0.424,0.268,57.812
'[00:25:12.376 1]',0.431,0.346,57.500
'[00:25:12.384 1]',0.451,0.181,57.188
'[00:25:12.392 1]',0.459,-0.063,57.188
'[00:25:12.400 1]',0.467,-0.142,56.875
'[00:25:12.408 1]',0.475,-0.118,56.875
'[00:25:12.416 1]',0.482,-0.055,56.562
'[00:25:12.424 1]',0.490,-0.039,56.562
'[00:25:12.432 1]',0.490,-0.016,56.250
'[00:25:12.440 1]',0.502,-0.016,55.938
'[00:25:12.448 1]',0.502,0.000,55.625
'[00:25:12.456 1]',0.502,0.008,55.625
'[00:25:12.464 1]',0.502,0.016,55.312
'[00:25:12.472 1]',0.502,0.000,54.688
'[00:25:12.480 1]',0.502,0.008,54.375
'[00:25:12.488 1]',0.510,0.008,54.062
'[00:25:12.496 1]',0.510,-0.016,53.750
'[00:25:12.504 1]',0.510,-0.016,53.750
'[00:25:12.512 1]',0.510,-0.031,53.438
'[00:25:12.520 1]',0.510,-0.016,53.125
'[00:25:12.528 1]',0.510,-0.031,52.812
'[00:25:12.536 1]',0.510,-0.016,52.500
'[00:25:12.544 1]',0.510,-0.031,52.500
'[00:25:12.552 1]',0.502,-0.016,52.188
'[00:25:12.560 1]',0.502,-0.024,51.875
'[00:25:12.568 1]',0.502,-0.016,51.562
'[00:25:12.576 1]',0.502,-0.024,51.250
'[00:25:12.584 1]',0.502,-0.008,51.250
'[00:25:12.592 1]',0.502,0.000,50.938
'[00:25:12.600 1]',0.502,0.024,50.625
'[00:25:12.608 1]',0.490,0.024,50.625
'[00:25:12.616 1]',0.490,0.055,50.938
'[00:25:12.624 1]',0.490,0.047,51.250
'[00:25:12.632 1]',0.482,0.079,52.500
'[00:25:12.640 1]',0.482,0.079,55.000
'[00:25:12.648 1]',0.475,0.094,58.750
'[00:25:12.656 1]',0.475,0.063,63.438
'[00:25:12.664 1]',0.467,0.039,69.062
'[00:25:12.672 1]',0.459,0.016,74.375
'[00:25:12.680 1]',0.459,0.008,79.375
'[00:25:12.688 1]',0.451,-0.008,83.750
'[00:25:12.696 1]',0.451,-0.008,86.875
'[00:25:12.704 1]',0.443,-0.016,89.375
'[00:25:12.712 1]',0.443,-0.024,91.562
'[00:25:12.720 1]',0.431,-0.016,93.125
'[00:25:12.728 1]',0.424,-0.031,94.062
'[00:25:12.736 1]',0.424,-0.016,95.000
'[00:25:12.744 1]',0.416,-0.016,95.625
'[00:25:12.752 1]',0.416,0.000,95.625
'[00:25:12.760 1]',0.408,-0.008,95.625
'[00:25:12.768 1]',0.400,0.008,95.000
'[00:25:12.776 1]',0.400,0.008,94.375
'[00:25:12.784 1]',0.392,0.031,93.125
'[00:25:12.792 1]',0.392,0.024,91.562
'[00:25:12.800 1]',0.384,0.039,89.688
'[00:25:12.808 1]',0.384,0.055,87.188
'[00:25:12.816 1]',0.376,0.055,84.375
'[00:25:12.824 1]',0.376,0.039,81.250
'[00:25:12.832 1]',0.365,0.031,77.812
'[00:25:12.840 1]',0.365,0.008,74.375
'[00:25:12.848 1]',0.365,0.008,71.250
'[00:25:12.856 1]',0.357,-0.008,68.750
'[00:25:12.864 1]',0.357,0.000,66.875
'[00:25:12.872 1]',0.357,0.024,65.625
'[00:25:12.880 1]',0.349,0.181,64.688
'[00:25:12.888 1]',0.349,0.362,64.062
'[00:25:12.896 1]',0.349,0.268,63.750
'[00:25:12.904 1]',0.349,0.008,63.125
'[00:25:12.912 1]',0.357,-0.142,62.500
'[00:25:12.920 1]',0.357,-0.150,62.188
'[00:25:12.928 1]',0.357,-0.102,61.562
'[00:25:12.936 1]',0.365,-0.055,61.250
'[00:25:12.944 1]',0.376,-0.039,60.938
'[00:25:12.952 1]',0.384,-0.031,60.312
'[00:25:12.960 1]',0.392,-0.039,60.000
'[00:25:12.968 1]',0.400,-0.008,59.688
'[00:25:12.976 1]',0.408,-0.016,59.375
'[00:25:12.984 1]',0.416,0.008,59.062
'[00:25:12.992 1]',0.431,-0.008,58.750
'[00:25:13.000 1]',0.443,0.000,58.438
'[00:25:13.008 1]',0.451,-0.008,58.438
'[00:25:13.016 1]',0.459,-0.008,58.125
'[00:25:13.024 1]',0.475,-0.024,57.812
'[00:25:13.032 1]',0.482,-0.016,57.500
'[00:25:13.040 1]',0.490,-0.016,57.500
'[00:25:13.048 1]',0.502,-0.016,57.188
'[00:25:13.056 1]',0.502,-0.031,56.875
'[00:25:13.064 1]',0.502,-0.024,56.562
'[00:25:13.072 1]',0.510,-0.031,56.250
'[00:25:13.080 1]',0.518,-0.016,55.938
'[00:25:13.088 1]',0.518,-0.016,55.625
'[00:25:13.096 1]',0.518,-0.008,55.312
'[00:25:13.104 1]',0.525,0.000,55.000
'[00:25:13.112 1]',0.525,0.008,54.688
'[00:25:13.120 1]',0.525,0.024,54.375
'[00:25:13.128 1]',0.533,0.016,54.062
'[00:25:13.136 1]',0.533,0.039,54.375
'[00:25:13.144 1]',0.533,0.008,55.000
'[00:25:13.152 1]',0.533,0.024,56.562
'[00:25:13.160 1]',0.533,0.039,59.062
'[00:25:13.168 1]',0.533,0.055,62.812
'[00:25:13.176 1]',0.533,0.039,67.812
'[00:25:13.184 1]',0.533,0.039,73.125
'[00:25:13.192 1]',0.525,0.024,78.438
'[00:25:13.200 1]',0.525,0.031,83.438
'[00:25:13.208 1]',0.525,0.008,87.188
'[00:25:13.216 1]',0.525,0.008,90.312
'[00:25:13.224 1]',0.518,-0.008,92.812
'[00:25:13.232 1]',0.518,0.000,94.375
'[00:25:13.240 1]',0.518,-0.008,95.625
'[00:25:13.248 1]',0.510,0.008,96.562
'[00:25:13.256 1]',0.510,-0.008,96.875
'[00:25:13.264 1]',0.510,0.008,97.188
'[00:25:13.272 1]',0.502,0.008,96.875
'[00:25:13.280 1]',0.502,0.024,96.562
'[00:25:13.288 1]',0.502,0.008,95.938
'[00:25:13.296 1]',0.502,0.008,94.688
'[00:25:13.304 1]',0.490,-0.016,93.125
'[00:25:13.312 1]',0.490,0.000,91.250
'[00:25:13.320 1]',0.482,0.008,88.750
'[00:25:13.328 1]',0.475,0.016,85.625
'[00:25:13.336 1]',0.475,0.008,82.500
'[00:25:13.344 1]',0.467,0.008,79.062
'[00:25:13.352 1]',0.467,0.016,75.625
'[00:25:13.360 1]',0.467,0.008,72.500
'[00:25:13.368 1]',0.459,0.008,70.000
'[00:25:13.376 1]',0.459,-0.008,68.125
'[00:25:13.384 1]',0.459,0.000,66.875
'[00:25:13.392 1]',0.459,-0.016,65.938
'[00:25:13.400 1]',0.459,-0.016,65.312
'[00:25:13.408 1]',0.459,-0.016,64.688
'[00:25:13.416 1]',0.459,-0.016,64.062
'[00:25:13.424 1]',0.459,-0.016,63.750
'[00:25:13.432 1]',0.459,-0.008,63.125
'[00:25:13.440 1]',0.467,-0.016,62.812
'[00:25:13.448 1]',0.475,0.000,62.500
'[00:25:13.456 1]',0.475,0.008,61.875
'[00:25:13.464 1]',0.482,0.008,61.562
'[00:25:13.472 1]',0.490,0.000,61.250
'[00:25:13.480 1]',0.502,0.016,60.938
'[00:25:13.488 1]',0.502,0.008,60.625
'[00:25:13.496 1]',0.518,0.008,60.312
'[00:25:13.504 1]',0.525,0.000,60.000
'[00:25:13.512 1]',0.533,0.024,59.688
'[00:25:13.520 1]',0.541,0.063,59.688
'[00:25:13.528 1]',0.549,0.236,59.375
'[00:25:13.536 1]',0.557,0.370,59.062
'[00:25:13.544 1]',0.569,0.244,59.062
'[00:25:13.552 1]',0.576,0.008,58.750
'[00:25:13.560 1]',0.576,-0.134,58.438
'[00:25:13.568 1]',0.584,-0.134,58.125
'[00:25:13.576 1]',0.592,-0.087,57.500
'[00:25:13.584 1]',0.592,-0.055,57.188
'[00:25:13.592 1]',0.592,-0.047,56.875
'[00:25:13.600 1]',0.600,-0.031,56.562
'[00:25:13.608 1]',0.600,-0.039,56.250
'[00:25:13.616 1]',0.600,-0.016,55.938
'[00:25:13.624 1]',0.600,-0.031,55.625
'[00:25:13.632 1]',0.600,-0.016,55.312
'[00:25:13.640 1]',0.600,-0.016,55.000
'[00:25:13.648 1]',0.600,0.000,54.688
'[00:25:13.656 1]',0.592,0.008,54.375
'[00:25:13.664 1]',0.592,0.031,54.062
'[00:25:13.672 1]',0.592,0.008,53.750
'[00:25:13.680 1]',0.592,0.000,53.750
'[00:25:13.688 1]',0.584,-0.016,53.438
'[00:25:13.696 1]',0.584,-0.024,53.438
'[00:25:13.704 1]',0.584,-0.016,53.125
'[00:25:13.712 1]',0.576,-0.016,53.125
'[00:25:13.720 1]',0.576,-0.008,52.812
'[00:25:13.728 1]',0.569,-0.016,52.812
'[00:25:13.736 1]',0.569,0.000,52.500
'[00:25:13.744 1]',0.557,-0.008,52.188
'[00:25:13.752 1]',0.557,0.008,51.875
'[00:25:13.760 1]',0.549,0.008,51.562
'[00:25:13.768 1]',0.549,0.024,51.562
'[00:25:13.776 1]',0.541,0.039,51.562
'[00:25:13.784 1]',0.541,0.055,52.500
'[00:25:13.792 1]',0.533,0.039,54.062
'[00:25:13.800 1]',0.533,0.055,57.188
'[00:25:13.808 1]',0.525,0.055,61.562
'[00:25:13.816 1]',0.525,0.063,66.875
'[00:25:13.824 1]',0.518,0.055,72.812
'[00:25:13.832 1]',0.510,0.063,78.438
'[00:25:13.840 1]',0.510,0.039,83.438
'[00:25:13.848 1]',0.502,0.016,87.500
'[00:25:13.856 1]',0.502,0.008,90.938
'[00:25:13.864 1]',0.502,0.008,93.438
'[00:25:13.872 1]',0.490,-0.008,95.625
'[00:25:13.880 1]',0.490,0.008,97.188
'[00:25:13.888 1]',0.482,-0.008,98.438
'[00:25:13.896 1]',0.475,0.000,99.375
'[00:25:13.904 1]',0.475,0.008,99.688
'[00:25:13.912 1]',0.467,0.000,99.688
'[00:25:13.920 1]',0.459,0.016,99.688
'[00:25:13.928 1]',0.459,0.063,99.062
'[00:25:13.936 1]',0.451,0.228,98.438
'[00:25:13.944 1]',0.451,0.417,97.188
'[00:25:13.952 1]',0.443,0.244,95.625
'[00:25:13.960 1]',0.431,0.008,93.438
