'Time','II','III','MCL','RESP','PLETH','ABP'
'[11:13:04.544]',-0.146,0.240,1.015,0.369,1.221,119.219
'[11:13:04.552]',-0.146,0.250,1.000,0.371,1.206,132.524
'[11:13:04.560]',-0.140,0.270,0.995,0.373,1.195,144.305
'[11:13:04.568]',-0.115,0.290,0.985,0.376,1.186,153.331
'[11:13:04.576]',-0.095,0.305,0.985,0.377,1.180,158.489
'[11:13:04.584]',-0.070,0.320,0.980,0.379,1.177,159.720
'[11:13:04.592]',-0.050,0.320,0.985,0.380,1.175,157.434
'[11:13:04.600]',-0.041,0.320,0.980,0.381,1.175,152.276
'[11:13:04.608]',-0.030,0.320,0.980,0.381,1.177,145.419
'[11:13:04.616]',-0.021,0.310,0.975,0.382,1.182,137.799
'[11:13:04.624]',-0.015,0.300,0.975,0.381,1.189,130.062
'[11:13:04.632]',-0.015,0.295,0.975,0.381,1.198,122.618
'[11:13:04.640]',-0.010,0.285,0.970,0.381,1.211,115.702
'[11:13:04.648]',-0.015,0.290,0.975,0.380,1.227,109.430
'[11:13:04.656]',-0.015,0.275,0.970,0.380,1.243,103.921
'[11:13:04.664]',-0.015,0.280,0.970,0.380,1.260,99.173
'[11:13:04.672]',-0.015,0.270,0.960,0.379,1.277,95.246
'[11:13:04.680]',-0.021,0.275,0.960,0.379,1.291,92.022
'[11:13:04.688]',-0.025,0.270,0.960,0.379,1.306,89.619
'[11:13:04.696]',-0.030,0.270,0.960,0.378,1.322,87.685
'[11:13:04.704]',-0.035,0.260,0.955,0.378,1.335,86.278
'[11:13:04.712]',-0.041,0.260,0.950,0.378,1.347,85.223
'[11:13:04.720]',-0.045,0.255,0.950,0.377,1.357,84.461
'[11:13:04.728]',-0.050,0.255,0.950,0.377,1.364,83.934
'[11:13:04.736]',-0.055,0.260,0.950,0.377,1.368,83.406
'[11:13:04.744]',-0.055,0.255,0.950,0.377,1.367,82.937
'[11:13:04.752]',-0.065,0.255,0.950,0.376,1.360,82.644
'[11:13:04.760]',-0.065,0.255,0.950,0.376,1.351,82.644
'[11:13:04.768]',-0.065,0.260,0.950,0.376,1.345,83.230
'[11:13:04.776]',-0.075,0.260,0.950,0.376,1.345,84.285
'[11:13:04.784]',-0.075,0.260,0.950,0.377,1.360,86.044
'[11:13:04.792]',-0.075,0.260,0.955,0.377,1.404,88.388
'[11:13:04.800]',-0.075,0.265,0.955,0.377,1.488,91.084
'[11:13:04.808]',-0.075,0.260,0.955,0.377,1.619,94.132
'[11:13:04.816]',-0.075,0.265,0.955,0.376,1.796,97.297
'[11:13:04.824]',-0.070,0.265,0.960,0.376,2.004,100.404
'[11:13:04.832]',-0.065,0.270,0.960,0.375,2.221,103.334
'[11:13:04.840]',-0.070,0.265,0.960,0.375,2.422,105.913
'[11:13:04.848]',-0.070,0.270,0.960,0.374,2.588,107.906
'[11:13:04.856]',-0.070,0.265,0.960,0.374,2.703,109.313
'[11:13:04.864]',-0.065,0.270,0.955,0.372,2.761,109.899
'[11:13:04.872]',-0.045,0.265,0.970,0.370,2.766,109.841
'[11:13:04.880]',-0.010,0.290,0.995,0.368,2.734,109.079
'[11:13:04.888]',0.010,0.300,1.010,0.366,2.674,107.672
'[11:13:04.896]',0.020,0.300,1.020,0.363,2.585,105.855
'[11:13:04.904]',0.020,0.310,1.020,0.361,2.480,103.686
'[11:13:04.912]',0.004,0.320,1.025,0.358,2.368,101.283
'[11:13:04.920]',-0.015,0.295,0.980,0.355,2.252,98.821
'[11:13:04.928]',-0.015,0.285,0.965,0.352,2.138,96.242
'[11:13:04.936]',-0.041,0.270,0.945,0.348,2.027,93.722
'[11:13:04.944]',-0.045,0.280,0.945,0.344,1.924,91.377
'[11:13:04.952]',-0.061,0.265,0.935,0.339,1.829,89.092
'[11:13:04.960]',-0.070,0.260,0.940,0.334,1.746,86.981
'[11:13:04.968]',-0.075,0.260,0.935,0.330,1.673,85.106
'[11:13:04.976]',-0.075,0.260,0.940,0.325,1.616,83.347
'[11:13:04.984]',-0.075,0.260,0.945,0.320,1.572,81.882
'[11:13:04.992]',-0.070,0.260,0.945,0.316,1.532,80.534
'[11:13:05.000]',-0.070,0.265,0.940,0.312,1.497,79.362
'[11:13:05.008]',-0.035,0.240,0.930,0.308,1.468,78.307
'[11:13:05.016]',0.130,0.345,1.055,0.304,1.445,77.428
'[11:13:05.024]',0.480,0.715,1.105,0.301,1.426,76.607
'[11:13:05.032]',1.025,1.336,1.175,0.298,1.413,75.904
'[11:13:05.040]',1.175,1.501,1.195,0.296,1.405,75.376
'[11:13:05.048]',0.004,0.976,0.745,0.293,1.406,74.907
'[11:13:05.056]',-0.296,0.565,0.655,0.291,1.417,74.556
'[11:13:05.064]',-0.225,0.350,0.825,0.290,1.440,74.263
'[11:13:05.072]',-0.155,0.230,0.915,0.288,1.472,74.028
'[11:13:05.080]',-0.100,0.205,0.965,0.287,1.506,73.969
'[11:13:05.088]',-0.090,0.185,0.980,0.286,1.543,73.969
'[11:13:05.096]',-0.086,0.180,0.985,0.285,1.591,74.028
'[11:13:05.104]',-0.075,0.175,0.985,0.284,1.645,74.145
'[11:13:05.112]',-0.065,0.180,0.990,0.283,1.699,74.380
'[11:13:05.120]',-0.055,0.185,0.995,0.283,1.749,74.673
'[11:13:05.128]',-0.055,0.190,0.995,0.283,1.790,75.083
'[11:13:05.136]',-0.045,0.200,1.000,0.283,1.818,75.552
'[11:13:05.144]',-0.041,0.200,1.000,0.284,1.833,76.021
'[11:13:05.152]',-0.035,0.205,1.010,0.284,1.835,76.607
'[11:13:05.160]',-0.030,0.215,1.010,0.285,1.824,77.193
'[11:13:05.168]',-0.030,0.215,1.015,0.285,1.804,77.662
'[11:13:05.176]',-0.030,0.225,1.020,0.285,1.778,78.131
'[11:13:05.184]',-0.025,0.240,1.020,0.284,1.749,78.541
'[11:13:05.192]',-0.021,0.240,1.025,0.284,1.710,78.893
'[11:13:05.200]',-0.015,0.245,1.035,0.283,1.665,79.186
'[11:13:05.208]',-0.010,0.250,1.035,0.282,1.616,79.420
'[11:13:05.216]',-0.010,0.260,1.040,0.281,1.565,79.538
'[11:13:05.224]',-0.010,0.255,1.040,0.280,1.515,79.596
'[11:13:05.232]',-0.010,0.265,1.045,0.278,1.468,79.479
'[11:13:05.240]',-0.005,0.270,1.045,0.277,1.422,79.245
'[11:13:05.248]',-0.010,0.275,1.050,0.275,1.378,78.776
'[11:13:05.256]',-0.015,0.275,1.060,0.273,1.336,78.248
'[11:13:05.264]',-0.025,0.285,1.065,0.271,1.297,77.662
'[11:13:05.272]',-0.030,0.275,1.065,0.269,1.268,77.310
'[11:13:05.280]',-0.045,0.275,1.070,0.267,1.243,77.662
'[11:13:05.288]',-0.061,0.270,1.065,0.265,1.218,79.596
'[11:13:05.296]',-0.081,0.270,1.060,0.263,1.195,84.285
'[11:13:05.304]',-0.100,0.255,1.055,0.261,1.174,92.198
'[11:13:05.312]',-0.120,0.250,1.045,0.259,1.155,103.159
'[11:13:05.320]',-0.130,0.255,1.045,0.257,1.139,116.229
'[11:13:05.328]',-0.135,0.260,1.035,0.254,1.125,129.886
'[11:13:05.336]',-0.130,0.270,1.020,0.252,1.114,142.371
'[11:13:05.344]',-0.115,0.295,1.020,0.250,1.107,152.159
'[11:13:05.352]',-0.090,0.315,1.015,0.248,1.101,158.489
'[11:13:05.360]',-0.065,0.330,1.005,0.246,1.097,160.892
'[11:13:05.368]',-0.050,0.340,1.005,0.244,1.093,159.486
'[11:13:05.376]',-0.030,0.340,1.000,0.242,1.093,155.207
'[11:13:05.384]',-0.015,0.330,0.995,0.240,1.096,148.877
'[11:13:05.392]',-0.005,0.320,0.990,0.239,1.101,141.433
'[11:13:05.400]',-0.000,0.315,0.990,0.238,1.108,133.755
'[11:13:05.408]',0.004,0.300,0.985,0.237,1.117,126.194
'[11:13:05.416]',-0.000,0.295,0.980,0.235,1.130,119.160
'[11:13:05.424]',-0.010,0.280,0.975,0.234,1.144,112.771
'[11:13:05.432]',-0.005,0.280,0.975,0.233,1.156,107.262
'[11:13:05.440]',-0.010,0.275,0.975,0.232,1.169,102.514
'[11:13:05.448]',-0.010,0.275,0.975,0.232,1.182,98.528
'[11:13:05.456]',-0.010,0.270,0.970,0.232,1.195,95.422
'[11:13:05.464]',-0.021,0.270,0.965,0.232,1.208,93.077
'[11:13:05.472]',-0.025,0.265,0.960,0.233,1.223,91.260
'[11:13:05.480]',-0.025,0.260,0.960,0.234,1.237,90.088
'[11:13:05.488]',-0.025,0.255,0.960,0.235,1.248,89.385
'[11:13:05.496]',-0.035,0.255,0.960,0.236,1.259,88.974
'[11:13:05.504]',-0.045,0.255,0.960,0.238,1.268,88.681
'[11:13:05.512]',-0.045,0.255,0.950,0.239,1.272,88.505
'[11:13:05.520]',-0.041,0.255,0.955,0.241,1.269,88.154
'[11:13:05.528]',-0.045,0.255,0.955,0.243,1.260,87.861
'[11:13:05.536]',-0.050,0.255,0.960,0.244,1.246,87.626
'[11:13:05.544]',-0.050,0.250,0.950,0.246,1.233,87.568
'[11:13:05.552]',-0.050,0.245,0.950,0.248,1.228,87.978
'[11:13:05.560]',-0.050,0.250,0.950,0.250,1.243,88.857
'[11:13:05.568]',-0.061,0.250,0.950,0.252,1.293,90.264
'[11:13:05.576]',-0.061,0.245,0.950,0.253,1.366,92.139
'[11:13:05.584]',-0.055,0.255,0.955,0.254,1.550,94.308
'[11:13:05.592]',-0.061,0.250,0.960,0.256,1.730,96.711
'[11:13:05.600]',-0.061,0.255,0.955,0.256,1.940,99.290
'[11:13:05.608]',-0.061,0.260,0.955,0.257,2.278,101.811
'[11:13:05.616]',-0.061,0.260,0.960,0.258,2.482,103.979
'[11:13:05.624]',-0.061,0.260,0.960,0.258,2.632,105.855
'[11:13:05.632]',-0.061,0.260,0.960,0.259,2.722,107.262
'[11:13:05.640]',-0.050,0.255,0.960,0.259,2.756,107.965
'[11:13:05.648]',-0.025,0.270,0.980,0.260,2.738,108.141
'[11:13:05.656]',0.004,0.290,1.005,0.260,2.680,107.672
'[11:13:05.664]',0.020,0.295,1.015,0.259,2.607,106.675
'[11:13:05.672]',0.024,0.295,1.020,0.259,2.522,105.210
'[11:13:05.680]',0.030,0.320,1.030,0.258,2.420,103.452
'[11:13:05.688]',0.004,0.310,1.010,0.258,2.312,101.342
'[11:13:05.696]',-0.005,0.295,0.980,0.256,2.203,99.173
'[11:13:05.704]',-0.010,0.270,0.965,0.255,2.097,96.887
'[11:13:05.712]',-0.025,0.270,0.950,0.254,1.998,94.601
'[11:13:05.720]',-0.035,0.275,0.945,0.252,1.908,92.374
'[11:13:05.728]',-0.061,0.260,0.945,0.251,1.828,90.264
'[11:13:05.736]',-0.065,0.260,0.950,0.249,1.760,88.212
'[11:13:05.744]',-0.075,0.260,0.950,0.247,1.702,86.395
'[11:13:05.752]',-0.075,0.255,0.950,0.246,1.655,84.754
'[11:13:05.760]',-0.070,0.260,0.950,0.244,1.619,83.230
'[11:13:05.768]',-0.070,0.255,0.955,0.242,1.594,81.882
'[11:13:05.776]',-0.075,0.245,0.940,0.240,1.579,80.651
'[11:13:05.784]',-0.015,0.235,0.980,0.238,1.566,79.596
'[11:13:05.792]',0.185,0.385,1.085,0.237,1.554,78.600
'[11:13:05.800]',0.575,0.790,1.155,0.236,1.540,77.662
'[11:13:05.808]',1.140,1.466,1.275,0.235,1.531,76.841
'[11:13:05.816]',1.160,1.501,1.130,0.234,1.526,76.197
'[11:13:05.824]',-0.035,0.956,0.785,0.233,1.530,75.552
'[11:13:05.832]',-0.271,0.560,0.705,0.232,1.544,75.024
'[11:13:05.840]',-0.220,0.325,0.850,0.232,1.567,74.614
'[11:13:05.848]',-0.155,0.220,0.925,0.231,1.598,74.321
'[11:13:05.856]',-0.120,0.180,0.960,0.231,1.630,74.087
'[11:13:05.864]',-0.106,0.170,0.975,0.231,1.665,73.911
'[11:13:05.872]',-0.106,0.160,0.975,0.231,1.704,73.852
'[11:13:05.880]',-0.100,0.170,0.980,0.231,1.743,73.911
'[11:13:05.888]',-0.090,0.170,0.975,0.231,1.779,73.969
'[11:13:05.896]',-0.090,0.175,0.980,0.231,1.810,74.145
'[11:13:05.904]',-0.090,0.175,0.985,0.231,1.834,74.497
'[11:13:05.912]',-0.075,0.180,0.990,0.231,1.847,74.790
'[11:13:05.920]',-0.070,0.185,0.995,0.231,1.848,75.259
'[11:13:05.928]',-0.065,0.195,0.990,0.231,1.839,75.611
'[11:13:05.936]',-0.070,0.190,1.000,0.231,1.818,76.021
'[11:13:05.944]',-0.061,0.200,1.005,0.232,1.790,76.431
'[11:13:05.952]',-0.050,0.200,1.010,0.232,1.755,76.783
'[11:13:05.960]',-0.041,0.215,1.015,0.232,1.720,77.135
'[11:13:05.968]',-0.030,0.220,1.020,0.232,1.686,77.369
'[11:13:05.976]',-0.025,0.225,1.020,0.233,1.647,77.545
'[11:13:05.984]',-0.025,0.235,1.020,0.234,1.605,77.662
'[11:13:05.992]',-0.021,0.245,1.035,0.235,1.563,77.721
'[11:13:06.000]',-0.025,0.245,1.045,0.237,1.522,77.662
'[11:13:06.008]',-0.015,0.255,1.045,0.239,1.483,77.428
'[11:13:06.016]',-0.010,0.260,1.045,0.241,1.426,77.135
'[11:13:06.024]',-0.010,0.265,1.055,0.242,1.391,76.666
'[11:13:06.032]',-0.010,0.270,1.065,0.244,1.359,76.138
'[11:13:06.040]',-0.021,0.270,1.070,0.245,1.303,75.611
'[11:13:06.048]',-0.025,0.270,1.075,0.247,1.283,75.259
'[11:13:06.056]',-0.045,0.265,1.075,0.249,1.267,75.435
'[11:13:06.064]',-0.061,0.265,1.075,0.252,1.240,76.959
'[11:13:06.072]',-0.081,0.255,1.070,0.255,1.226,81.120
'[11:13:06.080]',-0.095,0.255,1.065,0.258,1.212,88.505
'[11:13:06.088]',-0.115,0.250,1.050,0.261,1.199,99.173
'[11:13:06.096]',-0.120,0.255,1.045,0.265,1.190,112.068
'[11:13:06.104]',-0.120,0.260,1.030,0.268,1.184,125.783
'[11:13:06.112]',-0.120,0.280,1.020,0.271,1.180,138.795
'[11:13:06.120]',-0.100,0.295,1.020,0.274,1.179,149.639
'[11:13:06.128]',-0.081,0.320,1.015,0.276,1.182,156.907
'[11:13:06.136]',-0.055,0.325,1.005,0.278,1.187,160.248
'[11:13:06.144]',-0.035,0.335,1.010,0.280,1.194,159.603
'[11:13:06.152]',-0.025,0.325,1.000,0.282,1.200,155.617
'[11:13:06.160]',-0.010,0.320,0.995,0.284,1.209,149.346
'[11:13:06.168]',-0.005,0.315,0.990,0.286,1.220,141.726
'[11:13:06.176]',-0.000,0.300,0.990,0.288,1.232,133.755
'[11:13:06.184]',-0.000,0.295,0.985,0.290,1.244,125.783
'[11:13:06.192]',-0.000,0.285,0.985,0.291,1.259,118.398
'[11:13:06.200]',-0.000,0.275,0.975,0.292,1.273,111.716
'[11:13:06.208]',-0.000,0.270,0.975,0.293,1.287,105.796
'[11:13:06.216]',-0.000,0.270,0.975,0.294,1.301,100.756
'[11:13:06.224]',-0.010,0.260,0.970,0.295,1.313,96.535
'[11:13:06.232]',-0.010,0.265,0.965,0.295,1.324,93.136
'[11:13:06.240]',-0.010,0.260,0.965,0.296,1.333,90.440
'[11:13:06.248]',-0.021,0.255,0.970,0.298,1.341,88.505
'[11:13:06.256]',-0.025,0.255,0.960,0.299,1.345,87.099
'[11:13:06.264]',-0.025,0.255,0.960,0.300,1.345,86.220
'[11:13:06.272]',-0.025,0.255,0.955,0.302,1.339,85.692
'[11:13:06.280]',-0.035,0.250,0.955,0.303,1.328,85.340
'[11:13:06.288]',-0.045,0.245,0.950,0.305,1.315,85.106
'[11:13:06.296]',-0.045,0.250,0.950,0.307,1.305,84.813
'[11:13:06.304]',-0.050,0.245,0.950,0.308,1.311,84.461
'[11:13:06.312]',-0.050,0.250,0.960,0.310,1.346,84.344
'[11:13:06.320]',-0.050,0.245,0.960,0.310,1.424,84.461
'[11:13:06.328]',-0.050,0.250,0.955,0.311,1.552,85.047
'[11:13:06.336]',-0.050,0.250,0.955,0.312,1.728,86.161
'[11:13:06.344]',-0.050,0.250,0.955,0.312,1.908,87.861
'[11:13:06.352]',-0.055,0.245,0.950,0.313,2.090,90.029
'[11:13:06.360]',-0.061,0.245,0.950,0.313,2.296,92.667
'[11:13:06.368]',-0.061,0.245,0.950,0.314,2.493,95.539
'[11:13:06.376]',-0.055,0.250,0.955,0.314,2.653,98.528
'[11:13:06.384]',-0.061,0.255,0.960,0.314,2.763,101.459
'[11:13:06.392]',-0.055,0.255,0.955,0.315,2.816,104.214
'[11:13:06.400]',-0.050,0.260,0.960,0.315,2.815,106.558
'[11:13:06.408]',-0.050,0.260,0.955,0.316,2.768,108.375
'[11:13:06.416]',-0.041,0.265,0.960,0.317,2.688,109.489
'[11:13:06.424]',-0.015,0.280,0.990,0.318,2.587,110.016
'[11:13:06.432]',0.010,0.295,1.010,0.319,2.475,109.723
'[11:13:06.440]',0.015,0.290,1.015,0.320,2.370,108.785
'[11:13:06.448]',0.020,0.295,1.020,0.320,2.273,107.320
'[11:13:06.456]',0.024,0.310,1.025,0.321,2.170,105.386
'[11:13:06.464]',-0.015,0.295,0.985,0.321,2.068,103.100
'[11:13:06.472]',-0.021,0.275,0.965,0.321,1.973,100.638
'[11:13:06.480]',-0.035,0.270,0.945,0.322,1.886,98.001
'[11:13:06.488]',-0.050,0.265,0.945,0.322,1.808,95.422
'[11:13:06.496]',-0.061,0.270,0.945,0.322,1.742,92.901
'[11:13:06.504]',-0.075,0.255,0.950,0.322,1.688,90.557
'[11:13:06.512]',-0.086,0.260,0.950,0.322,1.646,88.388
'[11:13:06.520]',-0.090,0.250,0.950,0.322,1.615,86.337
'[11:13:06.528]',-0.090,0.255,0.950,0.322,1.593,84.520
'[11:13:06.536]',-0.090,0.255,0.950,0.322,1.578,82.937
'[11:13:06.544]',-0.090,0.255,0.950,0.322,1.567,81.472
'[11:13:06.552]',-0.075,0.235,0.940,0.322,1.560,80.241
'[11:13:06.560]',0.044,0.300,1.030,0.322,1.555,79.245
'[11:13:06.568]',0.350,0.590,1.115,0.322,1.552,78.307
'[11:13:06.576]',0.850,1.140,1.140,0.322,1.555,77.545
'[11:13:06.584]',1.101,1.501,1.195,0.322,1.565,76.841
'[11:13:06.592]',0.170,1.101,0.815,0.322,1.584,76.314
'[11:13:06.600]',-0.321,0.630,0.620,0.322,1.611,75.845
'[11:13:06.608]',-0.346,0.385,0.760,0.322,1.647,75.493
'[11:13:06.616]',-0.220,0.240,0.890,0.321,1.692,75.259
'[11:13:06.624]',-0.151,0.200,0.945,0.321,1.744,75.083
'[11:13:06.632]',-0.130,0.185,0.970,0.320,1.797,75.024
'[11:13:06.640]',-0.120,0.175,0.975,0.319,1.841,75.024
'[11:13:06.648]',-0.120,0.175,0.975,0.318,1.877,75.083
'[11:13:06.656]',-0.110,0.175,0.980,0.317,1.911,75.318
'[11:13:06.664]',-0.106,0.185,0.985,0.316,1.937,75.552
'[11:13:06.672]',-0.095,0.180,0.990,0.315,1.954,75.845
'[11:13:06.680]',-0.086,0.200,0.995,0.314,1.958,76.255
'[11:13:06.688]',-0.075,0.195,1.000,0.313,1.949,76.666
'[11:13:06.696]',-0.075,0.205,1.000,0.312,1.928,77.193
'[11:13:06.704]',-0.070,0.210,1.005,0.311,1.896,77.603
'[11:13:06.712]',-0.065,0.215,1.010,0.309,1.857,78.131
'[11:13:06.720]',-0.055,0.220,1.015,0.308,1.812,78.541
'[11:13:06.728]',-0.050,0.230,1.020,0.306,1.764,79.010
'[11:13:06.736]',-0.050,0.235,1.020,0.304,1.715,79.362
'[11:13:06.744]',-0.041,0.245,1.025,0.302,1.670,79.714
'[11:13:06.752]',-0.035,0.250,1.035,0.300,1.628,80.007
'[11:13:06.760]',-0.030,0.255,1.035,0.298,1.582,80.182
'[11:13:06.768]',-0.030,0.260,1.045,0.296,1.535,80.241
'[11:13:06.776]',-0.030,0.265,1.045,0.293,1.489,80.182
'[11:13:06.784]',-0.025,0.270,1.050,0.291,1.446,79.948
'[11:13:06.792]',-0.025,0.280,1.055,0.289,1.408,79.538
'[11:13:06.800]',-0.030,0.285,1.060,0.287,1.373,79.069
'[11:13:06.808]',-0.041,0.275,1.065,0.284,1.342,78.483
'[11:13:06.816]',-0.050,0.285,1.065,0.282,1.315,78.072
'[11:13:06.824]',-0.055,0.275,1.070,0.281,1.291,78.072
'[11:13:06.832]',-0.075,0.270,1.070,0.279,1.271,79.362
'[11:13:06.840]',-0.090,0.265,1.065,0.278,1.257,83.054
'[11:13:06.848]',-0.106,0.265,1.055,0.277,1.246,89.795
'[11:13:06.856]',-0.120,0.260,1.050,0.276,1.235,99.876
'[11:13:06.864]',-0.140,0.260,1.040,0.275,1.224,112.419
'[11:13:06.872]',-0.146,0.255,1.030,0.274,1.214,126.076
'[11:13:06.880]',-0.146,0.275,1.020,0.273,1.206,139.088
'[11:13:06.888]',-0.126,0.290,1.015,0.273,1.200,149.932
'[11:13:06.896]',-0.100,0.320,1.010,0.272,1.197,157.376
'[11:13:06.904]',-0.075,0.330,1.010,0.272,1.196,160.951
'[11:13:06.912]',-0.061,0.340,1.005,0.271,1.196,160.599
'[11:13:06.920]',-0.050,0.340,1.000,0.271,1.199,156.965
'[11:13:06.928]',-0.030,0.335,1.000,0.270,1.203,151.104
'[11:13:06.936]',-0.021,0.320,0.995,0.270,1.210,143.836
'[11:13:06.944]',-0.005,0.320,0.995,0.270,1.220,136.158
'[11:13:06.952]',-0.005,0.305,0.990,0.270,1.232,128.597
'[11:13:06.960]',-0.005,0.295,0.990,0.269,1.243,121.446
'[11:13:06.968]',-0.005,0.285,0.980,0.269,1.255,114.881
'[11:13:06.976]',-0.005,0.280,0.980,0.269,1.266,109.079
'[11:13:06.984]',-0.005,0.275,0.975,0.269,1.275,104.038
'[11:13:06.992]',-0.005,0.275,0.975,0.269,1.282,99.935
'[11:13:07.000]',-0.010,0.270,0.975,0.269,1.287,96.535
'[11:13:07.008]',-0.015,0.270,0.975,0.268,1.293,93.898
'[11:13:07.016]',-0.015,0.270,0.970,0.268,1.297,91.964
'[11:13:07.024]',-0.021,0.265,0.970,0.268,1.299,90.615
'[11:13:07.032]',-0.021,0.265,0.970,0.268,1.297,89.795
'[11:13:07.040]',-0.021,0.265,0.965,0.269,1.294,89.209
'[11:13:07.048]',-0.025,0.260,0.965,0.269,1.289,88.916
'[11:13:07.056]',-0.030,0.260,0.965,0.270,1.280,88.623
'[11:13:07.064]',-0.030,0.260,0.965,0.271,1.271,88.212
'[11:13:07.072]',-0.035,0.260,0.960,0.272,1.274,87.861
'[11:13:07.080]',-0.041,0.260,0.960,0.273,1.300,87.568
'[11:13:07.088]',-0.041,0.255,0.960,0.274,1.364,87.450
'[11:13:07.096]',-0.041,0.265,0.965,0.276,1.473,87.743
'[11:13:07.104]',-0.041,0.260,0.965,0.276,1.630,88.564
'[11:13:07.112]',-0.045,0.260,0.965,0.277,1.824,89.854
'[11:13:07.120]',-0.045,0.255,0.965,0.277,2.041,91.729
'[11:13:07.128]',-0.041,0.260,0.965,0.277,2.257,94.074
'[11:13:07.136]',-0.035,0.255,0.965,0.277,2.429,96.594
'[11:13:07.144]',-0.041,0.260,0.965,0.277,2.555,99.290
'[11:13:07.152]',-0.035,0.260,0.965,0.277,2.654,101.928
'[11:13:07.160]',-0.035,0.255,0.965,0.276,2.708,104.272
'[11:13:07.168]',-0.041,0.265,0.960,0.275,2.714,106.324
'[11:13:07.176]',-0.035,0.265,0.960,0.274,2.677,107.789
'[11:13:07.184]',-0.025,0.265,0.960,0.272,2.607,108.727
'[11:13:07.192]',-0.010,0.270,0.970,0.270,2.516,109.079
'[11:13:07.200]',0.015,0.285,0.995,0.268,2.413,108.668
'[11:13:07.208]',0.044,0.300,1.015,0.265,2.302,107.730
'[11:13:07.216]',0.055,0.300,1.020,0.263,2.192,106.382
'[11:13:07.224]',0.060,0.310,1.025,0.261,2.084,104.565
'[11:13:07.232]',0.065,0.325,1.035,0.259,1.982,102.397
'[11:13:07.240]',0.020,0.300,0.985,0.257,1.898,100.169
'[11:13:07.248]',0.020,0.290,0.970,0.254,1.828,97.883
'[11:13:07.256]',-0.000,0.275,0.950,0.252,1.761,95.539
'[11:13:07.264]',-0.005,0.275,0.950,0.249,1.704,93.253
'[11:13:07.272]',-0.021,0.265,0.945,0.246,1.655,91.084
'[11:13:07.280]',-0.041,0.260,0.945,0.243,1.617,89.092
'[11:13:07.288]',-0.050,0.255,0.945,0.240,1.587,87.216
'[11:13:07.296]',-0.050,0.255,0.945,0.238,1.564,85.575
'[11:13:07.304]',-0.050,0.260,0.945,0.236,1.544,84.051
'[11:13:07.312]',-0.050,0.260,0.945,0.234,1.527,82.761
'[11:13:07.320]',-0.045,0.255,0.950,0.232,1.510,81.589
'[11:13:07.328]',-0.025,0.235,0.940,0.231,1.498,80.534
'[11:13:07.336]',0.105,0.300,1.030,0.229,1.490,79.596
'[11:13:07.344]',0.400,0.600,1.120,0.227,1.488,78.717
'[11:13:07.352]',0.930,1.191,1.175,0.226,1.491,78.014
'[11:13:07.360]',1.175,1.501,1.235,0.225,1.502,77.369
'[11:13:07.368]',0.235,1.146,0.855,0.223,1.524,76.783
'[11:13:07.376]',-0.245,0.665,0.675,0.222,1.554,76.314
'[11:13:07.384]',-0.265,0.405,0.800,0.222,1.591,75.845
'[11:13:07.392]',-0.166,0.240,0.895,0.221,1.633,75.552
'[11:13:07.400]',-0.106,0.195,0.945,0.221,1.677,75.376
'[11:13:07.408]',-0.086,0.175,0.965,0.220,1.720,75.259
'[11:13:07.416]',-0.081,0.165,0.975,0.220,1.759,75.200
'[11:13:07.424]',-0.075,0.160,0.970,0.220,1.790,75.259
'[11:13:07.432]',-0.065,0.170,0.975,0.220,1.810,75.318
'[11:13:07.440]',-0.061,0.165,0.975,0.220,1.821,75.493
'[11:13:07.448]',-0.055,0.175,0.980,0.220,1.823,75.728
'[11:13:07.456]',-0.050,0.175,0.985,0.220,1.816,76.138
'[11:13:07.464]',-0.041,0.190,0.990,0.221,1.800,76.490
'[11:13:07.472]',-0.035,0.190,0.995,0.221,1.775,76.900
'[11:13:07.480]',-0.035,0.200,1.000,0.221,1.742,77.428
'[11:13:07.488]',-0.041,0.200,1.000,0.221,1.704,77.838
'[11:13:07.496]',-0.045,0.205,1.005,0.221,1.661,78.307
'[11:13:07.504]',-0.030,0.210,1.005,0.220,1.616,78.717
'[11:13:07.512]',-0.025,0.220,1.015,0.220,1.570,79.127
'[11:13:07.520]',-0.021,0.225,1.015,0.219,1.524,79.420
'[11:13:07.528]',-0.021,0.230,1.020,0.219,1.479,79.596
'[11:13:07.536]',-0.021,0.230,1.020,0.219,1.441,79.714
'[11:13:07.544]',-0.021,0.245,1.025,0.219,1.410,79.772
'[11:13:07.552]',-0.021,0.245,1.035,0.219,1.376,79.655
'[11:13:07.560]',-0.021,0.250,1.035,0.219,1.343,79.420
'[11:13:07.568]',-0.021,0.255,1.045,0.219,1.312,79.069
'[11:13:07.576]',-0.025,0.265,1.050,0.219,1.283,78.483
'[11:13:07.584]',-0.025,0.270,1.055,0.219,1.257,77.897
'[11:13:07.592]',-0.035,0.265,1.060,0.219,1.234,77.545
'[11:13:07.600]',-0.050,0.270,1.065,0.220,1.214,77.721
'[11:13:07.608]',-0.070,0.255,1.060,0.220,1.196,79.362
'[11:13:07.616]',-0.081,0.260,1.070,0.220,1.180,83.523
'[11:13:07.624]',-0.100,0.245,1.055,0.220,1.168,90.909
'[11:13:07.632]',-0.120,0.250,1.050,0.221,1.152,101.459
'[11:13:07.640]',-0.135,0.245,1.045,0.221,1.137,114.295
'[11:13:07.648]',-0.140,0.250,1.035,0.221,1.130,127.952
