'Time','II','AVR','V','RESP','PLETH','ABP','LAP'
'[18:22:35.208]',0.455,0.540,0.890,0.530,1.745,112.537,37.004
'[18:22:35.216]',0.495,0.505,0.895,0.531,1.735,111.071,37.004
'[18:22:35.224]',0.520,0.485,0.840,0.532,1.727,109.362,37.004
'[18:22:35.232]',0.650,0.380,0.870,0.532,1.717,107.359,37.004
'[18:22:35.240]',0.840,0.240,0.850,0.533,1.709,105.113,37.004
'[18:22:35.248]',1.130,0.020,0.920,0.535,1.705,102.573,37.004
'[18:22:35.256]',1.420,-0.180,0.905,0.536,1.703,99.789,37.004
'[18:22:35.264]',1.500,-0.315,0.980,0.538,1.698,97.102,37.004
'[18:22:35.272]',1.500,-0.380,0.895,0.540,1.690,94.806,37.004
'[18:22:35.280]',1.500,-0.500,0.775,0.543,1.683,93.097,37.004
'[18:22:35.288]',1.500,-0.500,0.520,0.545,1.679,92.120,37.004
'[18:22:35.296]',1.500,-0.500,0.185,0.548,1.677,91.680,37.004
'[18:22:35.304]',1.500,-0.500,-0.110,0.552,1.679,91.729,37.004
'[18:22:35.312]',1.500,-0.500,-0.140,0.556,1.693,92.120,37.004
'[18:22:35.320]',1.500,-0.420,-0.030,0.560,1.721,92.804,37.004
'[18:22:35.328]',1.210,0.070,0.245,0.566,1.761,93.781,37.004
'[18:22:35.336]',0.530,0.460,0.420,0.572,1.811,95.002,37.004
'[18:22:35.344]',0.170,0.670,0.595,0.579,1.862,96.174,37.004
'[18:22:35.352]',-0.020,0.790,0.640,0.586,1.903,97.249,37.004
'[18:22:35.360]',-0.100,0.840,0.690,0.593,1.949,97.981,37.004
'[18:22:35.368]',-0.155,0.860,0.630,0.602,1.997,98.470,37.004
'[18:22:35.376]',-0.160,0.855,0.635,0.609,2.039,98.763,37.004
'[18:22:35.384]',-0.175,0.875,0.605,0.617,2.079,98.616,37.004
'[18:22:35.392]',-0.205,0.900,0.600,0.624,2.118,98.225,37.004
'[18:22:35.400]',-0.240,0.925,0.645,0.632,2.153,97.591,37.004
'[18:22:35.408]',-0.260,0.945,0.620,0.641,2.184,96.760,37.004
'[18:22:35.416]',-0.280,0.955,0.680,0.650,2.211,95.734,37.004
'[18:22:35.424]',-0.310,0.985,0.655,0.660,2.234,94.611,37.004
'[18:22:35.432]',-0.340,1.000,0.680,0.670,2.258,93.439,37.004
'[18:22:35.440]',-0.365,1.010,0.650,0.679,2.283,92.315,37.004
'[18:22:35.448]',-0.390,1.010,0.685,0.689,2.301,91.192,37.004
'[18:22:35.456]',-0.430,1.030,0.650,0.698,2.317,90.117,37.004
'[18:22:35.464]',-0.480,1.060,0.670,0.706,2.327,89.043,37.004
'[18:22:35.472]',-0.500,1.095,0.620,0.715,2.333,88.066,37.004
'[18:22:35.480]',-0.500,1.110,0.660,0.725,2.336,87.040,37.004
'[18:22:35.488]',-0.500,1.095,0.650,0.734,2.337,86.161,37.004
'[18:22:35.496]',-0.500,1.105,0.730,0.744,2.338,85.379,37.004
'[18:22:35.504]',-0.500,1.115,0.715,0.756,2.338,84.549,37.004
'[18:22:35.512]',-0.500,1.070,0.775,0.767,2.338,83.865,37.004
'[18:22:35.520]',-0.500,1.035,0.740,0.779,2.338,83.133,37.004
'[18:22:35.528]',-0.385,0.970,0.775,0.791,2.335,82.498,37.004
'[18:22:35.536]',-0.260,0.900,0.715,0.802,2.327,81.912,37.004
'[18:22:35.544]',-0.115,0.830,0.705,0.813,2.318,81.423,37.004
'[18:22:35.552]',0.050,0.750,0.650,0.823,2.306,80.935,37.004
'[18:22:35.560]',0.175,0.690,0.635,0.833,2.294,80.544,37.004
'[18:22:35.568]',0.270,0.665,0.575,0.845,2.282,80.153,37.004
'[18:22:35.576]',0.385,0.595,0.555,0.856,2.269,80.007,37.004
'[18:22:35.584]',0.450,0.555,0.505,0.868,2.257,79.860,37.004
'[18:22:35.592]',0.480,0.540,0.485,0.880,2.251,79.811,37.004
'[18:22:35.600]',0.500,0.535,0.505,0.891,2.248,79.762,37.004
'[18:22:35.608]',0.515,0.530,0.465,0.902,2.243,79.762,37.004
'[18:22:35.616]',0.530,0.520,0.505,0.912,2.241,79.762,37.004
'[18:22:35.624]',0.525,0.530,0.470,0.922,2.237,79.909,37.004
'[18:22:35.632]',0.540,0.510,0.495,0.932,2.228,80.300,37.004
'[18:22:35.640]',0.540,0.505,0.450,0.942,2.217,80.788,37.004
'[18:22:35.648]',0.530,0.520,0.480,0.952,2.205,81.618,37.004
'[18:22:35.656]',0.540,0.505,0.430,0.962,2.196,82.547,37.004
'[18:22:35.664]',0.545,0.495,0.445,0.970,2.193,83.670,37.004
'[18:22:35.672]',0.540,0.505,0.400,0.979,2.188,84.842,37.004
'[18:22:35.680]',0.575,0.465,0.420,0.986,2.179,85.966,37.004
'[18:22:35.688]',0.585,0.470,0.370,0.993,2.168,87.040,37.004
'[18:22:35.696]',0.590,0.465,0.395,0.997,2.156,87.968,37.004
'[18:22:35.704]',0.585,0.470,0.350,1.000,2.144,88.603,37.004
'[18:22:35.712]',0.560,0.490,0.370,1.000,2.132,88.847,37.004
'[18:22:35.720]',0.540,0.500,0.315,1.000,2.119,88.701,37.004
'[18:22:35.728]',0.555,0.485,0.365,1.000,2.107,87.968,37.004
'[18:22:35.736]',0.565,0.480,0.350,1.000,2.101,86.796,37.004
'[18:22:35.744]',0.565,0.485,0.390,0.999,2.098,85.184,37.004
'[18:22:35.752]',0.545,0.505,0.360,0.997,2.090,83.133,37.004
'[18:22:35.760]',0.560,0.485,0.390,0.992,2.079,80.739,37.004
'[18:22:35.768]',0.565,0.475,0.395,0.987,2.068,78.248,37.004
'[18:22:35.776]',0.560,0.470,0.375,0.980,2.060,75.660,37.004
'[18:22:35.784]',0.540,0.505,0.390,0.974,2.056,73.315,37.004
'[18:22:35.792]',0.535,0.510,0.350,0.966,2.050,71.215,37.004
'[18:22:35.800]',0.550,0.490,0.380,0.958,2.041,69.554,37.004
'[18:22:35.808]',0.545,0.495,0.335,0.949,2.030,68.235,37.004
'[18:22:35.816]',0.565,0.475,0.375,0.940,2.016,67.258,37.004
'[18:22:35.824]',0.555,0.470,0.335,0.930,1.999,66.477,37.004
'[18:22:35.832]',0.540,0.495,0.370,0.921,1.981,65.988,37.004
'[18:22:35.840]',0.540,0.500,0.345,0.911,1.966,65.695,37.004
'[18:22:35.848]',0.560,0.480,0.385,0.901,1.955,65.695,37.004
'[18:22:35.856]',0.540,0.495,0.360,0.892,1.943,65.940,37.004
'[18:22:35.864]',0.520,0.515,0.390,0.884,1.932,66.281,37.004
'[18:22:35.872]',0.525,0.510,0.370,0.877,1.919,66.819,37.004
'[18:22:35.880]',0.530,0.500,0.400,0.869,1.906,67.356,37.004
'[18:22:35.888]',0.525,0.495,0.375,0.863,1.893,67.991,37.004
'[18:22:35.896]',0.540,0.495,0.420,0.857,1.885,68.626,37.004
'[18:22:35.904]',0.530,0.500,0.375,0.852,1.880,69.114,37.004
'[18:22:35.912]',0.540,0.485,0.425,0.848,1.875,69.603,37.004
'[18:22:35.920]',0.535,0.495,0.395,0.844,1.866,69.945,37.004
'[18:22:35.928]',0.520,0.505,0.425,0.840,1.858,70.189,37.004
'[18:22:35.936]',0.520,0.520,0.380,0.837,1.854,70.287,37.004
'[18:22:35.944]',0.520,0.515,0.415,0.833,1.852,70.287,37.004
'[18:22:35.952]',0.530,0.500,0.380,0.831,1.851,70.238,37.004
'[18:22:35.960]',0.540,0.490,0.415,0.829,1.851,70.091,37.004
'[18:22:35.968]',0.545,0.480,0.385,0.828,1.851,69.847,37.004
'[18:22:35.976]',0.520,0.495,0.405,0.826,1.851,69.554,37.004
'[18:22:35.984]',0.520,0.500,0.415,0.825,1.851,69.163,37.004
'[18:22:35.992]',0.510,0.495,0.375,0.824,1.851,68.870,37.004
'[18:22:36.000]',0.505,0.525,0.410,0.824,1.848,68.431,37.004
'[18:22:36.008]',0.525,0.505,0.390,0.824,1.840,68.040,37.004
'[18:22:36.016]',0.530,0.495,0.430,0.823,1.833,67.600,37.004
'[18:22:36.024]',0.520,0.500,0.395,0.823,1.829,67.161,37.004
'[18:22:36.032]',0.515,0.510,0.435,0.822,1.821,66.819,37.004
'[18:22:36.040]',0.525,0.500,0.400,0.821,1.811,66.477,37.004
'[18:22:36.048]',0.530,0.495,0.445,0.820,1.806,66.135,37.004
'[18:22:36.056]',0.515,0.505,0.415,0.818,1.804,65.793,37.004
'[18:22:36.064]',0.505,0.510,0.445,0.817,1.803,65.500,37.004
'[18:22:36.072]',0.505,0.505,0.420,0.815,1.802,65.158,37.004
'[18:22:36.080]',0.500,0.515,0.440,0.813,1.802,64.914,37.004
'[18:22:36.088]',0.520,0.495,0.420,0.812,1.798,64.621,37.004
'[18:22:36.096]',0.530,0.490,0.455,0.810,1.787,64.377,37.004
'[18:22:36.104]',0.520,0.495,0.420,0.809,1.771,64.132,37.004
'[18:22:36.112]',0.540,0.470,0.460,0.807,1.755,63.839,37.004
'[18:22:36.120]',0.535,0.480,0.430,0.806,1.737,63.693,37.004
'[18:22:36.128]',0.520,0.510,0.470,0.804,1.721,63.497,37.004
'[18:22:36.136]',0.510,0.500,0.430,0.803,1.711,63.302,37.004
'[18:22:36.144]',0.545,0.465,0.475,0.802,1.706,63.107,37.004
'[18:22:36.152]',0.570,0.440,0.465,0.801,1.697,62.911,37.004
'[18:22:36.160]',0.590,0.420,0.495,0.799,1.683,62.716,37.004
'[18:22:36.168]',0.575,0.425,0.445,0.798,1.667,62.569,37.004
'[18:22:36.176]',0.595,0.400,0.460,0.797,1.646,62.423,37.004
'[18:22:36.184]',0.600,0.410,0.430,0.796,1.624,62.227,37.004
'[18:22:36.192]',0.560,0.445,0.420,0.795,1.599,62.032,37.004
'[18:22:36.200]',0.520,0.470,0.435,0.793,1.579,61.934,37.004
'[18:22:36.208]',0.500,0.480,0.390,0.792,1.562,61.739,37.004
'[18:22:36.216]',0.475,0.510,0.415,0.791,1.550,61.592,37.004
'[18:22:36.224]',0.455,0.540,0.390,0.790,1.547,61.495,37.004
'[18:22:36.232]',0.450,0.550,0.435,0.788,1.552,61.348,37.004
'[18:22:36.240]',0.450,0.550,0.410,0.787,1.555,61.251,37.004
'[18:22:36.248]',0.470,0.530,0.470,0.786,1.556,61.104,37.004
'[18:22:36.256]',0.470,0.540,0.465,0.785,1.557,61.006,37.004
'[18:22:36.264]',0.460,0.545,0.520,0.784,1.551,60.811,37.004
'[18:22:36.272]',0.465,0.540,0.495,0.783,1.542,60.664,37.004
'[18:22:36.280]',0.470,0.535,0.535,0.783,1.531,60.469,37.004
'[18:22:36.288]',0.465,0.525,0.500,0.782,1.525,60.371,37.004
'[18:22:36.296]',0.455,0.545,0.560,0.782,1.522,60.176,37.004
'[18:22:36.304]',0.475,0.560,0.535,0.783,1.521,60.029,37.004
'[18:22:36.312]',0.565,0.420,0.540,0.783,1.524,59.932,37.004
'[18:22:36.320]',0.840,0.140,0.335,0.783,1.525,59.785,37.004
'[18:22:36.328]',1.190,-0.150,0.220,0.784,1.522,59.590,37.004
'[18:22:36.336]',1.265,-0.165,0.170,0.784,1.515,59.492,37.004
'[18:22:36.344]',0.845,0.380,0.375,0.784,1.511,59.297,37.004
'[18:22:36.352]',0.760,0.525,0.480,0.784,1.509,59.101,37.004
'[18:22:36.360]',0.575,0.590,0.535,0.784,1.508,59.004,37.004
'[18:22:36.368]',0.465,0.605,0.515,0.784,1.508,58.808,37.004
'[18:22:36.376]',0.440,0.570,0.550,0.784,1.508,58.759,37.004
'[18:22:36.384]',0.435,0.545,0.580,0.785,1.508,58.662,37.004
'[18:22:36.392]',0.440,0.545,0.645,0.785,1.501,58.613,37.004
'[18:22:36.400]',0.430,0.540,0.660,0.786,1.496,58.564,37.004
'[18:22:36.408]',0.415,0.555,0.635,0.786,1.489,58.613,37.004
'[18:22:36.416]',0.395,0.580,0.680,0.787,1.483,58.662,37.004
'[18:22:36.424]',0.395,0.575,0.660,0.788,1.476,58.808,37.004
'[18:22:36.432]',0.405,0.565,0.680,0.789,1.473,58.906,37.004
'[18:22:36.440]',0.425,0.540,0.635,0.790,1.478,59.053,37.004
'[18:22:36.448]',0.445,0.530,0.685,0.791,1.487,59.101,37.004
'[18:22:36.456]',0.460,0.510,0.665,0.792,1.491,59.101,37.004
'[18:22:36.464]',0.495,0.465,0.705,0.794,1.493,59.053,37.004
'[18:22:36.472]',0.485,0.460,0.655,0.796,1.494,58.906,37.004
'[18:22:36.480]',0.470,0.495,0.660,0.797,1.488,58.808,37.004
'[18:22:36.488]',0.465,0.505,0.570,0.800,1.479,58.613,37.004
'[18:22:36.496]',0.495,0.475,0.580,0.801,1.471,58.369,37.004
'[18:22:36.504]',0.525,0.450,0.520,0.803,1.464,58.124,37.004
'[18:22:36.512]',0.540,0.440,0.540,0.803,1.455,57.783,37.004
'[18:22:36.520]',0.570,0.415,0.510,0.804,1.444,57.538,37.004
'[18:22:36.528]',0.590,0.400,0.565,0.805,1.435,57.245,37.004
'[18:22:36.536]',0.605,0.380,0.535,0.806,1.427,56.903,37.004
'[18:22:36.544]',0.635,0.360,0.575,0.807,1.420,56.659,37.004
'[18:22:36.552]',0.670,0.330,0.565,0.808,1.413,56.366,37.004
'[18:22:36.560]',0.705,0.305,0.605,0.809,1.408,56.122,37.004
'[18:22:36.568]',0.705,0.305,0.585,0.810,1.405,56.171,37.004
'[18:22:36.576]',0.725,0.285,0.615,0.811,1.403,57.196,37.004
'[18:22:36.584]',0.735,0.280,0.605,0.812,1.399,60.225,37.004
'[18:22:36.592]',0.730,0.295,0.630,0.813,1.391,66.721,37.004
'[18:22:36.600]',0.735,0.290,0.640,0.814,1.380,77.027,37.004
'[18:22:36.608]',0.685,0.330,0.605,0.814,1.369,90.069,37.004
'[18:22:36.616]',0.640,0.365,0.635,0.814,1.357,103.598,37.004
'[18:22:36.624]',0.585,0.410,0.590,0.813,1.344,116.200,37.004
'[18:22:36.632]',0.540,0.460,0.625,0.812,1.338,127.141,37.004
'[18:22:36.640]',0.510,0.500,0.595,0.811,1.341,136.568,37.004
'[18:22:36.648]',0.485,0.510,0.630,0.809,1.346,144.285,37.004
'[18:22:36.656]',0.475,0.515,0.590,0.807,1.349,149.951,37.004
'[18:22:36.664]',0.475,0.520,0.650,0.805,1.350,152.931,37.004
'[18:22:36.672]',0.470,0.525,0.630,0.801,1.351,153.175,37.004
'[18:22:36.680]',0.460,0.540,0.665,0.798,1.348,151.075,37.004
'[18:22:36.688]',0.455,0.530,0.640,0.793,1.340,147.265,37.004
'[18:22:36.696]',0.470,0.535,0.680,0.788,1.330,142.185,37.004
'[18:22:36.704]',0.440,0.555,0.645,0.781,1.319,136.568,37.004
'[18:22:36.712]',0.445,0.535,0.690,0.775,1.307,130.609,37.004
'[18:22:36.720]',0.460,0.535,0.675,0.768,1.298,124.699,37.004
'[18:22:36.728]',0.465,0.530,0.725,0.761,1.290,118.984,37.004
'[18:22:36.736]',0.455,0.545,0.680,0.754,1.280,113.758,37.004
'[18:22:36.744]',0.480,0.515,0.715,0.746,1.272,108.971,37.004
'[18:22:36.752]',0.465,0.540,0.680,0.738,1.268,104.819,37.004
'[18:22:36.760]',0.460,0.535,0.710,0.729,1.266,101.058,37.004
'[18:22:36.768]',0.475,0.515,0.700,0.720,1.262,97.884,37.004
'[18:22:36.776]',0.460,0.535,0.735,0.710,1.257,95.051,37.004
'[18:22:36.784]',0.470,0.520,0.725,0.700,1.254,92.608,37.004
'[18:22:36.792]',0.485,0.520,0.760,0.691,1.249,90.410,37.004
'[18:22:36.800]',0.470,0.535,0.770,0.682,1.240,88.408,37.004
'[18:22:36.808]',0.475,0.525,0.730,0.673,1.234,86.698,37.004
'[18:22:36.816]',0.485,0.520,0.775,0.666,1.227,84.989,37.004
'[18:22:36.824]',0.480,0.515,0.740,0.659,1.217,83.475,37.004
'[18:22:36.832]',0.470,0.520,0.755,0.654,1.206,82.156,37.004
'[18:22:36.840]',0.465,0.535,0.720,0.648,1.195,81.228,37.004
'[18:22:36.848]',0.455,0.525,0.755,0.646,1.186,80.739,37.004
'[18:22:36.856]',0.470,0.525,0.745,0.644,1.181,80.739,37.004
'[18:22:36.864]',0.470,0.530,0.785,0.644,1.182,81.179,37.004
'[18:22:36.872]',0.470,0.520,0.760,0.645,1.189,81.912,37.004
'[18:22:36.880]',0.455,0.530,0.785,0.646,1.197,82.937,37.004
'[18:22:36.888]',0.455,0.535,0.760,0.648,1.208,84.012,37.004
'[18:22:36.896]',0.465,0.530,0.810,0.652,1.227,85.233,37.004
'[18:22:36.904]',0.460,0.535,0.785,0.655,1.258,86.503,37.004
'[18:22:36.912]',0.470,0.520,0.835,0.662,1.302,87.822,37.004
'[18:22:36.920]',0.500,0.500,0.815,0.668,1.352,88.994,37.004
'[18:22:36.928]',0.505,0.495,0.870,0.678,1.402,89.922,37.004
'[18:22:36.936]',0.520,0.465,0.830,0.688,1.455,90.655,37.004
'[18:22:36.944]',0.520,0.445,0.845,0.701,1.502,91.094,37.004
'[18:22:36.952]',0.530,0.450,0.785,0.714,1.545,91.241,37.004
'[18:22:36.960]',0.540,0.445,0.805,0.729,1.591,91.241,37.004
'[18:22:36.968]',0.475,0.485,0.755,0.744,1.639,90.948,37.004
'[18:22:36.976]',0.445,0.510,0.780,0.758,1.688,90.508,37.004
'[18:22:36.984]',0.430,0.530,0.770,0.773,1.738,89.824,37.004
'[18:22:36.992]',0.455,0.520,0.810,0.787,1.788,88.994,37.004
'[18:22:37.000]',0.410,0.570,0.815,0.801,1.835,88.115,37.004
'[18:22:37.008]',0.380,0.590,0.760,0.816,1.874,87.138,37.004
'[18:22:37.016]',0.395,0.580,0.780,0.831,1.906,86.063,37.004
'[18:22:37.024]',0.410,0.575,0.750,0.847,1.932,85.038,37.004
'[18:22:37.032]',0.410,0.580,0.800,0.862,1.950,84.012,37.004
'[18:22:37.040]',0.410,0.575,0.780,0.877,1.963,83.035,37.004
'[18:22:37.048]',0.415,0.565,0.815,0.892,1.966,82.107,37.004
'[18:22:37.056]',0.445,0.535,0.790,0.905,1.968,81.228,37.004
'[18:22:37.064]',0.435,0.545,0.845,0.919,1.972,80.495,37.004
'[18:22:37.072]',0.400,0.575,0.835,0.934,1.974,79.762,37.004
'[18:22:37.080]',0.395,0.580,0.910,0.948,1.975,79.030,37.004
'[18:22:37.088]',0.515,0.460,0.865,0.964,1.976,78.444,37.004
'[18:22:37.096]',0.825,0.190,0.780,0.980,1.973,77.809,37.004
'[18:22:37.104]',1.255,-0.140,0.565,0.990,1.965,77.174,37.004
'[18:22:37.112]',1.340,-0.165,0.530,1.000,1.996,76.636,37.004
'[18:22:37.120]',0.770,0.400,0.615,1.000,2.051,76.050,37.004
'[18:22:37.128]',0.650,0.550,0.820,1.000,2.078,75.562,37.004
'[18:22:37.136]',0.490,0.630,0.870,1.000,2.092,75.171,37.004
'[18:22:37.144]',0.405,0.615,0.955,1.000,2.099,74.780,37.004
'[18:22:37.152]',0.400,0.580,0.975,1.000,2.102,74.487,37.004
'[18:22:37.160]',0.415,0.565,1.090,1.000,2.104,74.243,37.004
'[18:22:37.168]',0.385,0.580,1.160,1.000,2.105,74.048,37.004
'[18:22:37.176]',0.380,0.570,1.340,1.000,2.105,73.852,37.004
'[18:22:37.184]',0.395,0.565,1.500,1.000,2.107,73.755,37.004
'[18:22:37.192]',0.400,0.565,1.500,1.000,2.108,73.755,37.004
'[18:22:37.200]',0.395,0.560,1.500,1.000,2.107,73.755,37.004
'[18:22:37.208]',0.390,0.580,1.500,1.000,2.106,73.755,37.004
'[18:22:37.216]',0.420,0.540,1.500,1.000,2.106,73.755,37.004
'[18:22:37.224]',0.425,0.545,1.500,1.000,2.106,73.608,37.004
'[18:22:37.232]',0.425,0.555,1.500,1.000,2.107,73.510,37.004
'[18:22:37.240]',0.440,0.525,1.500,1.000,2.108,73.315,37.004
'[18:22:37.248]',0.460,0.505,1.500,1.000,2.107,73.071,37.004
'[18:22:37.256]',0.470,0.495,1.500,1.000,2.106,72.778,37.004
'[18:22:37.264]',0.470,0.495,1.500,1.000,2.106,72.485,37.004
'[18:22:37.272]',0.490,0.480,1.500,1.000,2.106,72.045,37.004
'[18:22:37.280]',0.495,0.475,1.500,1.000,2.106,71.557,37.004
'[18:22:37.288]',0.515,0.480,1.500,1.000,2.106,71.068,37.004
'[18:22:37.296]',0.565,0.425,1.500,1.000,2.106,70.629,37.004
'[18:22:37.304]',0.570,0.420,1.500,1.000,2.107,70.189,37.004
'[18:22:37.312]',0.630,0.375,1.500,1.000,2.108,69.749,37.004
'[18:22:37.320]',0.665,0.350,1.500,1.000,2.107,69.359,37.004
'[18:22:37.328]',0.710,0.300,1.500,1.000,2.106,68.919,37.004
'[18:22:37.336]',0.745,0.275,1.500,1.000,2.106,68.626,37.004
'[18:22:37.344]',0.765,0.260,1.500,1.000,2.106,68.431,37.004
'[18:22:37.352]',0.770,0.270,1.500,1.000,2.106,68.675,37.004
'[18:22:37.360]',0.730,0.300,1.500,1.000,2.106,70.189,37.004
'[18:22:37.368]',0.680,0.345,1.500,1.000,2.106,73.852,37.004
'[18:22:37.376]',0.635,0.395,1.500,1.000,2.106,80.690,37.004
'[18:22:37.384]',0.585,0.430,1.500,1.000,2.106,90.557,37.004
'[18:22:37.392]',0.560,0.440,1.500,1.000,2.104,102.426,37.004
'[18:22:37.400]',0.525,0.470,1.500,1.000,2.101,114.735,37.004
'[18:22:37.408]',0.485,0.515,1.500,1.000,2.096,126.409,37.004
'[18:22:37.416]',0.450,0.545,1.500,1.000,2.090,136.812,37.004
'[18:22:37.424]',0.425,0.560,1.500,1.000,2.085,145.507,37.004
'[18:22:37.432]',0.425,0.565,1.500,1.000,2.079,152.247,37.004
'[18:22:37.440]',0.435,0.550,1.500,1.000,2.075,156.497,37.004
'[18:22:37.448]',0.430,0.550,1.500,1.000,2.071,158.206,37.004
'[18:22:37.456]',0.445,0.545,1.500,1.000,2.066,157.229,37.004
'[18:22:37.464]',0.455,0.535,1.500,1.000,2.063,154.347,37.004
'[18:22:37.472]',0.460,0.525,1.500,1.000,2.061,150.049,37.004
'[18:22:37.480]',0.435,0.555,1.500,1.000,2.056,145.018,37.004
'[18:22:37.488]',0.440,0.550,1.500,1.000,2.050,139.548,37.004
'[18:22:37.496]',0.470,0.525,1.500,1.000,2.047,134.224,37.004
'[18:22:37.504]',0.465,0.520,1.500,1.000,2.044,129.241,37.004
'[18:22:37.512]',0.470,0.540,1.500,1.000,2.039,124.699,37.004
'[18:22:37.520]',0.460,0.550,1.500,1.000,2.033,120.547,37.004
'[18:22:37.528]',0.465,0.530,1.500,1.000,2.026,117.030,37.004
'[18:22:37.536]',0.470,0.520,1.500,1.000,2.022,114.051,37.004
'[18:22:37.544]',0.470,0.525,1.500,1.000,2.020,111.560,37.004
'[18:22:37.552]',0.470,0.535,1.500,1.000,2.019,109.362,37.004
'[18:22:37.560]',0.465,0.535,1.500,1.000,2.018,107.408,37.004
'[18:22:37.568]',0.460,0.540,1.500,1.000,2.018,105.747,37.004
'[18:22:37.576]',0.455,0.535,1.500,1.000,2.014,104.136,37.004
'[18:22:37.584]',0.470,0.520,1.500,1.000,2.007,102.573,37.004
'[18:22:37.592]',0.470,0.515,1.500,1.000,2.000,100.814,37.004
'[18:22:37.600]',0.455,0.535,1.500,1.000,1.992,98.812,37.004
'[18:22:37.608]',0.455,0.540,1.500,1.000,1.982,96.467,37.004
'[18:22:37.616]',0.445,0.545,1.500,1.000,1.975,93.927,37.004
'[18:22:37.624]',0.470,0.525,1.500,1.000,1.967,91.290,37.004
'[18:22:37.632]',0.455,0.540,1.500,1.000,1.960,88.994,37.004
'[18:22:37.640]',0.450,0.545,1.500,1.000,1.955,87.187,37.004
'[18:22:37.648]',0.460,0.535,1.500,1.000,1.953,86.112,37.004
'[18:22:37.656]',0.445,0.540,1.500,1.000,1.952,85.575,37.004
'[18:22:37.664]',0.470,0.520,1.500,1.000,1.951,85.428,37.004
'[18:22:37.672]',0.465,0.525,1.500,1.000,1.954,85.673,37.004
'[18:22:37.680]',0.450,0.540,1.500,1.000,1.962,86.161,37.004
'[18:22:37.688]',0.495,0.505,1.500,1.000,1.975,86.991,37.004
'[18:22:37.696]',0.520,0.495,1.500,1.000,1.992,87.919,37.004
'[18:22:37.704]',0.515,0.470,1.500,1.000,2.017,88.994,37.004
'[18:22:37.712]',0.495,0.475,1.500,1.000,2.046,90.069,37.004
'[18:22:37.720]',0.520,0.460,1.500,1.000,2.075,90.948,37.004
'[18:22:37.728]',0.510,0.470,1.500,1.000,2.102,91.632,37.004
'[18:22:37.736]',0.490,0.480,1.500,1.000,2.125,91.973,37.004
'[18:22:37.744]',0.445,0.510,1.500,1.000,2.144,92.071,37.004
'[18:22:37.752]',0.435,0.525,1.500,1.000,2.159,91.876,37.004
'[18:22:37.760]',0.440,0.550,1.500,1.000,2.177,91.485,37.004
'[18:22:37.768]',0.410,0.580,1.500,1.000,2.196,90.948,37.004
'[18:22:37.776]',0.400,0.590,1.500,1.000,2.216,90.215,37.004
'[18:22:37.784]',0.395,0.585,1.500,1.000,2.236,89.385,37.004
'[18:22:37.792]',0.420,0.560,1.500,1.000,2.256,88.408,37.004
'[18:22:37.800]',0.410,0.565,1.500,1.000,2.275,87.382,37.004
'[18:22:37.808]',0.420,0.550,1.500,0.998,2.290,86.259,37.004
'[18:22:37.816]',0.430,0.560,1.465,0.995,2.302,85.184,37.004
'[18:22:37.824]',0.425,0.570,1.430,0.980,2.308,84.110,37.004
'[18:22:37.832]',0.420,0.585,1.435,0.965,2.311,83.035,37.004
'[18:22:37.840]',0.385,0.605,1.350,0.950,2.312,82.058,37.004
'[18:22:37.848]',0.375,0.610,1.375,0.936,2.313,81.130,37.004
'[18:22:37.856]',0.495,0.495,1.275,0.922,2.313,80.300,37.004
'[18:22:37.864]',0.780,0.235,1.135,0.908,2.313,79.469,37.004
'[18:22:37.872]',1.200,-0.095,0.885,0.893,2.313,78.737,37.004
'[18:22:37.880]',1.325,-0.165,0.740,0.878,2.311,78.053,37.004
'[18:22:37.888]',0.790,0.350,0.720,0.863,2.307,77.369,37.004
'[18:22:37.896]',0.655,0.545,0.890,0.848,2.302,76.783,37.004
'[18:22:37.904]',0.490,0.630,0.880,0.833,2.296,76.246,37.004
'[18:22:37.912]',0.430,0.610,0.935,0.818,2.289,75.757,37.004
'[18:22:37.920]',0.400,0.595,0.910,0.804,2.283,75.318,37.004
'[18:22:37.928]',0.400,0.585,0.960,0.789,2.280,74.878,37.004
'[18:22:37.936]',0.395,0.575,0.910,0.776,2.278,74.487,37.004
'[18:22:37.944]',0.395,0.570,0.940,0.763,2.274,74.243,37.004
'[18:22:37.952]',0.385,0.580,0.875,0.752,2.272,74.048,37.004
'[18:22:37.960]',0.395,0.585,0.870,0.740,2.271,73.901,37.004
'[18:22:37.968]',0.400,0.560,0.785,0.729,2.267,73.852,37.004
'[18:22:37.976]',0.385,0.580,0.770,0.718,2.261,73.803,37.004
'[18:22:37.984]',0.380,0.590,0.735,0.708,2.255,73.755,37.004
'[18:22:37.992]',0.400,0.560,0.765,0.698,2.248,73.559,37.004
'[18:22:38.000]',0.410,0.550,0.770,0.688,2.242,73.364,37.004
'[18:22:38.008]',0.420,0.555,0.740,0.678,2.236,73.120,37.004
'[18:22:38.016]',0.445,0.535,0.765,0.670,2.229,72.778,37.004
'[18:22:38.024]',0.455,0.520,0.680,0.661,2.222,72.436,37.004
'[18:22:38.032]',0.475,0.495,0.600,0.652,2.215,71.996,37.004
'[18:22:38.040]',0.480,0.485,0.520,0.643,2.208,71.557,37.004
'[18:22:38.048]',0.495,0.480,0.455,0.634,2.201,71.068,37.004
'[18:22:38.056]',0.500,0.485,0.405,0.625,2.195,70.482,37.004
