'Time','I','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[15:28:47.056]',-,-0.061,0.900,0.870,-0.071,2.746,99.056,35.363,15.376
'[15:28:47.064]',-,-0.045,0.895,0.850,-0.071,2.714,98.352,34.818,15.063
'[15:28:47.072]',-,-0.050,0.890,0.865,-0.070,2.679,97.649,34.069,14.809
'[15:28:47.080]',-,-0.041,0.895,0.860,-0.068,2.641,96.946,33.251,14.936
'[15:28:47.088]',-,-0.030,0.870,0.900,-0.067,2.601,96.184,32.502,15.181
'[15:28:47.096]',-,-0.010,0.850,0.915,-0.066,2.557,95.422,31.866,15.435
'[15:28:47.104]',-,-0.000,0.830,0.950,-0.065,2.513,94.660,31.366,15.689
'[15:28:47.112]',-,-0.010,0.840,0.955,-0.064,2.468,94.015,31.003,15.933
'[15:28:47.120]',-,0.004,0.825,0.965,-0.062,2.416,93.370,30.685,16.118
'[15:28:47.128]',-,-0.015,0.850,0.910,-0.062,2.358,92.726,30.503,16.245
'[15:28:47.136]',-,-0.010,0.870,0.850,-0.061,2.291,92.139,30.367,16.499
'[15:28:47.144]',-,-0.041,0.890,0.820,-0.060,2.217,91.495,30.253,16.744
'[15:28:47.152]',-,-0.015,0.870,0.825,-0.060,2.133,90.791,30.117,16.998
'[15:28:47.160]',-,-0.030,0.880,0.820,-0.060,2.039,90.147,30.003,17.183
'[15:28:47.168]',-,-0.021,0.865,0.835,-0.059,1.936,89.619,30.003,17.369
'[15:28:47.176]',-,-0.035,0.885,0.840,-0.060,1.829,89.033,29.935,17.369
'[15:28:47.184]',-,-0.045,0.895,0.850,-0.060,1.722,88.505,29.799,17.125
'[15:28:47.192]',-,-0.055,0.910,0.840,-0.060,1.623,87.919,29.549,16.812
'[15:28:47.200]',-,-0.050,0.895,0.840,-0.061,1.543,87.509,29.367,16.499
'[15:28:47.208]',-,-0.075,0.905,0.855,-0.062,1.479,86.981,29.367,16.187
'[15:28:47.216]',-,-0.055,0.830,1.000,-0.062,1.422,86.513,29.435,15.806
'[15:28:47.224]',-,0.070,0.675,1.110,-0.062,1.378,86.044,29.299,15.308
'[15:28:47.232]',-,0.395,0.465,0.905,-0.061,1.348,85.633,29.049,14.936
'[15:28:47.240]',-,0.610,0.385,0.385,-0.060,1.327,85.164,28.868,14.809
'[15:28:47.248]',-,0.410,0.650,0.200,-0.060,1.315,84.754,28.799,14.995
'[15:28:47.256]',-,0.135,0.890,0.170,-0.059,1.306,84.285,28.754,15.376
'[15:28:47.264]',-,0.010,0.950,0.315,-0.058,1.300,83.875,28.686,15.806
'[15:28:47.272]',-,-0.041,0.930,0.595,-0.057,1.294,83.465,28.618,16.314
'[15:28:47.280]',-,-0.045,0.910,0.770,-0.057,1.287,83.113,28.436,16.871
'[15:28:47.288]',-,-0.070,0.915,0.865,-0.056,1.281,82.820,28.118,17.437
'[15:28:47.296]',-,-0.075,0.920,0.890,-0.056,1.273,82.468,27.755,18.062
'[15:28:47.304]',-,-0.081,0.915,0.910,-0.055,1.267,82.117,27.187,18.502
'[15:28:47.312]',-,-0.090,0.925,0.905,-0.054,1.261,81.882,26.369,18.746
'[15:28:47.320]',-,-0.075,0.910,0.920,-0.053,1.252,81.530,25.801,18.873
'[15:28:47.328]',-,-0.090,0.925,0.910,-0.052,1.241,81.296,25.688,19.059
'[15:28:47.336]',-,-0.075,0.905,0.920,-0.051,1.231,81.003,26.119,19.440
'[15:28:47.344]',-,-0.075,0.915,0.915,-0.051,1.221,80.710,26.801,19.811
'[15:28:47.352]',-,-0.065,0.895,0.925,-0.050,1.211,80.475,27.618,20.124
'[15:28:47.360]',-,-0.075,0.900,0.920,-0.049,1.200,80.241,28.254,20.378
'[15:28:47.368]',-,-0.055,0.890,0.930,-0.049,1.189,79.948,28.686,20.495
'[15:28:47.376]',-,-0.061,0.895,0.920,-0.048,1.176,79.596,28.868,20.309
'[15:28:47.384]',-,-0.050,0.880,0.925,-0.047,1.163,79.362,29.117,19.997
'[15:28:47.392]',-,-0.061,0.890,0.930,-0.046,1.151,79.186,29.617,19.625
'[15:28:47.400]',-,-0.045,0.870,0.920,-0.045,1.142,79.010,30.253,19.127
'[15:28:47.408]',-,-0.050,0.875,0.925,-0.043,1.135,78.776,30.117,18.619
'[15:28:47.416]',-,-0.025,0.860,0.920,-0.042,1.126,78.600,28.799,18.248
'[15:28:47.424]',-,-0.035,0.870,0.935,-0.041,1.117,78.307,27.255,18.248
'[15:28:47.432]',-,-0.015,0.845,0.920,-0.040,1.109,78.072,26.551,18.502
'[15:28:47.440]',-,-0.025,0.850,0.930,-0.038,1.100,77.721,27.051,18.873
'[15:28:47.448]',-,-0.000,0.835,0.920,-0.038,1.091,77.428,28.550,19.244
'[15:28:47.456]',-,-0.000,0.830,0.930,-0.037,1.082,77.193,30.798,19.625
'[15:28:47.464]',-,0.020,0.820,0.920,-0.037,1.075,77.310,33.501,19.870
'[15:28:47.472]',-,0.020,0.820,0.930,-0.036,1.069,78.365,36.249,19.938
'[15:28:47.480]',-,0.030,0.810,0.920,-0.036,1.065,81.003,38.997,19.870
'[15:28:47.488]',-,0.020,0.800,0.935,-0.036,1.064,85.926,41.428,19.557
'[15:28:47.496]',-,0.040,0.810,0.925,-0.036,1.063,93.077,43.381,19.000
'[15:28:47.504]',-,0.044,0.790,0.930,-0.036,1.065,101.635,44.812,18.248
'[15:28:47.512]',-,0.040,0.795,0.915,-0.036,1.068,110.251,45.993,17.623
'[15:28:47.520]',-,0.060,0.770,0.920,-0.036,1.072,117.870,46.924,17.183
'[15:28:47.528]',-,0.050,0.775,0.905,-0.036,1.075,124.142,47.628,16.812
'[15:28:47.536]',-,0.075,0.760,0.905,-0.036,1.077,129.241,48.128,16.499
'[15:28:47.544]',-,0.060,0.775,0.890,-0.036,1.080,133.637,48.491,16.245
'[15:28:47.552]',-,0.075,0.770,0.885,-0.036,1.084,137.389,48.741,16.001
'[15:28:47.560]',-,0.044,0.795,0.865,-0.037,1.089,140.436,48.991,15.689
'[15:28:47.568]',-,0.055,0.790,0.860,-0.037,1.095,142.664,49.377,15.376
'[15:28:47.576]',-,0.020,0.820,0.840,-0.037,1.103,144.305,49.695,15.122
'[15:28:47.584]',-,0.010,0.830,0.830,-0.038,1.113,145.419,49.877,14.809
'[15:28:47.592]',-,-0.025,0.860,0.810,-0.039,1.124,146.239,49.877,14.438
'[15:28:47.600]',-,-0.021,0.870,0.805,-0.040,1.136,146.884,49.740,14.311
'[15:28:47.608]',-,-0.055,0.900,0.800,-0.041,1.148,147.353,49.491,14.370
'[15:28:47.616]',-,-0.050,0.910,0.795,-0.042,1.161,147.587,48.991,14.497
'[15:28:47.624]',-,-0.081,0.930,0.800,-0.044,1.175,147.822,48.378,14.555
'[15:28:47.632]',-,-0.086,0.935,0.790,-0.046,1.189,147.880,47.628,14.555
'[15:28:47.640]',-,-0.095,0.945,0.800,-0.048,1.202,147.939,46.810,14.555
'[15:28:47.648]',-,-0.086,0.940,0.785,-0.049,1.215,148.056,45.993,14.370
'[15:28:47.656]',-,-0.100,0.950,0.795,-0.052,1.228,148.115,45.311,14.126
'[15:28:47.664]',-,-0.095,0.955,0.790,-0.054,1.239,148.173,44.676,13.813
'[15:28:47.672]',-,-0.106,0.940,0.800,-0.056,1.248,148.115,44.130,13.500
'[15:28:47.680]',-,-0.095,0.960,0.795,-0.059,1.256,147.997,43.381,13.002
'[15:28:47.688]',-,-0.110,0.950,0.800,-0.061,1.259,147.704,42.563,12.377
'[15:28:47.696]',-,-0.115,0.965,0.800,-0.064,1.258,147.236,41.746,11.869
'[15:28:47.704]',-,-0.100,0.950,0.810,-0.067,1.256,146.649,40.928,11.683
'[15:28:47.712]',-,-0.110,0.965,0.805,-0.069,1.255,145.887,40.065,11.625
'[15:28:47.720]',-,-0.095,0.950,0.825,-0.073,1.256,144.891,39.247,11.625
'[15:28:47.728]',-,-0.110,0.965,0.815,-0.076,1.268,143.660,38.316,11.625
'[15:28:47.736]',-,-0.095,0.950,0.825,-0.080,1.299,142.253,37.362,11.556
'[15:28:47.744]',-,-0.106,0.960,0.825,-0.084,1.357,140.554,36.249,11.371
'[15:28:47.752]',-,-0.095,0.950,0.835,-0.089,1.446,138.619,34.864,11.058
'[15:28:47.760]',-,-0.106,0.960,0.825,-0.093,1.568,136.392,33.319,10.873
'[15:28:47.768]',-,-0.090,0.940,0.830,-0.097,1.719,133.813,31.502,10.619
'[15:28:47.776]',-,-0.095,0.950,0.825,-0.101,1.891,130.765,29.753,10.247
'[15:28:47.784]',-,-0.075,0.935,0.835,-0.106,2.067,127.307,28.050,9.808
'[15:28:47.792]',-,-0.086,0.940,0.830,-0.110,2.239,123.439,26.505,9.495
'[15:28:47.800]',-,-0.065,0.920,0.825,-0.115,2.378,119.101,25.688,9.495
'[15:28:47.808]',-,-0.075,0.930,0.835,-0.120,2.490,114.530,26.369,9.564
'[15:28:47.816]',-,-0.061,0.920,0.825,-0.125,2.596,109.899,28.300,9.749
'[15:28:47.824]',-,-0.075,0.925,0.835,-0.130,2.686,105.679,30.298,10.062
'[15:28:47.832]',-,-0.055,0.910,0.825,-0.135,2.758,102.338,31.616,10.306
'[15:28:47.840]',-,-0.070,0.920,0.830,-0.140,2.810,100.404,31.866,10.433
'[15:28:47.848]',-,-0.061,0.910,0.825,-0.146,2.846,99.876,31.116,10.374
'[15:28:47.856]',-,-0.075,0.915,0.835,-0.151,2.866,100.111,29.685,10.306
'[15:28:47.864]',-,-0.061,0.910,0.825,-0.158,2.875,100.462,27.936,10.120
'[15:28:47.872]',-,-0.075,0.915,0.830,-0.164,2.875,100.404,26.188,9.876
'[15:28:47.880]',-,-0.055,0.910,0.825,-0.170,2.867,99.994,24.870,9.564
'[15:28:47.888]',-,-0.050,0.915,0.830,-0.175,2.852,99.349,24.189,9.437
'[15:28:47.896]',-,-0.065,0.920,0.820,-0.181,2.832,98.821,23.939,9.251
'[15:28:47.904]',-,-0.055,0.915,0.830,-0.186,2.807,98.235,24.053,8.938
'[15:28:47.912]',-,-0.075,0.925,0.815,-0.190,2.779,97.649,24.302,8.557
'[15:28:47.920]',-,-0.055,0.910,0.825,-0.194,2.750,96.946,24.757,8.313
'[15:28:47.928]',-,-0.070,0.920,0.820,-0.197,2.718,96.125,25.256,8.372
'[15:28:47.936]',-,-0.050,0.910,0.825,-0.200,2.685,95.246,25.552,8.372
'[15:28:47.944]',-,-0.061,0.920,0.815,-0.203,2.649,94.425,25.438,8.313
'[15:28:47.952]',-,-0.050,0.910,0.825,-0.206,2.612,93.722,24.802,8.186
'[15:28:47.960]',-,-0.061,0.915,0.825,-0.208,2.574,93.136,23.871,8.186
'[15:28:47.968]',-,-0.035,0.895,0.845,-0.210,2.532,92.491,22.622,8.245
'[15:28:47.976]',-,-0.045,0.890,0.860,-0.211,2.486,91.846,21.372,8.186
'[15:28:47.984]',-,-0.021,0.865,0.890,-0.212,2.437,91.202,20.237,8.118
'[15:28:47.992]',-,-0.025,0.860,0.910,-0.212,2.385,90.557,19.442,8.118
'[15:28:48.000]',-,-0.010,0.845,0.925,-0.211,2.335,89.854,19.056,8.118
'[15:28:48.008]',-,-0.025,0.870,0.905,-0.211,2.283,89.150,18.988,8.059
'[15:28:48.016]',-,-0.025,0.870,0.860,-0.210,2.224,88.564,18.988,7.932
'[15:28:48.024]',-,-0.050,0.910,0.795,-0.210,2.156,87.861,18.988,7.874
'[15:28:48.032]',-,-0.041,0.900,0.780,-0.209,2.081,87.216,18.874,7.874
'[15:28:48.040]',-,-0.050,0.910,0.795,-0.208,1.998,86.571,18.738,7.805
'[15:28:48.048]',-,-0.035,0.890,0.785,-0.208,1.906,85.926,18.806,7.874
'[15:28:48.056]',-,-0.070,0.910,0.805,-0.207,1.804,85.282,18.874,7.932
'[15:28:48.064]',-,-0.065,0.915,0.805,-0.206,1.692,84.696,18.988,8.059
'[15:28:48.072]',-,-0.086,0.935,0.815,-0.205,1.575,84.051,19.056,8.245
'[15:28:48.080]',-,-0.090,0.940,0.805,-0.205,1.457,83.406,18.942,8.430
'[15:28:48.088]',-,-0.075,0.925,0.810,-0.205,1.346,82.879,18.692,8.499
'[15:28:48.096]',-,-0.090,0.935,0.855,-0.205,1.256,82.234,18.306,8.626
'[15:28:48.104]',-,-0.095,0.840,0.995,-0.204,1.184,81.706,17.943,8.743
'[15:28:48.112]',-,0.090,0.670,1.065,-0.203,1.114,81.179,17.557,8.938
'[15:28:48.120]',-,0.445,0.465,0.815,-0.203,1.055,80.651,17.307,9.056
'[15:28:48.128]',-,0.570,0.430,0.325,-0.202,1.007,80.182,17.193,9.124
'[15:28:48.136]',-,0.315,0.765,0.255,-0.202,0.970,79.655,17.125,9.183
'[15:28:48.144]',-,0.055,0.970,0.250,-0.201,0.940,79.245,16.989,9.124
'[15:28:48.152]',-,-0.065,1.000,0.410,-0.200,0.916,78.717,16.694,9.183
'[15:28:48.160]',-,-0.095,0.970,0.620,-0.199,0.894,78.307,16.239,9.183
'[15:28:48.168]',-,-0.086,0.950,0.775,-0.198,0.874,77.838,15.672,9.251
'[15:28:48.176]',-,-0.120,0.955,0.835,-0.197,0.854,77.428,15.058,9.310
'[15:28:48.184]',-,-0.106,0.950,0.860,-0.195,0.834,77.076,14.377,9.310
'[15:28:48.192]',-,-0.130,0.960,0.865,-0.193,0.812,76.666,13.809,9.368
'[15:28:48.200]',-,-0.120,0.950,0.875,-0.191,0.797,76.373,13.423,9.495
'[15:28:48.208]',-,-0.135,0.955,0.875,-0.188,0.785,76.021,13.491,9.681
'[15:28:48.216]',-,-0.120,0.945,0.870,-0.184,0.770,75.669,13.923,9.876
'[15:28:48.224]',-,-0.135,0.960,0.880,-0.181,0.756,75.318,14.559,10.062
'[15:28:48.232]',-,-0.110,0.940,0.875,-0.178,0.741,74.907,15.172,10.247
'[15:28:48.240]',-,-0.106,0.945,0.880,-0.175,0.727,74.556,15.558,10.374
'[15:28:48.248]',-,-0.110,0.940,0.875,-0.172,0.714,74.145,15.672,10.619
'[15:28:48.256]',-,-0.095,0.935,0.875,-0.168,0.701,73.852,15.558,11.000
'[15:28:48.264]',-,-0.106,0.940,0.875,-0.164,0.688,73.618,15.490,11.498
'[15:28:48.272]',-,-0.100,0.930,0.880,-0.160,0.676,73.442,16.058,11.996
'[15:28:48.280]',-,-0.106,0.935,0.875,-0.155,0.665,73.149,17.489,12.436
'[15:28:48.288]',-,-0.090,0.915,0.885,-0.150,0.652,72.973,19.624,12.748
'[15:28:48.296]',-,-0.075,0.910,0.875,-0.146,0.645,72.680,21.304,12.807
'[15:28:48.304]',-,-0.086,0.905,0.890,-0.142,0.639,72.446,21.441,12.748
'[15:28:48.312]',-,-0.090,0.915,0.875,-0.138,0.630,72.035,19.942,12.436
'[15:28:48.320]',-,-0.065,0.895,0.890,-0.134,0.618,71.625,18.488,12.064
'[15:28:48.328]',-,-0.081,0.910,0.875,-0.130,0.606,71.097,18.238,11.556
'[15:28:48.336]',-,-0.050,0.885,0.885,-0.125,0.594,70.570,19.306,11.058
'[15:28:48.344]',-,-0.061,0.895,0.880,-0.120,0.584,70.042,21.304,10.619
'[15:28:48.352]',-,-0.041,0.870,0.890,-0.115,0.573,69.749,23.803,10.306
'[15:28:48.360]',-,-0.050,0.875,0.885,-0.111,0.563,69.867,26.687,10.120
'[15:28:48.368]',-,-0.025,0.860,0.895,-0.106,0.555,70.863,29.549,9.993
'[15:28:48.376]',-,-0.035,0.865,0.875,-0.102,0.549,73.383,32.252,9.993
'[15:28:48.384]',-,-0.005,0.845,0.890,-0.098,0.544,77.838,34.568,9.993
'[15:28:48.392]',-,-0.021,0.850,0.895,-0.094,0.540,84.520,36.363,10.120
'[15:28:48.400]',-,0.010,0.830,0.880,-0.090,0.541,92.667,37.816,10.306
'[15:28:48.408]',-,0.010,0.825,0.885,-0.087,0.543,101.107,38.861,10.560
'[15:28:48.416]',-,0.020,0.820,0.875,-0.084,0.543,108.903,39.633,10.687
'[15:28:48.424]',-,-0.000,0.830,0.880,-0.081,0.541,115.585,40.065,10.814
'[15:28:48.432]',-,0.024,0.820,0.855,-0.078,0.540,121.153,40.247,10.746
'[15:28:48.440]',-,-0.000,0.840,0.860,-0.075,0.540,125.842,40.247,10.560
'[15:28:48.448]',-,0.004,0.845,0.845,-0.071,0.541,129.828,40.383,10.374
'[15:28:48.456]',-,-0.015,0.860,0.840,-0.070,0.543,132.875,40.678,10.120
'[15:28:48.464]',-,-0.021,0.870,0.830,-0.067,0.548,135.103,41.246,9.876
'[15:28:48.472]',-,-0.050,0.895,0.835,-0.065,0.553,136.685,41.882,9.622
'[15:28:48.480]',-,-0.055,0.910,0.815,-0.064,0.557,137.682,42.427,9.310
'[15:28:48.488]',-,-0.081,0.925,0.820,-0.062,0.563,138.502,42.813,9.056
'[15:28:48.496]',-,-0.075,0.940,0.805,-0.059,0.573,139.206,43.063,8.870
'[15:28:48.504]',-,-0.110,0.955,0.815,-0.057,0.586,139.733,42.995,8.743
'[15:28:48.512]',-,-0.120,0.970,0.805,-0.054,0.596,140.143,42.745,8.743
'[15:28:48.520]',-,-0.126,0.965,0.825,-0.052,0.607,140.436,42.427,8.743
'[15:28:48.528]',-,-0.135,0.985,0.810,-0.049,0.617,140.554,42.064,8.870
'[15:28:48.536]',-,-0.130,0.980,0.825,-0.048,0.628,140.671,41.632,8.938
'[15:28:48.544]',-,-0.151,0.995,0.815,-0.046,0.638,140.671,41.246,8.997
'[15:28:48.552]',-,-0.135,0.985,0.825,-0.044,0.650,140.729,40.928,9.124
'[15:28:48.560]',-,-0.146,0.990,0.825,-0.042,0.664,140.729,40.678,9.251
'[15:28:48.568]',-,-0.130,0.985,0.835,-0.040,0.679,140.612,40.496,9.437
'[15:28:48.576]',-,-0.151,0.995,0.830,-0.038,0.695,140.495,40.178,9.564
'[15:28:48.584]',-,-0.140,0.985,0.845,-0.037,0.709,140.143,39.747,9.622
'[15:28:48.592]',-,-0.166,1.000,0.850,-0.035,0.828,139.616,39.315,9.622
'[15:28:48.600]',-,-0.135,0.985,0.835,-0.033,1.002,138.912,38.816,9.564
'[15:28:48.608]',-,-0.151,1.000,0.840,-0.031,1.095,138.033,38.248,9.564
'[15:28:48.616]',-,-0.146,0.990,0.835,-0.029,1.149,136.920,37.498,9.495
'[15:28:48.624]',-,-0.151,0.995,0.850,-0.027,1.190,135.630,36.749,9.437
'[15:28:48.632]',-,-0.130,0.985,0.835,-0.026,1.235,133.989,35.999,9.368
'[15:28:48.640]',-,-0.146,0.990,0.845,-0.024,1.296,132.055,35.114,9.251
'[15:28:48.648]',-,-0.120,0.970,0.825,-0.022,1.382,129.710,34.250,9.183
'[15:28:48.656]',-,-0.135,0.965,0.840,-0.020,1.497,127.073,33.251,9.124
'[15:28:48.664]',-,-0.115,0.975,0.830,-0.018,1.638,123.908,32.070,9.124
'[15:28:48.672]',-,-0.110,0.955,0.835,-0.015,1.801,120.391,30.548,9.183
'[15:28:48.680]',-,-0.120,0.965,0.830,-0.013,1.974,116.405,28.550,9.310
'[15:28:48.688]',-,-0.106,0.955,0.835,-0.010,2.149,112.068,25.756,9.310
'[15:28:48.696]',-,-0.120,0.960,0.825,-0.007,2.328,107.555,22.485,9.368
'[15:28:48.704]',-,-0.100,0.950,0.830,-0.004,2.469,103.276,20.305,9.564
'[15:28:48.712]',-,-0.106,0.960,0.825,-0.001,2.567,99.876,20.737,9.681
'[15:28:48.720]',-,-0.095,0.945,0.830,0.002,2.665,97.708,23.485,9.876
'[15:28:48.728]',-,-0.095,0.955,0.825,0.005,2.750,97.180,26.619,9.935
'[15:28:48.736]',-,-0.086,0.940,0.840,0.008,2.819,97.590,28.436,9.993
'[15:28:48.744]',-,-0.100,0.950,0.835,0.011,2.874,98.352,28.504,9.935
'[15:28:48.752]',-,-0.090,0.940,0.845,0.014,2.915,98.763,27.936,9.935
'[15:28:48.760]',-,-0.100,0.945,0.840,0.017,2.945,98.528,27.868,9.935
'[15:28:48.768]',-,-0.090,0.935,0.850,0.020,2.965,97.942,29.004,9.876
'[15:28:48.776]',-,-0.106,0.950,0.845,0.023,2.977,97.297,30.798,9.808
'[15:28:48.784]',-,-0.090,0.935,0.840,0.026,2.980,96.770,32.365,9.622
'[15:28:48.792]',-,-0.100,0.940,0.845,0.029,2.978,96.360,32.820,9.368
'[15:28:48.800]',-,-0.086,0.930,0.835,0.032,2.967,95.832,31.866,9.124
'[15:28:48.808]',-,-0.095,0.940,0.850,0.036,2.951,95.187,29.935,8.811
'[15:28:48.816]',-,-0.081,0.920,0.840,0.040,2.935,94.425,27.618,8.499
'[15:28:48.824]',-,-0.086,0.935,0.845,0.045,2.915,93.663,25.506,8.186
'[15:28:48.832]',-,-0.070,0.920,0.830,0.049,2.892,93.077,23.803,7.932
'[15:28:48.840]',-,-0.086,0.930,0.840,0.054,2.867,92.550,22.554,7.747
'[15:28:48.848]',-,-0.070,0.915,0.845,0.060,2.840,92.139,21.872,7.747
'[15:28:48.856]',-,-0.075,0.910,0.865,0.065,2.809,91.612,21.486,8.118
'[15:28:48.864]',-,-0.045,0.890,0.885,0.071,2.776,91.084,21.372,8.684
'[15:28:48.872]',-,-0.050,0.880,0.920,0.076,2.740,90.557,21.441,9.368
'[15:28:48.880]',-,-0.030,0.865,0.940,0.081,2.700,89.912,21.554,9.993
'[15:28:48.888]',-,-0.025,0.865,0.965,0.086,2.656,89.326,21.804,10.501
'[15:28:48.896]',-,-0.035,0.870,0.940,0.091,2.612,88.681,22.122,10.746
'[15:28:48.904]',-,-0.021,0.865,0.885,0.096,2.565,87.978,22.554,10.746
'[15:28:48.912]',-,-0.045,0.905,0.810,0.101,2.510,87.333,23.189,10.433
'[15:28:48.920]',-,-0.035,0.895,0.820,0.105,2.448,86.747,23.553,9.935
'[15:28:48.928]',-,-0.050,0.910,0.805,0.110,2.377,86.044,23.689,9.251
'[15:28:48.936]',-,-0.035,0.895,0.825,0.114,2.299,85.399,23.485,8.626
'[15:28:48.944]',-,-0.050,0.900,0.820,0.118,2.213,84.813,23.303,8.001
'[15:28:48.952]',-,-0.041,0.890,0.830,0.122,2.122,84.168,23.121,7.620
'[15:28:48.960]',-,-0.065,0.915,0.825,0.125,2.029,83.523,22.940,7.375
'[15:28:48.968]',-,-0.055,0.905,0.830,0.129,1.938,82.937,22.803,7.375
'[15:28:48.976]',-,-0.075,0.920,0.825,0.133,1.855,82.292,22.735,7.493
'[15:28:48.984]',-,-0.061,0.900,0.875,0.136,1.784,81.706,22.735,7.805
'[15:28:48.992]',-,-0.086,0.840,1.005,0.140,1.725,81.120,22.871,8.186
'[15:28:49.000]',-,0.125,0.650,1.105,0.143,1.684,80.534,22.985,8.743
'[15:28:49.008]',-,0.480,0.470,0.795,0.147,1.657,80.065,23.189,9.310
'[15:28:49.016]',-,0.665,0.400,0.310,0.150,1.635,79.479,23.485,9.876
'[15:28:49.024]',-,0.380,0.725,0.230,0.153,1.621,79.010,23.871,10.247
'[15:28:49.032]',-,0.120,0.910,0.215,0.155,1.610,78.424,24.257,10.619
'[15:28:49.040]',-,-0.035,0.975,0.400,0.157,1.601,77.897,24.371,10.931
'[15:28:49.048]',-,-0.050,0.920,0.635,0.158,1.592,77.428,24.189,11.312
'[15:28:49.056]',-,-0.045,0.915,0.790,0.160,1.584,76.959,23.621,11.752
'[15:28:49.064]',-,-0.075,0.920,0.855,0.162,1.575,76.548,22.940,12.309
'[15:28:49.072]',-,-0.090,0.915,0.875,0.164,1.566,76.138,22.236,12.748
'[15:28:49.080]',-,-0.081,0.925,0.880,0.165,1.558,75.728,21.804,13.119
'[15:28:49.088]',-,-0.095,0.915,0.890,0.167,1.550,75.376,21.486,13.305
'[15:28:49.096]',-,-0.081,0.910,0.885,0.168,1.544,74.907,21.304,13.305
'[15:28:49.104]',-,-0.075,0.910,0.895,0.169,1.541,74.556,21.304,13.061
'[15:28:49.112]',-,-0.090,0.915,0.890,0.170,1.537,74.087,21.304,12.621
'[15:28:49.120]',-,-0.075,0.895,0.900,0.170,1.532,73.735,21.123,12.064
'[15:28:49.128]',-,-0.081,0.905,0.890,0.171,1.526,73.383,20.737,11.371
'[15:28:49.136]',-,-0.061,0.885,0.900,0.172,1.520,72.973,20.191,10.814
'[15:28:49.144]',-,-0.075,0.895,0.890,0.173,1.513,72.739,19.692,10.501
'[15:28:49.152]',-,-0.050,0.880,0.895,0.174,1.507,72.446,19.306,10.501
'[15:28:49.160]',-,-0.055,0.885,0.895,0.174,1.500,72.211,19.487,10.814
'[15:28:49.168]',-,-0.041,0.870,0.900,0.175,1.492,72.035,20.487,11.244
'[15:28:49.176]',-,-0.050,0.880,0.895,0.174,1.481,71.918,22.690,11.810
'[15:28:49.184]',-,-0.025,0.860,0.900,0.173,1.468,71.801,25.370,12.309
'[15:28:49.192]',-,-0.035,0.865,0.900,0.173,1.454,71.625,27.437,12.748
'[15:28:49.200]',-,-0.010,0.845,0.895,0.172,1.443,71.449,28.050,13.061
'[15:28:49.208]',-,-0.021,0.850,0.910,0.172,1.433,71.097,27.687,13.188
'[15:28:49.216]',-,0.004,0.835,0.895,0.171,1.420,70.804,27.051,13.119
'[15:28:49.224]',-,-0.000,0.840,0.915,0.170,1.407,70.394,26.369,12.934
'[15:28:49.232]',-,0.015,0.820,0.905,0.169,1.392,70.160,25.801,12.621
'[15:28:49.240]',-,0.004,0.825,0.920,0.167,1.377,70.101,25.756,12.377
'[15:28:49.248]',-,0.024,0.810,0.905,0.165,1.363,70.629,26.505,12.250
'[15:28:49.256]',-,0.020,0.815,0.920,0.163,1.348,72.446,28.118,12.250
'[15:28:49.264]',-,0.044,0.795,0.910,0.161,1.334,76.138,30.548,12.309
'[15:28:49.272]',-,0.044,0.790,0.920,0.159,1.322,82.058,33.615,12.377
'[15:28:49.280]',-,0.065,0.775,0.915,0.156,1.310,89.971,36.931,12.377
'[15:28:49.288]',-,0.070,0.770,0.920,0.154,1.298,98.763,39.997,12.250
'[15:28:49.296]',-,0.065,0.775,0.910,0.151,1.291,107.262,42.563,11.937
'[15:28:49.304]',-,0.085,0.755,0.915,0.149,1.287,114.647,44.494,11.498
'[15:28:49.312]',-,0.070,0.760,0.900,0.147,1.283,120.918,45.811,11.000
'[15:28:49.320]',-,0.090,0.750,0.905,0.143,1.278,126.194,46.493,10.306
'[15:28:49.328]',-,0.070,0.770,0.880,0.140,1.273,130.589,46.742,9.622
'[15:28:49.336]',-,0.080,0.765,0.880,0.136,1.269,134.223,46.674,8.938
'[15:28:49.344]',-,0.050,0.785,0.855,0.133,1.266,137.037,46.424,8.430
'[15:28:49.352]',-,0.040,0.795,0.855,0.129,1.264,139.030,46.061,8.059
'[15:28:49.360]',-,0.020,0.825,0.840,0.125,1.263,140.436,45.743,7.874
'[15:28:49.368]',-,0.015,0.830,0.835,0.122,1.263,141.374,45.425,7.874
'[15:28:49.376]',-,-0.021,0.860,0.825,0.118,1.263,142.195,45.243,7.874
'[15:28:49.384]',-,-0.025,0.870,0.835,0.113,1.265,142.781,45.243,8.059
'[15:28:49.392]',-,-0.045,0.895,0.820,0.109,1.268,143.250,45.243,8.245
'[15:28:49.400]',-,-0.045,0.895,0.815,0.104,1.273,143.484,45.243,8.557
'[15:28:49.408]',-,-0.075,0.915,0.825,0.099,1.281,143.602,45.175,8.870
'[15:28:49.416]',-,-0.061,0.910,0.820,0.094,1.288,143.660,44.993,9.124
'[15:28:49.424]',-,-0.075,0.925,0.825,0.090,1.296,143.719,44.880,9.310
'[15:28:49.432]',-,-0.070,0.915,0.815,0.086,1.304,143.777,44.812,9.437
'[15:28:49.440]',-,-0.081,0.930,0.830,0.081,1.313,143.836,44.880,9.437
'[15:28:49.448]',-,-0.075,0.925,0.820,0.076,1.323,143.836,44.993,9.495
